rollout/ep_rew_mean,train/ent_coef_loss,train/n_updates,time/episodes,time/time_elapsed,time/total_timesteps,train/learning_rate,rollout/ep_len_mean,train/ent_coef,train/actor_loss,train/critic_loss,time/fps
-4.768394750000001,-165.94644165039062,4927,4,162,5028,0.0008459126528049375,1257.0,0.017457474023103714,-123.00544738769531,58.4197883605957,30
-3.8271917500000003,-40.784236907958984,9955,8,328,10056,0.0008459126528049375,1257.0,0.000942049256991595,-131.19671630859375,1.654207706451416,30
-3.0937044166666663,-10.635529518127441,14983,12,478,15084,0.0008459126528049375,1257.0,0.000713312707375735,-134.24102783203125,58.08203887939453,31
-2.7486583749999998,18.00115203857422,20011,16,641,20112,0.0008459126528049375,1257.0,0.0009682917152531445,-140.7489776611328,3.2085657119750977,31
-2.5740556999999997,-33.95630645751953,25039,20,5,25140,0.0008459126528049375,1257.0,0.0003108543169219047,-140.8384552001953,2.5799038410186768,27
-2.4371587083333335,73.1912841796875,30067,24,178,30168,0.0008459126528049375,1257.0,0.0006716320058330894,-142.81787109375,4.6730804443359375,28
-2.3621904285714286,-4.102482318878174,35095,28,334,35196,0.0008459126528049375,1257.0,0.0011104292934760451,-146.84771728515625,7.1530961990356445,30
-2.2778311875000004,42.588741302490234,40123,32,491,40224,0.0008459126528049375,1257.0,0.0008742111385799944,-146.28515625,11.003751754760742,30
-2.2391441666666667,-26.839752197265625,45151,36,647,45252,0.0008459126528049375,1257.0,0.0008744621300138533,-141.0567626953125,3.747161388397217,31
-2.2040619250000004,81.32318878173828,50179,40,10,50280,0.0008459126528049375,1257.0,0.00076992780668661,-136.8021240234375,51.621055603027344,26
-2.1568491818181816,33.880393981933594,55207,44,199,55308,0.0008459126528049375,1257.0,0.0014983414439484477,-133.56454467773438,12.473712921142578,26
-2.1251215,0.06807941198348999,60235,48,387,60336,0.0008459126528049375,1257.0,0.0011265137000009418,-130.33384704589844,3.744286060333252,26
-2.1048959807692307,-42.13401794433594,65263,52,551,65364,0.0008459126528049375,1257.0,0.001091963378712535,-126.31836700439453,7.204873085021973,27
-2.0646658035714287,-7.651280403137207,70291,56,706,70392,0.0008459126528049375,1257.0,0.0014843528624624014,-116.22636413574219,145.39260864257812,28
-2.0459866000000004,5.943619728088379,75319,60,13,75420,0.0008459126528049375,1257.0,0.0016780676087364554,-102.84091186523438,16.707836151123047,31
-2.0288753437500002,96.70492553710938,80347,64,186,80448,0.0008459126528049375,1257.0,0.000851000368129462,-92.24140930175781,39.425384521484375,29
-2.0041165147058826,-11.388830184936523,85375,68,386,85476,0.0008459126528049375,1257.0,0.0010963056702166796,-84.17720794677734,5.015425682067871,27
-1.9787959583333334,-46.79524612426758,90403,72,583,90504,0.0008459126528049375,1257.0,0.0015089658554643393,-74.02014923095703,5.128769397735596,26
-1.971731565789474,-52.85841369628906,95431,76,754,95532,0.0008459126528049375,1257.0,0.000513027305714786,-66.52386474609375,0.8865397572517395,27
