train/learning_rate,time/total_timesteps,train/critic_loss,time/fps,train/actor_loss,time/episodes,train/ent_coef_loss,rollout/ep_rew_mean,train/ent_coef,rollout/ep_len_mean,time/time_elapsed,train/n_updates
0.0008459126528049375,5032,1.1916779279708862,47,-124.61509704589844,4,-164.04690551757812,-5.51748675,0.018022999167442322,1258.0,106,4931
0.0008459126528049375,10064,1.8906967639923096,46,-131.44015502929688,8,14.309615135192871,-4.384270625,0.0013595718191936612,1258.0,218,9963
0.0008459126528049375,15096,2.681659460067749,45,-137.31729125976562,12,-36.80938720703125,-3.7259007499999997,0.0013592904433608055,1258.0,330,14995
0.0008459126528049375,20128,3.526658058166504,46,-141.19537353515625,16,-58.27714538574219,-3.3575023125000003,0.0005697582964785397,1258.0,436,20027
0.0008459126528049375,25160,3.2193784713745117,43,-145.16175842285156,20,-10.820037841796875,-3.0633715500000003,0.0012049596989527345,1258.0,3,25059
0.0008459126528049375,30192,4.188364505767822,42,-149.0338897705078,24,-0.8273910284042358,-2.919634541666667,0.0010619604727253318,1258.0,123,30091
0.0008459126528049375,35224,4.424883842468262,43,-151.8578338623047,28,78.82140350341797,-2.7960040357142857,0.0011758182663470507,1258.0,233,35123
0.0008459126528049375,40256,5.119996547698975,44,-154.1550750732422,32,-71.56969451904297,-2.7444306875,0.00037382665323093534,1258.0,342,40155
0.0008459126528049375,45288,19.458894729614258,44,-153.169677734375,36,-29.626304626464844,-2.681882861111111,0.0009818330872803926,1258.0,451,45187
0.0008459126528049375,50320,9.731369972229004,46,-147.70042419433594,40,-42.546207427978516,-2.6410439749999997,0.000984329730272293,1258.0,6,50219
0.0008459126528049375,55352,7.14000129699707,46,-142.7107391357422,44,24.9346866607666,-2.603425068181818,0.001213442417792976,1258.0,116,55251
0.0008459126528049375,60384,17.025815963745117,45,-136.22198486328125,48,47.70512771606445,-2.5653501666666667,0.0014659485314041376,1258.0,226,60283
0.0008459126528049375,65416,11.023687362670898,45,-121.92866516113281,52,27.016887664794922,-2.534568346153846,0.001671547768637538,1258.0,336,65315
0.0008459126528049375,70448,19.21053695678711,45,-71.14695739746094,56,53.12771224975586,-2.509945517857143,0.0017760464688763022,1258.0,449,70347
0.0008459126528049375,75480,17.549163818359375,41,-59.16151809692383,60,-12.840461730957031,-2.5083663166666668,0.0011994540691375732,1258.0,11,75379
0.0008459126528049375,80512,1.9729373455047607,36,-51.09743118286133,64,21.157894134521484,-2.49175834375,0.0007338527357205749,1258.0,151,80411
0.0008459126528049375,85544,1.8011066913604736,32,-45.680641174316406,68,-18.590877532958984,-2.490457382352941,0.0003153947473037988,1258.0,325,85443
0.0008459126528049375,90576,3.1456351280212402,31,-39.415374755859375,72,35.26240539550781,-2.4945053194444444,0.00034852069802582264,1258.0,500,90475
0.0008459126528049375,95608,1.6186341047286987,30,-32.597007751464844,76,35.254913330078125,-2.4821583421052633,0.0004036915779579431,1258.0,675,95507
