train/learning_rate,time/total_timesteps,train/critic_loss,time/fps,train/actor_loss,time/episodes,train/ent_coef_loss,rollout/ep_rew_mean,train/ent_coef,rollout/ep_len_mean,time/time_elapsed,train/n_updates
0.0008459126528049375,5032,1.5853949785232544,32,-122.345458984375,4,-172.44822692871094,-5.58987375,0.017338186502456665,1258.0,156,4931
0.0008459126528049375,10064,2.3704938888549805,31,-127.97513580322266,8,-13.420931816101074,-4.41662275,0.0017197156557813287,1258.0,315,9963
0.0008459126528049375,15096,2.5639724731445312,31,-133.44436645507812,12,-9.004337310791016,-3.788797583333333,0.0016555520705878735,1258.0,475,14995
0.0008459126528049375,20128,3.282773494720459,31,-137.20849609375,16,-39.076194763183594,-3.4120599375000005,0.001584914862178266,1258.0,635,20027
0.0008459126528049375,25160,4.149259567260742,31,-137.95936584472656,20,452.1304626464844,-3.2298944,0.0013965831603854895,1258.0,5,25059
0.0008459126528049375,30192,5.411647796630859,31,-130.1500244140625,24,-91.2449951171875,-3.097865083333333,0.002056560479104519,1258.0,164,30091
0.0008459126528049375,35224,5.73765230178833,31,-124.13397979736328,28,85.14132690429688,-3.0062072499999997,0.000984413200058043,1258.0,324,35123
0.0008459126528049375,40256,20.643064498901367,31,-110.96223449707031,32,-3.9272220134735107,-2.9085175624999997,0.0009401272982358932,1258.0,483,40155
0.0008459126528049375,45288,7.324863910675049,31,-101.84537506103516,36,49.42732238769531,-2.8298083333333333,0.0003760663093999028,1258.0,645,45187
0.0008459126528049375,50320,3.074826955795288,32,-96.07061004638672,40,71.26769256591797,-2.76673325,0.0007687630713917315,1258.0,9,50219
0.0008459126528049375,55352,2.4149765968322754,31,-86.86805725097656,44,-12.27949333190918,-2.7407471590909087,0.0004187250742688775,1258.0,168,55251
0.0008459126528049375,60384,12.226045608520508,31,-75.34538269042969,48,-17.102859497070312,-2.6887317083333335,0.0006043970352038741,1258.0,327,60283
0.0008459126528049375,65416,16.054344177246094,31,-58.486839294433594,52,-57.68168258666992,-2.657131365384615,0.0006555339205078781,1258.0,491,65315
0.0008459126528049375,70448,2.7974398136138916,31,-53.811553955078125,56,11.085185050964355,-2.639381339285715,0.000617601559497416,1258.0,656,70347
0.0008459126528049375,75480,1.4383482933044434,29,-48.8692626953125,60,-135.47010803222656,-2.63428595,0.0003898575669154525,1258.0,16,75379
0.0008459126528049375,80512,1.2617634534835815,28,-41.61687469482422,64,-103.54371643066406,-2.621253640625,0.0007116204942576587,1258.0,192,80411
0.0008459126528049375,85544,0.5164188742637634,28,-38.080810546875,68,-75.82948303222656,-2.608934382352941,0.0005603826139122248,1258.0,370,85443
0.0008459126528049375,90576,0.6623443365097046,28,-35.29254150390625,72,19.355327606201172,-2.5923844166666665,0.0003177977923769504,1258.0,545,90475
0.0008459126528049375,95608,0.570846676826477,28,-32.42633056640625,76,-8.22964859008789,-2.5821605789473687,0.0002286940871272236,1258.0,720,95507
