train/learning_rate,time/total_timesteps,train/critic_loss,time/fps,train/actor_loss,time/episodes,train/ent_coef_loss,rollout/ep_rew_mean,train/ent_coef,rollout/ep_len_mean,time/time_elapsed,train/n_updates
0.0008459126528049375,5032,1.341888189315796,33,-122.61164093017578,4,-178.78146362304688,-5.259438749999999,0.017425578087568283,1258.0,151,4931
0.0008459126528049375,10064,3.5285418033599854,32,-132.77882385253906,8,-39.35124206542969,-4.07138725,0.0012686497066169977,1258.0,306,9963
0.0008459126528049375,15096,2.4486794471740723,32,-135.98207092285156,12,-1.149194598197937,-3.527771833333333,0.000847869785502553,1258.0,463,14995
0.0008459126528049375,20128,2.8649163246154785,32,-137.81369018554688,16,-102.50566864013672,-3.35848775,0.0012052918318659067,1258.0,620,20027
0.0008459126528049375,25160,2.8498024940490723,33,-145.2265625,20,9.94332504272461,-3.1795778500000003,0.0007643723511137068,1258.0,4,25059
0.0008459126528049375,30192,4.460577011108398,32,-144.52630615234375,24,43.79594802856445,-3.07711375,0.00043717894004657865,1258.0,157,30091
0.0008459126528049375,35224,4.04322624206543,32,-144.32351684570312,28,-43.95500564575195,-2.9420983928571425,0.0009253030875697732,1258.0,310,35123
0.0008459126528049375,40256,3.5476431846618652,32,-141.67166137695312,32,11.167447090148926,-2.853662625,0.0006269281730055809,1258.0,463,40155
0.0008459126528049375,45288,14.40279769897461,32,-134.96641540527344,36,-47.10332107543945,-2.8085418055555555,0.0005270091351121664,1258.0,616,45187
0.0008459126528049375,50320,44.864585876464844,33,-139.126953125,40,-13.254654884338379,-2.7493711999999997,0.0009806142188608646,1258.0,9,50219
0.0008459126528049375,55352,72.62503814697266,32,-131.82440185546875,44,134.37811279296875,-2.6899042727272726,0.0018002247670665383,1258.0,162,55251
0.0008459126528049375,60384,17.485429763793945,32,-116.51611328125,48,24.41377067565918,-2.659164104166667,0.0009599046898074448,1258.0,316,60283
0.0008459126528049375,65416,3.5568389892578125,32,-107.42511749267578,52,5.243817329406738,-2.6349935576923076,0.00113935477565974,1258.0,470,65315
0.0008459126528049375,70448,3.5550146102905273,32,-106.09629821777344,56,11.491588592529297,-2.6139611785714285,0.0009177424944937229,1258.0,626,70347
0.0008459126528049375,75480,3.2440614700317383,30,-106.93748474121094,60,-24.359045028686523,-2.5647320833333334,0.0011544672306627035,1258.0,15,75379
0.0008459126528049375,80512,4.781291961669922,30,-103.99459075927734,64,43.661109924316406,-2.54889559375,0.001643687137402594,1258.0,182,80411
0.0008459126528049375,85544,2.8964953422546387,30,-102.99613952636719,68,-43.99678421020508,-2.5614315441176476,0.0008962458232417703,1258.0,351,85443
0.0008459126528049375,90576,2.9369752407073975,30,-103.22293090820312,72,58.175758361816406,-2.557647972222222,0.0006665292894467711,1258.0,514,90475
0.0008459126528049375,95608,17.332857131958008,32,-101.28436279296875,76,30.40965461730957,-2.583848263157895,0.0007825433276593685,1258.0,643,95507
