time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/n_updates,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/approx_kl,train/std,train/clip_range,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,rollout/ep_len_mean,rollout/ep_rew_mean
4107,512,1,0,,,,,,,,,,,,,
2274,1024,2,0,16,-0.03516585561737884,0.07449044282839168,0.0004092704424510632,0.016615447,1.0000104904174805,0.2,0.267822265625,-43.98712432384491,-0.03565755859017372,-0.29419517517089844,,
1972,1536,3,0,32,-0.026159101704251952,0.0023899662555777468,0.0004092704424510632,0.015825389,1.000333547592163,0.2,0.246826171875,-43.991636872291565,-0.026078306138515472,0.012662351131439209,1223.0,-2.278979
1846,2048,4,1,48,-0.024961084447568282,0.008055996600887738,0.0004092704424510632,0.013478249,0.9980903267860413,0.2,0.2178955078125,-43.96644854545593,-0.03710509091615677,-0.000767827033996582,1223.0,-2.278979
1784,2560,5,1,64,-0.027583796341787092,0.001335255505182431,0.0004092704424510632,0.015756283,0.9974095821380615,0.2,0.253662109375,-43.908528089523315,-0.030848035588860512,0.028465330600738525,1223.0,-2.2804330000000004
1746,3072,6,1,80,-0.023653015814488754,0.010569015372311696,0.0004092704424510632,0.014486623,0.9978732466697693,0.2,0.265625,-43.90856635570526,-0.019697485491633415,0.0005098581314086914,1223.0,-2.2804330000000004
1719,3584,7,2,96,-0.024077268957626075,0.0018355317533860216,0.0004092704424510632,0.01432763,0.9967138767242432,0.2,0.2176513671875,-43.903048276901245,-0.02604798600077629,0.05487358570098877,1223.0,-2.2804330000000004
1698,4096,8,2,112,-0.02639126210124232,0.002313936794962501,0.0004092704424510632,0.018587083,0.997086226940155,0.2,0.2474365234375,-43.879963636398315,-0.031170323491096497,0.0389673113822937,1223.0,-2.254865666666667
1685,4608,9,2,128,-0.029391999036306515,0.020273932517739013,0.0004092704424510632,0.021340009,0.998350977897644,0.2,0.2724609375,-43.908127546310425,-0.023845162242650986,0.002923309803009033,1223.0,-2.254865666666667
1672,5120,10,3,144,-0.026299657445633784,0.0017105607985286042,0.0004092704424510632,0.021419054,0.9982650876045227,0.2,0.267333984375,-43.92960441112518,-0.03213869035243988,0.007104218006134033,1223.0,-2.26281725
1671,5632,11,3,160,-0.024340694333659485,0.025709939189255238,0.0004092704424510632,0.01626138,0.997703492641449,0.2,0.22509765625,-43.91905176639557,-0.012889188714325428,0.005595386028289795,1223.0,-2.26281725
1677,6144,12,3,176,-0.02083664180827327,0.0015316783465095796,0.0004092704424510632,0.010886609,0.9963951110839844,0.2,0.1724853515625,-43.88894593715668,-0.040246739983558655,0.037188708782196045,1223.0,-2.2530634
1685,6656,13,3,192,-0.02349669839895796,0.03018316358793527,0.0004092704424510632,0.019717053,0.9969990253448486,0.2,0.2381591796875,-43.87209451198578,-0.025599980726838112,0.008628427982330322,1223.0,-2.2530634
1695,7168,14,4,208,-0.023008027841569856,0.0024956780653155874,0.0004092704424510632,0.017525125,0.9970278143882751,0.2,0.2132568359375,-43.88632893562317,-0.02360439859330654,0.07853096723556519,1223.0,-2.2530634
1702,7680,15,4,224,-0.024842625920427963,0.0022153140198497567,0.0004092704424510632,0.017735995,0.9959650635719299,0.2,0.242431640625,-43.872114300727844,-0.0351317822933197,0.02068561315536499,1223.0,-2.2376451666666664
1707,8192,16,4,240,-0.023580888519063592,0.041696465108543634,0.0004092704424510632,0.017264869,0.9951503872871399,0.2,0.2109375,-43.83680057525635,-0.0198004562407732,0.017706990242004395,1223.0,-2.2376451666666664
1715,8704,17,5,256,-0.02707197998824995,0.0013038971774221864,0.0004092704424510632,0.020952122,0.994330883026123,0.2,0.270263671875,-43.81200563907623,-0.031113825738430023,-0.2503845691680908,1223.0,-2.231673285714286
1719,9216,18,5,272,-0.02824479012633674,0.044969628332182765,0.0004092704424510632,0.022407105,0.9951246976852417,0.2,0.2559814453125,-43.80562901496887,-0.022649576887488365,0.03428429365158081,1223.0,-2.231673285714286
1722,9728,19,5,288,-0.023890363227110356,0.0027105519038741477,0.0004092704424510632,0.020228487,0.9948371648788452,0.2,0.235107421875,-43.82038974761963,-0.029776684939861298,0.20390111207962036,1223.0,-2.231673285714286
1728,10240,20,5,304,-0.02358806952543091,0.002261390178318834,0.0004092704424510632,0.022337493,0.9965607523918152,0.2,0.2283935546875,-43.83165740966797,-0.0394287183880806,0.07367843389511108,1223.0,-2.230945875
1730,10752,21,6,320,-0.02581037746858783,0.057743374491110444,0.0004092704424510632,0.0279137,0.9944742918014526,0.2,0.2784423828125,-43.84498333930969,-0.006632339209318161,0.019546151161193848,1223.0,-2.230945875
1734,11264,22,6,336,-0.026909119624178857,0.003071927418204723,0.0004092704424510632,0.023329569,0.9929941296577454,0.2,0.2464599609375,-43.77159774303436,-0.04363080486655235,-0.6008721590042114,1223.0,-2.225429
1736,11776,23,6,352,-0.029077513318043202,0.06717696762643754,0.0004092704424510632,0.020599846,0.9921314120292664,0.2,0.2476806640625,-43.73816180229187,-0.002644108608365059,0.012944936752319336,1223.0,-2.225429
1739,12288,24,7,368,-0.030604052590206265,0.0014241827630030457,0.0004092704424510632,0.02715723,0.9915189146995544,0.2,0.2679443359375,-43.71706449985504,-0.03286965936422348,-0.6078498363494873,1223.0,-2.2285391000000003
1743,12800,25,7,384,-0.026968898222548887,0.06592092651408166,0.0004092704424510632,0.01815977,0.9922831058502197,0.2,0.224853515625,-43.71167469024658,-0.011814646422863007,0.026401817798614502,1223.0,-2.2285391000000003
1747,13312,26,7,400,-0.02249356913671363,0.006750972090230789,0.0004092704424510632,0.017013224,0.9936473965644836,0.2,0.198974609375,-43.74800205230713,-0.021210134029388428,0.1816738247871399,1223.0,-2.2285391000000003
1750,13824,27,7,416,-0.028056625043973327,0.00264564539611456,0.0004092704424510632,0.019576821,0.9947397112846375,0.2,0.2554931640625,-43.78950560092926,-0.032425880432128906,-0.029302000999450684,1223.0,-2.2216820000000004
1752,14336,28,8,432,-0.030524058733135462,0.09546244307421148,0.0004092704424510632,0.024052776,0.9952129125595093,0.2,0.2513427734375,-43.811787486076355,-0.002978075295686722,0.011943995952606201,1223.0,-2.2216820000000004
1752,14848,29,8,448,-0.020687003969214857,0.002895967245422071,0.0004092704424510632,0.015387996,0.993855357170105,0.2,0.2061767578125,-43.798290371894836,-0.03677782043814659,-1.5469639301300049,1223.0,-2.2218416666666667
1754,15360,30,8,464,-0.017708691506413743,0.08590042893774807,0.0004092704424510632,0.017752413,0.9925447702407837,0.2,0.18896484375,-43.74894857406616,-0.0036998651921749115,0.010194122791290283,1223.0,-2.2218416666666667
1756,15872,31,9,480,-0.02390983115765266,0.002810068221151596,0.0004092704424510632,0.018917974,0.9907309412956238,0.2,0.2005615234375,-43.702123165130615,-0.027232564985752106,0.05416548252105713,1223.0,-2.2218416666666667
1757,16384,32,9,496,-0.02537889730592724,0.003214170523278881,0.0004092704424510632,0.016298868,0.9906004667282104,0.2,0.205810546875,-43.66088151931763,-0.0345817394554615,0.25431299209594727,1223.0,-2.220073076923077
1760,16896,33,9,512,-0.02560736935993191,0.0658700306667015,0.0004092704424510632,0.03342078,0.9896502494812012,0.2,0.2738037109375,-43.64961850643158,-0.003529772162437439,0.11057758331298828,1223.0,-2.220073076923077
1763,17408,34,9,528,-0.020538203796604648,0.00936086002184311,0.0004092704424510632,0.015637413,0.9890667200088501,0.2,0.1749267578125,-43.625741600990295,-0.02430146560072899,-2.050305128097534,1223.0,-2.2161841428571427
1765,17920,35,10,544,-0.021019544125010725,0.11736807692795992,0.0004092704424510632,0.024601195,0.9891684055328369,0.2,0.2110595703125,-43.61381936073303,0.012986786663532257,0.0075781941413879395,1223.0,-2.2161841428571427
1766,18432,36,10,560,-0.019931929389713332,0.005899414085433818,0.0004092704424510632,0.012658556,0.9892865419387817,0.2,0.16796875,-43.6198593378067,-0.025919850915670395,-0.9874892234802246,1223.0,-2.2208774
1768,18944,37,10,576,-0.02540236644563265,0.10286710155196488,0.0004092704424510632,0.017721497,0.9887685179710388,0.2,0.2276611328125,-43.620301723480225,-0.0014837868511676788,0.012231051921844482,1223.0,-2.2208774
1770,19456,38,10,592,-0.024623804376460612,0.003917432521120645,0.0004092704424510632,0.019231573,0.9876936674118042,0.2,0.225341796875,-43.58913576602936,-0.037257011979818344,-0.618660569190979,1223.0,-2.2208774
1772,19968,39,11,608,-0.02953841065755114,0.002576172355475137,0.0004092704424510632,0.02063771,0.9868997931480408,0.2,0.280517578125,-43.55809128284454,-0.035242095589637756,-0.014148950576782227,1223.0,-2.2107149375
1775,20480,40,11,624,-0.022051684689358808,0.10209738416597247,0.0004092704424510632,0.017662497,0.9862619042396545,0.2,0.223876953125,-43.537766456604004,0.0005180351436138153,0.03506559133529663,1223.0,-2.2107149375
1777,20992,41,11,640,-0.02942337752028834,0.009307813124905806,0.0004092704424510632,0.020974668,0.9884234070777893,0.2,0.26025390625,-43.55613899230957,-0.04937449470162392,-3.1128811836242676,1223.0,-2.2108234705882355
1778,21504,42,12,656,-0.02216883380606305,0.09148565807845443,0.0004092704424510632,0.022741504,0.9881203770637512,0.2,0.214599609375,-43.5968679189682,0.0009019896388053894,0.04644817113876343,1223.0,-2.2108234705882355
1779,22016,43,12,672,-0.01583820737869246,0.004783002950716764,0.0004092704424510632,0.016528998,0.9869456887245178,0.2,0.15576171875,-43.56987476348877,-0.009742854163050652,-0.42173564434051514,1223.0,-2.209587055555556
1780,22528,44,12,688,-0.030544480876415037,0.08779451670125127,0.0004092704424510632,0.03040508,0.9865678548812866,0.2,0.2628173828125,-43.54243052005768,-0.011427819728851318,0.24660539627075195,1223.0,-2.209587055555556
1781,23040,45,12,704,-0.02393308176397113,0.007024115097010508,0.0004092704424510632,0.014816338,0.9873677492141724,0.2,0.2003173828125,-43.54624605178833,-0.02729801833629608,-0.20290100574493408,1223.0,-2.209587055555556
1782,23552,46,13,720,-0.026761678054754157,0.0034018437218037434,0.0004092704424510632,0.020666612,0.9868705868721008,0.2,0.230224609375,-43.5544456243515,-0.034950487315654755,-0.07508599758148193,1223.0,-2.208936473684211
1782,24064,47,13,736,-0.02673442178638652,0.10059490823186934,0.0004092704424510632,0.019396808,0.9856259226799011,0.2,0.231201171875,-43.523080348968506,0.0020002685487270355,0.0696592926979065,1223.0,-2.208936473684211
1784,24576,48,13,752,-0.026277343305991963,0.0075358388348831795,0.0004092704424510632,0.015849102,0.9859693646430969,0.2,0.2064208984375,-43.50611877441406,-0.04080008715391159,-1.7595245838165283,1223.0,-2.2064726000000006
1785,25088,49,14,768,-0.025301484536612406,0.13564498024061322,0.0004092704424510632,0.030587057,0.9856705069541931,0.2,0.3104248046875,-43.512760400772095,0.02335885539650917,0.018055081367492676,1223.0,-2.2064726000000006
1787,25600,50,14,784,-0.02665064306347631,0.006797459194785915,0.0004092704424510632,0.016249513,0.9854750633239746,0.2,0.237548828125,-43.50469672679901,-0.040023863315582275,-0.4419410228729248,1223.0,-2.2064726000000006
