time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/n_updates,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/approx_kl,train/std,train/clip_range,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,rollout/ep_len_mean,rollout/ep_rew_mean
4352,512,1,0,,,,,,,,,,,,,
2360,1024,2,0,16,-0.03018990487908013,0.2200982932226907,0.0004092704424510632,0.0138635505,0.997675359249115,0.2,0.215576171875,-43.95533525943756,-0.04036710783839226,-2.8732447624206543,,
2066,1536,3,0,32,-0.029655273538082838,0.002373772418650333,0.0004092704424510632,0.017676067,0.9970442652702332,0.2,0.262939453125,-43.89981770515442,-0.033528853207826614,0.006652653217315674,1223.0,-2.106867
1984,2048,4,1,48,-0.026662152667995542,0.0026651596672309097,0.0004092704424510632,0.0150348395,0.994336724281311,0.2,0.2281494140625,-43.859580516815186,-0.03278424218297005,0.011193811893463135,1223.0,-2.106867
1943,2560,5,1,64,-0.027820427319966257,0.0018100369798048632,0.0004092704424510632,0.020032585,0.9933009147644043,0.2,0.302490234375,-43.78595578670502,-0.02846001833677292,0.012310504913330078,1223.0,-2.1618139999999997
1902,3072,6,1,80,-0.024605184938991442,0.0036842422632616945,0.0004092704424510632,0.0144088715,0.9932277798652649,0.2,0.2403564453125,-43.77100169658661,-0.03790445625782013,0.0049495697021484375,1223.0,-2.1618139999999997
1882,3584,7,1,96,-0.024942191230366006,0.002211046332377009,0.0004092704424510632,0.014995858,0.9938949942588806,0.2,0.236328125,-43.78374099731445,-0.037601545453071594,0.002456068992614746,1223.0,-2.1618139999999997
1872,4096,8,2,112,-0.03057097614509985,0.002213453350123018,0.0004092704424510632,0.021835737,0.9950956702232361,0.2,0.31982421875,-43.811851978302,-0.05959592014551163,0.006203353404998779,1223.0,-2.1752276666666663
1863,4608,9,2,128,-0.020072902902029455,0.010966517933411524,0.0004092704424510632,0.011211132,0.9934418201446533,0.2,0.185791015625,-43.81136739253998,-0.025232085958123207,0.0007838010787963867,1223.0,-2.1752276666666663
1857,5120,10,2,144,-0.022127781412564218,0.0014248338202378363,0.0004092704424510632,0.014480308,0.9927381277084351,0.2,0.216552734375,-43.764861941337585,-0.03554220870137215,0.037447988986968994,1223.0,-2.2218919999999995
1853,5632,11,3,160,-0.02427430174429901,0.01676358887925744,0.0004092704424510632,0.015857242,0.9931749105453491,0.2,0.2562255859375,-43.75714159011841,-0.026157716289162636,0.00046885013580322266,1223.0,-2.2218919999999995
1851,6144,12,3,176,-0.02419448725413531,0.001576744340127334,0.0004092704424510632,0.012924762,0.9918051958084106,0.2,0.2135009765625,-43.752519369125366,-0.025926923379302025,-0.0033303499221801758,1223.0,-2.2409741999999993
1849,6656,13,3,192,-0.027579024812439457,0.02338617230998352,0.0004092704424510632,0.018557105,0.9905452132225037,0.2,0.23388671875,-43.703081011772156,-0.025936180725693703,-0.00010073184967041016,1223.0,-2.2409741999999993
1848,7168,14,3,208,-0.025537221663398668,0.002034818913671188,0.0004092704424510632,0.015117212,0.9917675256729126,0.2,0.2047119140625,-43.70120716094971,-0.038353294134140015,0.005040526390075684,1223.0,-2.2409741999999993
1851,7680,15,4,224,-0.023522590490756556,0.002246725358418189,0.0004092704424510632,0.015740074,0.9928710460662842,0.2,0.2186279296875,-43.73865449428558,-0.03235960006713867,-0.00035703182220458984,1223.0,-2.2219304999999996
1853,8192,16,4,240,-0.03355670615565032,0.03704341989941895,0.0004092704424510632,0.036349073,0.9916420578956604,0.2,0.302734375,-43.742775082588196,-0.034829068928956985,0.0012604594230651855,1223.0,-2.2219304999999996
1853,8704,17,4,256,-0.025730804220074788,0.0014887212691974128,0.0004092704424510632,0.020097628,0.9899051189422607,0.2,0.2362060546875,-43.68663775920868,-0.033606305718421936,0.00440293550491333,1223.0,-2.2280458571428565
1857,9216,18,4,272,-0.023472855347790755,0.04109357960987836,0.0004092704424510632,0.019913726,0.9917364716529846,0.2,0.1968994140625,-43.68160605430603,-0.011580042541027069,-0.00032269954681396484,1223.0,-2.2280458571428565
1859,9728,19,5,288,-0.02921100039384328,0.0015738819893158507,0.0004092704424510632,0.027696624,0.9914940595626831,0.2,0.2696533203125,-43.72237169742584,-0.03445270285010338,-0.0018121004104614258,1223.0,-2.2280458571428565
1849,10240,20,5,304,-0.018497556884540245,0.0023163183068390936,0.0004092704424510632,0.011494547,0.9892016053199768,0.2,0.1632080078125,-43.67781960964203,-0.030048958957195282,6.890296936035156e-05,1223.0,-2.20051375
1840,10752,21,5,320,-0.0290162754827179,0.05155474157072604,0.0004092704424510632,0.025873791,0.9890497922897339,0.2,0.2523193359375,-43.62729513645172,-0.013708271086215973,7.510185241699219e-05,1223.0,-2.20051375
1830,11264,22,6,336,-0.020766467467183247,0.002176215697545558,0.0004092704424510632,0.013946413,0.9893643260002136,0.2,0.187255859375,-43.636603593826294,-0.022994069382548332,-0.0180971622467041,1223.0,-2.2043968888888887
1822,11776,23,6,352,-0.02422097942326218,0.0602645167382434,0.0004092704424510632,0.019885749,0.9901100397109985,0.2,0.22509765625,-43.65217208862305,0.007377587258815765,0.00032716989517211914,1223.0,-2.2043968888888887
