time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/n_updates,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/approx_kl,train/std,train/clip_range,train/clip_fraction,train/entropy_loss,train/loss,train/explained_variance,rollout/ep_len_mean,rollout/ep_rew_mean
4230,512,1,0,,,,,,,,,,,,,
2464,1024,2,0,16,-0.023318166815442964,0.10749002463489887,0.0004092704424510632,0.011186712,1.0010932683944702,0.2,0.194580078125,-44.00699305534363,-0.03566698729991913,-0.9151711463928223,,
2179,1536,3,0,32,-0.02488259102392476,0.002330121522390982,0.0004092704424510632,0.015975274,0.999172568321228,0.2,0.2373046875,-43.99594533443451,-0.03078410215675831,0.012906968593597412,1223.0,-2.135226
2039,2048,4,1,48,-0.02275501705298666,0.009447534044738859,0.0004092704424510632,0.015554107,0.99876868724823,0.2,0.2169189453125,-43.94715893268585,-0.028715264052152634,-0.006801962852478027,1223.0,-2.135226
1994,2560,5,1,64,-0.028931438602739945,0.001355638591121533,0.0004092704424510632,0.017730575,0.9985467195510864,0.2,0.287841796875,-43.942623019218445,-0.047159671783447266,0.017757117748260498,1223.0,-2.1906660000000002
1953,3072,6,1,80,-0.023923323591588996,0.014671918383101001,0.0004092704424510632,0.015198812,0.9983243346214294,0.2,0.2587890625,-43.932467103004456,-0.035021163523197174,0.0013495683670043945,1223.0,-2.1906660000000002
1916,3584,7,1,96,-0.027751930290833116,0.0018119396318070358,0.0004092704424510632,0.02112063,0.996830403804779,0.2,0.2711181640625,-43.912540912628174,-0.03501246124505997,0.009311795234680176,1223.0,-2.1906660000000002
1905,4096,8,2,112,-0.025526636629365385,0.002087064462102717,0.0004092704424510632,0.016402561,0.9953145384788513,0.2,0.259765625,-43.85822653770447,-0.03530343621969223,0.022596776485443115,1223.0,-2.202953666666667
1882,4608,9,2,128,-0.029655373480636626,0.024067959981039166,0.0004092704424510632,0.02140821,0.9934821724891663,0.2,0.298828125,-43.81022500991821,-0.02599748596549034,0.003946840763092041,1223.0,-2.202953666666667
1871,5120,10,2,144,-0.03144507863908075,0.001359791100185248,0.0004092704424510632,0.023595609,0.9933843016624451,0.2,0.3125,-43.77151834964752,-0.04320831969380379,0.08820873498916626,1223.0,-2.2196695
1857,5632,11,3,160,-0.02878094987318036,0.031187052431050688,0.0004092704424510632,0.025275853,0.9930558800697327,0.2,0.28466796875,-43.76799166202545,-0.0235021710395813,0.006575584411621094,1223.0,-2.2196695
1846,6144,12,3,176,-0.023149461398134008,0.0015515634058829164,0.0004092704424510632,0.016184736,0.9906104803085327,0.2,0.21142578125,-43.72891616821289,-0.02391480654478073,-0.030428171157836914,1223.0,-2.2215502000000003
