train/ent_coef,time/episodes,train/n_updates,train/actor_loss,time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,rollout/ep_len_mean,train/ent_coef_loss,time/total_timesteps,train/learning_rate,time/fps
0.019159464165568352,4,4791,-123.23544311523438,139,-4.5420475,0.945982813835144,1223.0,-157.78904724121094,4892,0.0008459126528049375,35
0.0010724198073148727,8,9683,-128.98306274414062,281,-3.642369875,3.0112085342407227,1223.0,-18.98082733154297,9784,0.0008459126528049375,34
0.0010425351792946458,12,14575,-119.25341796875,424,-3.0347449166666665,14.436666488647461,1223.0,6.929241180419922,14676,0.0008459126528049375,34
0.0007396966102533042,16,19467,-107.47628021240234,587,-2.6817743750000003,12.298787117004395,1223.0,-18.93659782409668,19568,0.0008459126528049375,33
0.0005728357937186956,20,24359,-96.88633728027344,744,-2.4933952,17.546958923339844,1223.0,412.168701171875,24460,0.0008459126528049375,32
0.0005937105743214488,24,29251,-84.22892761230469,134,-2.342564708333333,6.130048751831055,1223.0,-45.3641357421875,29352,0.0008459126528049375,32
0.0004450634296517819,28,34143,-84.68501281738281,300,-2.2069992142857147,1.1715238094329834,1223.0,12.946067810058594,34244,0.0008459126528049375,30
0.00045115413377061486,32,39035,-83.08171081542969,457,-2.1177643125,1.0937480926513672,1223.0,37.83306884765625,39136,0.0008459126528049375,30
0.0010515920585021377,36,43927,-71.18070220947266,606,-2.043477361111111,4.012340068817139,1223.0,31.985462188720703,44028,0.0008459126528049375,31
0.000619643134996295,40,48819,-52.97795867919922,779,-2.000006225,2.34352970123291,1223.0,36.63935852050781,48920,0.0008459126528049375,30
0.0013606789289042354,44,53711,-45.60929489135742,117,-1.9491866136363634,6.6019792556762695,1223.0,-38.69416809082031,53812,0.0008459126528049375,32
0.0004694496456068009,48,58603,-31.67377471923828,265,-1.921233666666667,6.649704456329346,1223.0,19.06895637512207,58704,0.0008459126528049375,32
0.0009218367631547153,52,63495,-29.25774574279785,414,-1.8694704423076929,3.700591564178467,1223.0,38.19140625,63596,0.0008459126528049375,32
0.0008656680001877248,56,68387,-24.421401977539062,563,-1.8446650892857144,4.12349796295166,1223.0,13.498977661132812,68488,0.0008459126528049375,32
0.00042656224104575813,60,73279,-19.467445373535156,713,-1.820286416666667,7.665276527404785,1223.0,118.57100677490234,73380,0.0008459126528049375,32
0.0010762660531327128,64,78171,-14.903692245483398,115,-1.7972325468750001,3.520843505859375,1223.0,-16.64227294921875,78272,0.0008459126528049375,28
0.0006872669328004122,68,83063,-6.607501029968262,297,-1.7854993088235294,2.26138973236084,1223.0,-21.020790100097656,83164,0.0008459126528049375,27
0.00041010687709786,72,87955,-2.75956654548645,484,-1.776679611111111,1.35609769821167,1223.0,-25.342491149902344,88056,0.0008459126528049375,26
0.0005967862089164555,76,92847,-0.32281261682510376,667,-1.7564601578947368,1.511556625366211,1223.0,3.220222234725952,92948,0.0008459126528049375,26
0.000890252529643476,80,97739,1.734868049621582,836,-1.7356943,1.6612191200256348,1223.0,1.2304251194000244,97840,0.0008459126528049375,27
