train/ent_coef,time/episodes,train/n_updates,train/actor_loss,time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,rollout/ep_len_mean,train/ent_coef_loss,time/total_timesteps,train/learning_rate,time/fps
0.019089100882411003,4,4791,-122.68800354003906,169,-4.62025025,1.2569847106933594,1223.0,-160.39743041992188,4892,0.0008459126528049375,28
0.0010327050695195794,8,9683,-129.91049194335938,351,-3.715161625,3.1387734413146973,1223.0,-59.485626220703125,9784,0.0008459126528049375,27
0.0010547125712037086,12,14575,-131.26651000976562,503,-3.0286265,86.00416564941406,1223.0,90.49513244628906,14676,0.0008459126528049375,29
0.0009054386173374951,16,19467,-134.3158416748047,656,-2.675889875,9.50609016418457,1223.0,-5.243903160095215,19568,0.0008459126528049375,29
0.0011403162498027086,20,24359,-118.82646942138672,824,-2.4190833,34.80345916748047,1223.0,10.168594360351562,24460,0.0008459126528049375,29
0.0004901736392639577,24,29251,-115.73880004882812,153,-2.254202333333333,7.078247547149658,1223.0,-15.036771774291992,29352,0.0008459126528049375,28
0.0004478689224924892,28,34143,-104.03519439697266,328,-2.1345038214285714,3.597813129425049,1223.0,34.44405746459961,34244,0.0008459126528049375,28
0.0009934122208505869,32,39035,-92.75921630859375,490,-2.0398766874999996,1.9599506855010986,1223.0,-84.82698059082031,39136,0.0008459126528049375,28
0.00046333615318872035,36,43927,-76.70579528808594,652,-2.0099342499999997,4.264275550842285,1223.0,-50.4354362487793,44028,0.0008459126528049375,29
0.0006599603220820427,40,48819,-76.52828979492188,826,-1.9423272750000002,1.6536272764205933,1223.0,92.76924896240234,48920,0.0008459126528049375,28
0.000551837554667145,44,53711,-72.34539031982422,136,-1.8789587045454548,5.432177543640137,1223.0,29.967187881469727,53812,0.0008459126528049375,27
0.0011920594843104482,48,58603,-56.88768005371094,303,-1.816298958333333,5.472715854644775,1223.0,-51.494041442871094,58704,0.0008459126528049375,28
0.0005807769484817982,52,63495,-47.2424430847168,475,-1.7912414038461533,2.5688259601593018,1223.0,-31.597082138061523,63596,0.0008459126528049375,28
0.0005325233796611428,56,68387,-40.39305877685547,647,-1.7842616249999999,1.5460035800933838,1223.0,45.160728454589844,68488,0.0008459126528049375,28
0.0008967553731054068,60,73279,-30.891597747802734,821,-1.7532842333333332,3.8484387397766113,1223.0,-46.98259353637695,73380,0.0008459126528049375,28
0.0011461360845714808,64,78171,-22.154640197753906,128,-1.7306621718750002,4.846505165100098,1223.0,-30.74469566345215,78272,0.0008459126528049375,25
0.0003535197174642235,68,83063,-13.562767028808594,308,-1.7135425441176473,3.691760540008545,1223.0,-14.198488235473633,83164,0.0008459126528049375,26
0.0007227669120766222,72,87955,-13.842344284057617,501,-1.6961503055555556,7.615608215332031,1223.0,38.05002212524414,88056,0.0008459126528049375,26
0.0013764831237494946,76,92847,-10.20991325378418,694,-1.6776860000000002,7.717898845672607,1223.0,1.8320202827453613,92948,0.0008459126528049375,25
0.0013435035943984985,80,97739,7.603137493133545,888,-1.6567388749999998,18.616729736328125,1223.0,-27.042720794677734,97840,0.0008459126528049375,25
