train/ent_coef,time/episodes,train/n_updates,train/actor_loss,time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,rollout/ep_len_mean,train/ent_coef_loss,time/total_timesteps,train/learning_rate,time/fps
0.01963597722351551,4,4791,-120.31787109375,152,-4.40019025,49.15593719482422,1223.0,-182.1698455810547,4892,0.0008459126528049375,31
0.0011650457745417953,8,9683,-126.90611267089844,325,-3.3547215,2.1828503608703613,1223.0,48.33064270019531,9784,0.0008459126528049375,30
0.0009514505509287119,12,14575,-131.82522583007812,499,-2.737413666666667,7.940464973449707,1223.0,-2.1782355308532715,14676,0.0008459126528049375,29
0.0014559949049726129,16,19467,-116.17027282714844,673,-2.4256591875,24.23470115661621,1223.0,124.76560974121094,19568,0.0008459126528049375,29
0.0006620762287639081,20,24359,-105.6173324584961,846,-2.2668056,13.321695327758789,1223.0,45.07111358642578,24460,0.0008459126528049375,28
0.0015199055196717381,24,29251,-89.84146881103516,154,-2.120038166666667,14.163308143615723,1223.0,-3.853797674179077,29352,0.0008459126528049375,28
0.0009249479626305401,28,34143,-77.04838562011719,329,-2.0115404285714287,4.0125555992126465,1223.0,-30.728158950805664,34244,0.0008459126528049375,28
0.0011191102676093578,32,39035,-65.55085754394531,505,-1.94225428125,4.197911739349365,1223.0,-18.6018123626709,39136,0.0008459126528049375,27
0.001068553188815713,36,43927,-47.75593948364258,679,-1.8961945833333336,5.162320137023926,1223.0,22.445268630981445,44028,0.0008459126528049375,28
0.0004064581298734993,40,48819,-43.861419677734375,835,-1.866031125,1.189305305480957,1223.0,-49.90452194213867,48920,0.0008459126528049375,28
0.00033295838511548936,44,53711,-36.83061599731445,120,-1.823294818181818,0.8786212801933289,1223.0,-12.286120414733887,53812,0.0008459126528049375,31
0.0004566814168356359,48,58603,-32.911399841308594,295,-1.8009020833333331,1.5113515853881836,1223.0,-32.22465133666992,58704,0.0008459126528049375,29
0.000707910512574017,52,63495,-19.06434440612793,468,-1.7872035384615386,3.554204225540161,1223.0,-34.66476821899414,63596,0.0008459126528049375,29
0.0007466842071153224,56,68387,-16.83747673034668,631,-1.7814639285714284,5.643543720245361,1223.0,5.782388687133789,68488,0.0008459126528049375,29
0.0020862796809524298,60,73279,-12.10290241241455,780,-1.7678316833333332,5.768061637878418,1223.0,-25.922868728637695,73380,0.0008459126528049375,29
0.0004247209581080824,64,78171,-2.856560468673706,103,-1.7662998593750001,3.467499017715454,1223.0,-96.06773376464844,78272,0.0008459126528049375,31
0.0012126349611207843,68,83063,2.912091016769409,279,-1.7488435882352942,3.557453155517578,1223.0,35.576290130615234,83164,0.0008459126528049375,29
0.0011761575005948544,72,87955,14.262908935546875,441,-1.7358029305555556,7.204298496246338,1223.0,16.96210289001465,88056,0.0008459126528049375,29
0.0017982908757403493,76,92847,34.90892791748047,604,-1.737438355263158,19.981029510498047,1223.0,-44.335182189941406,92948,0.0008459126528049375,29
0.0011675467249006033,80,97739,48.356754302978516,763,-1.7305640375,14.73752498626709,1223.0,-19.830331802368164,97840,0.0008459126528049375,29
