time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/loss,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
13312,10,26,1272,0.25634765625,-0.026261788836563937,0.020224627,0.2,0.009153604507446289,-43.64448523521423,0.07980697741732001,0.0007368922233581543,0.0004092704424510632,0.9886406064033508,400,-2.4080819,1257.0
13824,10,27,1264,0.265869140625,-0.029009475343627855,0.021258213,0.2,-0.04154657945036888,-43.59701144695282,0.005109155936224852,-0.0028259754180908203,0.0004092704424510632,0.9874560236930847,416,-2.4080819,1257.0
14336,11,28,1238,0.21484375,-0.02490005298750475,0.016815599,0.2,-0.028928622603416443,-43.58750259876251,0.002018875329667935,0.0016162991523742676,0.0004092704424510632,0.9881052374839783,432,-2.391484090909091,1257.0
14848,12,29,1227,0.2611083984375,-0.0213515350187663,0.026586628,0.2,-0.012028533965349197,-43.61530864238739,0.01696702419576468,-0.0005334615707397461,0.0004092704424510632,0.9895580410957336,448,-2.391484090909091,1257.0
15360,12,30,1229,0.2216796875,-0.025320425833342597,0.017814167,0.2,-0.037327200174331665,-43.66028165817261,0.0048168120920308866,0.00020557641983032227,0.0004092704424510632,0.990756094455719,464,-2.3958065000000004,1257.0
15872,12,31,1231,0.2080078125,-0.02145090204430744,0.019457862,0.2,0.03557441383600235,-43.66127419471741,0.1151175694540143,0.0002327561378479004,0.0004092704424510632,0.9892550110816956,480,-2.3958065000000004,1257.0
16384,13,32,1234,0.2540283203125,-0.026721469999756664,0.022327732,0.2,-0.03567630052566528,-43.61907255649567,0.003656809050880838,-0.0003325939178466797,0.0004092704424510632,0.988551914691925,496,-2.3823667692307695,1257.0
16896,13,33,1232,0.256591796875,-0.02671207010280341,0.02603583,0.2,0.018674131482839584,-43.59333109855652,0.11453296826221049,0.00018590688705444336,0.0004092704424510632,0.9874842166900635,512,-2.3823667692307695,1257.0
17408,14,34,1234,0.3065185546875,-0.03766606337740086,0.027803326,0.2,-0.04706858843564987,-43.57324230670929,0.0024792792137304787,-0.008021354675292969,0.0004092704424510632,0.9880197048187256,528,-2.3823667692307695,1257.0
17920,14,35,1235,0.2335205078125,-0.021484420249180403,0.016926685,0.2,-0.024666788056492805,-43.59172248840332,0.003585349659260828,0.0004482269287109375,0.0004092704424510632,0.9879642724990845,544,-2.3661805714285715,1257.0
18432,14,36,1235,0.2296142578125,-0.02206160096102394,0.013909232,0.2,0.035073425620794296,-43.58241891860962,0.12081345519982278,0.00038367509841918945,0.0004092704424510632,0.9880256652832031,560,-2.3661805714285715,1257.0
18944,15,37,1237,0.2230224609375,-0.023552169623144437,0.013069945,0.2,-0.02680082805454731,-43.598917841911316,0.004871861827268731,-2.1576881408691406e-05,0.0004092704424510632,0.9887987971305847,576,-2.3678768,1257.0
19456,15,38,1238,0.2686767578125,-0.02955080973333679,0.018048014,0.2,0.01662455126643181,-43.61833214759827,0.12031777086667717,0.0003275275230407715,0.0004092704424510632,0.9889405965805054,592,-2.3678768,1257.0
19968,16,39,1239,0.269287109375,-0.03025812012492679,0.01769885,0.2,-0.04094023257493973,-43.60747170448303,0.002536901163693983,-0.011401057243347168,0.0004092704424510632,0.9885108470916748,608,-2.3678768,1257.0
20480,16,40,1241,0.2532958984375,-0.029078417137498036,0.021122338,0.2,-0.046057164669036865,-43.60100185871124,0.0028726633354381192,-0.0008317232131958008,0.0004092704424510632,0.9888147115707397,624,-2.3771820625,1257.0
20992,16,41,1242,0.1796875,-0.019579685118515044,0.013091946,0.2,0.0447225496172905,-43.59928810596466,0.13549493486061692,0.0006272196769714355,0.0004092704424510632,0.988301157951355,640,-2.3771820625,1257.0
21504,17,42,1243,0.2109375,-0.02309333901212085,0.016143264,0.2,-0.03165561705827713,-43.55765998363495,0.004181029828032479,0.006632030010223389,0.0004092704424510632,0.9861083626747131,656,-2.3793542941176473,1257.0
22016,17,43,1244,0.2154541015625,-0.023062282212777063,0.019352224,0.2,0.02605169638991356,-43.508586168289185,0.13373102131299675,0.0003510117530822754,0.0004092704424510632,0.9855970144271851,672,-2.3793542941176473,1257.0
22528,18,44,1244,0.2164306640625,-0.02380048850318417,0.017220415,0.2,-0.028825193643569946,-43.50515556335449,0.002987917552673025,-0.00033271312713623047,0.0004092704424510632,0.9859513640403748,688,-2.3793542941176473,1257.0
23040,18,45,1245,0.1639404296875,-0.017577908911334816,0.0155045055,0.2,-0.02152148261666298,-43.53489005565643,0.002245049618068151,-0.0008287429809570312,0.0004092704424510632,0.9879094958305359,704,-2.3746700555555558,1257.0
23552,18,46,1246,0.22216796875,-0.023931122224894352,0.018187393,0.2,0.04309060424566269,-43.584208607673645,0.1473345933482051,0.00025969743728637695,0.0004092704424510632,0.9886422157287598,720,-2.3746700555555558,1257.0
24064,19,47,1247,0.2030029296875,-0.022454914171248674,0.018581884,0.2,-0.0299823060631752,-43.62462937831879,0.004655701690353453,-0.0008161067962646484,0.0004092704424510632,0.9914324879646301,736,-2.372457315789474,1257.0
24576,19,48,1248,0.285888671875,-0.027862053888384253,0.02575516,0.2,0.04327528551220894,-43.67711138725281,0.14809769112616777,0.0003940463066101074,0.0004092704424510632,0.9907940626144409,752,-2.372457315789474,1257.0
25088,20,49,1249,0.224365234375,-0.025423403159948066,0.02099158,0.2,-0.04107384756207466,-43.63522124290466,0.0034710921936493833,-0.003952980041503906,0.0004092704424510632,0.9900376796722412,768,-2.372457315789474,1257.0
25600,20,50,1250,0.2523193359375,-0.028593718438060023,0.019913957,0.2,-0.0362817645072937,-43.63102352619171,0.001685120012552943,-0.006144046783447266,0.0004092704424510632,0.9901326894760132,784,-2.372748,1257.0
26112,20,51,1251,0.2498779296875,-0.023010045173577964,0.029154312,0.2,0.03935321792960167,-43.630922079086304,0.1493202697020024,0.00047010183334350586,0.0004092704424510632,0.9896833300590515,800,-2.372748,1257.0
26624,21,52,1251,0.2103271484375,-0.024917675327742472,0.018630879,0.2,-0.02905832789838314,-43.593000292778015,0.003377666031155968,-0.0029069185256958008,0.0004092704424510632,0.98781418800354,816,-2.3702288095238098,1257.0
27136,21,53,1251,0.19384765625,-0.019630362367024645,0.013757277,0.2,0.04071374237537384,-43.5309476852417,0.15555041120387614,0.0006622672080993652,0.0004092704424510632,0.9858764410018921,832,-2.3702288095238098,1257.0
27648,22,54,1252,0.2257080078125,-0.022261275677010417,0.021368513,0.2,-0.03432643413543701,-43.47802197933197,0.004030215372040402,-0.03956282138824463,0.0004092704424510632,0.9845707416534424,848,-2.3702288095238098,1257.0
28160,22,55,1252,0.265625,-0.031098027000552975,0.02051863,0.2,-0.05085014924407005,-43.42722952365875,0.0017179816513817059,0.0006058812141418457,0.0004092704424510632,0.9825878143310547,864,-2.371330318181818,1257.0
28672,22,56,1252,0.237060546875,-0.02083545582718216,0.02302498,0.2,0.004430968314409256,-43.3817138671875,0.04515303228981793,9.810924530029297e-05,0.0004092704424510632,0.9822750687599182,880,-2.371330318181818,1257.0
29184,23,57,1252,0.1875,-0.021421558049041778,0.0155276535,0.2,-0.02893652766942978,-43.39927053451538,0.0048640474924468435,0.0015903115272521973,0.0004092704424510632,0.9835604429244995,896,-2.369492608695652,1257.0
29696,23,58,1252,0.239990234375,-0.027408349051256664,0.025384959,0.2,0.0451052263379097,-43.421767592430115,0.18712161714211106,0.0006041526794433594,0.0004092704424510632,0.9829996824264526,912,-2.369492608695652,1257.0
30208,24,59,1252,0.243408203125,-0.028201275039464235,0.019268433,0.2,-0.04750533029437065,-43.4012725353241,0.00496614594158018,0.001416921615600586,0.0004092704424510632,0.9826192259788513,928,-2.37533925,1257.0
30720,24,60,1253,0.2003173828125,-0.022223839769139886,0.018246535,0.2,0.05504282936453819,-43.403839349746704,0.18146683787927032,0.00015175342559814453,0.0004092704424510632,0.9830282926559448,944,-2.37533925,1257.0
31232,24,61,1253,0.212890625,-0.022492533695185557,0.016594319,0.2,-0.03492065519094467,-43.404823780059814,0.002983642087201588,-0.005403995513916016,0.0004092704424510632,0.9825273156166077,960,-2.37533925,1257.0
31744,25,62,1253,0.243408203125,-0.02989804183016531,0.020351667,0.2,-0.044510554522275925,-43.382426500320435,0.004433459798747208,0.0009490251541137695,0.0004092704424510632,0.9819247722625732,976,-2.3701329200000005,1257.0
32256,25,63,1253,0.2208251953125,-0.02207561771501787,0.021719746,0.2,0.06164262443780899,-43.32147002220154,0.18656358774751425,0.0002690553665161133,0.0004092704424510632,0.9780443906784058,992,-2.3701329200000005,1257.0
32768,26,64,1253,0.229736328125,-0.025461541983531788,0.022491433,0.2,-0.028218889608979225,-43.230727672576904,0.003548249944287818,0.001593172550201416,0.0004092704424510632,0.9779090881347656,1008,-2.3718073461538465,1257.0
33280,26,65,1254,0.197265625,-0.023888112176791765,0.016559074,0.2,0.04449184983968735,-43.2468786239624,0.17939036712050438,0.00020748376846313477,0.0004092704424510632,0.9777469038963318,1024,-2.3718073461538465,1257.0
33792,26,66,1254,0.211669921875,-0.021445253252750263,0.016742216,0.2,-0.028555763885378838,-43.22406244277954,0.0022277209791354835,-0.004501223564147949,0.0004092704424510632,0.9768117666244507,1040,-2.3718073461538465,1257.0
34304,27,67,1254,0.231201171875,-0.026557640871033072,0.0153131625,0.2,-0.03741512820124626,-43.22276306152344,0.002025837151450105,-0.0006194114685058594,0.0004092704424510632,0.9781681895256042,1056,-2.3695451111111114,1257.0
34816,27,68,1254,0.2569580078125,-0.026737791893538088,0.025239278,0.2,0.05110067129135132,-43.26218342781067,0.17941725114360452,0.0003323554992675781,0.0004092704424510632,0.9786649346351624,1072,-2.3695451111111114,1257.0
35328,28,69,1255,0.258056640625,-0.03134716910426505,0.020080173,0.2,-0.05520527809858322,-43.25002670288086,0.004465320504095871,0.0017191767692565918,0.0004092704424510632,0.9773881435394287,1088,-2.3636592142857147,1257.0
35840,28,70,1255,0.242919921875,-0.02346110303187743,0.021984434,0.2,0.048277683556079865,-43.204830169677734,0.17566874530166388,0.0004050731658935547,0.0004092704424510632,0.9766274690628052,1104,-2.3636592142857147,1257.0
36352,28,71,1255,0.295166015625,-0.031446589215192944,0.02977449,0.2,-0.032442476600408554,-43.184287548065186,0.0032549939169257414,-0.00226747989654541,0.0004092704424510632,0.9760914444923401,1120,-2.3636592142857147,1257.0
36864,29,72,1255,0.2315673828125,-0.0262307177981711,0.017088141,0.2,-0.03970809653401375,-43.17719268798828,0.0025284450603066944,-0.0005195140838623047,0.0004092704424510632,0.9763585925102234,1136,-2.3635701379310348,1257.0
37376,29,73,1255,0.2291259765625,-0.02359288898878731,0.023958538,0.2,0.06452586501836777,-43.16856813430786,0.18580246483907104,0.000337064266204834,0.0004092704424510632,0.9756604433059692,1152,-2.3635701379310348,1257.0
37888,30,74,1255,0.234619140625,-0.028541989842779003,0.017354444,0.2,-0.051113348454236984,-43.168845534324646,0.00362204580596881,0.0029109716415405273,0.0004092704424510632,0.9768795371055603,1168,-2.359230066666667,1257.0
38400,30,75,1255,0.204833984375,-0.02213675891107414,0.020470202,0.2,0.04925284534692764,-43.19970488548279,0.1705901944078505,0.00028187036514282227,0.0004092704424510632,0.9772292971611023,1184,-2.359230066666667,1257.0
38912,30,76,1255,0.22802734375,-0.02880923137126956,0.015490934,0.2,-0.03892236575484276,-43.18195724487305,0.0023386446773656644,-0.0034301280975341797,0.0004092704424510632,0.9754416346549988,1200,-2.359230066666667,1257.0
39424,31,77,1256,0.1806640625,-0.020282919140299782,0.012976835,0.2,-0.03147114813327789,-43.111595153808594,0.0018550082968431525,-0.0031921863555908203,0.0004092704424510632,0.9734196662902832,1216,-2.3477925161290325,1257.0
39936,31,78,1255,0.2843017578125,-0.03243358348845504,0.028856508,0.2,0.020874984562397003,-43.04572594165802,0.1656494855415076,0.00037848949432373047,0.0004092704424510632,0.971384584903717,1232,-2.3477925161290325,1257.0
40448,32,79,1255,0.2264404296875,-0.02523918348015286,0.019227326,0.2,-0.04342725872993469,-43.006646275520325,0.003550883149728179,0.008766770362854004,0.0004092704424510632,0.9713956713676453,1248,-2.3376256250000003,1257.0
40960,32,80,1255,0.191650390625,-0.020803470484679565,0.013490698,0.2,0.054013777524232864,-43.01443588733673,0.17331598373129964,0.0005016922950744629,0.0004092704424510632,0.9709721803665161,1264,-2.3376256250000003,1257.0
41472,33,81,1255,0.308349609375,-0.03287950230878778,0.027569678,0.2,-0.03548792377114296,-43.00487744808197,0.005250900750979781,-0.0006186962127685547,0.0004092704424510632,0.9711869359016418,1280,-2.3376256250000003,1257.0
41984,33,82,1255,0.201416015625,-0.024212328979047015,0.013555114,0.2,-0.04199586808681488,-43.02305018901825,0.0017590330753591843,0.0002390742301940918,0.0004092704424510632,0.972017765045166,1296,-2.33013293939394,1257.0
42496,33,83,1255,0.3282470703125,-0.022627326397923753,0.032268047,0.2,0.015877749770879745,-43.02396833896637,0.0659871522220783,0.00011324882507324219,0.0004092704424510632,0.971256673336029,1312,-2.33013293939394,1257.0
43008,34,84,1255,0.1949462890625,-0.024492936063325033,0.015711555,0.2,-0.03078472428023815,-42.9972710609436,0.004659653299313504,0.0003840923309326172,0.0004092704424510632,0.969886064529419,1328,-2.3269175000000004,1257.0
43520,34,85,1255,0.206298828125,-0.020868086110567674,0.016225316,0.2,0.060942623764276505,-42.96606993675232,0.19615531573072076,0.00018906593322753906,0.0004092704424510632,0.9697871208190918,1344,-2.3269175000000004,1257.0
44032,35,86,1254,0.19384765625,-0.022038409661035985,0.014587085,0.2,-0.02726713940501213,-42.961142897605896,0.003544177350704558,-0.00469815731048584,0.0004092704424510632,0.9692302942276001,1360,-2.321310228571429,1257.0
44544,35,87,1254,0.248291015625,-0.030119614442810416,0.021035276,0.2,0.05026307702064514,-42.942593932151794,0.18158963602036238,1.0073184967041016e-05,0.0004092704424510632,0.9689533114433289,1376,-2.321310228571429,1257.0
45056,35,88,1254,0.1968994140625,-0.021648788504535332,0.018101811,0.2,-0.024979310110211372,-42.95765137672424,0.0025450220600760076,-0.000942230224609375,0.0004092704424510632,0.9705616235733032,1392,-2.321310228571429,1257.0
45568,36,89,1254,0.234619140625,-0.028800082262023352,0.016166061,0.2,-0.045821670442819595,-43.01512837409973,0.004577817162498832,0.00021964311599731445,0.0004092704424510632,0.9721287488937378,1408,-2.3192455277777784,1257.0
46080,36,90,1252,0.1827392578125,-0.017522501846542582,0.013852708,0.2,0.06263378262519836,-43.04952800273895,0.1827143686823547,8.589029312133789e-05,0.0004092704424510632,0.9728824496269226,1424,-2.3192455277777784,1257.0
46592,37,91,1252,0.2376708984375,-0.02780361565964995,0.016498033,0.2,-0.05135389044880867,-43.07749903202057,0.004263828159309924,-0.00015044212341308594,0.0004092704424510632,0.9739599823951721,1440,-2.320219324324325,1257.0
47104,37,92,1253,0.2933349609375,-0.031549657869618386,0.019729823,0.2,0.06300952285528183,-43.093127965927124,0.182683025021106,1.9609928131103516e-05,0.0004092704424510632,0.9739940762519836,1456,-2.320219324324325,1257.0
47616,37,93,1253,0.2589111328125,-0.028905399765790207,0.019483756,0.2,-0.03239629790186882,-43.09539592266083,0.002053249645541655,-0.0006051063537597656,0.0004092704424510632,0.974416196346283,1472,-2.320219324324325,1257.0
48128,38,94,1253,0.2655029296875,-0.026605165752698667,0.018823996,0.2,-0.04198100417852402,-43.10194504261017,0.0024890766944736242,0.0004197359085083008,0.0004092704424510632,0.9744622707366943,1488,-2.3219987105263167,1257.0
48640,38,95,1254,0.2955322265625,-0.029272593383211643,0.03301151,0.2,0.01660086214542389,-43.0995432138443,0.18054365692660213,0.00011086463928222656,0.0004092704424510632,0.9741470217704773,1504,-2.3219987105263167,1257.0
49152,39,96,1254,0.2115478515625,-0.022850518551422283,0.011542749,0.2,-0.03580312058329582,-43.08579969406128,0.004305201007809956,2.3484230041503906e-05,0.0004092704424510632,0.9735041260719299,1520,-2.31843176923077,1257.0
49664,39,97,1254,0.20166015625,-0.02374923852039501,0.016966606,0.2,0.0576879046857357,-43.09222662448883,0.1773647260852158,9.000301361083984e-05,0.0004092704424510632,0.9752629399299622,1536,-2.31843176923077,1257.0
50176,39,98,1254,0.234619140625,-0.025133044517133385,0.016422292,0.2,-0.04143739119172096,-43.149388790130615,0.003718433639733121,-0.0007659196853637695,0.0004092704424510632,0.9760109782218933,1552,-2.31843176923077,1257.0
50688,40,99,1254,0.17578125,-0.02007073169806972,0.012813383,0.2,-0.035814084112644196,-43.138924956321716,0.0024555190684623085,0.0002086162567138672,0.0004092704424510632,0.9746586084365845,1568,-2.31882245,1257.0
51200,40,100,1255,0.2664794921875,-0.029112377917044796,0.027754825,0.2,0.04461926594376564,-43.08531653881073,0.18485052697360516,0.0001709461212158203,0.0004092704424510632,0.9728878140449524,1584,-2.31882245,1257.0
51712,41,101,1255,0.1978759765625,-0.019613118143752217,0.016574014,0.2,-0.020792003720998764,-43.04027080535889,0.003642299212515354,0.0015651583671569824,0.0004092704424510632,0.9724421501159668,1600,-2.3157059512195124,1257.0
52224,41,102,1255,0.171875,-0.018554332171333954,0.015040667,0.2,0.05422206223011017,-43.02689516544342,0.17455166671425104,0.0001138448715209961,0.0004092704424510632,0.9715601801872253,1616,-2.3157059512195124,1257.0
52736,41,103,1256,0.2374267578125,-0.024775542580755427,0.021839807,0.2,-0.03541342541575432,-42.98512530326843,0.003200063067197334,-0.0007009506225585938,0.0004092704424510632,0.9697109460830688,1632,-2.3157059512195124,1257.0
53248,42,104,1256,0.2149658203125,-0.021436572358652484,0.013706069,0.2,-0.032803699374198914,-42.930490493774414,0.0022847897926112637,0.00027626752853393555,0.0004092704424510632,0.9685095548629761,1648,-2.3120695,1257.0
53760,42,105,1256,0.26513671875,-0.02663791654049419,0.029734075,0.2,0.06273683905601501,-42.899010181427,0.18233368499204516,0.00011539459228515625,0.0004092704424510632,0.9675182700157166,1664,-2.3120695,1257.0
54272,43,106,1256,0.266845703125,-0.029438489873427898,0.019245438,0.2,-0.04530133306980133,-42.8667254447937,0.0033219386532437056,0.0003254413604736328,0.0004092704424510632,0.9671153426170349,1680,-2.3063959069767446,1257.0
54784,43,107,1256,0.2269287109375,-0.027813815184345003,0.019690963,0.2,0.05416099727153778,-42.869154930114746,0.17774624563753605,0.00015342235565185547,0.0004092704424510632,0.9674675464630127,1696,-2.3063959069767446,1257.0
55296,44,108,1256,0.25146484375,-0.03146588364324998,0.024614703,0.2,-0.04335806891322136,-42.856690764427185,0.00594885548343882,-0.00027763843536376953,0.0004092704424510632,0.9664947986602783,1712,-2.3063959069767446,1257.0
55808,44,109,1251,0.2044677734375,-0.023060413252096623,0.01808235,0.2,-0.046439241617918015,-42.82633996009827,0.0018694726277317386,0.00019490718841552734,0.0004092704424510632,0.9656569361686707,1728,-2.3046633181818184,1257.0
56320,44,110,1251,0.3092041015625,-0.02139685206930153,0.03891258,0.2,0.011872649192810059,-42.78929841518402,0.08782741730101407,0.00013273954391479492,0.0004092704424510632,0.9642108082771301,1744,-2.3046633181818184,1257.0
56832,45,111,1252,0.246826171875,-0.023743172685499303,0.018859122,0.2,-0.03533001244068146,-42.738635420799255,0.004330718038545456,0.0004941225051879883,0.0004092704424510632,0.9622281193733215,1760,-2.3012938666666667,1257.0
57344,45,112,1252,0.2391357421875,-0.023677402641624212,0.017330252,0.2,0.057870157063007355,-42.68791997432709,0.2028791205957532,0.0001595616340637207,0.0004092704424510632,0.9614492654800415,1776,-2.3012938666666667,1257.0
57856,46,113,1252,0.2698974609375,-0.031369960197480395,0.016976394,0.2,-0.04082748666405678,-42.67210328578949,0.003886537342623342,-0.0010367631912231445,0.0004092704424510632,0.9609933495521545,1792,-2.294491434782609,1257.0
58368,46,114,1252,0.277587890625,-0.02793910169566516,0.024226015,0.2,0.06641210615634918,-42.66721439361572,0.19522006250917912,3.93986701965332e-05,0.0004092704424510632,0.9614197611808777,1808,-2.294491434782609,1257.0
58880,46,115,1253,0.22265625,-0.021014613725128584,0.0159804,0.2,-0.030635513365268707,-42.66840183734894,0.0034237991167174187,-0.0028418302536010742,0.0004092704424510632,0.960477888584137,1824,-2.294491434782609,1257.0
