time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/clip_range,train/explained_variance,train/loss,train/value_loss,train/entropy_loss,train/n_updates,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
24576,1858,13,48,-0.014848471750156023,0.015897155,0.1539306640625,0.0004092704424510632,0.2,0.5368427038192749,0.010277139022946358,0.14063560799695551,-44.226139187812805,752,1.008712649345398,1258.0,-3.2383390526315794
25088,1859,13,49,-0.026214889774564654,0.0172392,0.241943359375,0.0004092704424510632,0.2,-1.3291666507720947,-0.028260357677936554,0.014706309040775523,-44.233237624168396,768,1.009079933166504,1258.0,-3.2383390526315794
25600,1858,13,50,-0.02649582341837231,0.016310945,0.24853515625,0.0004092704424510632,0.2,0.5365737080574036,-0.032362572848796844,0.009565907224896364,-44.234540939331055,784,1.0092297792434692,1258.0,-3.24453455
26112,1858,14,51,-0.020231399103067815,0.02080695,0.153564453125,0.0004092704424510632,0.2,0.526148796081543,-0.020486675202846527,0.08947760210139677,-44.25256550312042,800,1.0101324319839478,1258.0,-3.24453455
26624,1860,14,52,-0.019756228721234947,0.0146178175,0.1976318359375,0.0004092704424510632,0.2,-1.4723832607269287,-0.021036818623542786,0.0270949526457116,-44.26417553424835,816,1.0094729661941528,1258.0,-3.2430456190476193
27136,1861,14,53,-0.018664536080905236,0.021017581,0.18994140625,0.0004092704424510632,0.2,0.23736441135406494,0.0034822970628738403,0.2082442371174693,-44.23923337459564,832,1.0091367959976196,1258.0,-3.2430456190476193
27648,1861,14,54,-0.025259951333282515,0.026975092,0.2615966796875,0.0004092704424510632,0.2,-0.11623799800872803,-0.03247002512216568,0.022227662382647395,-44.23581278324127,848,1.008965015411377,1258.0,-3.2430456190476193
28160,1862,15,55,-0.030357788113178685,0.022245977,0.2818603515625,0.0004092704424510632,0.2,0.7063798308372498,-0.030930085107684135,0.042315221624448895,-44.21886932849884,864,1.0085358619689941,1258.0,-3.2518245000000006
28672,1862,15,56,-0.025781418138649315,0.027689062,0.2752685546875,0.0004092704424510632,0.2,0.8490104675292969,-0.025298556312918663,0.032260815816698596,-44.211358428001404,880,1.0085103511810303,1258.0,-3.2518245000000006
29184,1863,15,57,-0.02807543973904103,0.023656493,0.246337890625,0.0004092704424510632,0.2,-4.181000232696533,-0.03178143501281738,0.029737986100371927,-44.2147136926651,896,1.0091201066970825,1258.0,-3.2490613043478267
29696,1862,15,58,-0.020389679259096738,0.021155458,0.188720703125,0.0004092704424510632,0.2,0.44104063510894775,0.014897476881742477,0.1732246003812179,-44.24066519737244,912,1.0095388889312744,1258.0,-3.2490613043478267
30208,1862,16,59,-0.028696956593194045,0.024637826,0.2918701171875,0.0004092704424510632,0.2,-0.11886799335479736,-0.039673078805208206,0.012753490853356197,-44.24700140953064,928,1.0099371671676636,1258.0,-3.2476738333333333
30720,1864,16,60,-0.016824383317725733,0.017167341,0.1092529296875,0.0004092704424510632,0.2,0.45025599002838135,0.014353010803461075,0.1983126433333382,-44.25082337856293,944,1.009694218635559,1258.0,-3.2476738333333333
31232,1865,16,61,-0.027962657768512145,0.027502088,0.2525634765625,0.0004092704424510632,0.2,-3.1687755584716797,-0.039829071611166,0.008208823837776436,-44.22773849964142,960,1.008309245109558,1258.0,-3.2476738333333333
31744,1866,17,62,-0.027339451131410897,0.02115219,0.246826171875,0.0004092704424510632,0.2,-0.0015090703964233398,-0.03262752294540405,0.00893338468449656,-44.19259572029114,976,1.0078822374343872,1258.0,-3.2490049599999997
32256,1864,17,63,-0.020843916630838066,0.018527562,0.1024169921875,0.0004092704424510632,0.2,0.2007732391357422,0.0031888186931610107,0.2935517781879753,-44.19344866275787,992,1.0082191228866577,1258.0,-3.2490049599999997
32768,1862,17,64,-0.030404556819121353,0.026162047,0.298828125,0.0004092704424510632,0.2,-0.35395348072052,-0.03705042973160744,0.013196998450439423,-44.179954528808594,1008,1.006736159324646,1258.0,-3.245881423076923
33280,1862,17,65,-0.010629694879753515,0.011705977,0.0914306640625,0.0004092704424510632,0.2,0.6477248668670654,0.038858767598867416,0.20920222997665405,-44.141958236694336,1024,1.0061006546020508,1258.0,-3.245881423076923
33792,1862,18,66,-0.021951508533675224,0.017719503,0.247314453125,0.0004092704424510632,0.2,-1.3914401531219482,-0.033816009759902954,0.011890918292920105,-44.13806366920471,1040,1.0064036846160889,1258.0,-3.245881423076923
34304,1862,18,67,-0.027299753506667912,0.018313363,0.2320556640625,0.0004092704424510632,0.2,-1.3263745307922363,-0.03363461047410965,0.00667864695424214,-44.09412372112274,1056,1.0026652812957764,1258.0,-3.2474922592592588
34816,1862,18,68,-0.011507446484756656,0.011390474,0.062255859375,0.0004092704424510632,0.2,0.22191780805587769,0.012483101338148117,0.36421469098422676,-44.0030163526535,1072,1.0017775297164917,1258.0,-3.2474922592592588
35328,1862,18,69,-0.031127528127399273,0.024225524,0.2877197265625,0.0004092704424510632,0.2,-1.1847691535949707,-0.029440928250551224,0.011518132028868422,-44.02277326583862,1088,1.0037020444869995,1258.0,-3.246418678571428
35840,1860,19,70,-0.013652492372784764,0.010667409,0.124755859375,0.0004092704424510632,0.2,0.08855408430099487,0.024584800004959106,0.4945253294426948,-44.070409655570984,1104,1.004361867904663,1258.0,-3.246418678571428
36352,1859,19,71,-0.02730572543805465,0.021657363,0.259521484375,0.0004092704424510632,0.2,-1.8954646587371826,-0.0304038617759943,0.011073039204347879,-44.09776043891907,1120,1.0062878131866455,1258.0,-3.246418678571428
36864,1859,19,72,-0.02276198515028227,0.0134537425,0.21240234375,0.0004092704424510632,0.2,-1.3867483139038086,-0.030372638255357742,0.003574826489057159,-44.15706515312195,1136,1.0072983503341675,1258.0,-3.252591275862069
37376,1857,20,73,-0.018210367794381455,0.02014412,0.104736328125,0.0004092704424510632,0.2,0.1263796091079712,-0.0008056983351707458,0.44592269777785987,-44.16588532924652,1152,1.0072349309921265,1258.0,-3.252591275862069
37888,1858,20,74,-0.03158224746584892,0.017587438,0.275390625,0.0004092704424510632,0.2,-1.01025390625,-0.035070136189460754,0.01661079566110857,-44.13146448135376,1168,1.0042670965194702,1258.0,-3.2531931666666667
38400,1858,20,75,-0.014651870107627474,0.015871782,0.1036376953125,0.0004092704424510632,0.2,0.36385732889175415,0.03185782954096794,0.4196500228717923,-44.04665911197662,1184,1.0031055212020874,1258.0,-3.2531931666666667
38912,1855,20,76,-0.0247029529127758,0.021142468,0.2435302734375,0.0004092704424510632,0.2,-3.33842134475708,-0.033391885459423065,0.013291120631038211,-44.03516483306885,1200,1.003237009048462,1258.0,-3.2531931666666667
39424,1858,21,77,-0.02523392545117531,0.020934202,0.2674560546875,0.0004092704424510632,0.2,0.3227701783180237,-0.040328219532966614,0.006128774883109145,-44.00889611244202,1216,1.0010231733322144,1258.0,-3.254001129032258
39936,1859,21,78,-0.01859544620674569,0.019029608,0.1400146484375,0.0004092704424510632,0.2,0.36720889806747437,-0.009330237284302711,0.32674874213989824,-43.95840620994568,1232,1.0005924701690674,1258.0,-3.254001129032258
40448,1860,21,79,-0.02740439018816687,0.023261249,0.2735595703125,0.0004092704424510632,0.2,-0.7492719888687134,-0.03482969105243683,0.026321256707888097,-43.96358263492584,1248,1.0009464025497437,1258.0,-3.2534324375
40960,1861,22,80,-0.014745449705515057,0.01501088,0.1324462890625,0.0004092704424510632,0.2,0.3998147249221802,0.05063252151012421,0.37311001773923635,-43.967265248298645,1264,1.0011579990386963,1258.0,-3.2534324375
41472,1862,22,81,-0.028878579498268664,0.02284053,0.3179931640625,0.0004092704424510632,0.2,0.17796540260314941,-0.018444938585162163,0.05581254081334919,-43.98229897022247,1280,1.0019997358322144,1258.0,-3.2534324375
41984,1864,22,82,-0.020435827696928754,0.017422646,0.26708984375,0.0004092704424510632,0.2,0.7105689644813538,-0.013887429609894753,0.05235431180335581,-44.02272605895996,1296,1.0036425590515137,1258.0,-3.2484698484848487
42496,1865,22,83,-0.01882226302404888,0.023415703,0.1715087890625,0.0004092704424510632,0.2,0.7569953203201294,-0.018510427325963974,0.08532498648855835,-44.04722583293915,1312,1.0028598308563232,1258.0,-3.2484698484848487
43008,1865,23,84,-0.025985481246607378,0.02754347,0.2869873046875,0.0004092704424510632,0.2,-0.8593951463699341,-0.033628299832344055,0.04543977772118524,-44.03218412399292,1328,1.0039507150650024,1258.0,-3.2472553823529413
43520,1865,23,85,-0.017590756760910153,0.020950276,0.154296875,0.0004092704424510632,0.2,0.45523881912231445,0.003953061997890472,0.2800124594941735,-44.06192719936371,1344,1.0040005445480347,1258.0,-3.2472553823529413
44032,1863,23,86,-0.025592048375983723,0.023383386,0.273681640625,0.0004092704424510632,0.2,-0.9304690361022949,-0.037240974605083466,0.02281702819163911,-44.04280745983124,1360,1.0028579235076904,1258.0,-3.2492508285714288
44544,1862,23,87,-0.015559347011731006,0.014679605,0.0845947265625,0.0004092704424510632,0.2,0.5616433024406433,0.03286486864089966,0.33555085002444685,-44.01238131523132,1376,1.0026473999023438,1258.0,-3.2492508285714288
45056,1859,24,88,-0.025775556860025972,0.018192545,0.2520751953125,0.0004092704424510632,0.2,-3.194836139678955,-0.032639700919389725,0.003960103495046496,-43.99904751777649,1392,1.0016906261444092,1258.0,-3.2492508285714288
45568,1857,24,89,-0.027763193880673498,0.026344784,0.285400390625,0.0004092704424510632,0.2,0.03388768434524536,-0.03773600980639458,0.008623877394711599,-43.99352765083313,1408,1.002795696258545,1258.0,-3.249207305555556
46080,1854,24,90,-0.009514676785329357,0.009370134,0.0570068359375,0.0004092704424510632,0.2,0.2886379361152649,0.051846228539943695,0.5445116716437042,-44.021859645843506,1424,1.0032395124435425,1258.0,-3.249207305555556
46592,1851,25,91,-0.025278347311541438,0.018847272,0.2529296875,0.0004092704424510632,0.2,-1.1165766716003418,-0.03373052552342415,0.017174797016195953,-44.02819538116455,1440,1.0032271146774292,1258.0,-3.2467851621621624
47104,1849,25,92,-0.010673755430616438,0.010587922,0.06005859375,0.0004092704424510632,0.2,0.6134297847747803,0.06933164596557617,0.38673238549381495,-44.01998257637024,1456,1.0031553506851196,1258.0,-3.2467851621621624
47616,1847,25,93,-0.03209749703819398,0.027488,0.29541015625,0.0004092704424510632,0.2,-1.3397703170776367,-0.03957897797226906,0.007919657131424174,-44.0147522687912,1472,1.0025933980941772,1258.0,-3.2467851621621624
48128,1844,26,94,-0.025089869333896786,0.018585201,0.2418212890625,0.0004092704424510632,0.2,0.00921332836151123,-0.033159952610731125,0.002331624778889818,-44.00542402267456,1488,1.0025769472122192,1258.0,-3.2489280526315794
48640,1841,26,95,-0.014707297916174866,0.009565496,0.06005859375,0.0004092704424510632,0.2,0.03607141971588135,0.08382045477628708,1.1111172242090106,-43.99964725971222,1504,1.0025296211242676,1258.0,-3.2489280526315794
49152,1839,26,96,-0.02221785136498511,0.027950287,0.2437744140625,0.0004092704424510632,0.2,-1.2090492248535156,-0.015358040109276772,0.02736194321187213,-43.998738408088684,1520,1.0023918151855469,1258.0,-3.252057897435898
49664,1837,27,97,-0.010984823573380709,0.011913084,0.0567626953125,0.0004092704424510632,0.2,0.5119345784187317,0.12096633017063141,0.4958547968417406,-43.987560629844666,1536,1.0019904375076294,1258.0,-3.252057897435898
50176,1834,27,98,-0.0293235648132395,0.026895417,0.3231201171875,0.0004092704424510632,0.2,-3.0930113792419434,-0.040453240275382996,0.00865676297689788,-43.97487676143646,1552,1.0015532970428467,1258.0,-3.252057897435898
50688,1834,27,99,-0.027918462466914207,0.019794403,0.2568359375,0.0004092704424510632,0.2,0.04340916872024536,-0.03744183108210564,0.0031763850201969035,-43.98844540119171,1568,1.0033780336380005,1258.0,-3.2507481750000005
51200,1832,27,100,-0.015247752802679315,0.011338744,0.07177734375,0.0004092704424510632,0.2,0.09959614276885986,0.07337599992752075,0.8469492392614484,-44.0426629781723,1584,1.0038392543792725,1258.0,-3.2507481750000005
51712,1830,28,101,-0.0212893191492185,0.020344611,0.23583984375,0.0004092704424510632,0.2,-1.064197063446045,-0.027837637811899185,0.03938749898225069,-44.048068046569824,1600,1.004440188407898,1258.0,-3.2491448780487806
52224,1827,28,102,-0.013721732015255839,0.009462062,0.120361328125,0.0004092704424510632,0.2,0.6734541654586792,0.06740883737802505,0.5484223272651434,-44.07052564620972,1616,1.0049409866333008,1258.0,-3.2491448780487806
52736,1826,28,103,-0.023774839530233294,0.021622822,0.273681640625,0.0004092704424510632,0.2,-0.46692848205566406,-0.01536889374256134,0.03691658203024417,-44.090829491615295,1632,1.0057814121246338,1258.0,-3.2491448780487806
53248,1823,29,104,-0.02648094214964658,0.01668121,0.245849609375,0.0004092704424510632,0.2,0.36224454641342163,-0.02519959583878517,0.02009500894928351,-44.1084041595459,1648,1.0060511827468872,1258.0,-3.2480932619047627
53760,1819,29,105,-0.01096650974068325,0.013554255,0.062744140625,0.0004092704424510632,0.2,0.6378179788589478,0.010180938988924026,0.25817237328737974,-44.11005437374115,1664,1.005875587463379,1258.0,-3.2480932619047627
54272,1816,29,106,-0.027735886920709163,0.028441392,0.298583984375,0.0004092704424510632,0.2,-1.6103620529174805,-0.024571778252720833,0.032694612396880984,-44.094923973083496,1680,1.005017638206482,1258.0,-3.2494269302325587
54784,1814,30,107,-0.013351656089071184,0.011313934,0.0992431640625,0.0004092704424510632,0.2,0.554655909538269,0.03967411443591118,0.455322430934757,-44.07231664657593,1696,1.0045180320739746,1258.0,-3.2494269302325587
55296,1811,30,108,-0.02404932375793578,0.021279018,0.2547607421875,0.0004092704424510632,0.2,-1.5171639919281006,-0.035770244896411896,0.028291811584495008,-44.0836980342865,1712,1.0066919326782227,1258.0,-3.2494269302325587
55808,1808,30,109,-0.023012945253867656,0.021721002,0.232421875,0.0004092704424510632,0.2,0.6522951722145081,-0.0383688285946846,0.05134346638806164,-44.14022088050842,1728,1.007108449935913,1258.0,-3.2508507500000006
56320,1805,31,110,-0.017744896220392548,0.023173625,0.185546875,0.0004092704424510632,0.2,0.7340694665908813,-0.01347062923014164,0.19487134332302958,-44.13287675380707,1744,1.006585717201233,1258.0,-3.2508507500000006
56832,1802,31,111,-0.022124110808363184,0.020528376,0.2203369140625,0.0004092704424510632,0.2,-3.9357285499572754,-0.01602454110980034,0.05765552318189293,-44.115208864212036,1760,1.0061547756195068,1258.0,-3.2476810222222228
57344,1799,31,112,-0.008699331534444354,0.017699122,0.118896484375,0.0004092704424510632,0.2,0.439788281917572,0.08540050685405731,0.37154793413355947,-44.10918593406677,1776,1.0064114332199097,1258.0,-3.2476810222222228
57856,1799,32,113,-0.023937670950544998,0.02848699,0.323974609375,0.0004092704424510632,0.2,-0.9744840860366821,-0.013881384395062923,0.032441578165162355,-44.15425992012024,1792,1.0099387168884277,1258.0,-3.2476810222222228
58368,1799,32,114,-0.016182829916942865,0.012311149,0.15869140625,0.0004092704424510632,0.2,0.7493969798088074,0.059013672173023224,0.17017188272438943,-44.25013494491577,1808,1.0115158557891846,1258.0,-3.250535108695653
58880,1798,32,115,-0.02390348055632785,0.038875636,0.322265625,0.0004092704424510632,0.2,0.943535327911377,-0.027037492021918297,0.026720972586190328,-44.25707006454468,1824,1.011232614517212,1258.0,-3.250535108695653
59392,1799,33,116,-0.020084904768737033,0.015740074,0.203369140625,0.0004092704424510632,0.2,-1.0411434173583984,-0.02626721002161503,0.027959189901594073,-44.25362956523895,1840,1.0107839107513428,1258.0,-3.25020955319149
59904,1800,33,117,-0.012936420796904713,0.012898758,0.0635986328125,0.0004092704424510632,0.2,0.6872692704200745,0.04343666881322861,0.4065710403956473,-44.241852164268494,1856,1.0102397203445435,1258.0,-3.25020955319149
60416,1800,33,118,-0.022052106593037024,0.02152536,0.250244140625,0.0004092704424510632,0.2,-1.9022912979125977,-0.03570067137479782,0.022397183172870427,-44.26598584651947,1872,1.0133856534957886,1258.0,-3.250672958333334
60928,1801,33,119,-0.014106716262176633,0.01683408,0.08740234375,0.0004092704424510632,0.2,0.6847976446151733,0.03980085626244545,0.36283172806724906,-44.35391557216644,1888,1.0146743059158325,1258.0,-3.250672958333334
61440,1802,34,120,-0.025307560892542824,0.017068803,0.2506103515625,0.0004092704424510632,0.2,-0.8333640098571777,-0.03279947489500046,0.009236927289748564,-44.338223695755005,1904,1.0122754573822021,1258.0,-3.250672958333334
61952,1802,34,121,-0.0285102654597722,0.01882267,0.2755126953125,0.0004092704424510632,0.2,-0.5108922719955444,-0.03922544792294502,0.003367398996488191,-44.28569054603577,1920,1.0129225254058838,1258.0,-3.2522430000000004
62464,1803,34,122,-0.005110654536110815,0.0065615997,0.0177001953125,0.0004092704424510632,0.2,0.264215350151062,0.05666567012667656,1.0215253680944443,-44.3226523399353,1936,1.0135034322738647,1258.0,-3.2522430000000004
62976,1803,34,123,-0.023849237652029842,0.021166064,0.2823486328125,0.0004092704424510632,0.2,-1.6573104858398438,-0.031059788540005684,0.01224160406854935,-44.325849294662476,1952,1.0133693218231201,1258.0,-3.2508769400000004
63488,1804,35,124,-0.012541112573671853,0.014201086,0.046630859375,0.0004092704424510632,0.2,0.43112045526504517,0.028304588049650192,0.6167612869758159,-44.32706356048584,1968,1.0132304430007935,1258.0,-3.2508769400000004
64000,1804,35,125,-0.022716298553859815,0.012278359,0.20947265625,0.0004092704424510632,0.2,-1.2517344951629639,-0.031531523913145065,0.006963126274058595,-44.30932295322418,1984,1.012338399887085,1258.0,-3.2508769400000004
