time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/clip_range,train/explained_variance,train/loss,train/value_loss,train/entropy_loss,train/n_updates,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
512,4142,0,1,,,,,,,,,,,,,
1024,2581,0,2,-0.029655265185283497,0.014750873,0.2276611328125,0.0004092704424510632,0.2,-0.7186424732208252,-0.042357541620731354,0.18591044569620863,-43.970412850379944,16,0.999052107334137,,
1536,2309,0,3,-0.024611063170596026,0.023571372,0.325439453125,0.0004092704424510632,0.2,0.015934228897094727,-0.043506644666194916,0.008035072663915344,-43.96113729476929,32,0.9994434118270874,1258.0,-2.94448
2048,2185,0,4,-0.02384186458948534,0.01838034,0.254150390625,0.0004092704424510632,0.2,-0.019329428672790527,-0.027717741206288338,0.012073689140379429,-43.971452593803406,48,0.9997431635856628,1258.0,-2.94448
2560,2118,1,5,-0.026394404761958867,0.019313572,0.28466796875,0.0004092704424510632,0.2,0.005758106708526611,-0.02715899795293808,0.010091911593917757,-43.9681578874588,64,0.9991567134857178,1258.0,-3.1146575
3072,2073,1,6,-0.027914706137380563,0.016099181,0.2349853515625,0.0004092704424510632,0.2,-0.0041768550872802734,-0.04626079648733139,0.005960757887805812,-43.950379610061646,80,0.9987735152244568,1258.0,-3.1146575
3584,2037,1,7,-0.02638367807958275,0.02187964,0.2821044921875,0.0004092704424510632,0.2,0.0032764673233032227,-0.0370887815952301,0.007666278310352936,-43.96007227897644,96,1.0000534057617188,1258.0,-3.1146575
4096,2007,2,8,-0.022968249206314795,0.016478414,0.2398681640625,0.0004092704424510632,0.2,-0.00022780895233154297,-0.03946011886000633,0.002228719473350793,-44.00697076320648,112,1.0014243125915527,1258.0,-3.14685
4608,1984,2,9,-0.028574243406183086,0.020479303,0.2537841796875,0.0004092704424510632,0.2,0.002429485321044922,-0.034015949815511703,0.007174883736297488,-44.03148317337036,128,1.0018852949142456,1258.0,-3.14685
5120,1969,2,10,-0.02729409700987162,0.028170884,0.302978515625,0.0004092704424510632,0.2,0.00367659330368042,-0.025481343269348145,0.0073484929744154215,-44.06201779842377,144,1.0034822225570679,1258.0,-3.147469
5632,1959,2,11,-0.024490090429026168,0.02189051,0.231201171875,0.0004092704424510632,0.2,0.001139223575592041,-0.027605965733528137,0.011943562305532396,-44.0678391456604,160,1.0016897916793823,1258.0,-3.147469
6144,1954,3,12,-0.02883196933544241,0.024986293,0.287353515625,0.0004092704424510632,0.2,0.0066100358963012695,-0.02606392279267311,0.012932151148561388,-44.027334690093994,176,1.0021075010299683,1258.0,-3.147469
6656,1948,3,13,-0.025830220416537486,0.017528746,0.2591552734375,0.0004092704424510632,0.2,0.0008329153060913086,-0.034363798797130585,0.0027918664272874594,-44.03043842315674,192,1.0009665489196777,1258.0,-3.1420484
7168,1943,3,14,-0.025846260163234547,0.019718615,0.259765625,0.0004092704424510632,0.2,0.0007991790771484375,-0.006954517215490341,0.03038940636906773,-43.98076093196869,208,0.9993973970413208,1258.0,-3.1420484
7680,1941,3,15,-0.03285794306430034,0.031421114,0.3134765625,0.0004092704424510632,0.2,0.012058615684509277,-0.04514632001519203,0.012416285055223852,-43.92854917049408,224,0.9978495836257935,1258.0,-3.1792193333333336
8192,1937,4,16,-0.027154791227076203,0.022880249,0.24609375,0.0004092704424510632,0.2,0.006096839904785156,-0.018297629430890083,0.04226475756149739,-43.880534291267395,240,0.9960920810699463,1258.0,-3.1792193333333336
8704,1934,4,17,-0.018661488233192358,0.013881976,0.206787109375,0.0004092704424510632,0.2,0.13847148418426514,-0.018130742013454437,0.009323895661509596,-43.828418374061584,256,0.9945856928825378,1258.0,-3.1792193333333336
9216,1931,4,18,-0.02546736983640585,0.020277392,0.242431640625,0.0004092704424510632,0.2,0.011760532855987549,-0.03209836408495903,0.003247474007366691,-43.787278056144714,272,0.993577778339386,1258.0,-3.163283428571429
9728,1928,5,19,-0.022963185081607662,0.018965963,0.26904296875,0.0004092704424510632,0.2,0.0009455680847167969,0.005299407988786697,0.06610598298721015,-43.79205918312073,288,0.9951424598693848,1258.0,-3.163283428571429
