time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/clip_range,train/explained_variance,train/loss,train/value_loss,train/entropy_loss,train/n_updates,train/std,rollout/ep_len_mean,rollout/ep_rew_mean
512,4177,0,1,,,,,,,,,,,,,
1024,2254,0,2,-0.030850021314108744,0.019850152,0.2708740234375,0.0004092704424510632,0.2,-1.481788158416748,-0.03149855136871338,0.1664052395244653,-43.99178123474121,16,1.0000554323196411,,
1536,1982,0,3,-0.026873709197388962,0.026795592,0.2989501953125,0.0004092704424510632,0.2,-0.0295257568359375,-0.03925972059369087,0.008410130103584379,-43.98312520980835,32,0.9998040795326233,1258.0,-3.291285
2048,1878,1,4,-0.03340844198828563,0.023490999,0.3370361328125,0.0004092704424510632,0.2,0.0017819404602050781,-0.010785650461912155,0.05089250986929983,-43.982502937316895,48,1.0001386404037476,1258.0,-3.291285
2560,1815,1,5,-0.028345105558400974,0.018597096,0.309326171875,0.0004092704424510632,0.2,0.002776801586151123,-0.029349125921726227,0.013917979464167729,-44.007495641708374,64,1.0016472339630127,1258.0,-3.2902625
3072,1783,1,6,-0.026907538980594836,0.021972802,0.3079833984375,0.0004092704424510632,0.2,0.010107696056365967,-0.001986939460039139,0.06552496179938316,-44.0555477142334,80,1.0027930736541748,1258.0,-3.2902625
3584,1757,2,7,-0.026496120772208087,0.019039113,0.2813720703125,0.0004092704424510632,0.2,0.03152734041213989,-0.021565904840826988,0.011091560532804579,-44.09840679168701,96,1.004970669746399,1258.0,-3.2902625
4096,1731,2,8,-0.02519942246726714,0.017973414,0.2470703125,0.0004092704424510632,0.2,0.0007575750350952148,-0.042045582085847855,0.0022705878836859483,-44.16104173660278,112,1.006436824798584,1258.0,-3.2977600000000002
4608,1713,2,9,-0.0309251737780869,0.020893568,0.3302001953125,0.0004092704424510632,0.2,0.006501495838165283,0.008615091443061829,0.0918695442378521,-44.18954086303711,128,1.0068683624267578,1258.0,-3.2977600000000002
5120,1699,3,10,-0.03272587074752664,0.021817159,0.30078125,0.0004092704424510632,0.2,0.08546942472457886,-0.03675214946269989,0.011872469855006784,-44.21390461921692,144,1.008666753768921,1258.0,-3.2946935
5632,1690,3,11,-0.019475649780360982,0.015254721,0.2239990234375,0.0004092704424510632,0.2,0.0426253080368042,0.01605817675590515,0.10247872583568096,-44.24809646606445,160,1.0081629753112793,1258.0,-3.2946935
6144,1684,3,12,-0.0240095223125536,0.025707334,0.279296875,0.0004092704424510632,0.2,0.20258837938308716,-0.016304336488246918,0.008905819893698208,-44.208728075027466,176,1.0066463947296143,1258.0,-3.2946935
6656,1676,3,13,-0.025334276229841635,0.018775834,0.2615966796875,0.0004092704424510632,0.2,-0.006817221641540527,-0.03450172767043114,0.0032796093946672045,-44.158002853393555,192,1.0049960613250732,1258.0,-3.2792064000000005
7168,1674,4,14,-0.0282370105269365,0.02233345,0.275634765625,0.0004092704424510632,0.2,0.00999385118484497,0.011939238756895065,0.12663452234119177,-44.13016760349274,208,1.0051634311676025,1258.0,-3.2792064000000005
7680,1671,4,15,-0.024910839510994265,0.021864545,0.2603759765625,0.0004092704424510632,0.2,0.2214951515197754,-0.024082796648144722,0.009763320500496775,-44.13723111152649,224,1.0054131746292114,1258.0,-3.2832488333333334
8192,1670,4,16,-0.024835303614963777,0.024651462,0.2476806640625,0.0004092704424510632,0.2,0.12341958284378052,0.021591827273368835,0.12250455259345472,-44.116480588912964,240,1.0033700466156006,1258.0,-3.2832488333333334
8704,1668,5,17,-0.023979051737114787,0.017150179,0.225341796875,0.0004092704424510632,0.2,-0.2064751386642456,-0.02541991136968136,0.009909862696076743,-44.05107605457306,256,1.0020438432693481,1258.0,-3.2832488333333334
9216,1671,5,18,-0.029660101019544527,0.022290364,0.29150390625,0.0004092704424510632,0.2,0.09660649299621582,-0.052096907049417496,0.0029995733784744516,-44.02758491039276,272,1.001205325126648,1258.0,-3.2743
9728,1675,5,19,-0.02660649460449349,0.022620639,0.236572265625,0.0004092704424510632,0.2,0.06900447607040405,0.003033585846424103,0.11266983964014798,-43.97846233844757,288,0.9994267225265503,1258.0,-3.2743
10240,1674,6,20,-0.030995264649391174,0.03031426,0.3067626953125,0.0004092704424510632,0.2,-0.6466085910797119,-0.03154131770133972,0.013713929889490828,-43.95277202129364,304,0.9999021887779236,1258.0,-3.265149
10752,1673,6,21,-0.02699200475763064,0.026832752,0.2777099609375,0.0004092704424510632,0.2,0.21582865715026855,0.00930081307888031,0.13741126214154065,-43.968560338020325,320,0.9998198747634888,1258.0,-3.265149
11264,1672,6,22,-0.022701011926983483,0.016567726,0.24755859375,0.0004092704424510632,0.2,-1.2099668979644775,-0.029576150700449944,0.008772556160693057,-43.97295880317688,336,1.0004103183746338,1258.0,-3.265149
11776,1670,7,23,-0.024500542058376595,0.017408088,0.218505859375,0.0004092704424510632,0.2,-0.02710723876953125,-0.03379511833190918,0.005276477451843675,-44.006266713142395,352,1.0022238492965698,1258.0,-3.266166666666667
12288,1673,7,24,-0.025439907680265605,0.020513535,0.2452392578125,0.0004092704424510632,0.2,0.056099772453308105,0.001884210854768753,0.15428105182945728,-44.05496370792389,368,1.003212571144104,1258.0,-3.266166666666667
12800,1678,7,25,-0.029320468252990395,0.021106873,0.279541015625,0.0004092704424510632,0.2,-0.46597301959991455,-0.03894083946943283,0.022110283200163394,-44.072025775909424,384,1.0038808584213257,1258.0,-3.2727063000000003
13312,1680,7,26,-0.015289559145458043,0.013324113,0.1763916015625,0.0004092704424510632,0.2,0.5491609573364258,0.015943000093102455,0.10743772401474416,-44.08145463466644,400,1.0037596225738525,1258.0,-3.2727063000000003
13824,1685,8,27,-0.019139812713547144,0.014808723,0.18505859375,0.0004092704424510632,0.2,0.1662171483039856,-0.015005981549620628,0.022230854781810194,-44.06495666503906,416,1.0030995607376099,1258.0,-3.2727063000000003
