train/learning_rate,time/episodes,rollout/ep_rew_mean,train/ent_coef_loss,train/ent_coef,train/n_updates,time/total_timesteps,rollout/ep_len_mean,train/critic_loss,time/fps,time/time_elapsed,train/actor_loss
0.0008459126528049375,4,-4.627681000000001,-163.69972229003906,0.017247341573238373,4927,5028,1257.0,47.18475341796875,10,462,-120.83550262451172
0.0008459126528049375,8,-3.62108175,-13.218975067138672,0.0008513721404597163,9955,10056,1257.0,3.898519992828369,10,933,-127.39881134033203
0.0008459126528049375,12,-2.91223975,58.347999572753906,0.0008402741514146328,14983,15084,1257.0,28.69731903076172,10,1409,-129.01710510253906
0.0008459126528049375,16,-2.5859625625,-59.211360931396484,0.0008716541342437267,20011,20112,1257.0,3.6744508743286133,10,1885,-118.45790100097656
0.0008459126528049375,20,-2.3648614,-6.405289649963379,0.001077079214155674,25039,25140,1257.0,3.8683295249938965,11,12,-104.27794647216797
0.0008459126528049375,24,-2.2069297083333335,36.05682373046875,0.00047972489846870303,30067,30168,1257.0,1.3988384008407593,10,475,-102.59523010253906
0.0008459126528049375,28,-2.080114107142857,287.478271484375,0.0005738746840506792,35095,35196,1257.0,46.60003662109375,10,952,-97.8790283203125
0.0008459126528049375,32,-1.9914397187500001,8.289615631103516,0.0007957938360050321,40123,40224,1257.0,10.627664566040039,10,1429,-91.88090515136719
0.0008459126528049375,36,-1.9024523333333336,-58.08268356323242,0.000959215103648603,45151,45252,1257.0,5.6139044761657715,10,1905,-62.517547607421875
0.0008459126528049375,40,-1.8360713750000002,-96.12255096435547,0.0005015365313738585,50179,50280,1257.0,3.1748666763305664,10,26,-49.192691802978516
0.0008459126528049375,44,-1.7892396136363635,-66.10035705566406,0.0006297015934251249,55207,55308,1257.0,4.249023914337158,11,478,-42.3851203918457
0.0008459126528049375,48,-1.741116375,6.597148418426514,0.00044111438910476863,60235,60336,1257.0,1.9890079498291016,11,929,-36.86745071411133
0.0008459126528049375,52,-1.6945309615384618,-14.194025993347168,0.0010514546884223819,65263,65364,1257.0,4.284015655517578,11,1379,-23.75987434387207
0.0008459126528049375,56,-1.668325375,97.04934692382812,0.0007374746492132545,70291,70392,1257.0,3.55064058303833,11,1830,-18.150371551513672
0.0008459126528049375,60,-1.6518831,68.00398254394531,0.000639959005638957,75319,75420,1257.0,6.611412525177002,10,38,-12.94416332244873
0.0008459126528049375,64,-1.6259810468749998,21.501802444458008,0.0006436451803892851,80347,80448,1257.0,6.378055572509766,10,507,-6.517461776733398
0.0008459126528049375,68,-1.5955035882352941,-31.422569274902344,0.0008785593090578914,85375,85476,1257.0,11.278188705444336,10,978,0.020459264516830444
0.0008459126528049375,72,-1.5896664722222222,2.839115619659424,0.001092427410185337,90403,90504,1257.0,10.32111930847168,10,1449,8.247354507446289
0.0008459126528049375,76,-1.5695097105263158,15.120561599731445,0.0005644145421683788,95431,95532,1257.0,10.895498275756836,10,1929,13.544575691223145
