time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/entropy_loss,train/approx_kl,train/clip_range,train/std,train/n_updates,train/value_loss,train/loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
0,512,1,3790,,,,,,,,,,,,,
0,1024,2,2334,-44.015920758247375,0.023157427,0.2,1.0017558336257935,16,0.1583278295765922,-0.03451557084918022,0.0004092704424510632,0.31640625,-0.03638099579256959,-0.33698761463165283,,
0,1536,3,2028,-44.046414732933044,0.012916077,0.2,1.0019346475601196,32,0.003177939674060326,-0.04055041819810867,0.0004092704424510632,0.251220703125,-0.030358419113326818,0.04255211353302002,-2.084796,1258.0
1,2048,4,1911,-44.04249811172485,0.014609339,0.2,1.0016303062438965,48,0.0018433421610097867,-0.034446775913238525,0.0004092704424510632,0.24853515625,-0.02630363084608689,-0.04160904884338379,-2.084796,1258.0
1,2560,5,1844,-44.02225315570831,0.015788613,0.2,1.0008807182312012,64,0.00189381263407995,-0.03257520869374275,0.0004092704424510632,0.27783203125,-0.0307498914480675,0.06259524822235107,-2.1051115,1258.0
1,3072,6,1801,-43.98210799694061,0.022151792,0.2,0.9988885521888733,80,0.004789656290085986,-0.03991395980119705,0.0004092704424510632,0.311767578125,-0.03155322899692692,0.018776774406433105,-2.1051115,1258.0
2,3584,7,1775,-43.93062746524811,0.012036968,0.2,0.9979938268661499,96,0.0027143152692588046,-0.029653610661625862,0.0004092704424510632,0.1728515625,-0.019059638027101755,0.03730452060699463,-2.1051115,1258.0
2,4096,8,1750,-43.90143179893494,0.015713584,0.2,0.9969786405563354,112,0.004505831922870129,-0.040227584540843964,0.0004092704424510632,0.2791748046875,-0.025275575542764273,0.07064491510391235,-2.1537953333333335,1258.0
2,4608,9,1740,-43.860681891441345,0.018245667,0.2,0.995147168636322,128,0.009257156343664974,-0.033028777688741684,0.0004092704424510632,0.2913818359375,-0.026306546555133536,0.06598103046417236,-2.1537953333333335,1258.0
2,5120,10,1732,-43.825162291526794,0.016760167,0.2,0.9951040744781494,144,0.0028076647940906696,-0.03461239114403725,0.0004092704424510632,0.2681884765625,-0.025951135583454743,0.45169681310653687,-2.09367375,1258.0
3,5632,11,1725,-43.82322895526886,0.019424781,0.2,0.9947264790534973,160,0.011961360753048211,-0.023047488182783127,0.0004092704424510632,0.2945556640625,-0.025279444584157318,0.1057233214378357,-2.09367375,1258.0
3,6144,12,1721,-43.82695508003235,0.015462456,0.2,0.9957940578460693,176,0.002349248472455656,-0.0374436192214489,0.0004092704424510632,0.2366943359375,-0.022447927825851366,-0.34161579608917236,-2.09367375,1258.0
3,6656,13,1715,-43.85474717617035,0.016283035,0.2,0.9958866834640503,192,0.004680475780332927,-0.032150473445653915,0.0004092704424510632,0.26171875,-0.026711159880505875,0.09201711416244507,-2.1103549999999998,1258.0
4,7168,14,1712,-43.84460806846619,0.023427777,0.2,0.9956931471824646,208,0.016229021101025864,-0.04471077024936676,0.0004092704424510632,0.335693359375,-0.033057752589229494,0.07967805862426758,-2.1103549999999998,1258.0
4,7680,15,1712,-43.83640658855438,0.017935678,0.2,0.9952725768089294,224,0.004916801161016338,-0.033404476940631866,0.0004092704424510632,0.3170166015625,-0.03126510849688202,0.48692458868026733,-2.1208401666666665,1258.0
4,8192,16,1714,-43.83310544490814,0.01660369,0.2,0.9955976009368896,240,0.01716281211702153,-0.0342848002910614,0.0004092704424510632,0.2835693359375,-0.025648562354035676,0.448392391204834,-2.1208401666666665,1258.0
5,8704,17,1717,-43.8641939163208,0.017203499,0.2,0.9972416758537292,256,0.002824294668243965,-0.033157482743263245,0.0004092704424510632,0.2552490234375,-0.025545063719619066,-0.27042973041534424,-2.1208401666666665,1258.0
5,9216,18,1718,-43.90265691280365,0.017935798,0.2,0.9982156157493591,272,0.0018271195149281994,-0.04286959022283554,0.0004092704424510632,0.2801513671875,-0.027152327966177836,0.3855399489402771,-2.1042055714285715,1258.0
5,9728,19,1719,-43.916717648506165,0.019482577,0.2,0.9979272484779358,288,0.020264079299522564,-0.01988060027360916,0.0004092704424510632,0.251708984375,-0.019537222484359518,0.23366612195968628,-2.1042055714285715,1258.0
5,10240,20,1720,-43.881747245788574,0.021906458,0.2,0.9960682392120361,304,0.0036428752428037114,-0.03411928936839104,0.0004092704424510632,0.2882080078125,-0.026937633869238198,-0.0040978193283081055,-2.085256625,1258.0
6,10752,21,1720,-43.81101977825165,0.01698963,0.2,0.99360191822052,320,0.023237874323967844,-0.047594692558050156,0.0004092704424510632,0.271728515625,-0.026757282044854946,0.5079025030136108,-2.085256625,1258.0
6,11264,22,1721,-43.74601066112518,0.016348537,0.2,0.9923314452171326,336,0.00214716973277973,-0.04077181965112686,0.0004092704424510632,0.2679443359375,-0.02854441608360503,-0.0644681453704834,-2.085256625,1258.0
6,11776,23,1719,-43.72116959095001,0.013445737,0.2,0.9919505715370178,352,0.0033078876804211177,-0.014118066057562828,0.0004092704424510632,0.203125,-0.01911709254636662,0.26416051387786865,-2.0662116666666663,1258.0
7,12288,24,1717,-43.70978844165802,0.014263764,0.2,0.9913347959518433,368,0.014630669582402334,-0.022482283413410187,0.0004092704424510632,0.2034912109375,-0.02014593407511711,0.3479683995246887,-2.0662116666666663,1258.0
7,12800,25,1712,-43.69232964515686,0.025372418,0.2,0.9913058876991272,384,0.011681112227961421,-0.04017668962478638,0.0004092704424510632,0.314208984375,-0.029225331993075088,-0.062345027923583984,-2.0643583999999997,1258.0
7,13312,26,1709,-43.69526124000549,0.014555477,0.2,0.9915041923522949,400,0.02154827944468707,-0.01909048482775688,0.0004092704424510632,0.2235107421875,-0.022727831586962566,0.7509534358978271,-2.0643583999999997,1258.0
8,13824,27,1709,-43.720385909080505,0.013720339,0.2,0.9936280846595764,416,0.0025593555819796165,-0.033198997378349304,0.0004092704424510632,0.1904296875,-0.021724298218032345,-3.227008819580078,-2.0643583999999997,1258.0
8,14336,28,1709,-43.7818489074707,0.020293511,0.2,0.9941812753677368,432,0.004464553676370997,-0.041569873690605164,0.0004092704424510632,0.2757568359375,-0.030806215800112113,0.5499303340911865,-2.075253636363636,1258.0
8,14848,29,1709,-43.76555871963501,0.034184065,0.2,0.993075430393219,448,0.012581055634655058,-0.031115468591451645,0.0004092704424510632,0.3076171875,-0.02339934100746177,0.4522765874862671,-2.075253636363636,1258.0
8,15360,30,1710,-43.727277398109436,0.019357825,0.2,0.9916943907737732,464,0.0070095208575367,-0.030269071459770203,0.0004092704424510632,0.247802734375,-0.023884736336185597,-0.7366529703140259,-2.079362583333333,1258.0
9,15872,31,1713,-43.69123435020447,0.021673286,0.2,0.9905337691307068,480,0.02594095520908013,-0.01733776181936264,0.0004092704424510632,0.24462890625,-0.024288136715767905,0.4994446635246277,-2.079362583333333,1258.0
9,16384,32,1715,-43.6528115272522,0.019063216,0.2,0.9896538257598877,496,0.0017525506809761282,-0.04227348417043686,0.0004092704424510632,0.23388671875,-0.025236960325855762,-3.010828971862793,-2.0826321538461534,1258.0
9,16896,33,1715,-43.63348054885864,0.02297452,0.2,0.9892119765281677,512,0.03187967979465611,-0.031481921672821045,0.0004092704424510632,0.251708984375,-0.02804697754618246,0.43568694591522217,-2.0826321538461534,1258.0
10,17408,34,1716,-43.61717164516449,0.013539728,0.2,0.9885630011558533,528,0.0023227151759783737,-0.02124856784939766,0.0004092704424510632,0.204833984375,-0.022175310441525653,-0.37591874599456787,-2.0826321538461534,1258.0
