time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/entropy_loss,train/approx_kl,train/clip_range,train/std,train/n_updates,train/value_loss,train/loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
0,512,1,3867,,,,,,,,,,,,,
0,1024,2,2267,-43.972214579582214,0.011760588,0.2,0.9985661506652832,16,0.18774494440003764,-0.039529699832201004,0.0004092704424510632,0.2225341796875,-0.025994726223871112,-1.3858416080474854,,
0,1536,3,2033,-43.9080376625061,0.019925142,0.2,0.9964096546173096,32,0.003800342972681392,-0.05093491077423096,0.0004092704424510632,0.2835693359375,-0.03437053493689746,0.23600530624389648,-2.225934,1258.0
1,2048,4,1908,-43.86614501476288,0.014122371,0.2,0.9963186979293823,48,0.00952177622821182,-0.022653860971331596,0.0004092704424510632,0.2200927734375,-0.021457144583109766,-0.02500331401824951,-2.225934,1258.0
1,2560,5,1852,-43.85688090324402,0.016781144,0.2,0.9952017068862915,64,0.002143620140486746,-0.024123771116137505,0.0004092704424510632,0.2928466796875,-0.02791188019909896,-0.0029021501541137695,-2.1897245,1258.0
1,3072,6,1816,-43.80948495864868,0.021916963,0.2,0.9937759041786194,80,0.004287250187189784,-0.04101300984621048,0.0004092704424510632,0.3184814453125,-0.02880370320053771,0.040212035179138184,-2.1897245,1258.0
2,3584,7,1784,-43.77427017688751,0.016640903,0.2,0.9930645227432251,96,0.0021769329832750373,-0.03082703799009323,0.0004092704424510632,0.2686767578125,-0.025662539846962318,0.016445934772491455,-2.1897245,1258.0
2,4096,8,1763,-43.75062334537506,0.017797083,0.2,0.9921364188194275,112,0.004755243397084996,-0.03287521004676819,0.0004092704424510632,0.2877197265625,-0.02732969168573618,0.05651867389678955,-2.1635516666666668,1258.0
2,4608,9,1750,-43.71104431152344,0.017082358,0.2,0.9906252026557922,128,0.0012399569604895078,-0.0327729731798172,0.0004092704424510632,0.257080078125,-0.024639474984724075,0.0006569027900695801,-2.1635516666666668,1258.0
2,5120,10,1739,-43.68966794013977,0.0181913,0.2,0.9911162257194519,144,0.003907532460289076,-0.026578547433018684,0.0004092704424510632,0.2401123046875,-0.023324281704844907,0.12635254859924316,-2.0898075,1258.0
3,5632,11,1732,-43.69740033149719,0.016673446,0.2,0.9906541705131531,160,0.00282604580570478,-0.03599727153778076,0.0004092704424510632,0.267822265625,-0.026916241520666517,-0.0484844446182251,-2.0898075,1258.0
3,6144,12,1727,-43.697789669036865,0.021138698,0.2,0.9919819831848145,176,0.001950246311025694,-0.051413971930742264,0.0004092704424510632,0.3157958984375,-0.03297477849991992,0.016095101833343506,-2.0898075,1258.0
3,6656,13,1726,-43.7513484954834,0.017441345,0.2,0.9933888912200928,192,0.0036987367129768245,-0.04132138192653656,0.0004092704424510632,0.259033203125,-0.027267203375231475,0.05881226062774658,-2.1049612,1258.0
4,7168,14,1724,-43.77956557273865,0.016591972,0.2,0.993881344795227,208,0.007687107980018482,-0.015570491552352905,0.0004092704424510632,0.2666015625,-0.0234119750384707,0.01199406385421753,-2.1049612,1258.0
4,7680,15,1725,-43.79418885707855,0.01673372,0.2,0.9946823120117188,224,0.004341952713730279,-0.0330825001001358,0.0004092704424510632,0.2525634765625,-0.022942986630368978,0.3585912585258484,-2.1197753333333336,1258.0
4,8192,16,1727,-43.791051387786865,0.023595244,0.2,0.9931164383888245,240,0.011406918551074341,-0.03970395773649216,0.0004092704424510632,0.2724609375,-0.026004042112617753,0.01575791835784912,-2.1197753333333336,1258.0
5,8704,17,1723,-43.73544633388519,0.020733569,0.2,0.9920815825462341,256,0.0025646932917879894,-0.03619959577918053,0.0004092704424510632,0.2764892578125,-0.028705690026981756,0.06276267766952515,-2.1197753333333336,1258.0
5,9216,18,1720,-43.76054310798645,0.015855998,0.2,0.9953640103340149,272,0.002925069427874405,-0.026957573369145393,0.0004092704424510632,0.2479248046875,-0.027629184012766927,0.1829514503479004,-2.1199724285714288,1258.0
5,9728,19,1716,-43.87298893928528,0.026313951,0.2,0.9980654716491699,288,0.015067173400893807,-0.027902310714125633,0.0004092704424510632,0.2767333984375,-0.024194495665142313,0.13982325792312622,-2.1199724285714288,1258.0
5,10240,20,1712,-43.89752507209778,0.014284981,0.2,0.9973106384277344,304,0.0027650530901155435,-0.028108028694987297,0.0004092704424510632,0.2098388671875,-0.023434091825038195,0.5384151935577393,-2.107369875,1258.0
6,10752,21,1709,-43.870447397232056,0.027355555,0.2,0.9965511560440063,320,0.012944687361596152,-0.029074251651763916,0.0004092704424510632,0.30029296875,-0.028498536368715577,0.4729223847389221,-2.107369875,1258.0
6,11264,22,1705,-43.842018842697144,0.012512989,0.2,0.9958316087722778,336,0.004482211232243571,-0.02972342073917389,0.0004092704424510632,0.1845703125,-0.020775673096068203,0.11262112855911255,-2.107369875,1258.0
6,11776,23,1701,-43.82674217224121,0.017370682,0.2,0.9955685138702393,352,0.002308675369931734,-0.03531227260828018,0.0004092704424510632,0.2261962890625,-0.02546290762256831,0.30712658166885376,-2.134901444444444,1258.0
7,12288,24,1699,-43.805755615234375,0.02545175,0.2,0.994701087474823,368,0.013507191149983555,-0.04236255958676338,0.0004092704424510632,0.2913818359375,-0.031301162802265026,0.29437458515167236,-2.134901444444444,1258.0
7,12800,25,1699,-43.820931911468506,0.017672362,0.2,0.9975476264953613,384,0.010913206351688132,-0.02296362817287445,0.0004092704424510632,0.207763671875,-0.018726386027992703,0.2569161653518677,-2.1329352999999998,1258.0
7,13312,26,1696,-43.90752148628235,0.016860817,0.2,0.998956024646759,400,0.013569091679528356,-0.029012370854616165,0.0004092704424510632,0.2298583984375,-0.022470993571914732,0.5535316467285156,-2.1329352999999998,1258.0
8,13824,27,1692,-43.92757487297058,0.016186014,0.2,0.999644935131073,416,0.0019673964343382977,-0.029301172122359276,0.0004092704424510632,0.2691650390625,-0.029001431219512597,-0.5979996919631958,-2.1329352999999998,1258.0
8,14336,28,1689,-43.937065839767456,0.026122654,0.2,0.9993442296981812,432,0.004207091646094341,-0.03722307085990906,0.0004092704424510632,0.316162109375,-0.02592895776615478,0.4185357689857483,-2.135144545454545,1258.0
8,14848,29,1686,-43.91246855258942,0.033354566,0.2,0.9984993934631348,448,0.019439405848970637,-0.016919896006584167,0.0004092704424510632,0.3055419921875,-0.023873177444329485,0.42821204662323,-2.135144545454545,1258.0
9,15360,30,1683,-43.88832890987396,0.02219358,0.2,0.9975431561470032,464,0.006844596558948979,-0.03684200718998909,0.0004092704424510632,0.3070068359375,-0.03419903774920385,0.22446376085281372,-2.132260833333333,1258.0
9,15872,31,1675,-43.880768179893494,0.01909769,0.2,0.9985560774803162,480,0.015987888677045703,-0.027561120688915253,0.0004092704424510632,0.27685546875,-0.028837281046435237,0.525309145450592,-2.132260833333333,1258.0
9,16384,32,1668,-43.875937819480896,0.01630446,0.2,0.9959888458251953,496,0.001901574631119729,-0.028349122032523155,0.0004092704424510632,0.191650390625,-0.021368596382671967,-0.9294037818908691,-2.1246293076923073,1258.0
10,16896,33,1661,-43.80912804603577,0.029156314,0.2,0.9958466291427612,512,0.02675747574539855,-0.02806195616722107,0.0004092704424510632,0.34375,-0.03478352923411876,0.2846029996871948,-2.1246293076923073,1258.0
10,17408,34,1656,-43.82695233821869,0.016143039,0.2,0.9963982105255127,528,0.0021729829750256613,-0.022443022578954697,0.0004092704424510632,0.2381591796875,-0.024049163243034855,-0.291904091835022,-2.1246293076923073,1258.0
10,17920,35,1658,-43.83711338043213,0.015052264,0.2,0.9968598484992981,544,0.004537719112704508,-0.03841068223118782,0.0004092704424510632,0.22607421875,-0.02331914473325014,0.1204567551612854,-2.1431241428571424,1258.0
11,18432,36,1661,-43.862483978271484,0.018570378,0.2,0.9980271458625793,560,0.02378496747405734,-0.030488276854157448,0.0004092704424510632,0.2178955078125,-0.02294110637740232,0.46041345596313477,-2.1431241428571424,1258.0
11,18944,37,1663,-43.87032699584961,0.01270543,0.2,0.9970603585243225,576,0.002562098281487124,-0.012876245193183422,0.0004092704424510632,0.1488037109375,-0.01650283593335189,-0.4996607303619385,-2.132242666666666,1258.0
11,19456,38,1663,-43.8500120639801,0.018240297,0.2,0.9973200559616089,592,0.036442350916331634,-0.027024775743484497,0.0004092704424510632,0.2847900390625,-0.02593421275378205,0.38726747035980225,-2.132242666666666,1258.0
12,19968,39,1663,-43.84475934505463,0.016198719,0.2,0.9966365098953247,608,0.0015822558161744382,-0.028829310089349747,0.0004092704424510632,0.24658203125,-0.02555327147274511,-1.5816500186920166,-2.132242666666666,1258.0
12,20480,40,1662,-43.813130617141724,0.014253048,0.2,0.9954055547714233,624,0.004044777168019209,-0.027842190116643906,0.0004092704424510632,0.20263671875,-0.02118922714726068,0.19644862413406372,-2.122877,1258.0
12,20992,41,1661,-43.78619408607483,0.027704539,0.2,0.9955723285675049,640,0.0346048723149579,-0.04847359284758568,0.0004092704424510632,0.2606201171875,-0.031145994929829612,0.49301284551620483,-2.122877,1258.0
12,21504,42,1661,-43.784435629844666,0.0191058,0.2,0.9946326613426208,656,0.004966077744029462,-0.040008146315813065,0.0004092704424510632,0.2850341796875,-0.029728697176324204,-0.2415095567703247,-2.1167467058823526,1258.0
13,22016,43,1660,-43.73315763473511,0.01885257,0.2,0.9925643801689148,672,0.034893637348432094,-0.0193047933280468,0.0004092704424510632,0.260009765625,-0.026238601509248838,0.6159729957580566,-2.1167467058823526,1258.0
13,22528,44,1659,-43.667628049850464,0.019960932,0.2,0.9908202290534973,688,0.003866633825964527,-0.040056467056274414,0.0004092704424510632,0.2838134765625,-0.030783154608798213,-1.4220819473266602,-2.1167467058823526,1258.0
13,23040,45,1657,-43.641974687576294,0.02132548,0.2,0.9914487600326538,704,0.0030437106179306284,-0.035151708871126175,0.0004092704424510632,0.2757568359375,-0.027785360463894904,0.10633653402328491,-2.1079097777777775,1258.0
14,23552,46,1655,-43.66243350505829,0.022308255,0.2,0.9920516014099121,720,0.05183601740282029,-0.019274311140179634,0.0004092704424510632,0.2423095703125,-0.027294242274365388,0.2558891773223877,-2.1079097777777775,1258.0
14,24064,47,1654,-43.6561713218689,0.016645119,0.2,0.9906216263771057,736,0.003828716326097492,-0.030703477561473846,0.0004092704424510632,0.2171630859375,-0.020848901593126357,-0.7548755407333374,-2.104330947368421,1258.0
14,24576,48,1653,-43.626896023750305,0.016363993,0.2,0.9909094572067261,752,0.05056548194261268,-0.019240964204072952,0.0004092704424510632,0.2061767578125,-0.0249862658965867,0.5665361881256104,-2.104330947368421,1258.0
15,25088,49,1652,-43.650142550468445,0.021601155,0.2,0.9910239577293396,768,0.0023824879026506096,-0.027827830985188484,0.0004092704424510632,0.2540283203125,-0.024237686600827146,-2.525256633758545,-2.104330947368421,1258.0
15,25600,50,1651,-43.61181879043579,0.01746497,0.2,0.9889979958534241,784,0.005693383063771762,-0.03605975583195686,0.0004092704424510632,0.227783203125,-0.024752614554017782,0.3537936210632324,-2.10684055,1258.0
15,26112,51,1651,-43.56962323188782,0.02385813,0.2,0.988710880279541,800,0.0333503543806728,-0.028429439291357994,0.0004092704424510632,0.224609375,-0.021722653378674295,0.6324642896652222,-2.10684055,1258.0
16,26624,52,1651,-43.586331486701965,0.014956567,0.2,0.9899597764015198,816,0.007821948456694372,-0.028485607355833054,0.0004092704424510632,0.23974609375,-0.02419356244354276,-0.4421278238296509,-2.0998639523809524,1258.0
16,27136,53,1650,-43.6029212474823,0.019476477,0.2,0.9894258975982666,832,0.04612443596124649,-0.02188718318939209,0.0004092704424510632,0.2261962890625,-0.027166962187038735,0.6310889720916748,-2.0998639523809524,1258.0
16,27648,54,1651,-43.57337999343872,0.012199252,0.2,0.9887501001358032,848,0.0035096214269287884,-0.03344517946243286,0.0004092704424510632,0.2166748046875,-0.023598076542839408,-3.001382827758789,-2.0998639523809524,1258.0
17,28160,55,1651,-43.54818081855774,0.016948344,0.2,0.9876173138618469,864,0.0060948003811063245,-0.035637643188238144,0.0004092704424510632,0.2386474609375,-0.02363920794596197,0.6608783602714539,-2.1024216818181816,1258.0
17,28672,56,1651,-43.528645038604736,0.035236444,0.2,0.9882251620292664,880,0.021896416117670015,-0.0313720703125,0.0004092704424510632,0.263671875,-0.02314903867954854,0.6123546361923218,-2.1024216818181816,1258.0
17,29184,57,1652,-43.554271936416626,0.016293302,0.2,0.9888419508934021,896,0.005463251523906365,-0.04033312946557999,0.0004092704424510632,0.1947021484375,-0.021374419942731038,-0.7356157302856445,-2.0971614782608694,1258.0
17,29696,58,1653,-43.57093071937561,0.015790608,0.2,0.9894907474517822,912,0.05477700868505053,-0.03464001417160034,0.0004092704424510632,0.182861328125,-0.02237443096237257,0.5750603079795837,-2.0971614782608694,1258.0
18,30208,59,1654,-43.60639548301697,0.020267662,0.2,0.9913075566291809,928,0.0033741154365998227,-0.045947980135679245,0.0004092704424510632,0.27197265625,-0.0304748929629568,-0.9077857732772827,-2.096981416666667,1258.0
18,30720,60,1655,-43.655256390571594,0.017897781,0.2,0.9919081926345825,944,0.10215681500267237,-0.009895757772028446,0.0004092704424510632,0.1396484375,-0.014798284508287907,0.2905460000038147,-2.096981416666667,1258.0
18,31232,61,1656,-43.66677010059357,0.015881067,0.2,0.9925674796104431,960,0.0020951000005879905,-0.016265857964754105,0.0004092704424510632,0.2030029296875,-0.018551888584624976,-1.0551347732543945,-2.096981416666667,1258.0
19,31744,62,1656,-43.67889213562012,0.022681683,0.2,0.9922284483909607,976,0.003450489653914701,-0.05409791320562363,0.0004092704424510632,0.29345703125,-0.031279674789402634,0.05217790603637695,-2.09063936,1258.0
19,32256,63,1656,-43.6617751121521,0.018825691,0.2,0.9908273220062256,992,0.07707171922083944,-0.02597043290734291,0.0004092704424510632,0.2042236328125,-0.024329518710146658,0.46702468395233154,-2.09063936,1258.0
19,32768,64,1656,-43.59933638572693,0.01902381,0.2,0.988507866859436,1008,0.00522213176736841,-0.05256301164627075,0.0004092704424510632,0.24658203125,-0.02658735468867235,-0.4883233308792114,-2.0920055,1258.0
20,33280,65,1656,-43.55617809295654,0.013587903,0.2,0.988550066947937,1024,0.07450922386487946,-0.006282323971390724,0.0004092704424510632,0.1357421875,-0.016142215172294527,0.6804428100585938,-2.0920055,1258.0
20,33792,66,1656,-43.56228959560394,0.017354488,0.2,0.9879928231239319,1040,0.002648475863679778,-0.03616080805659294,0.0004092704424510632,0.21728515625,-0.02388428033737,-1.4342613220214844,-2.0920055,1258.0
20,34304,67,1656,-43.566041111946106,0.022213262,0.2,0.9900874495506287,1056,0.004293716097890865,-0.0348820760846138,0.0004092704424510632,0.2496337890625,-0.02863184644957073,0.09311270713806152,-2.0937321851851856,1258.0
21,34816,68,1657,-43.62137949466705,0.018003795,0.2,0.9899983406066895,1072,0.09181346202967688,-0.016587890684604645,0.0004092704424510632,0.1475830078125,-0.016674084225087427,0.5517001152038574,-2.0937321851851856,1258.0
21,35328,69,1656,-43.57213115692139,0.017317526,0.2,0.9875442385673523,1088,0.004499724032939412,-0.03489648178219795,0.0004092704424510632,0.2454833984375,-0.026096413625054993,-0.31627655029296875,-2.089805,1258.0
21,35840,70,1656,-43.504735350608826,0.018223347,0.2,0.9863578081130981,1104,0.12963016761932522,-0.005715901032090187,0.0004092704424510632,0.1483154296875,-0.018105808456311934,0.2502846121788025,-2.089805,1258.0
21,36352,71,1655,-43.47801339626312,0.026271526,0.2,0.985802412033081,1120,0.00208121478499379,-0.05077746510505676,0.0004092704424510632,0.3228759765625,-0.035285286692669615,-0.3808708190917969,-2.089805,1258.0
22,36864,72,1655,-43.46200752258301,0.017520824,0.2,0.9851343631744385,1136,0.003922075338778086,-0.03884558007121086,0.0004092704424510632,0.255859375,-0.029337545420276,0.11381161212921143,-2.084547655172414,1258.0
22,37376,73,1654,-43.44385635852814,0.019249326,0.2,0.9846742749214172,1152,0.09148252767045051,-0.024712346494197845,0.0004092704424510632,0.1845703125,-0.024481452972395346,0.5047589540481567,-2.084547655172414,1258.0
22,37888,74,1653,-43.439902782440186,0.020229312,0.2,0.9850316047668457,1168,0.003463330678641796,-0.01849462278187275,0.0004092704424510632,0.2509765625,-0.024577691860031337,-0.08323538303375244,-2.079580366666667,1258.0
23,38400,75,1653,-43.43902254104614,0.017407022,0.2,0.9843151569366455,1184,0.10648503166157752,0.007070474326610565,0.0004092704424510632,0.1544189453125,-0.01948877511313185,0.689872145652771,-2.079580366666667,1258.0
23,38912,76,1652,-43.392401456832886,0.017582396,0.2,0.9821497201919556,1200,0.003365519834915176,-0.028921792283654213,0.0004092704424510632,0.2318115234375,-0.022729483898729086,-0.5481956005096436,-2.079580366666667,1258.0
23,39424,77,1651,-43.331902861595154,0.019236766,0.2,0.9814614057540894,1216,0.004682678234530613,-0.035254478454589844,0.0004092704424510632,0.2640380859375,-0.030179661640431732,0.4366987347602844,-2.0799859354838715,1258.0
24,39936,78,1650,-43.313148498535156,0.017825633,0.2,0.9806333780288696,1232,0.07458797440631315,-0.021463144570589066,0.0004092704424510632,0.1580810546875,-0.02014909966965206,0.6738780736923218,-2.0799859354838715,1258.0
24,40448,79,1650,-43.3058021068573,0.021967545,0.2,0.982127845287323,1248,0.0035714805890165735,-0.024652468040585518,0.0004092704424510632,0.2694091796875,-0.02679531861213036,-1.0823466777801514,-2.08034440625,1258.0
24,40960,80,1649,-43.36883103847504,0.01761556,0.2,0.9829769730567932,1264,0.09872322215232998,0.015648650005459785,0.0004092704424510632,0.1488037109375,-0.016291920968797058,0.7485415935516357,-2.08034440625,1258.0
25,41472,81,1649,-43.376378893852234,0.019137241,0.2,0.9831972718238831,1280,0.004123008402530104,-0.02647778019309044,0.0004092704424510632,0.2530517578125,-0.02512580985785462,-3.050922393798828,-2.08034440625,1258.0
25,41984,82,1648,-43.363544940948486,0.018745966,0.2,0.9817399382591248,1296,0.0141228370484896,-0.0331273153424263,0.0004092704424510632,0.2528076171875,-0.025439461358473636,0.6562626361846924,-2.0793451515151515,1258.0
25,42496,83,1648,-43.318546533584595,0.024396058,0.2,0.9812614917755127,1312,0.08931207921705209,-0.022891061380505562,0.0004092704424510632,0.2520751953125,-0.02211952378274873,0.5930341482162476,-2.0793451515151515,1258.0
26,43008,84,1647,-43.34083914756775,0.018126816,0.2,0.9834118485450745,1328,0.008955722252721898,-0.04425415024161339,0.0004092704424510632,0.236328125,-0.0240953981410712,-0.8071073293685913,-2.0801885882352944,1258.0
26,43520,85,1647,-43.37986946105957,0.027359463,0.2,0.9829657077789307,1344,0.06796170579036698,-0.03218565881252289,0.0004092704424510632,0.18505859375,-0.02313825567398453,0.6460874080657959,-2.0801885882352944,1258.0
26,44032,86,1647,-43.33635354042053,0.018867819,0.2,0.981692910194397,1360,0.0027748373759095557,-0.03993641585111618,0.0004092704424510632,0.2850341796875,-0.031495637755142525,-3.3553690910339355,-2.0789857714285715,1258.0
27,44544,87,1646,-43.31356334686279,0.011715185,0.2,0.9813752770423889,1376,0.14943702891469002,-0.016735747456550598,0.0004092704424510632,0.1163330078125,-0.018218525263364427,0.6585190296173096,-2.0789857714285715,1258.0
27,45056,88,1646,-43.31324887275696,0.019678172,0.2,0.9818539619445801,1392,0.0029944354173494503,-0.028509752824902534,0.0004092704424510632,0.2362060546875,-0.01932074874639511,-0.14896631240844727,-2.0789857714285715,1258.0
27,45568,89,1646,-43.320159554481506,0.019954037,0.2,0.9812591075897217,1408,0.0029691039489989635,-0.013953245244920254,0.0004092704424510632,0.234130859375,-0.020836583571508527,0.04740029573440552,-2.0783942500000006,1258.0
27,46080,90,1646,-43.301806688308716,0.014087761,0.2,0.9815981388092041,1424,0.12521531485253945,-0.0052376966923475266,0.0004092704424510632,0.1123046875,-0.015086673069163226,0.5078037977218628,-2.0783942500000006,1258.0
28,46592,91,1645,-43.337875962257385,0.019419748,0.2,0.9833838939666748,1440,0.005762296434113523,-0.02883811667561531,0.0004092704424510632,0.2462158203125,-0.02343800777452998,-1.7240746021270752,-2.0730519189189196,1258.0
28,47104,92,1645,-43.37965500354767,0.021961799,0.2,0.9841525554656982,1456,0.13658128504175693,-0.021643035113811493,0.0004092704424510632,0.1234130859375,-0.0206850441172719,0.6509286165237427,-2.0730519189189196,1258.0
28,47616,93,1645,-43.400044322013855,0.020728942,0.2,0.9850171208381653,1472,0.0021503457573999185,-0.040565233677625656,0.0004092704424510632,0.2913818359375,-0.027568271863856353,-1.0596365928649902,-2.0730519189189196,1258.0
29,48128,94,1645,-43.41845917701721,0.016965717,0.2,0.9850029349327087,1488,0.0032124471763381734,-0.038031451404094696,0.0004092704424510632,0.2376708984375,-0.02562330837827176,0.049227118492126465,-2.071265763157895,1258.0
29,48640,95,1645,-43.39991652965546,0.01689924,0.2,0.9838106036186218,1504,0.1172659524017945,-0.007218728773295879,0.0004092704424510632,0.1109619140625,-0.015937247138936073,0.6099854707717896,-2.071265763157895,1258.0
29,49152,96,1646,-43.3536239862442,0.018400133,0.2,0.9830409288406372,1520,0.004097321114386432,-0.042606499046087265,0.0004092704424510632,0.274658203125,-0.028807290917029604,-0.44809210300445557,-2.069244692307693,1258.0
