train/n_updates,time/episodes,train/learning_rate,rollout/ep_rew_mean,train/actor_loss,train/ent_coef,rollout/ep_len_mean,train/critic_loss,time/time_elapsed,time/fps,train/ent_coef_loss,time/total_timesteps
4931,4,0.0008459126528049375,-3.97989175,-123.63996887207031,0.01753341406583786,1258.0,0.6971566677093506,136,36,-173.65969848632812,5032
9963,8,0.0008459126528049375,-2.93772975,-132.15182495117188,0.0011558602564036846,1258.0,1.8764688968658447,293,34,-39.34239959716797,10064
14995,12,0.0008459126528049375,-2.4754385,-135.58583068847656,0.0014194787945598364,1258.0,1.0213416814804077,459,32,-56.37273025512695,15096
20027,16,0.0008459126528049375,-2.2444033125,-137.58035278320312,0.0010400520404800773,1258.0,1.5625331401824951,641,31,-68.76783752441406,20128
25059,20,0.0008459126528049375,-2.04805575,-143.56988525390625,0.0010792168322950602,1258.0,2.6032509803771973,4,34,-24.73959732055664,25160
30091,24,0.0008459126528049375,-1.9323125416666667,-145.40521240234375,0.0004254626401234418,1258.0,1.6814863681793213,153,33,33.34025955200195,30192
35123,28,0.0008459126528049375,-1.833153392857143,-147.75953674316406,0.0009197397739626467,1258.0,1.6610488891601562,301,33,52.26575469970703,35224
40155,32,0.0008459126528049375,-1.75328825,-147.3519744873047,0.0005232508992776275,1258.0,2.3565120697021484,449,33,92.14216613769531,40256
45187,36,0.0008459126528049375,-1.7123528055555555,-149.3560028076172,0.00048639107262715697,1258.0,3.956543445587158,597,33,75.0191879272461,45288
50219,40,0.0008459126528049375,-1.675180675,-147.58148193359375,0.000691927329171449,1258.0,62.26338577270508,9,33,-47.603431701660156,50320
55251,44,0.0008459126528049375,-1.6541638863636363,-150.38453674316406,0.0010354293044656515,1258.0,58.23233413696289,182,29,14.478896141052246,55352
60283,48,0.0008459126528049375,-1.6215666458333333,-152.83615112304688,0.0015362532576546073,1258.0,5.405344009399414,353,29,30.7486629486084,60384
65315,52,0.0008459126528049375,-1.609995826923077,-152.77459716796875,0.0006681496161036193,1258.0,4.293186187744141,522,29,49.22650909423828,65416
70347,56,0.0008459126528049375,-1.574616142857143,-150.90481567382812,0.0012335244100540876,1258.0,10.656843185424805,711,28,-0.33911585807800293,70448
75379,60,0.0008459126528049375,-1.5533796500000001,-152.2047576904297,0.0015123081393539906,1258.0,5.916379451751709,15,31,24.578659057617188,75480
80411,64,0.0008459126528049375,-1.538485953125,-156.42652893066406,0.0013727385085076094,1258.0,9.171906471252441,187,29,-43.97409439086914,80512
85443,68,0.0008459126528049375,-1.5245838970588235,-149.98162841796875,0.0011494116624817252,1258.0,4.884060859680176,381,27,-39.63260269165039,85544
90475,72,0.0008459126528049375,-1.5167032777777778,-147.09228515625,0.0015296336496248841,1258.0,6.028949737548828,551,28,-33.87178421020508,90576
95507,76,0.0008459126528049375,-1.5076145526315787,-147.5345001220703,0.0010326026240363717,1258.0,6.439177513122559,710,28,-54.96168518066406,95608
