time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/explained_variance,train/clip_fraction,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/std,train/value_loss,train/n_updates,train/entropy_loss,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
1,4284,0,512,,,,,,,,,,,,,
2,2749,0,1024,-0.0368628054857254,-1.3160178661346436,0.2423095703125,0.2,0.0004092704424510632,-0.028231032054463867,0.9988483190536499,0.23622077917389106,16,-43.969492077827454,0.020800069,,
3,2423,0,1536,-0.03569217026233673,-0.0007512569427490234,0.300537109375,0.2,0.0004092704424510632,-0.02964146574959159,0.9980781674385071,0.011124214230221696,32,-43.9406578540802,0.021982545,-2.73856,1258.0
4,2297,0,2048,-0.03944237530231476,0.004658162593841553,0.2685546875,0.2,0.0004092704424510632,-0.029187847423600033,0.9972413182258606,0.0018387441468803445,48,-43.91287016868591,0.016477881,-2.73856,1258.0
5,2223,1,2560,-0.02616867609322071,0.0044040679931640625,0.2872314453125,0.2,0.0004092704424510632,-0.027888358512427658,0.9977645874023438,0.0035577946873672772,64,-43.90400421619415,0.018880066,-2.680415,1258.0
6,2174,1,3072,-0.036549925804138184,-0.0008654594421386719,0.324951171875,0.2,0.0004092704424510632,-0.029119480837835,0.997334361076355,0.006042056935257278,80,-43.91032135486603,0.02161481,-2.680415,1258.0
7,2128,1,3584,-0.01850050501525402,0.0029109716415405273,0.23046875,0.2,0.0004092704424510632,-0.02431294950656593,0.9978220462799072,0.0033044844458345324,96,-43.903244495391846,0.01423471,-2.680415,1258.0
8,2103,1,4096,-0.028201492503285408,0.0008070468902587891,0.25537109375,0.2,0.0004092704424510632,-0.02440677805134328,0.9983956813812256,0.013866831228369847,112,-43.92637777328491,0.017190123,-2.7365049999999997,1258.0
9,2078,2,4608,-0.016594382002949715,0.0024483799934387207,0.2916259765625,0.2,0.0004092704424510632,-0.02325155006838031,0.9979515075683594,0.009954756300430745,128,-43.926690101623535,0.023335045,-2.7365049999999997,1258.0
10,2051,2,5120,-0.027254857122898102,0.001367807388305664,0.281005859375,0.2,0.0004092704424510632,-0.023334280616836622,0.9990285634994507,0.012348094664048404,144,-43.92814755439758,0.020266915,-2.74944425,1258.0
11,2026,2,5632,-0.026813028380274773,0.0003713369369506836,0.291748046875,0.2,0.0004092704424510632,-0.02628965508483816,0.9987356066703796,0.018572535656858236,160,-43.95331048965454,0.022143597,-2.74944425,1258.0
12,2014,3,6144,-0.024374229833483696,0.004848659038543701,0.2266845703125,0.2,0.0004092704424510632,-0.023527154145995155,0.9971504211425781,0.002481084298779024,176,-43.91436731815338,0.014529722,-2.74944425,1258.0
13,2005,3,6656,-0.030052926391363144,0.0012209415435791016,0.284912109375,0.2,0.0004092704424510632,-0.027213225897867233,0.9956797957420349,0.012056706676958129,192,-43.867987751960754,0.026870567,-2.7495713999999998,1258.0
14,1999,3,7168,-0.021997537463903427,0.0011031031608581543,0.299072265625,0.2,0.0004092704424510632,-0.02879673393908888,0.9955002069473267,0.030636163952294737,208,-43.83425211906433,0.030292356,-2.7495713999999998,1258.0
15,1987,3,7680,-0.03617589920759201,0.004602789878845215,0.31396484375,0.2,0.0004092704424510632,-0.030741716240299866,0.9948591589927673,0.010408595277112909,224,-43.823631167411804,0.025350118,-2.745763833333333,1258.0
16,1979,4,8192,-0.007980160415172577,0.0002397298812866211,0.2998046875,0.2,0.0004092704424510632,-0.026422230032039806,0.994320809841156,0.03980821912409738,240,-43.802173495292664,0.021916147,-2.745763833333333,1258.0
17,1967,4,8704,-0.03697597235441208,0.003119528293609619,0.2979736328125,0.2,0.0004092704424510632,-0.02807591576129198,0.9935474991798401,0.003251953537983354,256,-43.783735156059265,0.023541294,-2.745763833333333,1258.0
18,1951,4,9216,-0.03566991537809372,0.0015344023704528809,0.2659912109375,0.2,0.0004092704424510632,-0.029257656424306333,0.9946989417076111,0.012772959744324908,272,-43.78250467777252,0.02392457,-2.733746,1258.0
19,1941,5,9728,-0.004779607057571411,0.0007247328758239746,0.224853515625,0.2,0.0004092704424510632,-0.024561104539316148,0.9955601096153259,0.06271396984811872,288,-43.82084679603577,0.015454154,-2.733746,1258.0
20,1936,5,10240,-0.030498988926410675,0.08136802911758423,0.2235107421875,0.2,0.0004092704424510632,-0.02189362455101218,0.9960352182388306,0.011215880396775901,304,-43.835715532302856,0.020745743,-2.7432615,1258.0
21,1934,5,10752,-0.018508724868297577,0.005158364772796631,0.2825927734375,0.2,0.0004092704424510632,-0.031910216639516875,0.9957176446914673,0.06258932850323617,320,-43.84351849555969,0.03160987,-2.7432615,1258.0
22,1928,5,11264,-0.04311942309141159,0.03731948137283325,0.240966796875,0.2,0.0004092704424510632,-0.02396567355026491,0.9942341446876526,0.002688531905732816,336,-43.80691933631897,0.018496826,-2.7432615,1258.0
23,1929,6,11776,-0.04027056321501732,0.0005743503570556641,0.2767333984375,0.2,0.0004092704424510632,-0.028586173808434978,0.9923326373100281,0.01368395920144394,352,-43.75097191333771,0.026301054,-2.748102888888889,1258.0
24,1927,6,12288,0.011279108002781868,0.00037920475006103516,0.2589111328125,0.2,0.0004092704424510632,-0.023222688119858503,0.9922498464584351,0.08495457237586379,368,-43.72050476074219,0.027173115,-2.748102888888889,1258.0
25,1923,6,12800,-0.03592808172106743,0.0008207559585571289,0.2630615234375,0.2,0.0004092704424510632,-0.028594563045771793,0.9893226027488708,0.00892884710629005,384,-43.68043303489685,0.0239442,-2.7294639999999997,1258.0
26,1919,6,13312,0.009760245680809021,0.0007625222206115723,0.2403564453125,0.2,0.0004092704424510632,-0.025581535257515498,0.9867796897888184,0.09412750776391476,400,-43.57832360267639,0.019431408,-2.7294639999999997,1258.0
27,1916,7,13824,-0.04384610801935196,-0.01599907875061035,0.2183837890625,0.2,0.0004092704424510632,-0.023358671664027497,0.9841911792755127,0.002545405299315462,416,-43.508583068847656,0.018494615,-2.7294639999999997,1258.0
28,1910,7,14336,-0.021921783685684204,0.0009202957153320312,0.2169189453125,0.2,0.0004092704424510632,-0.020767116628121585,0.9850999712944031,0.013847677648300305,432,-43.46340537071228,0.021257654,-2.7250602727272724,1258.0
29,1907,7,14848,0.010014362633228302,0.0006576776504516602,0.278564453125,0.2,0.0004092704424510632,-0.02330977276142221,0.984078049659729,0.061776028538588434,448,-43.47660267353058,0.037126414,-2.7250602727272724,1258.0
30,1904,8,15360,-0.02461799420416355,0.013682067394256592,0.247314453125,0.2,0.0004092704424510632,-0.023824977746699005,0.9852797389030457,0.009920781696564518,464,-43.46661651134491,0.025310079,-2.7335481666666666,1258.0
31,1905,8,15872,0.033912401646375656,0.0031501054763793945,0.2103271484375,0.2,0.0004092704424510632,-0.023001714056590572,0.9857544898986816,0.13111789897084236,480,-43.495648980140686,0.020615302,-2.7335481666666666,1258.0
32,1908,8,16384,-0.03345099836587906,-0.1506279706954956,0.1822509765625,0.2,0.0004092704424510632,-0.01906064619834069,0.986991822719574,0.0028645446509472094,496,-43.51658511161804,0.016120259,-2.724047692307692,1258.0
33,1909,8,16896,0.034916430711746216,0.0002651214599609375,0.2608642578125,0.2,0.0004092704424510632,-0.02893930439313408,0.987547755241394,0.14932699222117662,512,-43.547226786613464,0.02759926,-2.724047692307692,1258.0
34,1908,9,17408,-0.028377650305628777,-0.013685107231140137,0.245361328125,0.2,0.0004092704424510632,-0.023057068268826697,0.987240731716156,0.0024171255790861323,528,-43.55121111869812,0.023150934,-2.724047692307692,1258.0
35,1909,9,17920,-0.03350265696644783,0.0007739067077636719,0.2265625,0.2,0.0004092704424510632,-0.02612380938080605,0.9864322543144226,0.015538172010565177,544,-43.532326459884644,0.018891418,-2.737535,1258.0
