time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/explained_variance,train/clip_fraction,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/std,train/value_loss,train/n_updates,train/entropy_loss,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
1,4168,0,512,,,,,,,,,,,,,
2,2349,0,1024,-0.031020822003483772,-2.4642879962921143,0.2115478515625,0.2,0.0004092704424510632,-0.02341337237157859,0.9981022477149963,0.19164006355276797,16,-43.954137325286865,0.014540918,,
3,2032,0,1536,-0.04409457743167877,0.020097970962524414,0.3431396484375,0.2,0.0004092704424510632,-0.03591963833605405,0.9976115822792053,0.013568091031629592,32,-43.91664683818817,0.026714463,-2.78299,1258.0
4,1829,1,2048,-0.02625894919037819,0.012986600399017334,0.280517578125,0.2,0.0004092704424510632,-0.024059636489255354,0.9974377751350403,0.010392099822638556,48,-43.91022551059723,0.01675425,-2.78299,1258.0
5,1818,1,2560,-0.04762241616845131,-0.014914989471435547,0.2625732421875,0.2,0.0004092704424510632,-0.02691436282475479,0.9984793066978455,0.0025283760551246814,64,-43.91699457168579,0.014577577,-2.6903024999999996,1258.0
6,1800,1,3072,-0.029847800731658936,-0.001568913459777832,0.300048828125,0.2,0.0004092704424510632,-0.027550832848646678,0.9985063076019287,0.020393109996803105,80,-43.9474732875824,0.022964228,-2.6903024999999996,1258.0
7,1789,2,3584,-0.040728580206632614,-0.001528024673461914,0.3140869140625,0.2,0.0004092704424510632,-0.03228597684937995,0.9976060390472412,0.0032703487158869393,96,-43.92163622379303,0.022526804,-2.6903024999999996,1258.0
8,1781,2,4096,-0.021434547379612923,0.005060255527496338,0.2503662109375,0.2,0.0004092704424510632,-0.025380475155543536,0.9960675239562988,0.012997705402085558,112,-43.882193207740784,0.016975503,-2.6843936666666663,1258.0
9,1782,2,4608,-0.024293558672070503,0.0062830448150634766,0.3062744140625,0.2,0.0004092704424510632,-0.02876771503360942,0.9974532723426819,0.03144856251310557,128,-43.87249934673309,0.02487373,-2.6843936666666663,1258.0
10,1772,2,5120,-0.048493172973394394,0.04120105504989624,0.305908203125,0.2,0.0004092704424510632,-0.03434628853574395,0.9975732564926147,0.008486914375680499,144,-43.9061940908432,0.022540513,-2.7008302499999997,1258.0
11,1768,3,5632,0.005494578741490841,0.007944285869598389,0.2161865234375,0.2,0.0004092704424510632,-0.017495691005024128,0.9947571158409119,0.03964851540513337,160,-43.86435556411743,0.017134948,-2.7008302499999997,1258.0
12,1761,3,6144,-0.03034927323460579,0.020792901515960693,0.24853515625,0.2,0.0004092704424510632,-0.026894487426034175,0.9952157735824585,0.0020718499545182567,176,-43.80786395072937,0.016488733,-2.7008302499999997,1258.0
13,1757,3,6656,-0.04024987295269966,0.002635061740875244,0.243408203125,0.2,0.0004092704424510632,-0.02575785223598359,0.9940681457519531,0.013476307649398223,192,-43.81611979007721,0.017640611,-2.7052089999999995,1258.0
14,1751,4,7168,-0.02008839137852192,0.003953337669372559,0.32373046875,0.2,0.0004092704424510632,-0.02944494178518653,0.9930163621902466,0.05404415528755635,208,-43.77059280872345,0.028348723,-2.7052089999999995,1258.0
15,1751,4,7680,-0.03716161474585533,0.04281449317932129,0.261474609375,0.2,0.0004092704424510632,-0.02835148389567621,0.9927110075950623,0.010074883903143927,224,-43.74734127521515,0.022066208,-2.708192833333333,1258.0
16,1749,4,8192,-0.0147048719227314,0.007312476634979248,0.24755859375,0.2,0.0004092704424510632,-0.023584026253956836,0.989950954914093,0.06013900355901569,240,-43.71141242980957,0.01710353,-2.708192833333333,1258.0
17,1747,4,8704,-0.049193818122148514,-0.054555296897888184,0.2841796875,0.2,0.0004092704424510632,-0.031859286449616775,0.9905897974967957,0.0025835340456978884,256,-43.654778718948364,0.018252157,-2.708192833333333,1258.0
18,1745,5,9216,-0.028126200661063194,0.012381017208099365,0.21533203125,0.2,0.0004092704424510632,-0.022378254929208197,0.9917588829994202,0.014715139055624604,272,-43.694440484046936,0.016258286,-2.7136738571428567,1258.0
19,1742,5,9728,0.007992222905158997,0.02313476800918579,0.245361328125,0.2,0.0004092704424510632,-0.02440550408209674,0.9937821626663208,0.0696805864572525,288,-43.744803071022034,0.02035815,-2.7136738571428567,1258.0
20,1738,5,10240,-0.0278042983263731,0.3783019185066223,0.23193359375,0.2,0.0004092704424510632,-0.02431734892888926,0.995825469493866,0.007469477102858946,304,-43.80779016017914,0.019332131,-2.719016,1258.0
21,1735,6,10752,0.0046338364481925964,0.16349703073501587,0.28466796875,0.2,0.0004092704424510632,-0.025685063264972996,0.9940506815910339,0.08805342647247016,320,-43.82442271709442,0.019429445,-2.719016,1258.0
22,1733,6,11264,-0.038956113159656525,-1.4192521572113037,0.2401123046875,0.2,0.0004092704424510632,-0.024409892066614702,0.9936550855636597,0.005358922207960859,336,-43.77342212200165,0.020829266,-2.719016,1258.0
23,1729,6,11776,-0.03339165449142456,0.15774309635162354,0.2078857421875,0.2,0.0004092704424510632,-0.022499443708511535,0.9939553737640381,0.008901352499378845,352,-43.77817940711975,0.017363772,-2.714301444444444,1258.0
24,1725,7,12288,-0.014984861016273499,0.19799500703811646,0.2901611328125,0.2,0.0004092704424510632,-0.029108320421073586,0.9949885606765747,0.07654337689746171,368,-43.79644548892975,0.029428935,-2.714301444444444,1258.0
25,1724,7,12800,-0.02888895943760872,-0.2668609619140625,0.1982421875,0.2,0.0004092704424510632,-0.02393778551777359,0.99495530128479,0.016471611394081265,384,-43.81400537490845,0.016420646,-2.719623,1258.0
26,1724,7,13312,0.0037346631288528442,0.30961477756500244,0.26953125,0.2,0.0004092704424510632,-0.024309643435117323,0.9947230219841003,0.09058969572652131,400,-43.80670940876007,0.027319122,-2.719623,1258.0
27,1726,8,13824,-0.0369175486266613,-7.712148666381836,0.2232666015625,0.2,0.0004092704424510632,-0.02484115626430139,0.9940903782844543,0.0026346741015004227,416,-43.794615268707275,0.01984766,-2.719623,1258.0
28,1726,8,14336,-0.03955059498548508,0.2048085331916809,0.28857421875,0.2,0.0004092704424510632,-0.030744238931220025,0.9943884611129761,0.006864157025120221,432,-43.781240344047546,0.03179657,-2.7132265454545457,1258.0
29,1725,8,14848,-0.02026127465069294,0.12312525510787964,0.2685546875,0.2,0.0004092704424510632,-0.02098883831058629,0.9943181276321411,0.04995945986593142,448,-43.7920001745224,0.037332177,-2.7132265454545457,1258.0
30,1724,8,15360,-0.016644636169075966,-1.095655918121338,0.2020263671875,0.2,0.0004092704424510632,-0.01928984886035323,0.9941093921661377,0.01583097974071279,464,-43.78120970726013,0.018114628,-2.7074265833333335,1258.0
31,1725,9,15872,0.013823132961988449,0.48131680488586426,0.24609375,0.2,0.0004092704424510632,-0.027280486276140437,0.9940904974937439,0.07566889829467982,480,-43.77873504161835,0.026488876,-2.7074265833333335,1258.0
32,1725,9,16384,-0.04034343734383583,-5.560461521148682,0.2398681640625,0.2,0.0004092704424510632,-0.02503660299407784,0.9942864179611206,0.003606048245273996,496,-43.77571129798889,0.020318974,-2.7026478461538463,1258.0
33,1724,9,16896,0.023447349667549133,0.09814327955245972,0.256591796875,0.2,0.0004092704424510632,-0.02695002657128498,0.9930956363677979,0.12057023029774427,512,-43.77066397666931,0.020697918,-2.7026478461538463,1258.0
34,1723,10,17408,-0.025360282510519028,-7.055607795715332,0.2305908203125,0.2,0.0004092704424510632,-0.02142090916458983,0.9924167990684509,0.0029872559953219024,528,-43.730701088905334,0.016639408,-2.7026478461538463,1258.0
35,1723,10,17920,-0.03129052370786667,0.05979812145233154,0.265380859375,0.2,0.0004092704424510632,-0.02898300060769543,0.9957228899002075,0.008400060745771043,544,-43.761887311935425,0.018812617,-2.6970769285714282,1258.0
36,1724,10,18432,-0.0055632926523685455,0.12870806455612183,0.18603515625,0.2,0.0004092704424510632,-0.02117424350581132,0.9966562390327454,0.10687153425533324,560,-43.84380304813385,0.019729303,-2.6970769285714282,1258.0
37,1726,10,18944,-0.032153233885765076,-3.500603675842285,0.2169189453125,0.2,0.0004092704424510632,-0.022086325028794818,0.9971103668212891,0.006569545977981761,576,-43.85684263706207,0.018440712,-2.6917841333333334,1258.0
38,1725,11,19456,0.04210684821009636,0.07003611326217651,0.231201171875,0.2,0.0004092704424510632,-0.022885513812070712,0.9963345527648926,0.15943373134359717,592,-43.854612946510315,0.024695355,-2.6917841333333334,1258.0
39,1724,11,19968,-0.030884377658367157,-7.3776140213012695,0.2491455078125,0.2,0.0004092704424510632,-0.026457283733179793,0.9971473813056946,0.006387336179614067,608,-43.847461223602295,0.01917471,-2.6917841333333334,1258.0
40,1725,11,20480,-0.04005191847681999,0.026171207427978516,0.2584228515625,0.2,0.0004092704424510632,-0.025451028166571632,0.9980278015136719,0.015354537346865982,624,-43.878409028053284,0.025429454,-2.70541725,1258.0
41,1724,12,20992,0.014572393149137497,0.07902860641479492,0.186767578125,0.2,0.0004092704424510632,-0.01714130720938556,0.9975393414497375,0.1861744192428887,640,-43.88536989688873,0.017460104,-2.70541725,1258.0
42,1725,12,21504,-0.017745882272720337,-0.07915329933166504,0.23583984375,0.2,0.0004092704424510632,-0.025058331855689175,0.9975725412368774,0.015880101622315124,656,-43.872862696647644,0.02111244,-2.7067496470588237,1258.0
43,1725,12,22016,0.054876115173101425,0.38826441764831543,0.1641845703125,0.2,0.0004092704424510632,-0.01824717722774949,0.9981123208999634,0.1787156304344535,672,-43.88175165653229,0.017452173,-2.7067496470588237,1258.0
44,1724,13,22528,-0.053514182567596436,-3.5022830963134766,0.2926025390625,0.2,0.0004092704424510632,-0.03125813268707134,0.9979256391525269,0.005855572781001683,688,-43.88963758945465,0.025224065,-2.7067496470588237,1258.0
45,1726,13,23040,-0.048462480306625366,0.061149537563323975,0.2716064453125,0.2,0.0004092704424510632,-0.029065451788483188,0.9986028075218201,0.008386170971789397,704,-43.89471614360809,0.027912788,-2.7160218333333335,1258.0
46,1727,13,23552,0.03399774432182312,0.13127297163009644,0.1500244140625,0.2,0.0004092704424510632,-0.023700244637439027,0.9990760087966919,0.25011160993017256,720,-43.91515135765076,0.020512793,-2.7160218333333335,1258.0
47,1727,13,24064,-0.027522115036845207,-1.659487247467041,0.1829833984375,0.2,0.0004092704424510632,-0.020134883903665468,1.0008628368377686,0.013201537309214473,736,-43.94346785545349,0.01354173,-2.7170816842105263,1258.0
48,1728,14,24576,0.07882383465766907,0.37337398529052734,0.1610107421875,0.2,0.0004092704424510632,-0.020422643749043345,1.0016649961471558,0.22707930766046047,752,-43.996707916259766,0.020078387,-2.7170816842105263,1258.0
49,1728,14,25088,-0.039015330374240875,-6.638210773468018,0.2598876953125,0.2,0.0004092704424510632,-0.026320061180740595,1.0020461082458496,0.004837144195334986,768,-44.00934970378876,0.022405185,-2.7170816842105263,1258.0
50,1729,14,25600,-0.03980894014239311,0.04896342754364014,0.2347412109375,0.2,0.0004092704424510632,-0.023835219588363543,1.0020296573638916,0.009284540239605121,784,-44.01568329334259,0.018408138,-2.71496385,1258.0
51,1731,15,26112,0.03883366286754608,0.08213192224502563,0.1192626953125,0.2,0.0004092704424510632,-0.019658635632367805,1.0022006034851074,0.26356953056529164,800,-44.009044766426086,0.01774386,-2.71496385,1258.0
52,1732,15,26624,-0.025254443287849426,-2.5297656059265137,0.2318115234375,0.2,0.0004092704424510632,-0.024706599320779787,1.0025384426116943,0.028186545067001134,816,-44.02005898952484,0.01788063,-2.718822666666667,1258.0
53,1733,15,27136,0.03704613074660301,0.18443286418914795,0.1802978515625,0.2,0.0004092704424510632,-0.024769153649685904,1.0030826330184937,0.2312058242969215,832,-44.03157186508179,0.02411992,-2.718822666666667,1258.0
54,1733,15,27648,-0.03970528393983841,-8.536882400512695,0.26806640625,0.2,0.0004092704424510632,-0.028942962846485898,1.0042859315872192,0.0108411880210042,848,-44.054375529289246,0.019589018,-2.718822666666667,1258.0
