time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/loss,train/explained_variance,train/clip_fraction,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/std,train/value_loss,train/n_updates,train/entropy_loss,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
1,3924,0,512,,,,,,,,,,,,,
2,2362,0,1024,-0.037000469863414764,-0.5924346446990967,0.22021484375,0.2,0.0004092704424510632,-0.02553678113326896,1.0003141164779663,0.07271444551588502,16,-43.994078397750854,0.014170384,,
3,2115,0,1536,-0.01650935225188732,-0.008980154991149902,0.2353515625,0.2,0.0004092704424510632,-0.023967999281012453,0.9993730187416077,0.00949269141710829,32,-43.98400294780731,0.017255336,-2.67467,1258.0
4,2000,1,2048,-0.04272983968257904,0.00523000955581665,0.318115234375,0.2,0.0004092704424510632,-0.03039039086434059,0.9963805079460144,0.005529131929506548,48,-43.92296290397644,0.021343619,-2.67467,1258.0
5,1953,1,2560,-0.03496254235506058,0.0008733868598937988,0.236083984375,0.2,0.0004092704424510632,-0.028194638493005186,0.9952930212020874,0.002936376702564303,64,-43.84448969364166,0.016341992,-2.74155,1258.0
6,1912,1,3072,-0.024052172899246216,-0.015567541122436523,0.293701171875,0.2,0.0004092704424510632,-0.02383830327016767,0.996205747127533,0.01441605601576157,80,-43.84970664978027,0.021911826,-2.74155,1258.0
7,1895,1,3584,-0.03698546066880226,0.003240644931793213,0.2879638671875,0.2,0.0004092704424510632,-0.028227945847902447,0.9962679147720337,0.0027719435056496877,96,-43.86675405502319,0.022470357,-2.74155,1258.0
8,1873,2,4096,-0.02842070534825325,0.0012627243995666504,0.2476806640625,0.2,0.0004092704424510632,-0.0285837103438098,0.9971967339515686,0.013796869112411514,112,-43.877017974853516,0.013711235,-2.7235786666666666,1258.0
9,1856,2,4608,-0.0318000353872776,0.003961682319641113,0.2659912109375,0.2,0.0004092704424510632,-0.028949238563654944,0.9945008158683777,0.022880126489326358,128,-43.86154532432556,0.016760526,-2.7235786666666666,1258.0
10,1847,2,5120,-0.04342568665742874,0.13314026594161987,0.279541015625,0.2,0.0004092704424510632,-0.03202076250454411,0.9946678876876831,0.007795943689416163,144,-43.79838013648987,0.025568865,-2.69861575,1258.0
11,1833,3,5632,-0.018597794696688652,0.003106355667114258,0.2138671875,0.2,0.0004092704424510632,-0.021983291750075296,0.9942182302474976,0.028951149550266564,160,-43.81316816806793,0.015519537,-2.69861575,1258.0
12,1818,3,6144,-0.026642046868801117,0.01378476619720459,0.2373046875,0.2,0.0004092704424510632,-0.022968496748944744,0.9930964112281799,0.0030553171927749645,176,-43.78056275844574,0.017240033,-2.69861575,1258.0
13,1814,3,6656,-0.02734876237809658,0.02008742094039917,0.310546875,0.2,0.0004092704424510632,-0.02905410446692258,0.9936782121658325,0.011152185892569833,192,-43.76648437976837,0.03214138,-2.685102,1258.0
14,1807,3,7168,-0.018085887655615807,0.033654093742370605,0.2535400390625,0.2,0.0004092704424510632,-0.026067273429362103,0.9938085079193115,0.039736609149258584,208,-43.78656554222107,0.023097511,-2.685102,1258.0
15,1802,4,7680,-0.03286515921354294,0.3893445134162903,0.2110595703125,0.2,0.0004092704424510632,-0.024427543743513525,0.9929887652397156,0.008067302231211215,224,-43.77149415016174,0.017624117,-2.684905166666667,1258.0
16,1798,4,8192,-0.016035940498113632,0.1206655502319336,0.24072265625,0.2,0.0004092704424510632,-0.024479154977598228,0.9927241206169128,0.03942723321961239,240,-43.74929165840149,0.024286516,-2.684905166666667,1258.0
17,1797,4,8704,-0.043457962572574615,-0.22169113159179688,0.259033203125,0.2,0.0004092704424510632,-0.027649432537145913,0.992402970790863,0.0024560349993407726,256,-43.744823932647705,0.019407718,-2.684905166666667,1258.0
