time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/approx_kl,train/explained_variance,train/clip_range,train/value_loss,train/clip_fraction,train/std,train/entropy_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,3992,0,512,,,,,,,,,,,,,
2,2639,0,1024,-0.029583844618173316,0.0004092704424510632,16,0.016984176,-0.30671632289886475,0.2,0.09193268335366156,0.258544921875,1.0004128217697144,-43.993064641952515,-0.030656922608613968,,
3,2385,0,1536,-0.02818714802560862,0.0004092704424510632,32,0.017233051,-0.005237936973571777,0.2,0.0032732498002587818,0.253662109375,0.9987854361534119,-43.97928977012634,-0.037655241787433624,-2.493006,1257.0
4,2263,0,2048,-0.031429497204953805,0.0004092704424510632,48,0.022929622,-0.00270235538482666,0.2,0.06887568207457662,0.3277587890625,0.9965022802352905,-43.91090130805969,-0.0018439069390296936,-2.493006,1257.0
5,2188,1,2560,-0.031485004525166005,0.0004092704424510632,64,0.018221077,0.02317821979522705,0.2,0.0034697644478001166,0.3135986328125,0.99474036693573,-43.84653341770172,-0.03358298912644386,-2.4385899999999996,1257.0
6,2155,1,3072,-0.02379635180113837,0.0004092704424510632,80,0.020447623,-0.0010328292846679688,0.2,0.07727774558588862,0.28173828125,0.9941904544830322,-43.810917377471924,0.0031840726733207703,-2.4385899999999996,1257.0
7,2130,1,3584,-0.0322196836641524,0.0004092704424510632,96,0.020064238,-0.03470277786254883,0.2,0.003957961365813389,0.2904052734375,0.9951356053352356,-43.81265079975128,-0.037605781108140945,-2.4385899999999996,1257.0
8,2104,1,4096,-0.0220641873893328,0.0004092704424510632,112,0.014873713,-0.00031888484954833984,0.2,0.003929706443159375,0.2159423828125,0.9938948154449463,-43.81884038448334,-0.031102841719985008,-2.466699333333333,1257.0
9,2093,2,4608,-0.027356119418982416,0.0004092704424510632,128,0.018151077,0.001876235008239746,0.2,0.09644781984388828,0.269287109375,0.9918459057807922,-43.75644600391388,0.003657948225736618,-2.466699333333333,1257.0
10,2077,2,5120,-0.028357553586829454,0.0004092704424510632,144,0.017622009,-0.06861186027526855,0.2,0.002045030349108856,0.266357421875,0.992231547832489,-43.72450375556946,-0.057777367532253265,-2.4186467499999997,1257.0
11,2070,2,5632,-0.026122954674065113,0.0004092704424510632,160,0.01865214,0.0016721487045288086,0.2,0.0992931469809264,0.2325439453125,0.9894798994064331,-43.69711172580719,0.011168770492076874,-2.4186467499999997,1257.0
12,2066,2,6144,-0.030595304328016937,0.0004092704424510632,176,0.020412924,0.09092044830322266,0.2,0.002857146675523836,0.3011474609375,0.9876804351806641,-43.610381722450256,-0.0340316966176033,-2.4186467499999997,1257.0
13,2057,3,6656,-0.027552389801712707,0.0004092704424510632,192,0.017639276,-0.010389566421508789,0.2,0.004168541847320739,0.2835693359375,0.9886788129806519,-43.59676682949066,-0.03357706218957901,-2.3985467999999996,1257.0
14,2052,3,7168,-0.028661533593549393,0.0004092704424510632,208,0.017854232,0.0032072067260742188,0.2,0.1110037905164063,0.2921142578125,0.9879429340362549,-43.61203706264496,0.008139614015817642,-2.3985467999999996,1257.0
15,2048,3,7680,-0.026728617416665656,0.0004092704424510632,224,0.018613178,-0.6196174621582031,0.2,0.0016957507868937682,0.2696533203125,0.9876051545143127,-43.58768892288208,-0.028583908453583717,-2.3506479999999996,1257.0
16,2040,4,8192,-0.02972734834474977,0.0004092704424510632,240,0.027204376,0.006595969200134277,0.2,0.0967448428273201,0.2943115234375,0.9882567524909973,-43.5950870513916,0.007640313357114792,-2.3506479999999996,1257.0
17,2033,4,8704,-0.02013845558394678,0.0004092704424510632,256,0.013114566,-0.04040694236755371,0.2,0.004922791478747968,0.173828125,0.9871903657913208,-43.59302854537964,-0.020183203741908073,-2.3506479999999996,1257.0
18,2032,4,9216,-0.02176876601879485,0.0004092704424510632,272,0.015973518,-0.0007455348968505859,0.2,0.0039019458927214146,0.2213134765625,0.9861375093460083,-43.553282260894775,-0.02164720557630062,-2.331887142857142,1257.0
