time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/approx_kl,train/explained_variance,train/clip_range,train/value_loss,train/clip_fraction,train/std,train/entropy_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,4002,0,512,,,,,,,,,,,,,
2,2644,0,1024,-0.034096547053195536,0.0004092704424510632,16,0.018566754,-0.26593124866485596,0.2,0.18978132959455252,0.2535400390625,0.9986318945884705,-43.970046162605286,-0.03320712596178055,,
3,2357,0,1536,-0.03252275020349771,0.0004092704424510632,32,0.016171712,0.047216176986694336,0.2,0.004269307893991936,0.2607421875,0.9976259469985962,-43.92476773262024,-0.043186187744140625,-2.19259,1257.0
4,2257,0,2048,-0.02263172068342101,0.0004092704424510632,48,0.01212421,-0.07228171825408936,0.2,0.0015676952334615635,0.2215576171875,0.9967787265777588,-43.89877486228943,-0.03212602436542511,-2.19259,1257.0
5,2175,1,2560,-0.03607036336325109,0.0004092704424510632,64,0.025531251,0.0913534164428711,0.2,0.0028228794581082184,0.3525390625,0.9959347248077393,-43.871912240982056,-0.04621604457497597,-2.2935295,1257.0
6,2126,1,3072,-0.025237516296328977,0.0004092704424510632,80,0.016152535,-0.024677157402038574,0.2,0.005431219469755888,0.23876953125,0.9952362179756165,-43.84572458267212,-0.01815723441541195,-2.2935295,1257.0
7,2094,1,3584,-0.029110854695318267,0.0004092704424510632,96,0.018305175,0.08793824911117554,0.2,0.003582085577363614,0.28173828125,0.9959562420845032,-43.84065139293671,-0.03732001781463623,-2.2935295,1257.0
8,2077,1,4096,-0.03119391229120083,0.0004092704424510632,112,0.02440451,0.0463600754737854,0.2,0.004245706128131133,0.3154296875,0.997343122959137,-43.87643778324127,-0.0370626300573349,-2.2987233333333332,1257.0
9,2067,2,4608,-0.030187798431143165,0.0004092704424510632,128,0.019903872,0.009357690811157227,0.2,0.014505540486425161,0.277099609375,0.9980253577232361,-43.90850389003754,-0.033113766461610794,-2.2987233333333332,1257.0
10,2058,2,5120,-0.02532408265687991,0.0004092704424510632,144,0.015847921,0.05747324228286743,0.2,0.002445238089421764,0.2484130859375,0.997241199016571,-43.91024994850159,-0.04090478643774986,-2.33251475,1257.0
11,2054,2,5632,-0.034877260943176225,0.0004092704424510632,160,0.021921623,-0.004993557929992676,0.2,0.017568347189808264,0.324462890625,0.9984099864959717,-43.90534710884094,-0.018681246787309647,-2.33251475,1257.0
12,2046,3,6144,-0.024744443828240037,0.0004092704424510632,176,0.020405762,0.07853871583938599,0.2,0.003229718997317832,0.2523193359375,0.9992750883102417,-43.9463837146759,-0.027618033811450005,-2.33251475,1257.0
13,2041,3,6656,-0.03390221294830553,0.0004092704424510632,192,0.019996665,0.047502756118774414,0.2,0.0036852944758720696,0.2958984375,0.9998847246170044,-43.965564370155334,-0.052047498524188995,-2.3107578,1257.0
14,2038,3,7168,-0.026058486124384217,0.0004092704424510632,208,0.023014767,0.004549920558929443,0.2,0.03167536202818155,0.2701416015625,0.9982468485832214,-43.95732569694519,-0.01798383519053459,-2.3107578,1257.0
