time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/approx_kl,train/explained_variance,train/clip_range,train/value_loss,train/clip_fraction,train/std,train/entropy_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
33,2051,8,16896,-0.02483177742396947,0.0004092704424510632,512,0.01810407,0.0012918710708618164,0.2,0.10472138551995158,0.2298583984375,0.9858116507530212,-43.518680572509766,0.013657849282026291,-2.3480696923076922,1257.0
34,2049,8,17408,-0.02426367037696764,0.0004092704424510632,528,0.019234274,-0.30059707164764404,0.2,0.004885960530373268,0.224365234375,0.9852332472801208,-43.512054681777954,-0.0376310832798481,-2.3480696923076922,1257.0
35,2047,8,17920,-0.03022687172051519,0.0004092704424510632,544,0.024594087,-0.017644286155700684,0.2,0.0032582185594947077,0.2620849609375,0.9845519065856934,-43.49084711074829,-0.0451933927834034,-2.3417483571428575,1257.0
36,2046,9,18432,-0.02304960107721854,0.0004092704424510632,560,0.019012686,0.001642465591430664,0.2,0.12287467624992132,0.2318115234375,0.9820445775985718,-43.44531226158142,0.03843695670366287,-2.3417483571428575,1257.0
37,2045,9,18944,-0.028618670730793383,0.0004092704424510632,576,0.019320264,-0.29863429069519043,0.2,0.0017352971681248164,0.233154296875,0.983285665512085,-43.4083594083786,-0.03631261736154556,-2.3335734,1257.0
38,2045,9,19456,-0.01606867223745212,0.0004092704424510632,592,0.014149794,0.002041935920715332,0.2,0.11590184085071087,0.1988525390625,0.9830816984176636,-43.43859910964966,0.02438993752002716,-2.3335734,1257.0
39,2044,9,19968,-0.021595008933218196,0.0004092704424510632,608,0.01420866,0.02574598789215088,0.2,0.0039043925935402513,0.20458984375,0.9820787906646729,-43.4160977602005,-0.04191964864730835,-2.3335734,1257.0
40,2044,10,20480,-0.021676518575986847,0.0004092704424510632,624,0.014773194,-0.019098281860351562,0.2,0.003350379156472627,0.2293701171875,0.9810754656791687,-43.38086020946503,-0.028769517317414284,-2.322479875,1257.0
41,2043,10,20992,-0.02617073807050474,0.0004092704424510632,640,0.020926198,0.003430306911468506,0.2,0.12656224123202264,0.2398681640625,0.9815437197685242,-43.37112855911255,0.024403013288974762,-2.322479875,1257.0
42,2043,10,21504,-0.023014876860543154,0.0004092704424510632,656,0.02072646,-1.5766494274139404,0.2,0.002772700403511408,0.2230224609375,0.983124852180481,-43.40415835380554,-0.04186230152845383,-2.322317294117647,1257.0
43,2042,10,22016,-0.029506405961001292,0.0004092704424510632,672,0.020696094,0.0047727227210998535,0.2,0.12545977672562003,0.2802734375,0.9828010201454163,-43.43055617809296,0.02568105235695839,-2.322317294117647,1257.0
44,2042,11,22528,-0.021559787885053083,0.0004092704424510632,688,0.018038917,-0.09930908679962158,0.2,0.004506053104705643,0.2059326171875,0.9830757975578308,-43.41916620731354,-0.0272399690002203,-2.322317294117647,1257.0
45,2042,11,23040,-0.028414759144652635,0.0004092704424510632,704,0.01710276,-0.06339490413665771,0.2,0.004000342269137036,0.2357177734375,0.9832857847213745,-43.428598284721375,-0.038537200540304184,-2.312383777777778,1257.0
46,2041,11,23552,-0.02987023038440384,0.0004092704424510632,720,0.023817053,0.0036851167678833008,0.2,0.14220049348659813,0.277099609375,0.9850402474403381,-43.45849072933197,0.023749690502882004,-2.312383777777778,1257.0
47,2041,11,24064,-0.022202278341865167,0.0004092704424510632,736,0.01698031,-0.5949516296386719,0.2,0.003104353578237351,0.2122802734375,0.9832210540771484,-43.47582495212555,-0.03859453275799751,-2.3074730000000003,1257.0
48,2040,12,24576,-0.02294479687407147,0.0004092704424510632,752,0.015795782,0.029732227325439453,0.2,0.10594836808741093,0.211181640625,0.9816873073577881,-43.40459167957306,0.01668732240796089,-2.3074730000000003,1257.0
49,2040,12,25088,-0.024311953791766427,0.0004092704424510632,768,0.014837526,-0.3801013231277466,0.2,0.004858015003264882,0.22607421875,0.9807072877883911,-43.36856985092163,-0.03528617322444916,-2.3074730000000003,1257.0
50,2039,12,25600,-0.020928135752910748,0.0004092704424510632,784,0.01261657,-0.18323779106140137,0.2,0.0029887922828493174,0.211181640625,0.9805403351783752,-43.34870982170105,-0.026959212496876717,-2.29559435,1257.0
51,2039,12,26112,-0.026479935593670234,0.0004092704424510632,800,0.023830805,0.02961522340774536,0.2,0.10294115729629993,0.2763671875,0.9800496697425842,-43.34150516986847,-0.010448751971125603,-2.29559435,1257.0
52,2039,13,26624,-0.02593136776704341,0.0004092704424510632,816,0.019714799,-1.0855050086975098,0.2,0.017471481318352744,0.2333984375,0.9800482988357544,-43.32685732841492,-0.02845258079469204,-2.2912233809523808,1257.0
53,2038,13,27136,-0.029179411532822996,0.0004092704424510632,832,0.018748984,0.015652596950531006,0.2,0.13880003686062992,0.2559814453125,0.9771665930747986,-43.29894256591797,0.0002789422869682312,-2.2912233809523808,1257.0
54,2038,13,27648,-0.023192111548269168,0.0004092704424510632,848,0.017926501,0.2570868134498596,0.2,0.008898808868252672,0.21875,0.9753677845001221,-43.2108519077301,-0.033124521374702454,-2.2912233809523808,1257.0
55,2038,13,28160,-0.0221850648522377,0.0004092704424510632,864,0.01608813,0.32586801052093506,0.2,0.016752857918618247,0.2066650390625,0.9742916226387024,-43.16969978809357,-0.02260368876159191,-2.288707772727273,1257.0
56,2038,14,28672,-0.022556192096089944,0.0004092704424510632,880,0.034468878,0.34518104791641235,0.2,0.02588933304650709,0.292236328125,0.9733755588531494,-43.13589894771576,-0.02134092152118683,-2.288707772727273,1257.0
57,2037,14,29184,-0.02739157940959558,0.0004092704424510632,896,0.019803435,-0.5976333618164062,0.2,0.010712325412896462,0.2320556640625,0.9729885458946228,-43.11304199695587,-0.03700363636016846,-2.2861925652173913,1257.0
58,2037,14,29696,-0.02040813278290443,0.0004092704424510632,912,0.017889045,0.3480030298233032,0.2,0.0799968799110502,0.156005859375,0.9719820618629456,-43.09843873977661,0.0010566525161266327,-2.2861925652173913,1257.0
59,2037,14,30208,-0.02505970846686978,0.0004092704424510632,928,0.0131103005,-0.06075632572174072,0.2,0.009726496151415631,0.1864013671875,0.97030109167099,-43.050148487091064,-0.03283563628792763,-2.277917583333333,1257.0
60,2037,15,30720,-0.02686655448633246,0.0004092704424510632,944,0.024492543,0.35184425115585327,0.2,0.08853675913996994,0.258056640625,0.9685389995574951,-42.99504101276398,-0.006379455327987671,-2.277917583333333,1257.0
61,2037,15,31232,-0.02484362554969266,0.0004092704424510632,960,0.015788028,-0.6857105493545532,0.2,0.00669191796623636,0.2188720703125,0.9682068228721619,-42.95532715320587,-0.03847375139594078,-2.277917583333333,1257.0
62,2036,15,31744,-0.028582138038473204,0.0004092704424510632,976,0.023320753,-0.0810171365737915,0.2,0.003515246782626491,0.25,0.967449963092804,-42.94076764583588,-0.04548212140798569,-2.2732552399999997,1257.0
63,2036,15,32256,-0.025782789816730656,0.0004092704424510632,992,0.024257334,0.06958496570587158,0.2,0.11541011650115252,0.2039794921875,0.9672006368637085,-42.92150795459747,0.012748997658491135,-2.2732552399999997,1257.0
64,2036,16,32768,-0.0280382051714696,0.0004092704424510632,1008,0.02080726,0.20356547832489014,0.2,0.012500536948209628,0.2537841796875,0.9670928120613098,-42.91428780555725,-0.030750103294849396,-2.2713670769230765,1257.0
65,2035,16,33280,-0.030702767820912413,0.0004092704424510632,1024,0.02538669,0.5192534327507019,0.2,0.11210827971808612,0.267822265625,0.9678142666816711,-42.915335059165955,-0.008230805397033691,-2.2713670769230765,1257.0
66,2035,16,33792,-0.028174877254059538,0.0004092704424510632,1040,0.018009767,-0.7324532270431519,0.2,0.00844893629255239,0.2469482421875,0.9688955545425415,-42.94851911067963,-0.02839007042348385,-2.2713670769230765,1257.0
67,2035,16,34304,-0.024952431325800717,0.0004092704424510632,1056,0.013965836,-0.10158133506774902,0.2,0.0038649335656373296,0.2435302734375,0.9694966673851013,-42.980796098709106,-0.03900061547756195,-2.2654978518518516,1257.0
68,2035,17,34816,-0.018130163443856873,0.0004092704424510632,1072,0.017655935,0.08307778835296631,0.2,0.1893156913574785,0.1490478515625,0.9686020016670227,-42.97838795185089,0.006638931110501289,-2.2654978518518516,1257.0
69,2035,17,35328,-0.024271035465062596,0.0004092704424510632,1088,0.017372632,-0.7987151145935059,0.2,0.018601024203235283,0.219970703125,0.9692208766937256,-42.96306264400482,-0.031049273908138275,-2.268097107142857,1257.0
70,2035,17,35840,-0.02554665438947268,0.0004092704424510632,1104,0.02632444,0.11934733390808105,0.2,0.1320604495704174,0.2181396484375,0.9708252549171448,-43.003944873809814,0.002227623015642166,-2.268097107142857,1257.0
71,2035,17,36352,-0.02186412111041136,0.0004092704424510632,1120,0.015085194,-0.13024890422821045,0.2,0.005725200229790062,0.2041015625,0.9721938967704773,-43.05202662944794,-0.03317052125930786,-2.268097107142857,1257.0
72,2035,18,36864,-0.029087945207720622,0.0004092704424510632,1136,0.01646822,-0.05780184268951416,0.2,0.0051845141788362525,0.25244140625,0.9728037714958191,-43.08643460273743,-0.03056752309203148,-2.267307068965517,1257.0
73,2035,18,37376,-0.019846435709041543,0.0004092704424510632,1152,0.016655784,0.18117880821228027,0.2,0.10837723640725017,0.15673828125,0.971954882144928,-43.081745982170105,0.008964244276285172,-2.267307068965517,1257.0
74,2034,18,37888,-0.02710247646609787,0.0004092704424510632,1168,0.017504126,-2.4358839988708496,0.2,0.01067899787449278,0.222900390625,0.9705570936203003,-43.03868269920349,-0.04654836282134056,-2.2720205666666664,1257.0
75,2034,18,38400,-0.022409832861740142,0.0004092704424510632,1184,0.02075537,0.22096920013427734,0.2,0.1123517791274935,0.165283203125,0.9694645404815674,-43.00403571128845,0.01128324680030346,-2.2720205666666664,1257.0
76,2034,19,38912,-0.026350900559918955,0.0004092704424510632,1200,0.015990745,0.06704103946685791,0.2,0.009728959877975285,0.2252197265625,0.9671473503112793,-42.94946873188019,-0.025029554963111877,-2.2720205666666664,1257.0
77,2033,19,39424,-0.029005390708334744,0.0004092704424510632,1216,0.016531566,-0.12835311889648438,0.2,0.014902230992447585,0.2386474609375,0.9683858752250671,-42.91253399848938,-0.03961688280105591,-2.2720974838709673,1257.0
78,2033,19,39936,-0.02195890003349632,0.0004092704424510632,1232,0.022569837,0.5451318621635437,0.2,0.060006546904332936,0.1895751953125,0.9690937995910645,-42.96484351158142,-0.03012103959918022,-2.2720974838709673,1257.0
79,2033,19,40448,-0.018807842658134177,0.0004092704424510632,1248,0.01243423,-1.937427282333374,0.2,0.028697826550342143,0.154541015625,0.9701212048530579,-42.98729407787323,-0.02893460914492607,-2.2749775312500002,1257.0
80,2033,20,40960,-0.020959411398507655,0.0004092704424510632,1264,0.020869989,0.13944661617279053,0.2,0.09131308528594673,0.1593017578125,0.9688977003097534,-42.9929358959198,-0.00380573607981205,-2.2749775312500002,1257.0
81,2033,20,41472,-0.026637086033588275,0.0004092704424510632,1280,0.013721938,-0.05778670310974121,0.2,0.007516776822740212,0.232666015625,0.9699615836143494,-42.968682527542114,-0.031516171991825104,-2.2749775312500002,1257.0
82,2033,20,41984,-0.0238549249334028,0.0004092704424510632,1296,0.019072477,0.5663785934448242,0.2,0.04121718811802566,0.2509765625,0.9708678722381592,-43.01756715774536,-0.015152934938669205,-2.268888878787879,1257.0
83,2033,20,42496,-0.027781122422311455,0.0004092704424510632,1312,0.03782118,0.6658917665481567,0.2,0.01712463953299448,0.2763671875,0.9719765782356262,-43.03959560394287,-0.03207864984869957,-2.268888878787879,1257.0
84,2032,21,43008,-0.019394015704165213,0.0004092704424510632,1328,0.012828576,-1.38777494430542,0.2,0.010845704440725967,0.1685791015625,0.9704505801200867,-43.050830483436584,-0.022495612502098083,-2.267203294117647,1257.0
85,2032,21,43520,-0.020936155080562457,0.0004092704424510632,1344,0.019482804,0.2123875617980957,0.2,0.0931066774064675,0.160888671875,0.9687291383743286,-42.98075091838837,-0.018003035336732864,-2.267203294117647,1257.0
86,2032,21,44032,-0.025772447232156992,0.0004092704424510632,1360,0.024368785,0.23230570554733276,0.2,0.006782396318158135,0.25537109375,0.9691010117530823,-42.95710468292236,-0.03806610405445099,-2.268684885714286,1257.0
87,2032,21,44544,-0.023190244944998994,0.0004092704424510632,1376,0.02052262,0.6339438557624817,0.2,0.11816438613459468,0.2095947265625,0.9695106148719788,-42.977529764175415,0.022825438529253006,-2.268684885714286,1257.0
88,2032,22,45056,-0.028127878686063923,0.0004092704424510632,1392,0.01863486,-0.9791867733001709,0.2,0.006491873020422645,0.26904296875,0.9710371494293213,-42.99683594703674,-0.03460786119103432,-2.268684885714286,1257.0
89,2032,22,45568,-0.02492663213342894,0.0004092704424510632,1408,0.01928613,-0.5225685834884644,0.2,0.0033687972390907817,0.2662353515625,0.969380259513855,-43.01594567298889,-0.03314951807260513,-2.2694182777777776,1257.0
90,2032,22,46080,-0.01875106623629108,0.0004092704424510632,1424,0.015778644,0.15336930751800537,0.2,0.13095603429246694,0.12548828125,0.968082845211029,-42.94924008846283,0.0011888332664966583,-2.2694182777777776,1257.0
91,2032,22,46592,-0.028495446138549596,0.0004092704424510632,1440,0.021328244,0.10997790098190308,0.2,0.011182498856214806,0.265625,0.9685907959938049,-42.9339644908905,-0.032316904515028,-2.2715885135135134,1257.0
92,2032,23,47104,-0.01692845579236746,0.0004092704424510632,1456,0.017912842,0.6871716976165771,0.2,0.14436004450544715,0.143798828125,0.9686905145645142,-42.954591274261475,0.04064904898405075,-2.2715885135135134,1257.0
93,2032,23,47616,-0.02275764114165213,0.0004092704424510632,1472,0.015989233,-0.445232629776001,0.2,0.01730195138952695,0.20166015625,0.9665200114250183,-42.92138874530792,-0.019032146781682968,-2.2715885135135134,1257.0
94,2032,23,48128,-0.02829898968047928,0.0004092704424510632,1488,0.018878913,-0.8744369745254517,0.2,0.005602803714282345,0.24462890625,0.9643537998199463,-42.844972014427185,-0.04283624142408371,-2.2714227105263154,1257.0
95,2032,23,48640,-0.015602472660248168,0.0004092704424510632,1504,0.013098933,0.19077378511428833,0.2,0.1482937673572451,0.0799560546875,0.9640757441520691,-42.79741942882538,0.00043362751603126526,-2.2714227105263154,1257.0
96,2032,24,49152,-0.022980369220022112,0.0004092704424510632,1520,0.015289273,-1.963768482208252,0.2,0.011952097032917663,0.206298828125,0.9646098613739014,-42.80628859996796,-0.02542584389448166,-2.270775128205128,1257.0
97,2032,24,49664,-0.015404809950268827,0.0004092704424510632,1536,0.017666418,0.46047651767730713,0.2,0.11779602256137878,0.1087646484375,0.9644470810890198,-42.81778013706207,0.0014270655810832977,-2.270775128205128,1257.0
98,2032,24,50176,-0.020604501507477835,0.0004092704424510632,1552,0.017018143,-0.2870742082595825,0.2,0.009809916286030784,0.2015380859375,0.9655236601829529,-42.82328450679779,-0.0209919773042202,-2.270775128205128,1257.0
99,2032,24,50688,-0.026113506639376283,0.0004092704424510632,1568,0.019261755,-0.17994725704193115,0.2,0.006851882993942127,0.2435302734375,0.96562659740448,-42.850024342536926,-0.033177874982357025,-2.2686416,1257.0
100,2032,25,51200,-0.019493379943014588,0.0004092704424510632,1584,0.017478837,0.29962146282196045,0.2,0.13928096962627023,0.1484375,0.9650499820709229,-42.83397555351257,-0.0028677769005298615,-2.2686416,1257.0
101,2032,25,51712,-0.02450148609932512,0.0004092704424510632,1600,0.021716822,-3.0704007148742676,0.2,0.01041073382657487,0.2374267578125,0.9639748930931091,-42.81203496456146,-0.024952435865998268,-2.2691199024390247,1257.0
102,2032,25,52224,-0.021298334089806303,0.0004092704424510632,1616,0.018537227,0.2767576575279236,0.2,0.1652619334636256,0.1544189453125,0.9636899828910828,-42.7838351726532,0.0003820545971393585,-2.2691199024390247,1257.0
103,2031,25,52736,-0.026228870658087544,0.0004092704424510632,1632,0.017139228,0.0695427656173706,0.2,0.01589699843316339,0.2271728515625,0.9635154008865356,-42.78475737571716,-0.027996789664030075,-2.2691199024390247,1257.0
104,2031,26,53248,-0.028706910874461755,0.0004092704424510632,1648,0.01797409,0.34487777948379517,0.2,0.02530005289008841,0.236328125,0.9636533856391907,-42.77443277835846,-0.025368506088852882,-2.2668213095238094,1257.0
105,2031,26,53760,-0.02569898616638966,0.0004092704424510632,1664,0.029482435,0.6439100503921509,0.2,0.0724031186546199,0.2103271484375,0.96370929479599,-42.787713050842285,-0.02024228498339653,-2.2668213095238094,1257.0
106,2031,26,54272,-0.025140441342955455,0.0004092704424510632,1680,0.014207906,-3.4172163009643555,0.2,0.015880073799053207,0.1915283203125,0.9634048342704773,-42.782503962516785,-0.030227886512875557,-2.261948139534884,1257.0
107,2031,26,54784,-0.019892863841960207,0.0004092704424510632,1696,0.01499167,0.150648832321167,0.2,0.16996651620138437,0.124267578125,0.9628121256828308,-42.763702392578125,0.0016838554292917252,-2.261948139534884,1257.0
108,2031,27,55296,-0.027361760585336015,0.0004092704424510632,1712,0.020944614,0.42871057987213135,0.2,0.01124511964735575,0.280029296875,0.9632694721221924,-42.754467129707336,-0.038243405520915985,-2.261948139534884,1257.0
109,2031,27,55808,-0.021656137076206505,0.0004092704424510632,1728,0.016805463,0.6863663196563721,0.2,0.09017050382681191,0.183837890625,0.9631420373916626,-42.76543617248535,0.0070517398416996,-2.2638080454545455,1257.0
110,2031,27,56320,-0.020607344751624623,0.0004092704424510632,1744,0.023898218,0.8623136281967163,0.2,0.027268585341516882,0.260986328125,0.9620677828788757,-42.74488568305969,-0.017163224518299103,-2.2638080454545455,1257.0
111,2031,27,56832,-0.028133383428212255,0.0004092704424510632,1760,0.021069115,-1.06217360496521,0.2,0.028117074572946876,0.2664794921875,0.9607875943183899,-42.703468441963196,-0.0316607840359211,-2.2649963555555557,1257.0
112,2031,28,57344,-0.01685544941574335,0.0004092704424510632,1776,0.016785786,0.2763569951057434,0.2,0.17042704485356808,0.10107421875,0.9606156945228577,-42.67883741855621,-0.012878142297267914,-2.2649963555555557,1257.0
113,2031,28,57856,-0.022527737397467718,0.0004092704424510632,1792,0.017995965,0.10429012775421143,0.2,0.009616854978958145,0.237060546875,0.9610599279403687,-42.68280827999115,-0.03127605840563774,-2.2587292826086958,1257.0
114,2031,28,58368,-0.013146370954927988,0.0004092704424510632,1808,0.011491489,0.7191211581230164,0.2,0.22407551249489188,0.072265625,0.9615110754966736,-42.7002387046814,0.07686062157154083,-2.2587292826086958,1257.0
115,2031,28,58880,-0.01802951272111386,0.0004092704424510632,1824,0.012715666,-1.762634515762329,0.2,0.006639363258727826,0.1602783203125,0.961792528629303,-42.70963656902313,-0.02373425103724003,-2.2587292826086958,1257.0
116,2031,29,59392,-0.029867330013075843,0.0004092704424510632,1840,0.021350952,-0.3191847801208496,0.2,0.004507018813455943,0.249267578125,0.9629025459289551,-42.72598850727081,-0.042730242013931274,-2.2575084680851067,1257.0
117,2031,29,59904,-0.01757725706556812,0.0004092704424510632,1856,0.014062706,0.1870875358581543,0.2,0.2342155333608389,0.0770263671875,0.9631435871124268,-42.75409114360809,0.00540168397128582,-2.2575084680851067,1257.0
118,2031,29,60416,-0.022236744669498876,0.0004092704424510632,1872,0.018414583,-0.3174722194671631,0.2,0.012649380747461691,0.2283935546875,0.9633246660232544,-42.753965854644775,-0.02807973325252533,-2.258087541666667,1257.0
119,2031,29,60928,-0.012117082027543802,0.0004092704424510632,1888,0.012883225,0.7224100828170776,0.2,0.170298041542992,0.09033203125,0.9630905389785767,-42.76156008243561,0.05783437192440033,-2.258087541666667,1257.0
120,2031,30,61440,-0.025790482381125912,0.0004092704424510632,1904,0.015953427,-0.42235004901885986,0.2,0.019943394931033254,0.224853515625,0.9636962413787842,-42.758469343185425,-0.026029255241155624,-2.258087541666667,1257.0
121,2031,30,61952,-0.027384705026634037,0.0004092704424510632,1920,0.018062364,-0.3329411745071411,0.2,0.024819583515636623,0.287109375,0.9632002115249634,-42.77138340473175,-0.021308371797204018,-2.258689918367347,1257.0
122,2031,30,62464,-0.023084283311618492,0.0004092704424510632,1936,0.021844812,0.30351054668426514,0.2,0.15552355675026774,0.1484375,0.9620205760002136,-42.73595750331879,-0.007736487314105034,-2.258689918367347,1257.0
123,2031,31,62976,-0.028271798997593578,0.0004092704424510632,1952,0.021300428,-2.928931474685669,0.2,0.005457595943880733,0.25537109375,0.9621002674102783,-42.712605357170105,-0.04830002784729004,-2.25927684,1257.0
124,2030,31,63488,-0.016395347571233287,0.0004092704424510632,1968,0.015415847,0.11575949192047119,0.2,0.2822602898813784,0.0946044921875,0.9623281955718994,-42.72395157814026,0.09111391007900238,-2.25927684,1257.0
125,2030,31,64000,-0.02393104982911609,0.0004092704424510632,1984,0.015882937,0.022496044635772705,0.2,0.016897760418942198,0.220458984375,0.9603636860847473,-42.69860315322876,-0.01144757866859436,-2.25927684,1257.0
