time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/approx_kl,train/explained_variance,train/clip_range,train/value_loss,train/clip_fraction,train/std,train/entropy_loss,train/loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,4033,0,512,,,,,,,,,,,,,
2,2650,0,1024,-0.027300015150103718,0.0004092704424510632,16,0.0123701915,-0.12108325958251953,0.2,0.17898375846561976,0.194091796875,1.0008544921875,-43.999754905700684,-0.038974933326244354,,
3,2402,0,1536,-0.029926468356279656,0.0004092704424510632,32,0.018952359,-0.021826505661010742,0.2,0.004642763240553904,0.2716064453125,1.0015727281570435,-44.025402784347534,-0.030578430742025375,-2.423194,1257.0
4,2288,0,2048,-0.020781527942745015,0.0004092704424510632,48,0.018095143,0.0007013678550720215,0.2,0.006891858451126609,0.25927734375,1.0027117729187012,-44.05182933807373,-0.026976104825735092,-2.423194,1257.0
5,2231,1,2560,-0.029242878226796165,0.0004092704424510632,64,0.017210787,0.003226339817047119,0.2,0.0027297243686916772,0.28369140625,1.0030640363693237,-44.074804067611694,-0.05156378448009491,-2.3993599999999997,1257.0
6,2191,1,3072,-0.02438523007731419,0.0004092704424510632,80,0.013573786,0.0008745193481445312,0.2,0.005287410822347738,0.23046875,1.0007834434509277,-44.05383586883545,-0.04209978133440018,-2.3993599999999997,1257.0
7,2164,1,3584,-0.022640130191575736,0.0004092704424510632,96,0.015386649,0.004185497760772705,0.2,0.004322387438151054,0.2384033203125,0.999443769454956,-43.97964894771576,-0.035151511430740356,-2.3993599999999997,1257.0
8,2146,1,4096,-0.02865294207003899,0.0004092704424510632,112,0.018616686,-0.002898573875427246,0.2,0.004265017953002825,0.277587890625,0.9993464350700378,-43.96324181556702,-0.03796606883406639,-2.3235213333333333,1257.0
9,2130,2,4608,-0.03145441577362362,0.0004092704424510632,128,0.02599334,0.008050203323364258,0.2,0.0043293294293107465,0.35546875,0.9972242116928101,-43.937528014183044,-0.04968817159533501,-2.3235213333333333,1257.0
10,2117,2,5120,-0.030664913705550134,0.0004092704424510632,144,0.018145174,0.02926868200302124,0.2,0.001956595364390523,0.2763671875,0.9964687824249268,-43.88069689273834,-0.033856965601444244,-2.3551975,1257.0
11,2108,2,5632,-0.02366742872982286,0.0004092704424510632,160,0.01407759,0.0011858940124511719,0.2,0.004856757106608711,0.232421875,0.994556188583374,-43.84859549999237,-0.023513179272413254,-2.3551975,1257.0
12,2101,2,6144,-0.02415428977110423,0.0004092704424510632,176,0.011274385,0.01571965217590332,0.2,0.0038990713364910334,0.20361328125,0.9934941530227661,-43.79272758960724,-0.03855954483151436,-2.3551975,1257.0
13,2095,3,6656,-0.028051081986632198,0.0004092704424510632,192,0.02018412,0.005234658718109131,0.2,0.0031839189177844673,0.2734375,0.9935930967330933,-43.777827501297,-0.04134255647659302,-2.3398242,1257.0
14,2090,3,7168,-0.02809756700298749,0.0004092704424510632,208,0.01904326,0.0014560818672180176,0.2,0.012003998854197562,0.2860107421875,0.9944981336593628,-43.79567790031433,-0.03462596610188484,-2.3398242,1257.0
15,2086,3,7680,-0.02465814969036728,0.0004092704424510632,224,0.0117338775,0.007120072841644287,0.2,0.0033067416989069898,0.2044677734375,0.9943435192108154,-43.807108879089355,-0.032861098647117615,-2.3236788333333336,1257.0
16,2083,3,8192,-0.02800865442259237,0.0004092704424510632,240,0.026538815,0.00021219253540039062,0.2,0.016217491298448294,0.341064453125,0.9948245882987976,-43.80734097957611,-0.03422364592552185,-2.3236788333333336,1257.0
17,2079,4,8704,-0.02431563165737316,0.0004092704424510632,256,0.019729905,0.012815237045288086,0.2,0.003619099261413794,0.2884521484375,0.9963362812995911,-43.838494062423706,-0.03310803323984146,-2.3236788333333336,1257.0
18,2076,4,9216,-0.024682754010427743,0.0004092704424510632,272,0.016124185,-0.0042618513107299805,0.2,0.0035629201811389066,0.232666015625,0.9980416893959045,-43.88557767868042,-0.0276964008808136,-2.321819714285714,1257.0
19,2073,4,9728,-0.02449929444992449,0.0004092704424510632,288,0.015921472,0.0004601478576660156,0.2,0.032243062974885106,0.21923828125,0.9992753267288208,-43.93262314796448,-0.026011962443590164,-2.321819714285714,1257.0
20,2070,4,10240,-0.029275167442392558,0.0004092704424510632,304,0.023418538,-0.001130819320678711,0.2,0.00290350091381697,0.301025390625,0.9985288977622986,-43.94608783721924,-0.043765369802713394,-2.3010715,1257.0
21,2068,5,10752,-0.018735834091785364,0.0004092704424510632,320,0.020568717,0.0004411935806274414,0.2,0.03939626907231286,0.2554931640625,0.9968794584274292,-43.90082347393036,0.00631527416408062,-2.3010715,1257.0
22,2065,5,11264,-0.026072978478623554,0.0004092704424510632,336,0.017983794,0.008119523525238037,0.2,0.004420943259901833,0.2276611328125,0.9962707757949829,-43.86528408527374,-0.025134503841400146,-2.3010715,1257.0
23,2063,5,11776,-0.026826199537026696,0.0004092704424510632,352,0.020223457,0.008265554904937744,0.2,0.00316841687890701,0.2481689453125,0.9964706897735596,-43.85739588737488,-0.0319843664765358,-2.2849735555555553,1257.0
24,2060,5,12288,-0.024927749022026546,0.0004092704424510632,368,0.028781647,0.0008217096328735352,0.2,0.05527453206013888,0.2586669921875,0.9953498244285583,-43.85031974315643,-0.005745625123381615,-2.2849735555555553,1257.0
25,2058,6,12800,-0.022358950605848804,0.0004092704424510632,384,0.017803116,0.008946001529693604,0.2,0.0047837415331741795,0.22265625,0.9946272969245911,-43.81329619884491,-0.029448039829730988,-2.3092367,1257.0
26,2052,6,13312,-0.02397657113033347,0.0004092704424510632,400,0.02191589,0.0017625093460083008,0.2,0.06615121616050601,0.283935546875,0.9929781556129456,-43.782349705696106,-0.0032503530383110046,-2.3092367,1257.0
27,2051,6,13824,-0.029713386669754982,0.0004092704424510632,416,0.022989184,0.04120832681655884,0.2,0.003040573006728664,0.2947998046875,0.9925620555877686,-43.735769867897034,-0.04302439093589783,-2.3092367,1257.0
28,2050,6,14336,-0.021543291848502122,0.0004092704424510632,432,0.015100538,0.007992267608642578,0.2,0.004311240772949532,0.2147216796875,0.9930604696273804,-43.74524688720703,-0.031152140349149704,-2.313805818181818,1257.0
