time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/entropy_loss,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/n_updates,train/value_loss,train/learning_rate,train/approx_kl,train/std,train/clip_fraction,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
0,512,4011,1,,,,,,,,,,,,,
0,1024,2423,2,-44.023248076438904,-0.2471088171005249,0.2,-0.03330605290830135,16,0.19687628510291688,0.0004092704424510632,0.02145176,1.0024561882019043,0.281982421875,-0.030758537352085114,,
0,1536,2147,3,-44.094496965408325,-0.010681629180908203,0.2,-0.020388451142935082,32,0.006438193035137374,0.0004092704424510632,0.016235366,1.004318118095398,0.2078857421875,-0.027604898437857628,1257.0,-3.030286
1,2048,2019,4,-44.12568235397339,-0.0013500452041625977,0.2,-0.02567853289656341,48,0.0059174874986638315,0.0004092704424510632,0.014778798,1.0045558214187622,0.24462890625,-0.03668633848428726,1257.0,-3.030286
1,2560,1970,5,-44.1221969127655,0.007393598556518555,0.2,-0.028905342624057084,64,0.005718264619645197,0.0004092704424510632,0.03668444,1.0043129920959473,0.351318359375,-0.031163843348622322,1257.0,-2.985835
1,3072,1928,6,-44.0982791185379,0.0023393630981445312,0.2,-0.02785102500638459,80,0.004475899630051572,0.0004092704424510632,0.01703135,1.0030245780944824,0.2855224609375,-0.033042777329683304,1257.0,-2.985835
1,3584,1903,7,-44.0760053396225,0.01383739709854126,0.2,-0.031538749230094254,96,0.010423324885778129,0.0004092704424510632,0.020038191,1.0031474828720093,0.3238525390625,-0.034686192870140076,1257.0,-2.985835
2,4096,1872,8,-44.074761748313904,-0.009457230567932129,0.2,-0.030774904931604397,112,0.004287529372959398,0.0004092704424510632,0.017465789,1.0024312734603882,0.277099609375,-0.03841894492506981,1257.0,-2.8873986666666664
2,4608,1852,9,-44.03340482711792,0.006434619426727295,0.2,-0.03149959785514511,128,0.011674606386804953,0.0004092704424510632,0.030714896,1.0008604526519775,0.373291015625,-0.045885324478149414,1257.0,-2.8873986666666664
2,5120,1841,10,-43.99307703971863,0.013140082359313965,0.2,-0.025950827257474884,144,0.0023593913538206834,0.0004092704424510632,0.017221345,0.9999787211418152,0.2806396484375,-0.023625735193490982,1257.0,-2.86349625
3,5632,1831,11,-43.95879065990448,-0.005673646926879883,0.2,-0.025345869435113855,160,0.008792863329290412,0.0004092704424510632,0.016770363,0.9984742999076843,0.2598876953125,-0.022021230310201645,1257.0,-2.86349625
3,6144,1826,12,-43.928699374198914,0.007082581520080566,0.2,-0.03260857640998438,176,0.012007289653411135,0.0004092704424510632,0.029023673,0.9983259439468384,0.3546142578125,-0.04227492958307266,1257.0,-2.86349625
3,6656,1816,13,-43.92778182029724,-0.012488126754760742,0.2,-0.02498172572813928,192,0.005899922478420194,0.0004092704424510632,0.014644796,0.9984114766120911,0.218505859375,-0.03551200404763222,1257.0,-2.9387296
3,7168,1812,14,-43.90471339225769,0.0018253922462463379,0.2,-0.028231031756149605,208,0.036133810062892735,0.0004092704424510632,0.01719268,0.9966859221458435,0.27392578125,-0.023889701813459396,1257.0,-2.9387296
4,7680,1809,15,-43.85807955265045,-0.00980687141418457,0.2,-0.03288692841306329,224,0.0027793298577307723,0.0004092704424510632,0.020061277,0.9962342381477356,0.3031005859375,-0.04803956300020218,1257.0,-2.9140806666666665
4,8192,1804,16,-43.85067331790924,3.0517578125e-05,0.2,-0.024699556204723194,240,0.03674832923570648,0.0004092704424510632,0.016322317,0.9956081509590149,0.2501220703125,-0.01809469610452652,1257.0,-2.9140806666666665
4,8704,1798,17,-43.85374462604523,0.006799221038818359,0.2,-0.032763358467491344,256,0.010649482428561896,0.0004092704424510632,0.030741185,0.9974378943443298,0.322021484375,-0.037864383310079575,1257.0,-2.9140806666666665
5,9216,1795,18,-43.93002963066101,-0.008083224296569824,0.2,-0.02917592962330673,272,0.005256178374111187,0.0004092704424510632,0.017920546,1.0001128911972046,0.2803955078125,-0.036895301192998886,1257.0,-2.9242652857142852
