time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/entropy_loss,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/n_updates,train/value_loss,train/learning_rate,train/approx_kl,train/std,train/clip_fraction,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
0,512,4025,1,,,,,,,,,,,,,
0,1024,2503,2,-43.99752473831177,-0.4747312068939209,0.2,-0.02997233616770245,16,0.10744723983225413,0.0004092704424510632,0.018787067,1.000253438949585,0.27587890625,-0.029903216287493706,,
0,1536,2219,3,-43.98298144340515,-0.0365375280380249,0.2,-0.027062392473453656,32,0.005200162348046433,0.0004092704424510632,0.014080291,0.9993938207626343,0.2279052734375,-0.03299644961953163,1257.0,-2.87465
0,2048,2093,4,-43.946890234947205,-0.012083292007446289,0.2,-0.03023243066854775,48,0.005947051977273077,0.0004092704424510632,0.025497112,0.9982016682624817,0.35009765625,-0.030755331739783287,1257.0,-2.87465
1,2560,2033,5,-43.90821695327759,0.025094330310821533,0.2,-0.025021304871188477,64,0.00434215252607828,0.0004092704424510632,0.021684801,0.9968559741973877,0.3157958984375,-0.02925719879567623,1257.0,-2.7905115
1,3072,1986,6,-43.89344346523285,-0.01596367359161377,0.2,-0.02374665639945306,80,0.015230135235469788,0.0004092704424510632,0.015564635,0.9974469542503357,0.2626953125,-0.025335006415843964,1257.0,-2.7905115
1,3584,1956,7,-43.88690960407257,0.005674839019775391,0.2,-0.02358957265096251,96,0.012054879916831851,0.0004092704424510632,0.017258063,0.9959542751312256,0.23388671875,-0.026766758412122726,1257.0,-2.7905115
2,4096,1936,8,-43.8603138923645,-0.0013561248779296875,0.2,-0.02240916736627696,112,0.006487629158073105,0.0004092704424510632,0.014569804,0.996850311756134,0.197021484375,-0.01613570563495159,1257.0,-2.8955626666666667
2,4608,1922,9,-43.887351751327515,0.0030539631843566895,0.2,-0.027932645491091534,128,0.04195351852104068,0.0004092704424510632,0.020603709,0.9968845248222351,0.310791015625,-0.023111168295145035,1257.0,-2.8955626666666667
2,5120,1910,10,-43.87142086029053,0.03317755460739136,0.2,-0.026301550213247538,144,0.0019159768980898662,0.0004092704424510632,0.018743947,0.9964306950569153,0.273193359375,-0.021055065095424652,1257.0,-2.942716
2,5632,1900,11,-43.8485963344574,0.003764331340789795,0.2,-0.017302185500739142,160,0.04207947460236028,0.0004092704424510632,0.01770382,0.9951727390289307,0.2584228515625,-0.007233776152133942,1257.0,-2.942716
3,6144,1890,12,-43.81050193309784,-0.030188441276550293,0.2,-0.02613661892246455,176,0.013121282740030438,0.0004092704424510632,0.018083837,0.9941627979278564,0.2677001953125,-0.03318621218204498,1257.0,-2.942716
3,6656,1884,13,-43.79264056682587,-0.0014019012451171875,0.2,-0.0288058421574533,192,0.006248390724067576,0.0004092704424510632,0.01933911,0.9941631555557251,0.2637939453125,-0.044916510581970215,1257.0,-2.9390836
3,7168,1877,14,-43.803908705711365,0.0043457746505737305,0.2,-0.02776433045801241,208,0.08007881417870522,0.0004092704424510632,0.02358396,0.9946513772010803,0.309814453125,-0.0007100999355316162,1257.0,-2.9390836
4,7680,1874,15,-43.81254017353058,-0.1255406141281128,0.2,-0.024201365871704184,224,0.003967937911511399,0.0004092704424510632,0.017367832,0.9946617484092712,0.2474365234375,-0.03545372188091278,1257.0,-2.9465725000000003
4,8192,1870,16,-43.786795258522034,0.005437135696411133,0.2,-0.021169434512557928,240,0.07426644710358232,0.0004092704424510632,0.014933654,0.9927999973297119,0.2412109375,0.012887615710496902,1257.0,-2.9465725000000003
4,8704,1868,17,-43.745710492134094,-0.046373724937438965,0.2,-0.02698762563522905,256,0.012617000262252986,0.0004092704424510632,0.022358969,0.9928562045097351,0.2974853515625,-0.03354891389608383,1257.0,-2.9465725000000003
4,9216,1865,18,-43.77494442462921,-0.0029333829879760742,0.2,-0.03143396151426714,272,0.005352822867280338,0.0004092704424510632,0.02236111,0.994637131690979,0.2784423828125,-0.044951293617486954,1257.0,-2.948540857142857
5,9728,1863,19,-43.82781505584717,0.0033710598945617676,0.2,-0.025006377982208505,288,0.11884237197227776,0.0004092704424510632,0.021289185,0.9958874583244324,0.2818603515625,0.018714290112257004,1257.0,-2.948540857142857
5,10240,1860,20,-43.84970510005951,-0.1487293243408203,0.2,-0.026843182276934385,304,0.00446480764367152,0.0004092704424510632,0.017734747,0.9960348010063171,0.26220703125,-0.035305894911289215,1257.0,-2.937059625
5,10752,1858,21,-43.86464285850525,0.017675042152404785,0.2,-0.030635542003437877,320,0.10760184843093157,0.0004092704424510632,0.02392456,0.9971128106117249,0.298828125,0.01665877178311348,1257.0,-2.937059625
6,11264,1854,22,-43.8819762468338,-0.08868193626403809,0.2,-0.02882361579395365,336,0.010805160796735436,0.0004092704424510632,0.026967434,0.997012734413147,0.308349609375,-0.029005322605371475,1257.0,-2.937059625
6,11776,1853,23,-43.876362323760986,0.0006833672523498535,0.2,-0.030167556193191558,352,0.004854949394939467,0.0004092704424510632,0.022989878,0.9973303079605103,0.2813720703125,-0.04326077550649643,1257.0,-2.9286964444444443
6,12288,1851,24,-43.87531781196594,0.001537621021270752,0.2,-0.02411941485479474,368,0.14452190906740725,0.0004092704424510632,0.024893418,0.9967667460441589,0.31689453125,0.02968263253569603,1257.0,-2.9286964444444443
6,12800,1848,25,-43.84768617153168,-0.2663048505783081,0.2,-0.025132436130661517,384,0.003810307949606795,0.0004092704424510632,0.01765372,0.9958400726318359,0.24658203125,-0.03542659804224968,1257.0,-2.9205354
7,13312,1847,26,-43.825066566467285,0.0004031658172607422,0.2,-0.023188811930594966,400,0.15482583572156727,0.0004092704424510632,0.020512052,0.9954266548156738,0.253173828125,0.041244760155677795,1257.0,-2.9205354
7,13824,1847,27,-43.82322132587433,0.005222737789154053,0.2,-0.026239500468363985,416,0.00894090480869636,0.0004092704424510632,0.02555714,0.9960415959358215,0.302001953125,-0.036271270364522934,1257.0,-2.9205354
7,14336,1844,28,-43.84561586380005,6.973743438720703e-05,0.2,-0.031327570977737196,432,0.004815982130821794,0.0004092704424510632,0.028444558,0.9967518448829651,0.3126220703125,-0.043144285678863525,1257.0,-2.926793090909091
8,14848,1842,29,-43.86269128322601,-0.003555893898010254,0.2,-0.023836548440158367,448,0.03358107939129695,0.0004092704424510632,0.027542349,0.9971800446510315,0.283203125,-0.009496655315160751,1257.0,-2.926793090909091
8,15360,1840,30,-43.86828589439392,-0.006983757019042969,0.2,-0.027173062262590975,464,0.00518413645477267,0.0004092704424510632,0.020130204,0.9964495897293091,0.2803955078125,-0.03539096936583519,1257.0,-2.934385583333333
8,15872,1839,31,-43.822874903678894,4.738569259643555e-05,0.2,-0.025828830534010194,480,0.20841626916080713,0.0004092704424510632,0.021737516,0.9950268268585205,0.2744140625,0.0527552030980587,1257.0,-2.934385583333333
8,16384,1837,32,-43.79292714595795,-0.00010788440704345703,0.2,-0.026555564625596162,496,0.009735402374644764,0.0004092704424510632,0.0294308,0.9943488836288452,0.296630859375,-0.03770371153950691,1257.0,-2.940432846153846
9,16896,1835,33,-43.781657338142395,0.00040858983993530273,0.2,-0.028059912961907685,512,0.2216770527884364,0.0004092704424510632,0.017330654,0.9943639636039734,0.28466796875,0.05492926388978958,1257.0,-2.940432846153846
9,17408,1833,34,-43.78378713130951,-0.028974533081054688,0.2,-0.024769943323917687,528,0.010062331653898582,0.0004092704424510632,0.0219184,0.9944215416908264,0.2618408203125,-0.039687130600214005,1257.0,-2.940432846153846
9,17920,1832,35,-43.78069806098938,-0.0017771720886230469,0.2,-0.028824430162785575,544,0.00528407483943738,0.0004092704424510632,0.019429684,0.994222104549408,0.2659912109375,-0.026558376848697662,1257.0,-2.930174
10,18432,1830,36,-43.77568447589874,0.000685572624206543,0.2,-0.03098602540558204,560,0.25060768192633986,0.0004092704424510632,0.021341793,0.9946851134300232,0.30029296875,0.05544640123844147,1257.0,-2.930174
10,18944,1829,37,-43.806302070617676,-0.32243168354034424,0.2,-0.026126507160370238,576,0.0026235621626256034,0.0004092704424510632,0.020983484,0.9958723783493042,0.2574462890625,-0.03164522349834442,1257.0,-2.9390704666666663
10,19456,1827,38,-43.83456802368164,0.0030215978622436523,0.2,-0.023929534654598683,592,0.23097843769937754,0.0004092704424510632,0.018505268,0.9966288805007935,0.22412109375,0.06803679466247559,1257.0,-2.9390704666666663
10,19968,1825,39,-43.8612174987793,0.029982686042785645,0.2,-0.029024084316915832,608,0.01336522470228374,0.0004092704424510632,0.027762398,0.997917890548706,0.296630859375,-0.03349475562572479,1257.0,-2.9390704666666663
11,20480,1824,40,-43.88113069534302,0.00038123130798339844,0.2,-0.02478969655930996,624,0.005492445707204752,0.0004092704424510632,0.0152631495,0.9971539378166199,0.218994140625,-0.02851184643805027,1257.0,-2.947222
11,20992,1822,41,-43.842591881752014,0.0005440711975097656,0.2,-0.030135649154544808,640,0.27756909327581525,0.0004092704424510632,0.026519077,0.995536744594574,0.2808837890625,0.12540599703788757,1257.0,-2.947222
