train/ent_coef_loss,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/critic_loss,train/actor_loss,time/episodes,train/n_updates
-165.9269561767578,0.0008459126528049375,1258.0,5032,0.01746373437345028,174,-4.8979057500000005,28,2.3247618675231934,-123.88394165039062,4,4931
55.35307693481445,0.0008459126528049375,1258.0,10064,0.001300874981097877,351,-3.9100532500000003,28,4.871495246887207,-129.9505157470703,8,9963
-25.621994018554688,0.0008459126528049375,1258.0,15096,0.0011377400951460004,530,-3.241672833333334,28,5.246540069580078,-135.6809539794922,12,14995
-6.584049701690674,0.0008459126528049375,1258.0,20128,0.001171048847027123,693,-2.8638880625,29,6.137980937957764,-139.07716369628906,16,20027
6.015336513519287,0.0008459126528049375,1258.0,25160,0.0010894581209868193,5,-2.6518506000000004,31,7.610050201416016,-142.36373901367188,20,25059
3.9243218898773193,0.0008459126528049375,1258.0,30192,0.0010958196362480521,168,-2.4721916250000002,30,9.04078483581543,-137.8544921875,24,30091
82.13960266113281,0.0008459126528049375,1258.0,35224,0.0009832015493884683,334,-2.329780107142857,30,11.633260726928711,-129.03579711914062,28,35123
6.499786853790283,0.0008459126528049375,1258.0,40256,0.0008787625120021403,509,-2.27313428125,29,2.7391350269317627,-121.0718994140625,32,40155
-12.28048324584961,0.0008459126528049375,1258.0,45288,0.0008956246310845017,676,-2.2309593055555554,29,6.337489128112793,-93.0991439819336,36,45187
-50.68901443481445,0.0008459126528049375,1258.0,50320,0.0010223649442195892,12,-2.1791411,25,9.730740547180176,-83.96065521240234,40,50219
35.277732849121094,0.0008459126528049375,1258.0,55352,0.0006998172029852867,207,-2.1384471363636366,25,4.457533836364746,-78.91860961914062,44,55251
274.21246337890625,0.0008459126528049375,1258.0,60384,0.0006909813964739442,401,-2.10541,25,49.62916564941406,-63.18621063232422,48,60283
32.222103118896484,0.0008459126528049375,1258.0,65416,0.0007096026674844325,587,-2.0768477499999998,26,4.405107498168945,-62.01869583129883,52,65315
-7.145215034484863,0.0008459126528049375,1258.0,70448,0.0004456408496480435,750,-2.0671776785714284,27,5.960822105407715,-55.2969970703125,56,70347
-21.572925567626953,0.0008459126528049375,1258.0,75480,0.0010454828152433038,15,-2.0419462833333335,31,7.760717868804932,-50.41234588623047,60,75379
-59.36637496948242,0.0008459126528049375,1258.0,80512,0.0012395965168252587,179,-2.0290389687499997,30,10.233539581298828,-44.73467254638672,64,80411
6.89242696762085,0.0008459126528049375,1258.0,85544,0.0015106461942195892,345,-2.0217382352941176,30,5.51033353805542,-38.11943435668945,68,85443
-15.99360466003418,0.0008459126528049375,1258.0,90576,0.0014348366530612111,510,-2.014297472222222,30,3.4350390434265137,-32.00020217895508,72,90475
-17.53318214416504,0.0008459126528049375,1258.0,95608,0.0010477815521880984,678,-1.991257434210526,30,5.853705406188965,-26.3984375,76,95507
