train/ent_coef_loss,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/critic_loss,train/actor_loss,time/episodes,train/n_updates
-172.46583557128906,0.0008459126528049375,1258.0,5032,0.017292000353336334,165,-4.969018500000001,30,2.0835373401641846,-121.69009399414062,4,4931
34.58683395385742,0.0008459126528049375,1258.0,10064,0.0010621483670547605,343,-3.9014858750000005,29,5.933680057525635,-124.36803436279297,8,9963
-0.31252041459083557,0.0008459126528049375,1258.0,15096,0.0013928833650425076,544,-3.255765583333334,27,14.131020545959473,-129.4771728515625,12,14995
15.409048080444336,0.0008459126528049375,1258.0,20128,0.0010901278583332896,716,-2.870287125,28,5.2728471755981445,-127.4887466430664,16,20027
-51.860107421875,0.0008459126528049375,1258.0,25160,0.0007943320088088512,6,-2.6949380499999998,25,4.506979942321777,-117.81352996826172,20,25059
31.217174530029297,0.0008459126528049375,1258.0,30192,0.00092227419372648,203,-2.535783916666667,25,4.244359970092773,-103.16510772705078,24,30091
27.66874885559082,0.0008459126528049375,1258.0,35224,0.0015146218938753009,377,-2.4293743571428577,27,4.969404220581055,-80.89865112304688,28,35123
-71.41947937011719,0.0008459126528049375,1258.0,40256,0.00044754677219316363,544,-2.3969456562500002,28,2.681818723678589,-77.94369506835938,32,40155
-30.071556091308594,0.0008459126528049375,1258.0,45288,0.000426397513365373,725,-2.3727426944444443,27,1.2411344051361084,-75.33900451660156,36,45187
-7.0280256271362305,0.0008459126528049375,1258.0,50320,0.0007703978917561471,10,-2.3420714000000005,30,2.297952175140381,-70.85987091064453,40,50219
53.806304931640625,0.0008459126528049375,1258.0,55352,0.0005411072634160519,188,-2.2874462727272733,28,2.4138753414154053,-65.14688873291016,44,55251
46.69711685180664,0.0008459126528049375,1258.0,60384,0.0022563624661415815,391,-2.223352145833333,26,19.467580795288086,-49.439125061035156,48,60283
32.679256439208984,0.0008459126528049375,1258.0,65416,0.0007175311911851168,578,-2.218103230769231,26,5.29964542388916,-34.195552825927734,52,65315
-17.685588836669922,0.0008459126528049375,1258.0,70448,0.0014045846182852983,771,-2.190606964285714,26,10.45090389251709,-23.768068313598633,56,70347
-18.75173568725586,0.0008459126528049375,1258.0,75480,0.0011972382199019194,17,-2.1569548333333333,28,4.882072448730469,-17.484376907348633,60,75379
15.085350036621094,0.0008459126528049375,1258.0,80512,0.0008317532483488321,221,-2.137725296875,24,4.075644493103027,-7.8317155838012695,64,80411
13.151525497436523,0.0008459126528049375,1258.0,85544,0.0010060655185952783,429,-2.102737808823529,24,3.762953281402588,-3.6937689781188965,68,85443
-22.71378517150879,0.0008459126528049375,1258.0,90576,0.0010359212756156921,623,-2.0824562361111116,24,7.0088396072387695,-1.0812618732452393,72,90475
-11.095366477966309,0.0008459126528049375,1258.0,95608,0.005894951988011599,830,-2.067769078947369,24,110.22306060791016,43.98345947265625,76,95507
