train/ent_coef_loss,time/fps,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/critic_loss,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef,time/episodes,train/n_updates,train/actor_loss
-180.1538543701172,11,1223.0,428,0.0008459126528049375,49.867515563964844,-4.553887,4892,0.019368799403309822,4,4791,-120.18035888671875
40.499881744384766,11,1223.0,871,0.0008459126528049375,2.1544580459594727,-3.6398919999999997,9784,0.0011714196298271418,8,9683,-127.28474426269531
-65.18084716796875,11,1223.0,1322,0.0008459126528049375,3.402003526687622,-3.03234325,14676,0.0008116063545458019,12,14575,-131.33963012695312
0.4142887592315674,10,1223.0,1779,0.0008459126528049375,3.737091064453125,-2.6451708125,19568,0.0009328080341219902,16,19467,-134.24978637695312
-22.025680541992188,10,1223.0,2237,0.0008459126528049375,4.884861469268799,-2.4128390499999997,24460,0.0016048502875491977,20,24359,-130.28265380859375
-42.69597244262695,10,1223.0,407,0.0008459126528049375,6.285253047943115,-2.26176125,29352,0.0012836885871365666,24,29251,-115.31941986083984
22.90207290649414,10,1223.0,864,0.0008459126528049375,16.415348052978516,-2.128349642857143,34244,0.0017283302731812,28,34143,-106.114990234375
47.09788131713867,10,1223.0,1315,0.0008459126528049375,9.431427001953125,-2.04112428125,39136,0.0013509594136849046,32,39035,-87.79286193847656
42.314029693603516,10,1223.0,1765,0.0008459126528049375,2.496781826019287,-1.9739020833333332,44028,0.0006866887561045587,36,43927,-86.11528778076172
22.763824462890625,10,1223.0,2224,0.0008459126528049375,1.6630687713623047,-1.9217410000000001,48920,0.0005569992936216295,40,48819,-76.48223876953125
9.419737815856934,11,1223.0,345,0.0008459126528049375,2.037595510482788,-1.8893534772727272,53812,0.0007874040165916085,44,53711,-70.73005676269531
16.397624969482422,11,1223.0,791,0.0008459126528049375,3.0211899280548096,-1.8589825624999998,58704,0.0006266567506827414,48,58603,-62.505393981933594
0.6414868235588074,10,1223.0,1238,0.0008459126528049375,2.252873659133911,-1.8163169807692303,63596,0.00042919255793094635,52,63495,-60.60659408569336
58.22813415527344,10,1223.0,1687,0.0008459126528049375,12.749565124511719,-1.7790658035714286,68488,0.000993753899820149,56,68387,-45.42222595214844
-0.15671950578689575,10,1223.0,2139,0.0008459126528049375,4.447525501251221,-1.7605117,73380,0.0005110267084091902,60,73279,-43.603057861328125
-22.936235427856445,10,1223.0,308,0.0008459126528049375,0.8016849756240845,-1.746067578125,78272,0.0003385822055861354,64,78171,-41.86071014404297
343.2236022949219,10,1223.0,799,0.0008459126528049375,17.935379028320312,-1.7282212499999998,83164,0.00045373677858151495,68,83063,-34.5892219543457
-20.625749588012695,10,1223.0,1289,0.0008459126528049375,3.75937557220459,-1.7177115694444443,88056,0.0007143971743062139,72,87955,-32.5272331237793
