time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,train/n_updates,train/ent_coef,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/critic_loss,time/episodes,train/ent_coef_loss,time/fps
163,-4.550923500000001,-120.2857437133789,4927,0.017077988013625145,1257.0,5028,0.0008459126528049375,1.6815942525863647,4,-163.5850830078125,30
329,-3.564861125,-125.05653381347656,9955,0.0008555373642593622,1257.0,10056,0.0008459126528049375,44.50377655029297,8,32.49761962890625,30
491,-2.869918833333333,-131.64833068847656,14983,0.0007088282145559788,1257.0,15084,0.0008459126528049375,4.480576992034912,12,6.373740196228027,30
660,-2.5726794375,-131.4602813720703,20011,0.0009287837310694158,1257.0,20112,0.0008459126528049375,5.380670547485352,16,53.65582275390625,30
4,-2.4297046499999997,-114.63451385498047,25039,0.0012009999481961131,1257.0,25140,0.0008459126528049375,5.049749374389648,20,-5.734648704528809,31
160,-2.3315204583333333,-116.2933120727539,30067,0.000759327202104032,1257.0,30168,0.0008459126528049375,1.5782475471496582,24,22.625333786010742,32
323,-2.245891428571429,-86.66915893554688,35095,0.0008409222937189043,1257.0,35196,0.0008459126528049375,2.80625057220459,28,-74.1135025024414,31
477,-2.1714839062499998,-62.62398910522461,40123,0.0011228390503674746,1257.0,40224,0.0008459126528049375,31.965320587158203,32,221.2888946533203,31
640,-2.070070527777778,-48.021121978759766,45151,0.0018066950142383575,1257.0,45252,0.0008459126528049375,9.862113952636719,36,-42.329620361328125,31
9,-2.019630525,-44.32768249511719,50179,0.000520857865922153,1257.0,50280,0.0008459126528049375,1.7799725532531738,40,-69.7249755859375,30
169,-1.9985613181818183,-38.44100570678711,55207,0.0004569911980070174,1257.0,55308,0.0008459126528049375,2.092804431915283,44,-31.942535400390625,31
338,-1.9649561666666664,-27.80147933959961,60235,0.0005285725346766412,1257.0,60336,0.0008459126528049375,5.987939834594727,48,106.83892822265625,30
505,-1.9694339230769229,-25.53521728515625,65263,0.00029137215460650623,1257.0,65364,0.0008459126528049375,0.6086430549621582,52,-45.3254280090332,30
663,-1.9741652142857145,-17.93783950805664,70291,0.00041020408389158547,1257.0,70392,0.0008459126528049375,1.554160714149475,56,34.34122848510742,30
14,-1.9540363833333336,-16.049823760986328,75319,0.0004336202400736511,1257.0,75420,0.0008459126528049375,0.8504664897918701,60,4.751009941101074,29
189,-1.931499,-13.73957347869873,80347,0.0005694565479643643,1257.0,80448,0.0008459126528049375,1.2531813383102417,64,-73.96855163574219,28
367,-1.9102709705882353,-9.457905769348145,85375,0.0002739601186476648,1257.0,85476,0.0008459126528049375,1.0672847032546997,68,-31.55694580078125,28
543,-1.8872774722222223,-2.9922196865081787,90403,0.0004987203283235431,1257.0,90504,0.0008459126528049375,1.5529592037200928,72,26.484580993652344,28
715,-1.8592221842105265,4.48180627822876,95431,0.0013611085014417768,1257.0,95532,0.0008459126528049375,10.410440444946289,76,42.58897399902344,28
