time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,train/n_updates,train/ent_coef,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/critic_loss,time/episodes,train/ent_coef_loss,time/fps
152,-4.3280635,-122.98246765136719,4927,0.017276562750339508,1257.0,5028,0.0008459126528049375,4.148785591125488,4,-167.61827087402344,32
310,-3.32033525,-129.9014892578125,9955,0.0012532190885394812,1257.0,10056,0.0008459126528049375,3.2632808685302734,8,-22.11693572998047,32
468,-2.701072166666666,-127.74861145019531,14983,0.0015984128694981337,1257.0,15084,0.0008459126528049375,17.52104377746582,12,-32.5111083984375,32
626,-2.2897956875,-111.4365463256836,20011,0.0010340921580791473,1257.0,20112,0.0008459126528049375,10.396319389343262,16,-65.6893310546875,32
4,-2.11422855,-100.2723617553711,25039,0.002109295455738902,1257.0,25140,0.0008459126528049375,8.22542953491211,20,-6.756675720214844,30
161,-1.9660589583333337,-94.60616302490234,30067,0.0010395904537290335,1257.0,30168,0.0008459126528049375,3.0144667625427246,24,-13.101263999938965,32
315,-1.9055945714285716,-69.45716094970703,35095,0.0010339496657252312,1257.0,35196,0.0008459126528049375,3.4187417030334473,28,7.707061767578125,32
441,-1.8299709062499998,-69.32605743408203,40123,0.0003850142238661647,1257.0,40224,0.0008459126528049375,1.0614365339279175,32,-3.9215800762176514,34
593,-1.7668774166666665,-59.89628601074219,45151,0.00027102415333501995,1257.0,45252,0.0008459126528049375,1.2587504386901855,36,-35.31343460083008,34
7,-1.712826925,-58.47731018066406,50179,0.00026004103710874915,1257.0,50280,0.0008459126528049375,7.872467041015625,40,-9.488773345947266,39
130,-1.6544758181818182,-56.46464157104492,55207,0.0006898722494952381,1257.0,55308,0.0008459126528049375,10.003400802612305,44,71.75788879394531,40
286,-1.6226245625000002,-51.53921127319336,60235,0.00041042183875106275,1257.0,60336,0.0008459126528049375,1.6265649795532227,48,-92.16056060791016,36
444,-1.575544096153846,-44.58792495727539,65263,0.000714010326191783,1257.0,65364,0.0008459126528049375,5.6378350257873535,52,38.300148010253906,34
604,-1.5398227321428573,-44.39661407470703,70291,0.0011406533885747194,1257.0,70392,0.0008459126528049375,4.176959037780762,56,6.3001813888549805,33
13,-1.4962239666666668,-28.642200469970703,75319,0.0012130975956097245,1257.0,75420,0.0008459126528049375,133.60989379882812,60,247.20645141601562,30
174,-1.4771079999999999,-27.571205139160156,80347,0.0009129030513577163,1257.0,80448,0.0008459126528049375,2.8184738159179688,64,62.94422149658203,31
311,-1.4587589117647057,-20.086145401000977,85375,0.0014147222973406315,1257.0,85476,0.0008459126528049375,29.217662811279297,68,-2.4216418266296387,33
486,-1.4325765694444443,-5.051525115966797,90403,0.003584383288398385,1257.0,90504,0.0008459126528049375,245.210693359375,72,193.78753662109375,31
650,-1.410719539473684,9.210135459899902,95431,0.0019903983920812607,1257.0,95532,0.0008459126528049375,12.949981689453125,76,-11.828089714050293,31
