train/n_updates,train/critic_loss,rollout/ep_rew_mean,train/ent_coef,rollout/ep_len_mean,time/fps,time/time_elapsed,train/ent_coef_loss,time/episodes,train/actor_loss,train/learning_rate,time/total_timesteps
4931,2.8319554328918457,-5.382550999999999,0.01735653355717659,1258.0,68,73,-162.0729217529297,4,-123.83087158203125,0.0008459126528049375,5032
9963,4.615422248840332,-4.370564625,0.0010063068475574255,1258.0,68,146,-60.355926513671875,8,-128.601318359375,0.0008459126528049375,10064
14995,6.459381103515625,-3.7033249999999995,0.0011842212406918406,1258.0,68,220,-2.974853992462158,12,-135.07090759277344,0.0008459126528049375,15096
20027,3.6492204666137695,-3.3249882499999996,0.0012642358196899295,1258.0,67,296,-3.4437718391418457,16,-130.8505096435547,0.0008459126528049375,20128
25059,8.411552429199219,-3.1257977499999994,0.0012534665875136852,1258.0,57,2,-29.360809326171875,20,-103.20580291748047,0.0008459126528049375,25160
30091,2.0855512619018555,-3.0119932916666667,0.0005664490745402873,1258.0,56,91,179.24513244628906,24,-92.30001831054688,0.0008459126528049375,30192
35123,7.135732650756836,-2.9152431071428566,0.0006702758255414665,1258.0,57,178,43.675926208496094,28,-78.65739440917969,0.0008459126528049375,35224
40155,1.4436458349227905,-2.843999625,0.0006512776017189026,1258.0,60,253,-26.14159393310547,32,-74.64861297607422,0.0008459126528049375,40256
45187,2.1182119846343994,-2.7975119722222224,0.0007176814251579344,1258.0,61,332,28.136180877685547,36,-61.44660949707031,0.0008459126528049375,45288
50219,9.747980117797852,-2.770262475,0.0007534054457210004,1258.0,60,5,58.050201416015625,40,-38.7076416015625,0.0008459126528049375,50320
55251,12.962403297424316,-2.745331727272727,0.001114560174755752,1258.0,59,89,133.91734313964844,44,-9.676456451416016,0.0008459126528049375,55352
60283,1.9868288040161133,-2.7193885208333337,0.0004730194923467934,1258.0,59,173,43.1519889831543,48,-1.609081506729126,0.0008459126528049375,60384
65315,0.6677544116973877,-2.7033814423076925,0.00028729482437483966,1258.0,59,257,-45.08711242675781,52,0.9600139260292053,0.0008459126528049375,65416
70347,1.917739748954773,-2.6631257857142856,0.0003997223393525928,1258.0,59,341,-11.336947441101074,56,5.304807186126709,0.0008459126528049375,70448
75379,0.32813194394111633,-2.6352740833333335,0.00022217430523596704,1258.0,57,8,64.23584747314453,60,7.533488750457764,0.0008459126528049375,75480
80411,0.9573482275009155,-2.5955577031250003,0.0005543993320316076,1258.0,56,97,-83.71836853027344,64,12.040614128112793,0.0008459126528049375,80512
85443,0.8086737394332886,-2.576945191176471,0.00045095625682733953,1258.0,56,187,46.910255432128906,68,15.27699089050293,0.0008459126528049375,85544
90475,2.4623641967773438,-2.5519586388888893,0.000246227253228426,1258.0,56,277,16.02672004699707,72,16.164512634277344,0.0008459126528049375,90576
95507,1.0482860803604126,-2.530367644736842,0.0004111367743462324,1258.0,55,368,-3.1928155422210693,76,20.374000549316406,0.0008459126528049375,95608
