train/n_updates,time/episodes,train/learning_rate,rollout/ep_rew_mean,train/actor_loss,train/ent_coef,rollout/ep_len_mean,train/critic_loss,time/time_elapsed,time/fps,train/ent_coef_loss,time/total_timesteps
4931,4,0.0008459126528049375,-4.2031025,-123.32917022705078,0.017307499423623085,1258.0,1.311584711074829,175,28,-171.54818725585938,5032
9963,8,0.0008459126528049375,-3.166203,-129.85964965820312,0.001154468860477209,1258.0,1.7825720310211182,349,28,73.1103286743164,10064
14995,12,0.0008459126528049375,-2.53362375,-133.60598754882812,0.0013040094636380672,1258.0,1.0737338066101074,500,30,-36.62615966796875,15096
20027,16,0.0008459126528049375,-2.2380708125,-137.87249755859375,0.0008443577098660171,1258.0,1.4175782203674316,671,29,-4.732229709625244,20128
25059,20,0.0008459126528049375,-2.0827083,-142.22442626953125,0.0007588464650325477,1258.0,1.5691487789154053,6,26,74.36177825927734,25160
30091,24,0.0008459126528049375,-1.9660159583333334,-145.62030029296875,0.0002454776840750128,1258.0,4.028691291809082,197,26,-71.96135711669922,30192
35123,28,0.0008459126528049375,-1.8299103571428572,-147.89149475097656,0.0005767930997535586,1258.0,4.44649076461792,382,26,123.5389404296875,35224
40155,32,0.0008459126528049375,-1.7428661875000002,-148.42417907714844,0.0006411257782019675,1258.0,67.66140747070312,551,27,-8.24703598022461,40256
45187,36,0.0008459126528049375,-1.681783305555556,-147.30361938476562,0.0006811824860051274,1258.0,5.643217086791992,716,28,-9.478827476501465,45288
50219,40,0.0008459126528049375,-1.615280375,-148.71669006347656,0.00046822187141515315,1258.0,64.08027648925781,11,26,57.5794677734375,50320
55251,44,0.0008459126528049375,-1.5477099772727272,-151.41236877441406,0.0010923518566414714,1258.0,4.881808757781982,200,26,-38.13335418701172,55352
60283,48,0.0008459126528049375,-1.5184459166666668,-152.3433380126953,0.0006200690404511988,1258.0,3.2766857147216797,389,26,27.148101806640625,60384
65315,52,0.0008459126528049375,-1.4863655384615386,-152.61099243164062,0.0008361649233847857,1258.0,64.06094360351562,546,28,50.68199157714844,65416
70347,56,0.0008459126528049375,-1.4475929821428573,-152.79531860351562,0.0012773883063346148,1258.0,6.490875244140625,741,27,-36.086029052734375,70448
75379,60,0.0008459126528049375,-1.4066457166666668,-151.97897338867188,0.0008353618904948235,1258.0,5.43293571472168,19,24,-34.636680603027344,75480
80411,64,0.0008459126528049375,-1.3780649375,-147.6422882080078,0.000955955358222127,1258.0,59.115745544433594,193,28,35.77851486206055,80512
