train/learning_rate,time/total_timesteps,train/ent_coef_loss,train/actor_loss,time/fps,train/n_updates,train/ent_coef,time/episodes,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean,time/time_elapsed
0.0008459126528049375,5028,-171.2640380859375,-125.37838745117188,10,4927,0.017172934487462044,4,1257.0,2.2204997539520264,-4.5929455,460
0.0008459126528049375,10056,16.195768356323242,-132.20098876953125,10,9955,0.0013328901259228587,8,1257.0,3.6246142387390137,-3.49640225,924
0.0008459126528049375,15084,55.0090217590332,-134.2437744140625,10,14983,0.0010895952582359314,12,1257.0,5.799030303955078,-2.862858333333333,1415
0.0008459126528049375,20112,104.24755096435547,-137.72817993164062,10,20011,0.0009376913076266646,16,1257.0,81.13908386230469,-2.49561375,1895
0.0008459126528049375,25140,1.2769516706466675,-144.44302368164062,10,25039,0.0006857375265099108,20,1257.0,14.134860038757324,-2.3079372000000005,13
0.0008459126528049375,30168,57.001007080078125,-144.75335693359375,10,30067,0.0009168436517938972,24,1257.0,7.7166643142700195,-2.1624497083333334,494
0.0008459126528049375,35196,77.92455291748047,-136.8045654296875,10,35095,0.0007595024653710425,28,1257.0,3.514247179031372,-2.0513446785714287,961
0.0008459126528049375,40224,17.32813835144043,-136.18722534179688,10,40123,0.000770454469602555,32,1257.0,6.167179584503174,-1.9867374062499998,1435
0.0008459126528049375,45252,116.18988800048828,-128.0274200439453,10,45151,0.0013451984850689769,36,1257.0,9.238324165344238,-1.9403224166666666,1915
0.0008459126528049375,50280,18.504791259765625,-124.4178695678711,10,50179,0.0007985828560777009,40,1257.0,4.1216936111450195,-1.9091953250000002,25
0.0008459126528049375,55308,31.229551315307617,-119.92235565185547,10,55207,0.0006959036109037697,44,1257.0,8.65650463104248,-1.852028431818182,494
0.0008459126528049375,60336,-12.594225883483887,-104.08546447753906,10,60235,0.0007340889424085617,48,1257.0,5.9822797775268555,-1.8165230833333332,981
0.0008459126528049375,65364,-40.13511657714844,-83.85552978515625,10,65263,0.0006145686493255198,52,1257.0,3.7130143642425537,-1.7851872884615383,1452
0.0008459126528049375,70392,49.94839859008789,-82.11387634277344,10,70291,0.0007291946094483137,56,1257.0,2.1446778774261475,-1.7676560357142856,1940
0.0008459126528049375,75420,125.3038558959961,-79.72418212890625,9,75319,0.000433586334111169,60,1257.0,2.0013651847839355,-1.76154405,42
0.0008459126528049375,80448,79.09812927246094,-78.49139404296875,10,80347,0.0005345821264199913,64,1257.0,0.9429004192352295,-1.7498242343750001,541
0.0008459126528049375,85476,80.42745208740234,-75.62216186523438,10,85375,0.00041181291453540325,68,1257.0,3.405074119567871,-1.7354875735294117,1038
0.0008459126528049375,90504,-20.47005844116211,-72.45436096191406,10,90403,0.000591346004512161,72,1257.0,1.9301254749298096,-1.7229629583333332,1541
0.0008459126528049375,95532,4.977917671203613,-62.31486511230469,10,95431,0.0010313242673873901,76,1257.0,12.114533424377441,-1.7076558157894735,2050
