time/fps,train/n_updates,train/critic_loss,time/episodes,train/ent_coef,train/learning_rate,time/total_timesteps,train/ent_coef_loss,train/actor_loss,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean
24,4931,1.6874775886535645,4,0.01745763048529625,0.0008459126528049375,5032,-161.88763427734375,-121.47322845458984,-4.841218,202,1258.0
24,9963,1.338024377822876,8,0.0011389690916985273,0.0008459126528049375,10064,-11.825325965881348,-126.44384765625,-3.8082149999999997,416,1258.0
23,14995,1.922049641609192,12,0.0007988997385837138,0.0008459126528049375,15096,-16.30542755126953,-130.89651489257812,-3.2028121666666665,632,1258.0
23,20027,3.494056224822998,16,0.001010718522593379,0.0008459126528049375,20128,-0.7904951572418213,-134.31776428222656,-2.8795330000000003,839,1258.0
24,25059,4.266615867614746,20,0.0008634550031274557,0.0008459126528049375,25160,19.30908203125,-136.0755157470703,-2.7337991500000003,6,1258.0
23,30091,7.0600481033325195,24,0.0012862865114584565,0.0008459126528049375,30192,122.46676635742188,-134.50497436523438,-2.5928862916666664,221,1258.0
23,35123,71.48908233642578,28,0.0011016334174200892,0.0008459126528049375,35224,85.54478454589844,-123.15997314453125,-2.501726107142857,441,1258.0
22,40155,20.864791870117188,32,0.0022045352961868048,0.0008459126528049375,40256,-29.634780883789062,-106.55612182617188,-2.4105230312500003,663,1258.0
23,45187,6.624359130859375,36,0.002077518031001091,0.0008459126528049375,45288,-10.280579566955566,-103.51260375976562,-2.356622083333334,872,1258.0
25,50219,10.403414726257324,40,0.0011876317439600825,0.0008459126528049375,50320,-56.57218933105469,-88.5137939453125,-2.311195925,12,1258.0
24,55251,5.455470085144043,44,0.0012944545596837997,0.0008459126528049375,55352,-30.70259666442871,-74.97966003417969,-2.263296909090909,214,1258.0
24,60283,5.0865678787231445,48,0.0005003464757464826,0.0008459126528049375,60384,171.3361358642578,-63.11152648925781,-2.2429059583333335,417,1258.0
24,65315,14.21533203125,52,0.0010216153459623456,0.0008459126528049375,65416,-28.19017791748047,-57.362972259521484,-2.186568134615385,628,1258.0
24,70347,5.163470268249512,56,0.0008793300366960466,0.0008459126528049375,70448,-43.11471176147461,-54.90389633178711,-2.162527125,841,1258.0
22,75379,11.437247276306152,60,0.0016506192041561007,0.0008459126528049375,75480,74.97578430175781,-45.02275848388672,-2.1423048000000002,21,1258.0
21,80411,5.399967193603516,64,0.0006945712375454605,0.0008459126528049375,80512,-16.025348663330078,-29.958040237426758,-2.140469546875,254,1258.0
21,85443,3.7278523445129395,68,0.00035579377436079085,0.0008459126528049375,85544,-73.53813171386719,-22.852066040039062,-2.132567441176471,490,1258.0
21,90475,1.7972023487091064,72,0.00019881247135344893,0.0008459126528049375,90576,-31.938194274902344,-15.886563301086426,-2.1187272638888888,728,1258.0
21,95507,0.795638918876648,76,0.0003401924332138151,0.0008459126528049375,95608,-13.017263412475586,-11.391711235046387,-2.115391802631579,966,1258.0
