train/ent_coef,rollout/ep_rew_mean,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,train/learning_rate,time/time_elapsed,train/critic_loss,time/episodes,time/fps,time/total_timesteps,train/n_updates
0.01763283461332321,-4.0850215,-123.92196655273438,-165.9517364501953,1258.0,0.0008459126528049375,150,2.243936061859131,4,33,5032,4931
0.001181076280772686,-3.245866875,-133.22154235839844,31.63691520690918,1258.0,0.0008459126528049375,302,4.443517208099365,8,33,10064,9963
0.0008795590256340802,-2.6614138333333335,-132.32958984375,8.530379295349121,1258.0,0.0008459126528049375,454,8.283496856689453,12,33,15096,14995
0.0004270374483894557,-2.265861625,-134.24400329589844,57.318817138671875,1258.0,0.0008459126528049375,607,3.134827136993408,16,33,20128,20027
0.0009519170271232724,-2.03822325,-116.61304473876953,12.957969665527344,1258.0,0.0008459126528049375,4,5.811741828918457,20,32,25160,25059
0.0006223436794243753,-1.8722140000000003,-112.02950286865234,-51.13787078857422,1258.0,0.0008459126528049375,159,8.53572940826416,24,32,30192,30091
0.00047317289863713086,-1.7627274642857145,-111.01457977294922,14.293051719665527,1258.0,0.0008459126528049375,314,4.2020745277404785,28,32,35224,35123
0.0005161268054507673,-1.65743165625,-106.815673828125,39.93608474731445,1258.0,0.0008459126528049375,467,2.64939022064209,32,32,40256,40155
0.0004952634335495532,-1.5903588888888889,-106.56439971923828,33.985626220703125,1258.0,0.0008459126528049375,622,12.284521102905273,36,32,45288,45187
0.0003550496185198426,-1.5328908,-103.79808044433594,88.31097412109375,1258.0,0.0008459126528049375,9,21.3211669921875,40,32,50320,50219
0.00039323727833107114,-1.4966231136363637,-100.81497192382812,-41.42443084716797,1258.0,0.0008459126528049375,164,0.8330150842666626,44,32,55352,55251
0.00026098289526998997,-1.4627342083333332,-100.14039611816406,27.099069595336914,1258.0,0.0008459126528049375,319,17.566856384277344,48,32,60384,60283
0.0009301031241193414,-1.430823269230769,-97.5849380493164,-35.547237396240234,1258.0,0.0008459126528049375,475,2.6376538276672363,52,32,65416,65315
0.00043874813127331436,-1.4032198035714285,-90.73170471191406,-63.21571731567383,1258.0,0.0008459126528049375,633,7.890625953674316,56,32,70448,70347
0.0005646051140502095,-1.3811128333333331,-84.27738189697266,-52.54486846923828,1258.0,0.0008459126528049375,18,8.020190238952637,60,25,75480,75379
0.001162984874099493,-1.358774046875,-86.41609954833984,-32.82464599609375,1258.0,0.0008459126528049375,222,44.88090896606445,64,24,80512,80411
0.0006578844040632248,-1.3422090294117646,-79.89297485351562,-39.39955520629883,1258.0,0.0008459126528049375,414,3.084446668624878,68,25,85544,85443
0.0006764647550880909,-1.3331907083333334,-83.14288330078125,8.989490509033203,1258.0,0.0008459126528049375,587,9.31941032409668,72,26,90576,90475
0.0014281425392255187,-1.3301716184210528,-72.04857635498047,-28.72125244140625,1258.0,0.0008459126528049375,749,14.05068302154541,76,27,95608,95507
