train/ent_coef,rollout/ep_rew_mean,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,train/learning_rate,time/time_elapsed,train/critic_loss,time/episodes,time/fps,time/total_timesteps,train/n_updates
0.017186591401696205,-4.1760615,-123.13218688964844,-176.72532653808594,1258.0,0.0008459126528049375,153,1.6543102264404297,4,32,5032,4931
0.0015292441239580512,-3.1197772500000003,-122.93650817871094,24.085460662841797,1258.0,0.0008459126528049375,320,5.365781307220459,8,31,10064,9963
0.0018443549051880836,-2.4830702500000004,-111.08258819580078,-73.77399444580078,1258.0,0.0008459126528049375,474,9.620720863342285,12,31,15096,14995
0.0011758250184357166,-2.14442225,-107.2857666015625,10.223258018493652,1258.0,0.0008459126528049375,647,1.878920316696167,16,31,20128,20027
0.00036219030153006315,-1.9457220999999998,-104.80091094970703,86.6090316772461,1258.0,0.0008459126528049375,4,1.6879099607467651,20,32,25160,25059
0.0006756565417163074,-1.800387625,-100.84555053710938,-51.95725631713867,1258.0,0.0008459126528049375,194,1.8561012744903564,24,26,30192,30091
0.0005230889655649662,-1.6970153214285713,-97.95356750488281,-27.534460067749023,1258.0,0.0008459126528049375,385,1.2966043949127197,28,26,35224,35123
0.0003040907031390816,-1.64315065625,-98.22339630126953,4.525768280029297,1258.0,0.0008459126528049375,579,0.751045286655426,32,26,40256,40155
0.00031435603159479797,-1.5734239166666666,-93.33538055419922,4.8271803855896,1258.0,0.0008459126528049375,773,0.9495766162872314,36,26,45288,45187
0.0004747413331642747,-1.5247817250000002,-91.052001953125,27.269989013671875,1258.0,0.0008459126528049375,10,3.187224864959717,40,31,50320,50219
0.00040019091102294624,-1.499078840909091,-87.05068969726562,-35.4189567565918,1258.0,0.0008459126528049375,171,1.671196460723877,44,31,55352,55251
0.0002406337735010311,-1.4563929375000002,-82.22948455810547,38.41221618652344,1258.0,0.0008459126528049375,332,0.9545823335647583,48,31,60384,60283
0.0004867205279879272,-1.4478436730769233,-76.28919982910156,-70.39047241210938,1258.0,0.0008459126528049375,492,2.769810914993286,52,31,65416,65315
0.0005180102307349443,-1.4268975000000002,-76.23457336425781,-30.97162628173828,1258.0,0.0008459126528049375,654,3.4694418907165527,56,31,70448,70347
0.000559519394300878,-1.3872127166666666,-72.55596923828125,14.58122444152832,1258.0,0.0008459126528049375,16,18.94443130493164,60,29,75480,75379
0.0012470214860513806,-1.3685414531250002,-68.8586196899414,6.67714786529541,1258.0,0.0008459126528049375,188,1.9626532793045044,64,29,80512,80411
0.0009299106895923615,-1.3605421911764708,-69.36798095703125,-15.350898742675781,1258.0,0.0008459126528049375,364,15.686067581176758,68,28,85544,85443
0.0010383984772488475,-1.3384310972222222,-64.2230224609375,-50.29526138305664,1258.0,0.0008459126528049375,541,8.477275848388672,72,28,90576,90475
0.0018209858098998666,-1.3161885657894736,-54.29715347290039,3.602336883544922,1258.0,0.0008459126528049375,717,6.178858757019043,76,28,95608,95507
