rollout/ep_rew_mean,train/critic_loss,time/time_elapsed,train/ent_coef_loss,train/learning_rate,time/episodes,rollout/ep_len_mean,train/actor_loss,time/total_timesteps,time/fps,train/ent_coef,train/n_updates
-4.8764715,1.9279762506484985,73,-183.369873046875,0.0008459126528049375,4,1258.0,-123.6456527709961,5032,68,0.01706620864570141,4931
-3.78389275,5.070876121520996,149,16.06056022644043,0.0008459126528049375,8,1258.0,-129.7122802734375,10064,67,0.0010421907063573599,9963
-3.172064166666667,2.1132326126098633,225,83.67726135253906,0.0008459126528049375,12,1258.0,-131.29954528808594,15096,66,0.0005158620770089328,14995
-2.843529375,1.9522645473480225,302,25.02371597290039,0.0008459126528049375,16,1258.0,-129.66506958007812,20128,66,0.0006626498070545495,20027
-2.65539475,32.5638427734375,2,21.102977752685547,0.0008459126528049375,20,1258.0,-125.52489471435547,25160,65,0.0006489340448752046,25059
-2.4865258333333333,4.039167881011963,78,-34.735599517822266,0.0008459126528049375,24,1258.0,-103.09597778320312,30192,65,0.0005199335282668471,30091
-2.357796107142857,7.2896342277526855,155,65.91223907470703,0.0008459126528049375,28,1258.0,-102.12358856201172,35224,65,0.001218023244291544,35123
-2.25586471875,3.177964687347412,231,-45.23833465576172,0.0008459126528049375,32,1258.0,-97.82566833496094,40256,65,0.0005067900056019425,40155
-2.1759853888888885,3.9302682876586914,307,47.73124313354492,0.0008459126528049375,36,1258.0,-92.48159790039062,45288,65,0.00046901043970137835,45187
-2.1326367250000002,1.065709114074707,4,28.520618438720703,0.0008459126528049375,40,1258.0,-90.9620361328125,50320,66,0.00035123559064231813,50219
-2.085492363636364,4.984487533569336,80,-61.95539093017578,0.0008459126528049375,44,1258.0,-85.69776916503906,55352,66,0.0003507264773361385,55251
-2.052586375,0.5822957754135132,157,122.22017669677734,0.0008459126528049375,48,1258.0,-84.14637756347656,60384,66,0.00043577657197602093,60283
-2.046633846153846,0.942605197429657,233,-38.6125373840332,0.0008459126528049375,52,1258.0,-85.73834991455078,65416,65,0.0004458791227079928,65315
-2.0246925357142858,3.0353269577026367,311,-35.810546875,0.0008459126528049375,56,1258.0,-79.11122131347656,70448,65,0.0006920606829226017,70347
-2.0017365000000003,2.5237655639648438,7,-3.6022891998291016,0.0008459126528049375,60,1258.0,-76.85972595214844,75480,63,0.0005808857968077064,75379
-1.988874515625,8.329591751098633,86,-52.18028259277344,0.0008459126528049375,64,1258.0,-69.07036590576172,80512,63,0.0007454696460627019,80411
-1.9764833382352942,0.9925479888916016,165,-60.43663024902344,0.0008459126528049375,68,1258.0,-72.13687133789062,85544,63,0.0011081447592005134,85443
-1.9803977222222224,16.8290958404541,244,49.40874099731445,0.0008459126528049375,72,1258.0,-66.11351013183594,90576,63,0.0006857699481770396,90475
