time/time_elapsed,time/fps,time/total_timesteps,time/iterations,train/explained_variance,train/std,train/entropy_loss,train/value_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/n_updates,train/learning_rate,train/clip_fraction,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
0,4087,512,1,,,,,,,,,,,,,
0,2572,1024,2,-0.9046629667282104,1.000308871269226,-43.99153006076813,0.12507663118594792,0.2,-0.031478429678827524,-0.04450387880206108,16,0.0004092704424510632,0.249267578125,0.0148375835,,
0,2288,1536,3,0.0017049312591552734,1.0003741979599,-43.99774777889252,0.005017939140088856,0.2,-0.019893719334504567,-0.0181114599108696,32,0.0004092704424510632,0.1956787109375,0.014933003,-2.963054,1257.0
0,2169,2048,4,-0.0018901824951171875,1.0001037120819092,-43.993151783943176,0.028027124411892146,0.2,-0.029089841933455318,-0.019438564777374268,48,0.0004092704424510632,0.319091796875,0.02132895,-2.963054,1257.0
1,2104,2560,5,-0.010450243949890137,0.9994598031044006,-43.979544281959534,0.004991966088709887,0.2,-0.019845993476337753,-0.02197026088833809,64,0.0004092704424510632,0.198974609375,0.0136925895,-2.920621,1257.0
1,2064,3072,6,0.0006797313690185547,0.9985026121139526,-43.95043969154358,0.032425696204882115,0.2,-0.02397035266039893,-0.012928919866681099,80,0.0004092704424510632,0.2369384765625,0.013990289,-2.920621,1257.0
1,2035,3584,7,-0.004719376564025879,0.9980534911155701,-43.92734217643738,0.0028871905524283648,0.2,-0.02404577677953057,-0.04247203469276428,96,0.0004092704424510632,0.239013671875,0.016815279,-2.920621,1257.0
2,2014,4096,8,-0.00012576580047607422,0.9982340335845947,-43.91828119754791,0.0043872563692275435,0.2,-0.020923923366353847,-0.021895673125982285,112,0.0004092704424510632,0.203369140625,0.014367158,-3.007778,1257.0
2,1998,4608,9,0.001453101634979248,0.9992267489433289,-43.93440532684326,0.05538635200355202,0.2,-0.03295403078664094,-0.012301430106163025,128,0.0004092704424510632,0.3779296875,0.033014107,-3.007778,1257.0
2,1985,5120,10,-0.040695786476135254,0.9988585114479065,-43.953312039375305,0.0036194774074829184,0.2,-0.023905810405267403,-0.031676825135946274,144,0.0004092704424510632,0.2412109375,0.013245501,-2.9828822500000003,1257.0
2,1974,5632,11,-0.00031054019927978516,0.9972653388977051,-43.920262932777405,0.06703173753339797,0.2,-0.03086169519519899,-0.0016530118882656097,160,0.0004092704424510632,0.344970703125,0.029445656,-2.9828822500000003,1257.0
3,1967,6144,12,-0.0036323070526123047,0.995827853679657,-43.86468708515167,0.0027852414204971865,0.2,-0.027878327120561153,-0.053283680230379105,176,0.0004092704424510632,0.2681884765625,0.017181344,-2.9828822500000003,1257.0
3,1959,6656,13,-0.003378152847290039,0.996484637260437,-43.85072314739227,0.0032161679337150417,0.2,-0.027271020371699706,-0.02507108636200428,192,0.0004092704424510632,0.268798828125,0.015540921,-3.0176298000000004,1257.0
3,1953,7168,14,0.0010907649993896484,0.9972526431083679,-43.87696158885956,0.08606255520135164,0.2,-0.025649930292274803,0.004197396337985992,208,0.0004092704424510632,0.278564453125,0.022360906,-3.0176298000000004,1257.0
3,1948,7680,15,-0.02531111240386963,0.997289776802063,-43.885786294937134,0.004801582363143098,0.2,-0.02984352392377332,-0.036338143050670624,224,0.0004092704424510632,0.2723388671875,0.017933536,-3.0378966666666667,1257.0
4,1943,8192,16,0.0016434788703918457,0.9971470236778259,-43.882317543029785,0.0868131120223552,0.2,-0.02367973732179962,0.005531027913093567,240,0.0004092704424510632,0.220458984375,0.014786577,-3.0378966666666667,1257.0
4,1939,8704,17,-0.12465107440948486,0.9966146349906921,-43.87034857273102,0.003969457022321876,0.2,-0.028176762731163763,-0.03203631192445755,256,0.0004092704424510632,0.2740478515625,0.02113586,-3.0378966666666667,1257.0
4,1935,9216,18,-0.0004404783248901367,0.9956245422363281,-43.8526645898819,0.0032444111348013394,0.2,-0.02387326111784205,-0.04639633372426033,272,0.0004092704424510632,0.2640380859375,0.020190027,-3.042231285714286,1257.0
5,1932,9728,19,0.0005810856819152832,0.9947934746742249,-43.816601157188416,0.11800826760008931,0.2,-0.022720502500305884,0.034409455955028534,288,0.0004092704424510632,0.2686767578125,0.021585852,-3.042231285714286,1257.0
5,1929,10240,20,-0.022153735160827637,0.9951645135879517,-43.81013476848602,0.006000046545523219,0.2,-0.024514124350389466,-0.02335675247013569,304,0.0004092704424510632,0.2431640625,0.017152768,-3.08097725,1257.0
5,1926,10752,21,0.0017895698547363281,0.9943234324455261,-43.80734574794769,0.12119159428402781,0.2,-0.02918693420360796,0.023458223789930344,320,0.0004092704424510632,0.2677001953125,0.019386938,-3.08097725,1257.0
5,1924,11264,22,-0.2758653163909912,0.9964476823806763,-43.812238931655884,0.004964393388945609,0.2,-0.023702128732111305,-0.03670240193605423,336,0.0004092704424510632,0.223876953125,0.016463354,-3.08097725,1257.0
6,1921,11776,23,0.006795704364776611,0.9965955018997192,-43.86661994457245,0.0022461079752247315,0.2,-0.022237833734834567,-0.021885771304368973,352,0.0004092704424510632,0.2059326171875,0.01362358,-3.0973216666666668,1257.0
6,1919,12288,24,0.0009039640426635742,0.9956016540527344,-43.842650175094604,0.14214339130558074,0.2,-0.029208527343143942,0.017258312553167343,368,0.0004092704424510632,0.335693359375,0.034112155,-3.0973216666666668,1257.0
6,1917,12800,25,-0.00023555755615234375,0.9956340193748474,-43.82516324520111,0.0036143944889772683,0.2,-0.02029693991789827,-0.03253338113427162,384,0.0004092704424510632,0.17431640625,0.012245497,-3.0827784,1257.0
6,1916,13312,26,0.007128894329071045,0.9938251376152039,-43.80707335472107,0.15412465203553438,0.2,-0.01877076867094729,0.048493582755327225,400,0.0004092704424510632,0.213134765625,0.017795194,-3.0827784,1257.0
7,1914,13824,27,-0.2915525436401367,0.9930896759033203,-43.75669324398041,0.006091604343964718,0.2,-0.02341270915349014,-0.0400380864739418,416,0.0004092704424510632,0.2230224609375,0.014869782,-3.0827784,1257.0
7,1913,14336,28,0.10410106182098389,0.990787148475647,-43.719817757606506,0.002985184135468444,0.2,-0.021615557809127495,-0.03446601331233978,432,0.0004092704424510632,0.1983642578125,0.0118048005,-3.090205272727273,1257.0
7,1912,14848,29,0.013714432716369629,0.9897124767303467,-43.652833342552185,0.034461547184037045,0.2,-0.024016085371840745,-0.012131990864872932,448,0.0004092704424510632,0.2916259765625,0.034062058,-3.090205272727273,1257.0
8,1910,15360,30,-0.04818093776702881,0.9894328117370605,-43.63569188117981,0.0060561201826203614,0.2,-0.021955872456601355,-0.029635075479745865,464,0.0004092704424510632,0.2147216796875,0.014563683,-3.1041252499999996,1257.0
8,1910,15872,31,0.009091436862945557,0.9894583225250244,-43.630187034606934,0.17208507284522057,0.2,-0.02940898429369554,0.005740456283092499,480,0.0004092704424510632,0.320556640625,0.028831057,-3.1041252499999996,1257.0
8,1909,16384,32,-1.1349196434020996,0.9903889298439026,-43.644895195961,0.011877899727551267,0.2,-0.02403344656340778,-0.04666801914572716,496,0.0004092704424510632,0.21923828125,0.016072754,-3.0906353846153842,1257.0
8,1908,16896,33,0.04257702827453613,0.9902181029319763,-43.663193225860596,0.16463617631234229,0.2,-0.027040948625653982,0.041143693029880524,512,0.0004092704424510632,0.2686767578125,0.031946354,-3.0906353846153842,1257.0
9,1907,17408,34,-1.1392202377319336,0.9898639917373657,-43.64809060096741,0.0045444749484886415,0.2,-0.025979139551054686,-0.04668981581926346,528,0.0004092704424510632,0.1976318359375,0.01478361,-3.0906353846153842,1257.0
9,1905,17920,35,0.00234377384185791,0.989255428314209,-43.63164687156677,0.005238795711193234,0.2,-0.022969279321841896,-0.030740857124328613,544,0.0004092704424510632,0.201171875,0.018133955,-3.0738302142857137,1257.0
9,1903,18432,36,0.02538764476776123,0.9908013939857483,-43.63657224178314,0.1518160335253924,0.2,-0.02419096211451688,0.008467499166727066,560,0.0004092704424510632,0.2254638671875,0.024722872,-3.0738302142857137,1257.0
9,1903,18944,37,-2.546452045440674,0.9919344782829285,-43.68427383899689,0.010393931283033453,0.2,-0.029270318176713772,-0.04163366183638573,576,0.0004092704424510632,0.239013671875,0.02057559,-3.0811231999999995,1257.0
10,1902,19456,38,0.007171154022216797,0.9932946562767029,-43.72393584251404,0.21349864872172475,0.2,-0.02086929534561932,0.05383002758026123,592,0.0004092704424510632,0.2222900390625,0.019619206,-3.0811231999999995,1257.0
10,1901,19968,39,-3.5375008583068848,0.9952400326728821,-43.77035987377167,0.006541381429997273,0.2,-0.021064000407932326,-0.018635254353284836,608,0.0004092704424510632,0.1885986328125,0.015964044,-3.0811231999999995,1257.0
10,1901,20480,40,-0.0291597843170166,0.995794951915741,-43.81085789203644,0.0028228025730641093,0.2,-0.019275478087365627,-0.024691663682460785,624,0.0004092704424510632,0.192138671875,0.014270804,-3.0844900625,1257.0
11,1901,20992,41,0.02575904130935669,0.9947112798690796,-43.80070149898529,0.17579849530011415,0.2,-0.02264253636531066,0.013302311301231384,640,0.0004092704424510632,0.2330322265625,0.022359082,-3.0844900625,1257.0
11,1900,21504,42,-4.133772373199463,0.9965094327926636,-43.796082735061646,0.013675593916559592,0.2,-0.01951142173493281,-0.021061314269900322,656,0.0004092704424510632,0.1678466796875,0.013294436,-3.0794693529411767,1257.0
11,1899,22016,43,0.02794116735458374,0.9975127577781677,-43.852463245391846,0.1591590482275933,0.2,-0.023909804003778845,0.023104384541511536,672,0.0004092704424510632,0.255615234375,0.022791693,-3.0794693529411767,1257.0
11,1899,22528,44,-1.5614428520202637,0.9988808631896973,-43.88043248653412,0.009259454789571464,0.2,-0.019987894338555634,-0.026887506246566772,688,0.0004092704424510632,0.166748046875,0.012570247,-3.0794693529411767,1257.0
12,1898,23040,45,-0.05973947048187256,0.9979576468467712,-43.89675450325012,0.0037944333598716184,0.2,-0.024543060499127023,-0.03608165308833122,704,0.0004092704424510632,0.2088623046875,0.013574615,-3.0790861111111116,1257.0
12,1897,23552,46,0.024238228797912598,0.9984251260757446,-43.87836956977844,0.14654107904061675,0.2,-0.024987310855067335,0.015821166336536407,720,0.0004092704424510632,0.2677001953125,0.025647592,-3.0790861111111116,1257.0
12,1897,24064,47,-2.270676612854004,0.9995536208152771,-43.909493803977966,0.005931344225245994,0.2,-0.027433030219981447,-0.042232271283864975,736,0.0004092704424510632,0.226806640625,0.016884103,-3.067784157894737,1257.0
12,1896,24576,48,0.0029817819595336914,1.001678705215454,-43.95635533332825,0.22846990870311856,0.2,-0.031383763562189415,0.03302330896258354,752,0.0004092704424510632,0.29248046875,0.022655116,-3.067784157894737,1257.0
13,1896,25088,49,-3.5134167671203613,1.0014978647232056,-43.99428153038025,0.022633600397966802,0.2,-0.021560668865276966,-0.021022547036409378,768,0.0004092704424510632,0.1915283203125,0.016402386,-3.067784157894737,1257.0
13,1896,25600,50,-0.0988302230834961,1.0003546476364136,-43.9671756029129,0.010926973904133774,0.2,-0.030137408844893798,-0.041528940200805664,784,0.0004092704424510632,0.251953125,0.02068273,-3.0644219500000003,1257.0
13,1895,26112,51,0.3028377890586853,1.000879168510437,-43.95111382007599,0.136029603658244,0.2,-0.022440778644522652,0.028456978499889374,800,0.0004092704424510632,0.217041015625,0.02559572,-3.0644219500000003,1257.0
14,1895,26624,52,-3.077275276184082,0.9992272257804871,-43.94500017166138,0.006591902551008388,0.2,-0.02298884755873587,-0.023500051349401474,816,0.0004092704424510632,0.182861328125,0.013715507,-3.055910238095238,1257.0
14,1894,27136,53,0.02510303258895874,0.9987002015113831,-43.89866375923157,0.15268894331529737,0.2,-0.022358429851010442,0.03957925736904144,832,0.0004092704424510632,0.2952880859375,0.026580494,-3.055910238095238,1257.0
14,1894,27648,54,-2.824714183807373,0.9979649186134338,-43.886078119277954,0.006437419535359368,0.2,-0.025635761398007162,-0.036411650478839874,848,0.0004092704424510632,0.2420654296875,0.016758412,-3.055910238095238,1257.0
14,1894,28160,55,0.1242225170135498,0.996527373790741,-43.85465884208679,0.0023483382028643973,0.2,-0.025570247322320938,-0.04323811084032059,864,0.0004092704424510632,0.2540283203125,0.017743418,-3.067804045454545,1257.0
15,1893,28672,56,0.019317209720611572,0.9963061213493347,-43.818305134773254,0.06055320624727756,0.2,-0.02001819119323045,-0.003964284434914589,880,0.0004092704424510632,0.2825927734375,0.047774862,-3.067804045454545,1257.0
15,1893,29184,57,-1.8467426300048828,0.9979166984558105,-43.84166193008423,0.00719781119551044,0.2,-0.022523490973981097,-0.037551235407590866,896,0.0004092704424510632,0.2413330078125,0.017240442,-3.0675124347826084,1257.0
15,1893,29696,58,0.03673243522644043,0.9975117444992065,-43.870150685310364,0.15421974286437035,0.2,-0.023059851380821783,0.012714173644781113,912,0.0004092704424510632,0.252197265625,0.017168187,-3.0675124347826084,1257.0
15,1892,30208,59,-4.259270191192627,0.998986542224884,-43.875776290893555,0.006506018034997396,0.2,-0.025489200415904634,-0.027018118649721146,928,0.0004092704424510632,0.2574462890625,0.015565423,-3.0607711250000005,1257.0
16,1892,30720,60,0.020873308181762695,1.0002660751342773,-43.92783808708191,0.17599621741101146,0.2,-0.022666689488687553,0.026214763522148132,944,0.0004092704424510632,0.257568359375,0.025897477,-3.0607711250000005,1257.0
16,1892,31232,61,-1.5053772926330566,1.0026603937149048,-43.97423017024994,0.011090297513874248,0.2,-0.01915532076964155,-0.015028717927634716,960,0.0004092704424510632,0.211669921875,0.017217025,-3.0607711250000005,1257.0
16,1891,31744,62,-0.007855534553527832,1.0034230947494507,-44.036372900009155,0.0064145422948058695,0.2,-0.022477798629552126,-0.029264874756336212,976,0.0004092704424510632,0.1990966796875,0.01475261,-3.0703689200000004,1257.0
