time/time_elapsed,time/fps,time/total_timesteps,time/iterations,train/explained_variance,train/std,train/entropy_loss,train/value_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/n_updates,train/learning_rate,train/clip_fraction,train/approx_kl,rollout/ep_rew_mean,rollout/ep_len_mean
6,1748,11264,22,-0.2948678731918335,0.9899317026138306,-43.6618469953537,0.006158099458843935,0.2,-0.02547930827131495,-0.033062610775232315,336,0.0004092704424510632,0.2440185546875,0.016613591,-3.0807900000000004,1257.0
6,1747,11776,23,0.002523362636566162,0.989347517490387,-43.64869225025177,0.0022898897477716673,0.2,-0.02656421014398802,-0.04312668368220329,352,0.0004092704424510632,0.2333984375,0.01217731,-3.0862348888888893,1257.0
7,1746,12288,24,0.00029522180557250977,0.9893786311149597,-43.63428747653961,0.11299194907769561,0.2,-0.023270482080988586,0.012586601078510284,368,0.0004092704424510632,0.2686767578125,0.029673336,-3.0862348888888893,1257.0
7,1745,12800,25,0.00016033649444580078,0.98826003074646,-43.628116488456726,0.005618181312456727,0.2,-0.03093989762419369,-0.04924649000167847,384,0.0004092704424510632,0.297607421875,0.021103736,-3.0841222000000004,1257.0
7,1744,13312,26,0.0014114975929260254,0.9865477681159973,-43.57534408569336,0.129306529648602,0.2,-0.027040417582611553,0.025577355176210403,400,0.0004092704424510632,0.31005859375,0.022719843,-3.0841222000000004,1257.0
7,1742,13824,27,-0.017851591110229492,0.9864989519119263,-43.542155385017395,0.006739535252563655,0.2,-0.027367531016352586,-0.037534743547439575,416,0.0004092704424510632,0.2540283203125,0.016250093,-3.0841222000000004,1257.0
8,1741,14336,28,0.01670306921005249,0.9861003756523132,-43.54112088680267,0.0015845493962842738,0.2,-0.029054229409666732,-0.037651609629392624,432,0.0004092704424510632,0.256591796875,0.017029513,-3.073783272727273,1257.0
8,1740,14848,29,0.0014302730560302734,0.9855443239212036,-43.52477240562439,0.0313119807979092,0.2,-0.022512364215799607,-0.012298490852117538,448,0.0004092704424510632,0.3272705078125,0.03916955,-3.073783272727273,1257.0
8,1739,15360,30,0.0012866854667663574,0.984323263168335,-43.50143647193909,0.004916697907901835,0.2,-0.025924614281393588,-0.03289543464779854,464,0.0004092704424510632,0.218994140625,0.014530439,-3.0597670000000003,1257.0
9,1738,15872,31,0.0024110078811645508,0.9824140071868896,-43.4496705532074,0.18247522599995136,0.2,-0.0272729007556336,0.06325634568929672,480,0.0004092704424510632,0.2657470703125,0.02143757,-3.0597670000000003,1257.0
9,1737,16384,32,-0.08972132205963135,0.9830878376960754,-43.42234551906586,0.004752556713356171,0.2,-0.02380510738294106,-0.02212759479880333,496,0.0004092704424510632,0.2523193359375,0.018861141,-3.0449037692307694,1257.0
9,1737,16896,33,0.019172728061676025,0.9837424159049988,-43.44679379463196,0.17478122934699059,0.2,-0.030947261344408616,0.04621388018131256,512,0.0004092704424510632,0.291748046875,0.02293083,-3.0449037692307694,1257.0
10,1736,17408,34,-0.8183912038803101,0.9825923442840576,-43.443715929985046,0.0037944075411360245,0.2,-0.023451399494661018,-0.03746284544467926,528,0.0004092704424510632,0.233642578125,0.016864067,-3.0449037692307694,1257.0
10,1735,17920,35,0.009851932525634766,0.9814534783363342,-43.39750528335571,0.005313105655659456,0.2,-0.026182093788520433,-0.03446663171052933,544,0.0004092704424510632,0.269287109375,0.01640326,-3.042642071428572,1257.0
10,1735,18432,36,0.005271792411804199,0.9820118546485901,-43.38588881492615,0.22222447162494063,0.2,-0.0280414734443184,0.0487448051571846,560,0.0004092704424510632,0.2607421875,0.02214583,-3.042642071428572,1257.0
10,1734,18944,37,-0.9699687957763672,0.983001708984375,-43.41199731826782,0.006782824217225425,0.2,-0.029645854388945736,-0.03452658653259277,576,0.0004092704424510632,0.2655029296875,0.020148134,-3.0560122000000005,1257.0
11,1733,19456,38,0.016589462757110596,0.9841899871826172,-43.44549012184143,0.17632016027346253,0.2,-0.029713679337874055,0.03419633209705353,592,0.0004092704424510632,0.3031005859375,0.029923975,-3.0560122000000005,1257.0
11,1732,19968,39,-2.8408048152923584,0.9844138026237488,-43.476593136787415,0.006141893663880182,0.2,-0.029608111624838784,-0.049123018980026245,608,0.0004092704424510632,0.2633056640625,0.02054578,-3.0560122000000005,1257.0
11,1732,20480,40,-0.003601670265197754,0.9844085574150085,-43.47138226032257,0.003972537313529756,0.2,-0.027038209489546716,-0.0361909493803978,624,0.0004092704424510632,0.265625,0.018251032,-3.0743006250000002,1257.0
12,1731,20992,41,0.003957509994506836,0.9848387837409973,-43.47402620315552,0.2187299383804202,0.2,-0.027627466784906574,0.05002836138010025,640,0.0004092704424510632,0.3033447265625,0.03045698,-3.0743006250000002,1257.0
12,1731,21504,42,-1.6544771194458008,0.9843716621398926,-43.476839661598206,0.01342827914049849,0.2,-0.03238862790749408,-0.051670826971530914,656,0.0004092704424510632,0.2725830078125,0.020800423,-3.0550206470588237,1257.0
12,1730,22016,43,0.00557553768157959,0.984170138835907,-43.462111592292786,0.23118795966729522,0.2,-0.02857008032151498,0.050948888063430786,672,0.0004092704424510632,0.3282470703125,0.0388206,-3.0550206470588237,1257.0
13,1730,22528,44,-2.2487399578094482,0.9848901629447937,-43.468772292137146,0.010715341588365845,0.2,-0.0276386589393951,-0.03494393080472946,688,0.0004092704424510632,0.2489013671875,0.015239818,-3.0550206470588237,1257.0
13,1729,23040,45,-0.030315160751342773,0.9842483401298523,-43.474830865859985,0.002696379629924195,0.2,-0.02861186402151361,-0.0380970761179924,704,0.0004092704424510632,0.262939453125,0.01712726,-3.0549338333333336,1257.0
13,1729,23552,46,0.012785553932189941,0.9838915467262268,-43.45120167732239,0.20572482282295823,0.2,-0.02089959930162877,0.04281527176499367,720,0.0004092704424510632,0.260498046875,0.025876064,-3.0549338333333336,1257.0
13,1729,24064,47,-2.6122565269470215,0.9844983220100403,-43.45207870006561,0.0062961986477603205,0.2,-0.02529774242429994,-0.031025629490613937,736,0.0004092704424510632,0.2440185546875,0.019801475,-3.0501407368421054,1257.0
14,1728,24576,48,0.01251363754272461,0.9852271676063538,-43.47713768482208,0.20850890781730413,0.2,-0.02248560552834533,0.05957166850566864,752,0.0004092704424510632,0.274169921875,0.027583165,-3.0501407368421054,1257.0
14,1728,25088,49,-5.174572944641113,0.9863708019256592,-43.50214231014252,0.008355860569281504,0.2,-0.01973374284716556,-0.025383060798048973,768,0.0004092704424510632,0.1805419921875,0.014729522,-3.0501407368421054,1257.0
14,1728,25600,50,0.05672943592071533,0.9855682253837585,-43.51705825328827,0.0018229086563223973,0.2,-0.025684235617518425,-0.029819129034876823,784,0.0004092704424510632,0.22705078125,0.015304035,-3.044833,1257.0
15,1727,26112,51,0.021393001079559326,0.9848105311393738,-43.48377776145935,0.1790247717872262,0.2,-0.020833054732065648,0.00883466750383377,800,0.0004092704424510632,0.2564697265625,0.023889735,-3.044833,1257.0
15,1727,26624,52,-4.089868545532227,0.983862578868866,-43.46566367149353,0.0062405654971371405,0.2,-0.0213479271333199,-0.028823893517255783,816,0.0004092704424510632,0.1993408203125,0.0144155305,-3.0554741904761906,1257.0
15,1727,27136,53,0.04404139518737793,0.983153223991394,-43.43377637863159,0.15150335780344903,0.2,-0.023621061438461766,0.027342481538653374,832,0.0004092704424510632,0.2225341796875,0.024384912,-3.0554741904761906,1257.0
16,1727,27648,54,-3.5951595306396484,0.982740581035614,-43.41668498516083,0.005589282023720443,0.2,-0.027622596579021774,-0.043135225772857666,848,0.0004092704424510632,0.27978515625,0.020537969,-3.0554741904761906,1257.0
16,1726,28160,55,0.2817607522010803,0.9822624921798706,-43.39873647689819,0.0023080457431206014,0.2,-0.028105154837248847,-0.0212346650660038,864,0.0004092704424510632,0.26220703125,0.01934069,-3.0505210000000003,1257.0
16,1726,28672,56,0.08855879306793213,0.9816408753395081,-43.38640344142914,0.05691732600098476,0.2,-0.0224490801920183,-0.006028931587934494,880,0.0004092704424510632,0.3336181640625,0.04844457,-3.0505210000000003,1257.0
16,1726,29184,57,-2.1215157508850098,0.9820190072059631,-43.37490403652191,0.009638654708396643,0.2,-0.02828909178788308,-0.03220276162028313,896,0.0004092704424510632,0.265625,0.016638834,-3.051027391304348,1257.0
17,1726,29696,58,0.04403036832809448,0.9806709289550781,-43.36895942687988,0.1579943608958274,0.2,-0.021096133423270658,0.01013195514678955,912,0.0004092704424510632,0.216796875,0.016811188,-3.051027391304348,1257.0
17,1726,30208,59,-3.0619025230407715,0.978360652923584,-43.304272294044495,0.006086382520152256,0.2,-0.025103456777287647,-0.039126649498939514,928,0.0004092704424510632,0.225341796875,0.018384574,-3.050548291666667,1257.0
17,1725,30720,60,0.06105673313140869,0.9768519401550293,-43.234455585479736,0.14337530406191945,0.2,-0.022632105625234544,0.02800590917468071,944,0.0004092704424510632,0.2078857421875,0.019962933,-3.050548291666667,1257.0
18,1725,31232,61,-2.1657700538635254,0.977334201335907,-43.21515464782715,0.005303421643475303,0.2,-0.023681796505115926,-0.023959770798683167,960,0.0004092704424510632,0.2276611328125,0.017251514,-3.050548291666667,1257.0
18,1725,31744,62,0.0028405189514160156,0.9747440218925476,-43.19795882701874,0.005826402062666602,0.2,-0.0266062481678091,-0.03921424597501755,976,0.0004092704424510632,0.2564697265625,0.017566312,-3.0543502800000004,1257.0
18,1725,32256,63,0.0394362211227417,0.973813533782959,-43.12353813648224,0.17048264434561133,0.2,-0.01848144317045808,0.03264500945806503,992,0.0004092704424510632,0.1591796875,0.01841484,-3.0543502800000004,1257.0
19,1724,32768,64,-3.915724754333496,0.9730538129806519,-43.10303044319153,0.009244963439414278,0.2,-0.021270218887366354,-0.03554238751530647,1008,0.0004092704424510632,0.1884765625,0.014547704,-3.0597459230769237,1257.0
19,1723,33280,65,0.05538254976272583,0.9732593297958374,-43.09534740447998,0.15652878303080797,0.2,-0.030696950445417315,-0.006624549627304077,1024,0.0004092704424510632,0.35986328125,0.028240746,-3.0597459230769237,1257.0
19,1723,33792,66,-5.316837787628174,0.9738270044326782,-43.10822248458862,0.0030219806321838405,0.2,-0.02124715654645115,-0.032326821237802505,1040,0.0004092704424510632,0.1976318359375,0.015794177,-3.0597459230769237,1257.0
19,1723,34304,67,-0.004425525665283203,0.9755129814147949,-43.13983201980591,0.002898350459872745,0.2,-0.024218008285970427,-0.026947468519210815,1056,0.0004092704424510632,0.2294921875,0.017391328,-3.0545515555555562,1257.0
20,1722,34816,68,0.008203744888305664,0.9750707745552063,-43.16262376308441,0.2767661383841187,0.2,-0.0202579598990269,0.07061733305454254,1072,0.0004092704424510632,0.236572265625,0.024995849,-3.0545515555555562,1257.0
20,1722,35328,69,-6.50117826461792,0.9755600094795227,-43.15685594081879,0.03121479961555451,0.2,-0.021561566012678668,-0.024925436824560165,1088,0.0004092704424510632,0.1671142578125,0.01944496,-3.0492796071428576,1257.0
20,1722,35840,70,0.026098787784576416,0.9764328598976135,-43.18058490753174,0.19242409290745854,0.2,-0.02434839477064088,0.01955593004822731,1104,0.0004092704424510632,0.2811279296875,0.029569186,-3.0492796071428576,1257.0
21,1722,36352,71,-2.3827383518218994,0.976732075214386,-43.19795107841492,0.018604779586894438,0.2,-0.032181359943933785,-0.04259807989001274,1120,0.0004092704424510632,0.2593994140625,0.020580593,-3.0492796071428576,1257.0
21,1721,36864,72,-0.08495664596557617,0.9770745635032654,-43.20668613910675,0.0025207812432199717,0.2,-0.02720637249876745,-0.03141455352306366,1136,0.0004092704424510632,0.2537841796875,0.019508662,-3.041082379310345,1257.0
21,1721,37376,73,0.09512084722518921,0.977323591709137,-43.21425783634186,0.14522496447898448,0.2,-0.021430653636343777,-7.704272866249084e-05,1152,0.0004092704424510632,0.1778564453125,0.0176608,-3.041082379310345,1257.0
22,1721,37888,74,-2.7887468338012695,0.9775526523590088,-43.21812057495117,0.009680840244982392,0.2,-0.029564735217718408,-0.04777638241648674,1168,0.0004092704424510632,0.2432861328125,0.019829817,-3.042455033333334,1257.0
22,1721,38400,75,0.08997297286987305,0.9771133065223694,-43.21418356895447,0.15691712289117277,0.2,-0.020950328231265303,0.015364732593297958,1184,0.0004092704424510632,0.194091796875,0.018592583,-3.042455033333334,1257.0
22,1721,38912,76,-1.6713049411773682,0.9773088097572327,-43.20619344711304,0.012001115770544857,0.2,-0.026925369922537357,-0.022016996517777443,1200,0.0004092704424510632,0.244873046875,0.018790565,-3.042455033333334,1257.0
22,1720,39424,77,0.21894127130508423,0.9768101572990417,-43.205363631248474,0.004330748393840622,0.2,-0.02742958419912611,-0.03691977635025978,1216,0.0004092704424510632,0.22412109375,0.019527607,-3.0337751290322585,1257.0
23,1720,39936,78,0.3388212323188782,0.9764807820320129,-43.18163621425629,0.10237304551992565,0.2,-0.018425856629619375,-0.0015759076923131943,1232,0.0004092704424510632,0.1531982421875,0.022063414,-3.0337751290322585,1257.0
23,1720,40448,79,-2.9227945804595947,0.9747960567474365,-43.15818905830383,0.012654396559810266,0.2,-0.024400555877946317,-0.025831308215856552,1248,0.0004092704424510632,0.2073974609375,0.016821168,-3.03406771875,1257.0
23,1720,40960,80,0.07756739854812622,0.9743611216545105,-43.11412286758423,0.15364434057846665,0.2,-0.02443601327831857,0.0028071030974388123,1264,0.0004092704424510632,0.239990234375,0.01980175,-3.03406771875,1257.0
24,1719,41472,81,-1.8647921085357666,0.9721595644950867,-43.08058023452759,0.005525697299162857,0.2,-0.022765520407119766,-0.04038763418793678,1280,0.0004092704424510632,0.194580078125,0.017581362,-3.03406771875,1257.0
24,1719,41984,82,0.2977635860443115,0.9703572392463684,-43.00168299674988,0.002736923623160692,0.2,-0.02580890539684333,-0.033154476433992386,1296,0.0004092704424510632,0.233154296875,0.013448004,-3.0306389393939392,1257.0
24,1719,42496,83,0.0972057580947876,0.9709523916244507,-42.97963619232178,0.06358664541039616,0.2,-0.01697534836421255,-0.005146628245711327,1312,0.0004092704424510632,0.1597900390625,0.021365495,-3.0306389393939392,1257.0
25,1719,43008,84,-2.3003852367401123,0.9712808132171631,-42.996312618255615,0.009065852529602125,0.2,-0.024146484574885108,-0.017096800729632378,1328,0.0004092704424510632,0.21044921875,0.014467871,-3.0293604117647055,1257.0
25,1719,43520,85,0.12455976009368896,0.9710593223571777,-42.999932408332825,0.201401736587286,0.2,-0.014636609266744927,0.014996793121099472,1344,0.0004092704424510632,0.0953369140625,0.013753613,-3.0293604117647055,1257.0
25,1718,44032,86,-0.9134373664855957,0.9689974188804626,-42.970770597457886,0.01619071263121441,0.2,-0.026934327979688533,-0.02846810594201088,1360,0.0004092704424510632,0.258544921875,0.018771324,-3.0268507428571425,1257.0
25,1718,44544,87,0.08432674407958984,0.9676158428192139,-42.90001094341278,0.25308852666057646,0.2,-0.02425528856110759,0.020903434604406357,1376,0.0004092704424510632,0.1868896484375,0.015850693,-3.0268507428571425,1257.0
26,1718,45056,88,-2.26906681060791,0.9655396938323975,-42.857086062431335,0.016066378651885316,0.2,-0.02591244305949658,-0.042407888919115067,1392,0.0004092704424510632,0.2421875,0.01961349,-3.0268507428571425,1257.0
26,1718,45568,89,-0.009879231452941895,0.9649497270584106,-42.80410051345825,0.005531202936253976,0.2,-0.026616807306709234,-0.027037236839532852,1408,0.0004092704424510632,0.2535400390625,0.01733903,-3.029295361111111,1257.0
26,1718,46080,90,0.1378241777420044,0.9648222327232361,-42.79744899272919,0.20744267106056213,0.2,-0.019664260078570805,0.011380944401025772,1424,0.0004092704424510632,0.1251220703125,0.01580869,-3.029295361111111,1257.0
27,1717,46592,91,-1.2783923149108887,0.964211642742157,-42.786643981933594,0.01457712662522681,0.2,-0.03111964836716652,-0.04472338408231735,1440,0.0004092704424510632,0.2747802734375,0.021162845,-3.0280618918918916,1257.0
27,1717,47104,92,0.07281714677810669,0.9642776846885681,-42.775402188301086,0.23803383437916636,0.2,-0.015870090399403125,0.04575608670711517,1456,0.0004092704424510632,0.106689453125,0.013945208,-3.0280618918918916,1257.0
27,1717,47616,93,-10.21481990814209,0.9646490812301636,-42.78394055366516,0.007867004082072526,0.2,-0.027684852146194316,-0.031158149242401123,1472,0.0004092704424510632,0.217041015625,0.017687274,-3.0280618918918916,1257.0
28,1716,48128,94,-0.042307496070861816,0.9632024168968201,-42.76585042476654,0.003340509265399305,0.2,-0.024024211248615757,-0.03464573994278908,1488,0.0004092704424510632,0.2169189453125,0.01650123,-3.0287474473684206,1257.0
28,1716,48640,95,0.08373117446899414,0.9626603722572327,-42.72672510147095,0.22956068394705653,0.2,-0.018168431473895907,0.021652517840266228,1504,0.0004092704424510632,0.11767578125,0.013408959,-3.0287474473684206,1257.0
28,1716,49152,96,-5.734921455383301,0.9640068411827087,-42.73604202270508,0.020206918590702116,0.2,-0.024181193264666945,-0.031590115278959274,1520,0.0004092704424510632,0.1978759765625,0.01655861,-3.0279083846153845,1257.0
28,1715,49664,97,0.03720170259475708,0.9645382165908813,-42.77504622936249,0.21974787884391844,0.2,-0.02350690943421796,0.0035580918192863464,1536,0.0004092704424510632,0.2333984375,0.022791095,-3.0279083846153845,1257.0
29,1715,50176,98,-1.9946424961090088,0.9623522162437439,-42.749096632003784,0.008442267659120262,0.2,-0.026758921885630116,-0.03215411305427551,1552,0.0004092704424510632,0.207763671875,0.017665135,-3.0279083846153845,1257.0
29,1715,50688,99,-0.0279543399810791,0.9605305194854736,-42.66621816158295,0.0030456457170657814,0.2,-0.030480118992272764,-0.05049034580588341,1568,0.0004092704424510632,0.27099609375,0.022025418,-3.02417415,1257.0
29,1715,51200,100,0.08326148986816406,0.9598414301872253,-42.62470853328705,0.20518352289218456,0.2,-0.02354339577141218,-0.004971332848072052,1584,0.0004092704424510632,0.147216796875,0.018491218,-3.02417415,1257.0
30,1715,51712,101,-4.091264247894287,0.9607099890708923,-42.61988687515259,0.0161290287214797,0.2,-0.023392928938847035,-0.0421321727335453,1600,0.0004092704424510632,0.218505859375,0.0149283465,-3.0184080975609757,1257.0
30,1715,52224,102,0.15391045808792114,0.9606244564056396,-42.641594648361206,0.22404035972431302,0.2,-0.0154352735116845,0.022444501519203186,1616,0.0004092704424510632,0.1165771484375,0.014706401,-3.0184080975609757,1257.0
30,1715,52736,103,-1.4878151416778564,0.9627341628074646,-42.66033661365509,0.012197908625239506,0.2,-0.027741148354834877,-0.042844220995903015,1632,0.0004092704424510632,0.2432861328125,0.020303043,-3.0184080975609757,1257.0
31,1715,53248,104,0.09153330326080322,0.9623979926109314,-42.70211207866669,0.0019709397784026805,0.2,-0.01757469223230146,-0.027379129081964493,1648,0.0004092704424510632,0.17724609375,0.01149032,-3.0215935714285713,1257.0
31,1715,53760,105,0.1306193470954895,0.962116003036499,-42.688706278800964,0.20154384477064013,0.2,-0.023895708785858005,-0.0036627724766731262,1664,0.0004092704424510632,0.1300048828125,0.019015666,-3.0215935714285713,1257.0
31,1715,54272,106,-6.491866111755371,0.9623590111732483,-42.688061118125916,0.012323753515374847,0.2,-0.02361684531206265,-0.028749771416187286,1680,0.0004092704424510632,0.216064453125,0.01654421,-3.0208412093023256,1257.0
31,1716,54784,107,0.13677257299423218,0.9622828364372253,-42.69260048866272,0.22332192747853696,0.2,-0.018332965482841246,0.022358432412147522,1696,0.0004092704424510632,0.1094970703125,0.01568553,-3.0208412093023256,1257.0
32,1716,55296,108,-1.5316839218139648,0.9630470275878906,-42.700982451438904,0.011449145356891677,0.2,-0.03181300271535292,-0.04225079342722893,1712,0.0004092704424510632,0.2882080078125,0.025924496,-3.0208412093023256,1257.0
32,1716,55808,109,0.2594575881958008,0.9611966609954834,-42.70004165172577,0.005773906385002192,0.2,-0.023393211464281194,-0.03796956315636635,1728,0.0004092704424510632,0.20654296875,0.013779113,-3.0173632272727273,1257.0
32,1716,56320,110,0.2897495627403259,0.9607359766960144,-42.637460589408875,0.07869565405417234,0.2,-0.0231268014467787,-0.015053773298859596,1744,0.0004092704424510632,0.2159423828125,0.02783687,-3.0173632272727273,1257.0
33,1716,56832,111,-6.070443630218506,0.9599116444587708,-42.62964379787445,0.00953589504933916,0.2,-0.020618116424884647,-0.0336519218981266,1760,0.0004092704424510632,0.2044677734375,0.016075876,-3.012543355555555,1257.0
33,1716,57344,112,0.13222503662109375,0.9588944911956787,-42.58842575550079,0.25980800739489496,0.2,-0.020132376346737146,0.0490807369351387,1776,0.0004092704424510632,0.1397705078125,0.016527295,-3.012543355555555,1257.0
33,1716,57856,113,-1.0634822845458984,0.9588909149169922,-42.56690776348114,0.042207164224237204,0.2,-0.025337005194160156,-0.021188141778111458,1792,0.0004092704424510632,0.25732421875,0.016721925,-3.0100183043478257,1257.0
34,1716,58368,114,0.3428473472595215,0.9588955044746399,-42.5645809173584,0.21109426068142056,0.2,-0.02486711753590498,0.004786446690559387,1808,0.0004092704424510632,0.1529541015625,0.020291677,-3.0100183043478257,1257.0
34,1716,58880,115,-0.8573323488235474,0.9599261283874512,-42.58341884613037,0.007846431311918423,0.2,-0.024941430456237867,-0.02627679705619812,1824,0.0004092704424510632,0.245849609375,0.017923065,-3.0100183043478257,1257.0
34,1716,59392,116,-0.034255027770996094,0.960741400718689,-42.61463415622711,0.004353572076070122,0.2,-0.023151471381424926,-0.03787645697593689,1840,0.0004092704424510632,0.1949462890625,0.01449252,-3.0098260212765955,1257.0
34,1716,59904,117,0.15967237949371338,0.960972011089325,-42.6329745054245,0.2365273218601942,0.2,-0.019246592419221997,0.022090531885623932,1856,0.0004092704424510632,0.1102294921875,0.018400412,-3.0098260212765955,1257.0
35,1716,60416,118,-5.088647842407227,0.9615720510482788,-42.6423362493515,0.01772559291566722,0.2,-0.022531809940119274,-0.02008068561553955,1872,0.0004092704424510632,0.2210693359375,0.020886183,-3.0144050625,1257.0
35,1715,60928,119,0.18810850381851196,0.9610944390296936,-42.653831481933594,0.261063898447901,0.2,-0.0213478276564274,0.027807271108031273,1888,0.0004092704424510632,0.14697265625,0.020439588,-3.0144050625,1257.0
35,1715,61440,120,-11.519566535949707,0.9615406394004822,-42.64233124256134,0.0030762791793677025,0.2,-0.029508817751775496,-0.03886554017663002,1904,0.0004092704424510632,0.2799072265625,0.026752774,-3.0144050625,1257.0
36,1715,61952,121,-0.020289897918701172,0.960789144039154,-42.64594888687134,0.003339006711030379,0.2,-0.028660924042924307,-0.034431952983140945,1920,0.0004092704424510632,0.2698974609375,0.01779352,-3.0215416530612247,1257.0
36,1715,62464,122,0.0787736177444458,0.9605599641799927,-42.623446464538574,0.2868864971678704,0.2,-0.01913166196027305,0.008973363786935806,1936,0.0004092704424510632,0.1278076171875,0.016854506,-3.0215416530612247,1257.0
36,1715,62976,123,-7.259099006652832,0.9588958621025085,-42.5978901386261,0.03195750305894762,0.2,-0.022554704250069335,-0.015564502216875553,1952,0.0004092704424510632,0.219970703125,0.017630335,-3.0173888399999997,1257.0
37,1715,63488,124,0.14249521493911743,0.9583116769790649,-42.55245876312256,0.32442177925258875,0.2,-0.01816373146721162,0.06661688536405563,1968,0.0004092704424510632,0.10888671875,0.01474,-3.0173888399999997,1257.0
