time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/clip_range,train/learning_rate,train/clip_fraction,train/approx_kl,train/explained_variance,train/value_loss,train/std,train/n_updates,train/policy_gradient_loss,train/loss,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,3991,0,,,,,,,,,,,,,
2,1024,2162,0,0.2,0.0004092704424510632,0.1983642578125,0.013848917,-1.6476433277130127,0.13792178903895547,1.002179503440857,16,-0.02312599727883935,-0.02875363826751709,-44.0226274728775,,
3,1536,1918,0,0.2,0.0004092704424510632,0.2232666015625,0.015890997,-0.11740005016326904,0.0024339614938071463,1.0050556659698486,32,-0.02550779641023837,-0.03570818901062012,-44.09626340866089,-2.033489,1258.0
4,2048,1809,1,0.2,0.0004092704424510632,0.33935546875,0.023513993,-0.004397869110107422,0.03494680888252333,1.004922866821289,48,-0.03339071315713227,-0.023502850905060768,-44.14929139614105,-2.033489,1258.0
5,2560,1754,1,0.2,0.0004092704424510632,0.2957763671875,0.021977495,0.1429097056388855,0.0023104799183784053,1.004195213317871,64,-0.031719520542537794,-0.049600373953580856,-44.12347996234894,-2.1267300000000002,1258.0
6,3072,1727,1,0.2,0.0004092704424510632,0.272705078125,0.018373184,0.02087879180908203,0.048077008686959743,1.0047025680541992,80,-0.025166948296828195,-0.011033287271857262,-44.1191189289093,-2.1267300000000002,1258.0
7,3584,1701,2,0.2,0.0004092704424510632,0.2742919921875,0.015897967,0.01423865556716919,0.001446326486984617,1.003198266029358,96,-0.03171490610111505,-0.03422561287879944,-44.11320781707764,-2.1267300000000002,1258.0
8,4096,1692,2,0.2,0.0004092704424510632,0.2935791015625,0.019668069,0.17575442790985107,0.0032969717613013927,1.0016300678253174,112,-0.03165635128971189,-0.05089617520570755,-44.05600881576538,-2.1264873333333334,1258.0
9,4608,1676,2,0.2,0.0004092704424510632,0.3026123046875,0.017321372,0.03112947940826416,0.04395169240888208,1.0007389783859253,128,-0.03143880076822825,-0.01881420612335205,-44.018465995788574,-2.1264873333333334,1258.0
10,5120,1667,3,0.2,0.0004092704424510632,0.2713623046875,0.017174885,0.13740134239196777,0.002454525721987011,0.9999638795852661,144,-0.027017246698960662,-0.04900037869811058,-43.98950970172882,-2.16530575,1258.0
11,5632,1655,3,0.2,0.0004092704424510632,0.2078857421875,0.014938848,0.2144811749458313,0.044374452787451446,0.9992615580558777,160,-0.019682115351315588,0.004499455913901329,-43.968443751335144,-2.16530575,1258.0
12,6144,1649,3,0.2,0.0004092704424510632,0.223876953125,0.017386911,-0.006908297538757324,0.004118871001992375,0.9989540576934814,176,-0.024135833053151146,-0.035877685993909836,-43.949981570243835,-2.16530575,1258.0
13,6656,1641,4,0.2,0.0004092704424510632,0.226318359375,0.014215813,0.39663970470428467,0.0037141756183700636,0.9997029304504395,192,-0.025818745838478208,-0.04259459674358368,-43.955100893974304,-2.1520046,1258.0
14,7168,1636,4,0.2,0.0004092704424510632,0.2486572265625,0.022611786,0.3825482726097107,0.04254159104311839,1.0006643533706665,208,-0.02761208187439479,-0.023122794926166534,-43.98147094249725,-2.1520046,1258.0
15,7680,1633,4,0.2,0.0004092704424510632,0.2132568359375,0.01757724,0.18204200267791748,0.005329254629032221,0.9988082647323608,224,-0.023683764593442902,-0.027851909399032593,-43.97080838680267,-2.1229026666666666,1258.0
16,8192,1628,5,0.2,0.0004092704424510632,0.224853515625,0.01838577,0.550887942314148,0.03974112024297938,0.9964942932128906,240,-0.025440083612920716,-0.019598284736275673,-43.899795055389404,-2.1229026666666666,1258.0
17,8704,1623,5,0.2,0.0004092704424510632,0.240478515625,0.01494066,-0.08591973781585693,0.0030744818031962495,0.9978134632110596,256,-0.024277484604681376,-0.0351887121796608,-43.87118601799011,-2.1229026666666666,1258.0
18,9216,1619,5,0.2,0.0004092704424510632,0.27734375,0.018275328,0.7034313082695007,0.0033808220614446327,0.9983904361724854,272,-0.032316839206032455,-0.042134225368499756,-43.91859459877014,-2.135423857142857,1258.0
19,9728,1617,6,0.2,0.0004092704424510632,0.2196044921875,0.021296404,0.5115504264831543,0.03199751823558472,0.9968819618225098,288,-0.026982978801243007,-0.02755247801542282,-43.90136992931366,-2.135423857142857,1258.0
20,10240,1616,6,0.2,0.0004092704424510632,0.220947265625,0.018900756,0.3166161775588989,0.00645076202636119,0.9951245188713074,304,-0.027387809910578653,-0.03659626096487045,-43.84746479988098,-2.1353895,1258.0
21,10752,1615,6,0.2,0.0004092704424510632,0.236328125,0.01996024,0.7550967931747437,0.03229280415689573,0.9937149286270142,320,-0.02655115770176053,-0.016724256798624992,-43.802061676979065,-2.1353895,1258.0
22,11264,1615,6,0.2,0.0004092704424510632,0.255126953125,0.018277744,-0.12363684177398682,0.004998169628379401,0.9912499189376831,336,-0.03161799111694563,-0.042169105261564255,-43.744943380355835,-2.1353895,1258.0
23,11776,1615,7,0.2,0.0004092704424510632,0.1961669921875,0.013482982,0.6938573718070984,0.0051984161691507325,0.9900427460670471,352,-0.02341132005676627,-0.021320607513189316,-43.677494049072266,-2.151648888888889,1258.0
24,12288,1612,7,0.2,0.0004092704424510632,0.2117919921875,0.02139794,0.6653957366943359,0.019058887293795124,0.9905909299850464,368,-0.025681033308501355,-0.03746182471513748,-43.67026495933533,-2.151648888888889,1258.0
25,12800,1609,7,0.2,0.0004092704424510632,0.216796875,0.018643295,-0.16892218589782715,0.004441634169779718,0.990547776222229,384,-0.02784089115448296,-0.03741114214062691,-43.67805314064026,-2.1516905,1258.0
26,13312,1609,8,0.2,0.0004092704424510632,0.1529541015625,0.015822724,0.6802202463150024,0.04905812535434961,0.9902378916740417,400,-0.01563208612788003,-0.013264389708638191,-43.67041206359863,-2.1516905,1258.0
27,13824,1606,8,0.2,0.0004092704424510632,0.2283935546875,0.025544956,0.08769506216049194,0.005792506271973252,0.9905998110771179,416,-0.024709483252081554,-0.0307592935860157,-43.66747057437897,-2.1516905,1258.0
28,14336,1604,8,0.2,0.0004092704424510632,0.228759765625,0.01686545,0.7698695063591003,0.01152206290862523,0.9901918172836304,432,-0.023184454796137288,-0.02866002731025219,-43.67135465145111,-2.164066,1258.0
29,14848,1605,9,0.2,0.0004092704424510632,0.2432861328125,0.025621478,0.7070337533950806,0.011943738179979846,0.9882769584655762,448,-0.01970639402861707,-0.0401124469935894,-43.63157665729523,-2.164066,1258.0
30,15360,1604,9,0.2,0.0004092704424510632,0.236083984375,0.02088115,-0.26513922214508057,0.005583059290074743,0.9860003590583801,464,-0.031067462157807313,-0.044769324362277985,-43.56794834136963,-2.166781916666667,1258.0
31,15872,1603,9,0.2,0.0004092704424510632,0.1373291015625,0.014268994,0.6838877201080322,0.041308316751383245,0.9857966303825378,480,-0.015565452646114863,-0.011099852621555328,-43.518213629722595,-2.166781916666667,1258.0
32,16384,1603,10,0.2,0.0004092704424510632,0.203369140625,0.016021084,0.503598690032959,0.004960461417795159,0.9860462546348572,496,-0.02259091146697756,-0.04079199954867363,-43.52310562133789,-2.1778389230769233,1258.0
33,16896,1604,10,0.2,0.0004092704424510632,0.1839599609375,0.01713194,0.7791321873664856,0.03255108563462272,0.9858525991439819,512,-0.022849515022244304,-0.031832337379455566,-43.52432107925415,-2.1778389230769233,1258.0
34,17408,1604,10,0.2,0.0004092704424510632,0.299072265625,0.03012937,-0.9761303663253784,0.003951981088903267,0.9887193441390991,528,-0.03152738697826862,-0.033707451075315475,-43.54905819892883,-2.1778389230769233,1258.0
35,17920,1603,11,0.2,0.0004092704424510632,0.1915283203125,0.013098961,0.21397697925567627,0.0022469127288786694,0.988889217376709,544,-0.021063397522084415,-0.028827685862779617,-43.62043106555939,-2.1769535,1258.0
36,18432,1603,11,0.2,0.0004092704424510632,0.2083740234375,0.025383629,0.34846633672714233,0.060477637220174074,0.9878485798835754,560,-0.029241166848805733,-0.019197428598999977,-43.59649157524109,-2.1769535,1258.0
37,18944,1603,11,0.2,0.0004092704424510632,0.1793212890625,0.015405865,0.45243698358535767,0.005311211396474391,0.9880615472793579,576,-0.020844147060415708,-0.03354363888502121,-43.57853400707245,-2.1718056000000003,1258.0
38,19456,1602,12,0.2,0.0004092704424510632,0.196533203125,0.027339097,0.7179216146469116,0.04723700473550707,0.9881863594055176,592,-0.022649046266451478,-0.019396889954805374,-43.59148895740509,-2.1718056000000003,1258.0
39,19968,1600,12,0.2,0.0004092704424510632,0.228759765625,0.018566556,-0.3309885263442993,0.0026251335875713266,0.986794650554657,608,-0.028676828616880812,-0.032268211245536804,-43.568769693374634,-2.1718056000000003,1258.0
40,20480,1601,12,0.2,0.0004092704424510632,0.24267578125,0.019315397,0.3560977578163147,0.004432174340763595,0.9859275817871094,624,-0.029736551165115088,-0.04296693578362465,-43.53243660926819,-2.1759355625,1258.0
41,20992,1599,13,0.2,0.0004092704424510632,0.17626953125,0.02324339,0.45702064037323,0.0627734512090683,0.9846857190132141,640,-0.024873406800907105,-0.0234665684401989,-43.497228384017944,-2.1759355625,1258.0
42,21504,1598,13,0.2,0.0004092704424510632,0.2430419921875,0.020371743,-0.2941669225692749,0.003141703855362721,0.9856199026107788,656,-0.026610641478328034,-0.04607069864869118,-43.481160283088684,-2.172703294117647,1258.0
43,22016,1598,13,0.2,0.0004092704424510632,0.131591796875,0.013479797,0.49147987365722656,0.09268184553366154,0.9856510758399963,672,-0.017343788262223825,0.005660850554704666,-43.51041913032532,-2.172703294117647,1258.0
44,22528,1597,14,0.2,0.0004092704424510632,0.246337890625,0.02061092,-0.299200177192688,0.0018306834190298105,0.9842244982719421,688,-0.029892771504819393,-0.0361630916595459,-43.480332136154175,-2.172703294117647,1258.0
45,23040,1596,14,0.2,0.0004092704424510632,0.2901611328125,0.027719732,0.4813563823699951,0.0037011847307439893,0.9843213558197021,704,-0.031199612974887714,-0.04013798385858536,-43.4504576921463,-2.1749264999999998,1258.0
46,23552,1596,14,0.2,0.0004092704424510632,0.1461181640625,0.01825373,0.5239245891571045,0.06382819719146937,0.9847036600112915,720,-0.021648526246281108,-0.02453584223985672,-43.46356821060181,-2.1749264999999998,1258.0
47,24064,1596,15,0.2,0.0004092704424510632,0.2581787109375,0.022918023,0.07473653554916382,0.007190379532403313,0.9848732948303223,736,-0.027597451029578224,-0.030902190133929253,-43.469021797180176,-2.1735028421052633,1258.0
48,24576,1596,15,0.2,0.0004092704424510632,0.1265869140625,0.015935637,0.7350589036941528,0.07153928955085576,0.9853402376174927,752,-0.012912333273561671,-0.0013898871839046478,-43.478856682777405,-2.1735028421052633,1258.0
49,25088,1595,15,0.2,0.0004092704424510632,0.265625,0.016976517,-0.8401552438735962,0.003956740059948061,0.9854962229728699,768,-0.02496473237988539,-0.013013211078941822,-43.48733365535736,-2.1735028421052633,1258.0
50,25600,1595,16,0.2,0.0004092704424510632,0.26611328125,0.017975405,0.7171610593795776,0.007517176782130264,0.9841004014015198,784,-0.02733710253960453,-0.03680865839123726,-43.47269678115845,-2.1699513500000003,1258.0
51,26112,1596,16,0.2,0.0004092704424510632,0.1917724609375,0.017339885,0.6826847791671753,0.05237774341367185,0.9843519926071167,800,-0.02137849261634983,-0.01621255651116371,-43.43978714942932,-2.1699513500000003,1258.0
52,26624,1594,16,0.2,0.0004092704424510632,0.2340087890625,0.023416003,-0.05231940746307373,0.010761861020000651,0.9845268726348877,816,-0.026790967051056214,-0.033399540930986404,-43.45753788948059,-2.1716497619047623,1258.0
53,27136,1594,17,0.2,0.0004092704424510632,0.138916015625,0.019464586,0.8023905754089355,0.06842857180163264,0.9849777221679688,832,-0.01974417870223988,-0.007481345906853676,-43.46075975894928,-2.1716497619047623,1258.0
54,27648,1594,17,0.2,0.0004092704424510632,0.231689453125,0.019408382,-0.21991848945617676,0.005129015073180199,0.984470784664154,848,-0.02643232702394016,-0.04246062412858009,-43.46207535266876,-2.1716497619047623,1258.0
55,28160,1594,17,0.2,0.0004092704424510632,0.2379150390625,0.02058267,0.8020259141921997,0.028515187208540738,0.9831212759017944,864,-0.025815114393481053,-0.022966526448726654,-43.42954456806183,-2.1763579090909095,1258.0
56,28672,1594,17,0.2,0.0004092704424510632,0.2867431640625,0.02962258,0.8633974194526672,0.017930434201844037,0.9815272688865662,880,-0.026766581024276093,-0.03212645649909973,-43.38156259059906,-2.1763579090909095,1258.0
57,29184,1594,18,0.2,0.0004092704424510632,0.253173828125,0.019970471,-0.29503071308135986,0.012332764599705115,0.9815512299537659,896,-0.029494053829694167,-0.03229060396552086,-43.351370453834534,-2.1729129130434788,1258.0
58,29696,1594,18,0.2,0.0004092704424510632,0.14697265625,0.015072531,0.769088625907898,0.11031327943783253,0.9816620349884033,912,-0.014852577398414724,0.028355054557323456,-43.35450088977814,-2.1729129130434788,1258.0
59,30208,1594,18,0.2,0.0004092704424510632,0.2554931640625,0.0212258,0.001729428768157959,0.004688266373705119,0.9815540909767151,928,-0.02485587980481796,-0.03639145940542221,-43.35447335243225,-2.1701045,1258.0
60,30720,1592,19,0.2,0.0004092704424510632,0.0806884765625,0.016263762,0.7651481628417969,0.09299463301431388,0.9808636903762817,944,-0.01287398512067739,0.012946067377924919,-43.34217357635498,-2.1701045,1258.0
61,31232,1592,19,0.2,0.0004092704424510632,0.2095947265625,0.014183789,-0.9573129415512085,0.004716643314168323,0.9812838435173035,960,-0.02399927871010732,-0.022741030901670456,-43.3346666097641,-2.1701045,1258.0
62,31744,1593,19,0.2,0.0004092704424510632,0.224853515625,0.016826786,0.2063029408454895,0.002672176789928926,0.9809661507606506,976,-0.023191836051410064,-0.03577870875597,-43.34242069721222,-2.16581028,1258.0
63,32256,1593,20,0.2,0.0004092704424510632,0.077392578125,0.013157794,0.43593281507492065,0.16130096721462905,0.9803053140640259,992,-0.013548626535339281,-0.0031007174402475357,-43.3230437040329,-2.16581028,1258.0
64,32768,1593,20,0.2,0.0004092704424510632,0.2366943359375,0.022524837,0.0992436408996582,0.0034592403972055763,0.9777748584747314,1008,-0.025017269304953516,-0.02980787865817547,-43.274497866630554,-2.159545576923077,1258.0
65,33280,1593,20,0.2,0.0004092704424510632,0.06982421875,0.0143963955,0.7217060327529907,0.15487249847501516,0.9770776033401489,1024,-0.014530641507008113,0.02961951307952404,-43.2181396484375,-2.159545576923077,1258.0
