time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/clip_range,train/learning_rate,train/clip_fraction,train/approx_kl,train/explained_variance,train/value_loss,train/std,train/n_updates,train/policy_gradient_loss,train/loss,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,3988,0,,,,,,,,,,,,,
2,1024,2363,0,0.2,0.0004092704424510632,0.22021484375,0.014635375,-1.176894187927246,0.15687435553627438,0.9994789361953735,16,-0.025042902503628284,-0.03795547038316727,-43.987391233444214,,
3,1536,2120,0,0.2,0.0004092704424510632,0.2685546875,0.019900933,0.012215614318847656,0.0023631056828889996,0.9966900944709778,32,-0.029222134326118976,-0.03617362305521965,-43.92975461483002,-2.178676,1258.0
4,2048,1965,1,0.2,0.0004092704424510632,0.2794189453125,0.016371079,0.05863368511199951,0.003290658896730747,0.9969966411590576,48,-0.028027923559420742,-0.03177501633763313,-43.88171207904816,-2.178676,1258.0
5,2560,1883,1,0.2,0.0004092704424510632,0.211181640625,0.014332686,0.08041530847549438,0.00201680675309035,0.9961012005805969,64,-0.024217294390837196,-0.03768765181303024,-43.88213121891022,-2.232954,1258.0
6,3072,1831,1,0.2,0.0004092704424510632,0.32080078125,0.021505542,0.05620449781417847,0.008065425849054009,0.9945704340934753,80,-0.03331628191517666,-0.038744743913412094,-43.83872675895691,-2.232954,1258.0
7,3584,1790,2,0.2,0.0004092704424510632,0.2462158203125,0.013994669,-0.016814589500427246,0.0014564177654392552,0.9930194616317749,96,-0.023282567199203186,-0.03920042887330055,-43.78900074958801,-2.232954,1258.0
8,4096,1768,2,0.2,0.0004092704424510632,0.28125,0.015127743,0.04847151041030884,0.0035735439814743586,0.9925153851509094,112,-0.028237131104106084,-0.03647143393754959,-43.7526890039444,-2.166381,1258.0
9,4608,1749,2,0.2,0.0004092704424510632,0.261474609375,0.0143124955,0.04718869924545288,0.00936850329162553,0.991020679473877,128,-0.02741617546416819,-0.039707157760858536,-43.73059856891632,-2.166381,1258.0
10,5120,1732,2,0.2,0.0004092704424510632,0.2269287109375,0.014968739,-0.19174766540527344,0.001594104542164132,0.9890140891075134,144,-0.024003021651878953,-0.037319060415029526,-43.66794300079346,-2.1507127500000003,1258.0
11,5632,1722,3,0.2,0.0004092704424510632,0.2584228515625,0.021765737,0.1060449481010437,0.014398781844647601,0.9877908825874329,160,-0.026316686358768493,-0.03350118547677994,-43.615588665008545,-2.1507127500000003,1258.0
12,6144,1714,3,0.2,0.0004092704424510632,0.227294921875,0.015640166,0.01779651641845703,0.001485571170633193,0.9864389896392822,176,-0.024046072852797806,-0.028175322338938713,-43.581265449523926,-2.1507127500000003,1258.0
13,6656,1705,3,0.2,0.0004092704424510632,0.2510986328125,0.02097062,0.25933003425598145,0.0037340342678362504,0.9863466620445251,192,-0.025845476586255245,-0.028453290462493896,-43.55032706260681,-2.1176660000000003,1258.0
14,7168,1697,4,0.2,0.0004092704424510632,0.2864990234375,0.021001123,0.28824383020401,0.017974649148527533,0.9859480261802673,208,-0.03404934811987914,-0.04338008910417557,-43.54956257343292,-2.1176660000000003,1258.0
15,7680,1692,4,0.2,0.0004092704424510632,0.2928466796875,0.020189846,0.04056596755981445,0.0033187955486937426,0.9854593873023987,224,-0.028087601123843342,-0.03785054013133049,-43.531418561935425,-2.1256913333333336,1258.0
16,8192,1686,4,0.2,0.0004092704424510632,0.2877197265625,0.023894798,0.17246729135513306,0.024806293833535165,0.9863584041595459,240,-0.027237013477133587,-0.03882410377264023,-43.53495478630066,-2.1256913333333336,1258.0
17,8704,1680,5,0.2,0.0004092704424510632,0.229736328125,0.019692583,-0.4384256601333618,0.0017127877545135561,0.9873934388160706,256,-0.024033536377828568,-0.03478013351559639,-43.566253542900085,-2.1256913333333336,1258.0
18,9216,1675,5,0.2,0.0004092704424510632,0.215087890625,0.016055964,0.5170638561248779,0.0038333481643348932,0.9884715676307678,272,-0.021396372656454332,-0.036633141338825226,-43.59684777259827,-2.129207285714286,1258.0
19,9728,1671,5,0.2,0.0004092704424510632,0.207275390625,0.019531144,0.4533924460411072,0.020683035865658894,0.9880619049072266,288,-0.020242554310243577,-0.020706163719296455,-43.60971009731293,-2.129207285714286,1258.0
20,10240,1666,6,0.2,0.0004092704424510632,0.2550048828125,0.019602913,0.32410871982574463,0.004812087208847515,0.9877544641494751,304,-0.028692318766843528,-0.04362444952130318,-43.59274959564209,-2.10107925,1258.0
21,10752,1664,6,0.2,0.0004092704424510632,0.2220458984375,0.014975305,0.6976393461227417,0.022733891033567488,0.986569344997406,320,-0.021686973836040124,-0.035322848707437515,-43.57295203208923,-2.10107925,1258.0
22,11264,1659,6,0.2,0.0004092704424510632,0.162841796875,0.016205397,-0.43251359462738037,0.003304604622826446,0.9848569631576538,336,-0.018545367987826467,-0.03361275792121887,-43.52372121810913,-2.10107925,1258.0
