time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/clip_range,train/learning_rate,train/clip_fraction,train/approx_kl,train/explained_variance,train/value_loss,train/std,train/n_updates,train/policy_gradient_loss,train/loss,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,3902,0,,,,,,,,,,,,,
2,1024,2318,0,0.2,0.0004092704424510632,0.3011474609375,0.022547226,-1.3448970317840576,0.16750682369820424,1.0013856887817383,16,-0.034283572691492736,-0.040744978934526443,-44.012245416641235,,
3,1536,2062,0,0.2,0.0004092704424510632,0.232666015625,0.016540017,0.010456621646881104,0.002852512836398091,1.0013113021850586,32,-0.02165282395435497,-0.027597319334745407,-44.02794897556305,-2.228899,1258.0
4,2048,1918,1,0.2,0.0004092704424510632,0.2652587890625,0.017823774,-0.01253974437713623,0.012612246966455132,1.0018781423568726,48,-0.025872558617265895,-0.030853023752570152,-44.03131079673767,-2.228899,1258.0
5,2560,1852,1,0.2,0.0004092704424510632,0.2862548828125,0.019139636,0.010522782802581787,0.0026723035880422685,1.0011924505233765,64,-0.031786741834366694,-0.03543193265795708,-44.03770899772644,-2.1492240000000002,1258.0
6,3072,1813,1,0.2,0.0004092704424510632,0.26806640625,0.017407175,0.014795005321502686,0.006389827220118605,1.0020824670791626,80,-0.02239515604742337,-0.0334429107606411,-44.02845001220703,-2.1492240000000002,1258.0
7,3584,1786,2,0.2,0.0004092704424510632,0.260009765625,0.014515981,-0.026253461837768555,0.0014452061059273547,1.001977562904358,96,-0.024856036972778384,-0.04020116478204727,-44.04983055591583,-2.1492240000000002,1258.0
8,4096,1780,2,0.2,0.0004092704424510632,0.269775390625,0.020208936,0.02560645341873169,0.004690394976933021,1.0038989782333374,112,-0.028524612935143523,-0.03974805772304535,-44.06295573711395,-2.148353666666667,1258.0
9,4608,1767,2,0.2,0.0004092704424510632,0.264404296875,0.016032126,0.03753083944320679,0.0016630137179163285,1.0045685768127441,128,-0.029325782088562846,-0.04008403792977333,-44.11770820617676,-2.148353666666667,1258.0
10,5120,1758,2,0.2,0.0004092704424510632,0.2911376953125,0.018975575,0.0002714395523071289,0.0020169005983916577,1.004518985748291,144,-0.03153693798230961,-0.04099028557538986,-44.123672008514404,-2.12038925,1258.0
11,5632,1752,3,0.2,0.0004092704424510632,0.24951171875,0.015208561,0.02384573221206665,0.006357955513522029,1.0021976232528687,160,-0.028902003105031326,-0.03890184313058853,-44.08829915523529,-2.12038925,1258.0
12,6144,1742,3,0.2,0.0004092704424510632,0.1998291015625,0.014262034,-0.0006079673767089844,0.0013979848208691692,1.0018373727798462,176,-0.023920968233142048,-0.02636759541928768,-44.03906488418579,-2.12038925,1258.0
