time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/clip_range,train/learning_rate,train/clip_fraction,train/approx_kl,train/explained_variance,train/value_loss,train/std,train/n_updates,train/policy_gradient_loss,train/loss,train/entropy_loss,rollout/ep_rew_mean,rollout/ep_len_mean
1,512,4120,0,,,,,,,,,,,,,
2,1024,1995,0,0.2,0.0004092704424510632,0.2286376953125,0.014238833,-2.563886880874634,0.15616432825117954,0.9988108277320862,16,-0.030399549956200644,-0.04531257227063179,-43.96905589103699,,
3,1536,1720,0,0.2,0.0004092704424510632,0.2232666015625,0.014050597,-0.010820150375366211,0.0025864874696708284,1.0007520914077759,32,-0.023486072939704172,-0.023729737848043442,-43.969682931900024,-1.997241,1258.0
4,2048,1602,1,0.2,0.0004092704424510632,0.2645263671875,0.017515626,0.0037604570388793945,0.008778614224866033,1.0012292861938477,48,-0.024567528031184338,-0.03433767706155777,-44.02005982398987,-1.997241,1258.0
5,2560,1534,1,0.2,0.0004092704424510632,0.2628173828125,0.018224802,0.0019402503967285156,0.0021494758075277787,1.0004603862762451,64,-0.02636104272096418,-0.022666309028863907,-44.01280331611633,-1.9991120000000002,1258.0
6,3072,1562,1,0.2,0.0004092704424510632,0.251708984375,0.016254071,0.0088348388671875,0.00445179060625378,0.9995011687278748,80,-0.021061767678475007,-0.027936700731515884,-43.982945561409,-1.9991120000000002,1258.0
7,3584,1588,2,0.2,0.0004092704424510632,0.287109375,0.018757012,0.004652619361877441,0.0011787244238803396,0.9994931221008301,96,-0.027664114895742387,-0.02766028232872486,-43.967169404029846,-1.9991120000000002,1258.0
8,4096,1614,2,0.2,0.0004092704424510632,0.318359375,0.022960711,0.006162822246551514,0.005064107615908142,0.997681736946106,112,-0.030714912456460297,-0.04497186839580536,-43.94364893436432,-2.058084666666667,1258.0
9,4608,1633,2,0.2,0.0004092704424510632,0.25537109375,0.017128218,0.007689356803894043,0.002126430597854778,0.9950031638145447,128,-0.025638647115556523,-0.03920092433691025,-43.8707400560379,-2.058084666666667,1258.0
10,5120,1647,3,0.2,0.0004092704424510632,0.2452392578125,0.014579253,-0.011613011360168457,0.0028849111549789086,0.994255781173706,144,-0.020311045460402966,-0.03884566202759743,-43.809099197387695,-2.116923,1258.0
11,5632,1660,3,0.2,0.0004092704424510632,0.25146484375,0.017490085,-0.00835728645324707,0.007074550070683472,0.9933754205703735,160,-0.023982213853741996,-0.02080600894987583,-43.79066443443298,-2.116923,1258.0
12,6144,1670,3,0.2,0.0004092704424510632,0.2550048828125,0.02067195,-0.00016546249389648438,0.0014947515319363447,0.9928641319274902,176,-0.027200620534131303,-0.030090564861893654,-43.76353716850281,-2.116923,1258.0
13,6656,1680,3,0.2,0.0004092704424510632,0.2938232421875,0.028427713,-0.0051403045654296875,0.003985418923548423,0.9933503866195679,192,-0.02525916972081177,-0.035170506685972214,-43.76048767566681,-2.1204562,1258.0
14,7168,1687,4,0.2,0.0004092704424510632,0.2467041015625,0.016389385,-0.004614591598510742,0.01137259700044524,0.9917343854904175,208,-0.028274201904423535,-0.039785392582416534,-43.75300467014313,-2.1204562,1258.0
15,7680,1691,4,0.2,0.0004092704424510632,0.230224609375,0.021960363,0.0009966492652893066,0.002917752499342896,0.9898719191551208,224,-0.025563591247191653,-0.03260054439306259,-43.69340407848358,-2.121399,1258.0
16,8192,1697,4,0.2,0.0004092704424510632,0.2479248046875,0.022154855,0.0021057724952697754,0.0190272708714474,0.9862996339797974,240,-0.02472323173424229,-0.02655446156859398,-43.60861337184906,-2.121399,1258.0
17,8704,1701,5,0.2,0.0004092704424510632,0.28173828125,0.024746351,0.03691375255584717,0.0014169941296131583,0.9850168824195862,256,-0.028988414123887196,-0.0297671128064394,-43.52290153503418,-2.121399,1258.0
18,9216,1703,5,0.2,0.0004092704424510632,0.204345703125,0.014647564,0.008547723293304443,0.00527184373640921,0.982781171798706,272,-0.02597934588266071,-0.0342000313103199,-43.47989320755005,-2.11361,1258.0
19,9728,1705,5,0.2,0.0004092704424510632,0.228759765625,0.020635664,0.003311753273010254,0.02493294214946218,0.9809697270393372,288,-0.025917877559550107,-0.03757239878177643,-43.41338300704956,-2.11361,1258.0
20,10240,1707,5,0.2,0.0004092704424510632,0.2562255859375,0.020668827,0.30290210247039795,0.0017804560484364629,0.9787930250167847,304,-0.028369669220410287,-0.034367963671684265,-43.34858155250549,-2.105398125,1258.0
21,10752,1706,6,0.2,0.0004092704424510632,0.2950439453125,0.026661973,0.022771775722503662,0.025957409816328436,0.9773999452590942,320,-0.02936570398742333,-0.026153218001127243,-43.28657257556915,-2.105398125,1258.0
22,11264,1708,6,0.2,0.0004092704424510632,0.2386474609375,0.016512435,0.09103596210479736,0.001527497144707013,0.9764227271080017,336,-0.030099099356448278,-0.049032192677259445,-43.25359344482422,-2.105398125,1258.0
23,11776,1708,6,0.2,0.0004092704424510632,0.2791748046875,0.020678034,0.09343373775482178,0.003912482992745936,0.9779358506202698,352,-0.03242628742009401,-0.03595580533146858,-43.254486083984375,-2.103738888888889,1258.0
24,12288,1711,7,0.2,0.0004092704424510632,0.245849609375,0.022256836,0.16931641101837158,0.029085824149660766,0.9785893559455872,368,-0.024735884682741016,-0.034422703087329865,-43.299922466278076,-2.103738888888889,1258.0
25,12800,1714,7,0.2,0.0004092704424510632,0.2628173828125,0.022816572,-0.14033186435699463,0.0036830067656410392,0.9790717959403992,384,-0.029995780962053686,-0.04225846007466316,-43.307429909706116,-2.1063447,1258.0
26,13312,1714,7,0.2,0.0004092704424510632,0.28076171875,0.025544077,0.039734601974487305,0.035282252181787044,0.9794209003448486,400,-0.02623825835325988,-0.024210158735513687,-43.320680260658264,-2.1063447,1258.0
27,13824,1718,8,0.2,0.0004092704424510632,0.201904296875,0.017137825,0.3346550464630127,0.0018329574122617487,0.9814539551734924,416,-0.022233010342461057,-0.02969876118004322,-43.35652816295624,-2.1063447,1258.0
28,14336,1721,8,0.2,0.0004092704424510632,0.2093505859375,0.014189776,0.29544615745544434,0.00406004778778879,0.9812339544296265,432,-0.0211215234012343,-0.019826315343379974,-43.39365267753601,-2.117488909090909,1258.0
29,14848,1724,8,0.2,0.0004092704424510632,0.229248046875,0.026538271,0.213947594165802,0.026107486395630985,0.9817145466804504,448,-0.022686326708935667,-0.020237520337104797,-43.38425123691559,-2.117488909090909,1258.0
30,15360,1727,8,0.2,0.0004092704424510632,0.1968994140625,0.015427726,-0.11653554439544678,0.0028208736512169708,0.9805204272270203,464,-0.02178982433542842,-0.024261819198727608,-43.38601338863373,-2.1203815,1258.0
31,15872,1730,9,0.2,0.0004092704424510632,0.2025146484375,0.017547555,0.24366331100463867,0.050248269690200686,0.9796103835105896,480,-0.02413397167401854,-0.015004497021436691,-43.33693075180054,-2.1203815,1258.0
