rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/n_updates,train/actor_loss,time/total_timesteps,time/time_elapsed,train/ent_coef,time/fps
1257.0,-4.50369375,4,0.0008459126528049375,58.4014778137207,-165.84552001953125,4927,-123.03055572509766,5028,144,0.017471347004175186,34
1257.0,-3.5528401250000003,8,0.0008459126528049375,1.6618642807006836,-31.612646102905273,9955,-131.1970977783203,10056,305,0.0009120685281231999,32
1257.0,-2.831239416666667,12,0.0008459126528049375,57.734153747558594,-17.200239181518555,14983,-133.71270751953125,15084,475,0.0006682311650365591,31
1257.0,-2.4908557499999997,16,0.0008459126528049375,3.174563407897949,58.06195831298828,20011,-140.292236328125,20112,625,0.0006193914450705051,32
1257.0,-2.2985486999999996,20,0.0008459126528049375,2.5792970657348633,60.41925048828125,25039,-140.0469970703125,25140,4,0.0003228737914469093,33
1257.0,-2.1821087083333333,24,0.0008459126528049375,4.604755878448486,9.540205001831055,30067,-141.25607299804688,30168,155,0.0006809610058553517,33
1257.0,-2.10392625,28,0.0008459126528049375,7.124335289001465,-11.912877082824707,35095,-145.7679901123047,35196,307,0.0008697331068105996,33
1257.0,-2.0299259687499998,32,0.0008459126528049375,5.0905680656433105,10.052842140197754,40123,-143.8585205078125,40224,458,0.00018854015797842294,33
1257.0,-1.9882169444444442,36,0.0008459126528049375,4.18308162689209,9.409765243530273,45151,-140.00775146484375,45252,609,0.0009252408635802567,33
1257.0,-1.95704295,40,0.0008459126528049375,61.26272964477539,157.896728515625,50179,-121.22512817382812,50280,8,0.0012515076668933034,33
1257.0,-1.9025385000000001,44,0.0008459126528049375,8.501947402954102,35.2529296875,55207,-112.7957763671875,55308,161,0.001976983854547143,32
1257.0,-1.88584675,48,0.0008459126528049375,2.75372314453125,34.154884338378906,60235,-106.4442367553711,60336,318,0.0010163376573473215,32
1257.0,-1.859704903846154,52,0.0008459126528049375,2.1939163208007812,-7.9993696212768555,65263,-106.95894622802734,65364,502,0.0008527551544830203,30
1257.0,-1.8333149464285714,56,0.0008459126528049375,23.353134155273438,-16.410865783691406,70291,-103.84632873535156,70392,677,0.0005729527329094708,30
1257.0,-1.8196211500000001,60,0.0008459126528049375,3.7496438026428223,3.302626848220825,75319,-99.0990982055664,75420,13,0.0012189877452328801,31
1257.0,-1.790418609375,64,0.0008459126528049375,17.959802627563477,72.419921875,80347,-83.58843994140625,80448,211,0.001704124384559691,25
1257.0,-1.7753068676470587,68,0.0008459126528049375,5.316176414489746,-1.7282490730285645,85375,-74.66163635253906,85476,410,0.0006296835490502417,25
1257.0,-1.7552113472222222,72,0.0008459126528049375,2.9922919273376465,33.5660514831543,90403,-61.56456756591797,90504,601,0.0009679085342213511,25
1257.0,-1.7341351578947368,76,0.0008459126528049375,15.355476379394531,9.167804718017578,95431,-39.37065887451172,95532,793,0.00252439989708364,25
