rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/n_updates,train/actor_loss,time/total_timesteps,time/time_elapsed,train/ent_coef,time/fps
1257.0,-4.07576975,4,0.0008459126528049375,1.5829660892486572,-178.38450622558594,4927,-124.24052429199219,5028,143,0.017425071448087692,35
1257.0,-3.136495375,8,0.0008459126528049375,1.0259166955947876,36.71331787109375,9955,-132.1431121826172,10056,288,0.001360397320240736,34
1257.0,-2.6325185833333333,12,0.0008459126528049375,1.763052225112915,112.58355712890625,14983,-138.4583740234375,15084,433,0.0007529170252382755,34
1257.0,-2.4138045625,16,0.0008459126528049375,3.9870431423187256,30.144577026367188,20011,-141.03768920898438,20112,577,0.000651107169687748,34
1257.0,-2.2174609,20,0.0008459126528049375,5.696962833404541,15.691835403442383,25039,-139.00909423828125,25140,4,0.0006043970352038741,28
1257.0,-2.0673636666666666,24,0.0008459126528049375,4.2758283615112305,63.86279296875,30067,-144.12342834472656,30168,167,0.0008912039338611066,30
1257.0,-1.9688381785714284,28,0.0008459126528049375,4.1813812255859375,114.15801239013672,35095,-138.1355438232422,35196,315,0.0006564892828464508,32
1257.0,-1.8722729375,32,0.0008459126528049375,2.9671804904937744,21.7032413482666,40123,-134.6336212158203,40224,483,0.0009590857080183923,31
1257.0,-1.8073533055555555,36,0.0008459126528049375,3.130721092224121,19.165740966796875,45151,-133.55108642578125,45252,661,0.0008667745278216898,30
1257.0,-1.7939318,40,0.0008459126528049375,2.722132682800293,-103.21868896484375,50179,-132.61453247070312,50280,9,0.0008818157948553562,28
1257.0,-1.7824667272727268,44,0.0008459126528049375,11.195659637451172,58.92449188232422,55207,-128.37371826171875,55308,188,0.001043989323079586,28
1257.0,-1.7686795416666665,48,0.0008459126528049375,4.154439449310303,78.97482299804688,60235,-128.50164794921875,60336,353,0.001293391571380198,29
1257.0,-1.7347383076923073,52,0.0008459126528049375,23.430707931518555,-38.592041015625,65263,-101.96223449707031,65364,505,0.002487913938239217,30
1257.0,-1.7031176071428573,56,0.0008459126528049375,29.052047729492188,-48.85060501098633,70291,-77.67103576660156,70392,657,0.0015184878138825297,31
1257.0,-1.6813649333333334,60,0.0008459126528049375,2.027066707611084,1.9036654233932495,75319,-77.49332427978516,75420,13,0.0009733343031257391,31
1257.0,-1.65688565625,64,0.0008459126528049375,1.0763963460922241,7.85798978805542,80347,-78.60865783691406,80448,176,0.0005452721961773932,30
1257.0,-1.6401815147058822,68,0.0008459126528049375,1.4071674346923828,50.522743225097656,85375,-74.53375244140625,85476,368,0.0006729540764354169,28
1257.0,-1.6351160694444444,72,0.0008459126528049375,0.5476714372634888,-34.83348846435547,90403,-67.31806945800781,90504,534,0.0007665217854082584,29
1257.0,-1.6293179078947368,76,0.0008459126528049375,0.6488116979598999,-18.010080337524414,95431,-68.01468658447266,95532,700,0.0004734802932944149,29
