rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/n_updates,train/actor_loss,time/total_timesteps,time/time_elapsed,train/ent_coef,time/fps
1257.0,-4.4819305,4,0.0008459126528049375,1.9584252834320068,-167.200439453125,4927,-122.90971374511719,5028,173,0.017188573256134987,29
1257.0,-3.45389175,8,0.0008459126528049375,62.76640701293945,18.94721221923828,9955,-128.2585906982422,10056,356,0.0013569805305451155,28
1257.0,-2.80592725,12,0.0008459126528049375,1.6526010036468506,62.976810455322266,14983,-134.57327270507812,15084,554,0.0010626406874507666,27
1257.0,-2.435659375,16,0.0008459126528049375,4.184141159057617,20.409679412841797,20011,-137.03260803222656,20112,754,0.0008429468725807965,26
1257.0,-2.20932365,20,0.0008459126528049375,56.5853385925293,41.755889892578125,25039,-139.84518432617188,25140,4,0.0011505252914503217,31
1257.0,-2.0564266666666664,24,0.0008459126528049375,6.224457740783691,24.78955841064453,30067,-145.64784240722656,30168,164,0.0009204132365994155,31
1257.0,-1.9586606785714287,28,0.0008459126528049375,4.095231056213379,-47.162254333496094,35095,-145.86000061035156,35196,329,0.0009119719616137445,30
1257.0,-1.909547125,32,0.0008459126528049375,49.871910095214844,115.05546569824219,40123,-143.6642303466797,40224,509,0.0005560118588618934,29
1257.0,-1.858355972222222,36,0.0008459126528049375,5.015249252319336,-33.16300582885742,45151,-138.86697387695312,45252,705,0.0007362993201240897,28
1257.0,-1.7835798749999998,40,0.0008459126528049375,3.8204097747802734,7.622183322906494,50179,-142.24703979492188,50280,8,0.000886670546606183,33
1257.0,-1.734013340909091,44,0.0008459126528049375,3.6242146492004395,34.34546661376953,55207,-144.70120239257812,55308,187,0.0011945950100198388,28
1257.0,-1.6842633749999998,48,0.0008459126528049375,4.1009650230407715,4.124866962432861,60235,-143.42816162109375,60336,353,0.0013090170687064528,29
1257.0,-1.637172096153846,52,0.0008459126528049375,41.9935302734375,-10.107077598571777,65263,-133.15560913085938,65364,508,0.0027575488202273846,30
1257.0,-1.6043456964285714,56,0.0008459126528049375,43.2227783203125,-36.520957946777344,70291,-130.64212036132812,70392,685,0.001448341878131032,29
1257.0,-1.5717177,60,0.0008459126528049375,37.64470672607422,-34.96454620361328,75319,-131.0499267578125,75420,16,0.001726565882563591,25
1257.0,-1.5288558124999998,64,0.0008459126528049375,11.719192504882812,21.327444076538086,80347,-107.85296630859375,80448,212,0.0031719161197543144,25
1257.0,-1.5005116764705881,68,0.0008459126528049375,8.936444282531738,-4.454335689544678,85375,-103.6386947631836,85476,406,0.003642914816737175,25
1257.0,-1.4758811388888888,72,0.0008459126528049375,5.318741798400879,25.966196060180664,90403,-84.71874237060547,90504,567,0.0018387604504823685,27
1257.0,-1.4534266710526316,76,0.0008459126528049375,2.0127038955688477,15.866199493408203,95431,-82.62032318115234,95532,735,0.0012830301420763135,27
