train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,train/actor_loss,time/episodes,train/ent_coef,time/total_timesteps,train/n_updates,rollout/ep_rew_mean,train/ent_coef_loss,rollout/ep_len_mean
1.7722365856170654,69,72,0.0008459126528049375,-122.31375122070312,4,0.01717744767665863,5032,4931,-4.69639875,-174.73704528808594,1258.0
4.010583877563477,67,148,0.0008459126528049375,-127.28952026367188,8,0.0011192746460437775,10064,9963,-3.738041,-20.48975372314453,1258.0
6.999251365661621,67,223,0.0008459126528049375,-122.51451110839844,12,0.001006884267553687,15096,14995,-3.0748172499999993,158.0015106201172,1258.0
3.3189682960510254,67,299,0.0008459126528049375,-119.9892578125,16,0.001087199547328055,20128,20027,-2.73558375,28.670734405517578,1258.0
3.670408010482788,67,2,0.0008459126528049375,-102.12898254394531,20,0.001401773071847856,25160,25059,-2.5248266,-64.9253921508789,1258.0
6.809495449066162,66,78,0.0008459126528049375,-81.17089080810547,24,0.001315529108978808,30192,30091,-2.364514625,-32.678367614746094,1258.0
4.455204010009766,66,153,0.0008459126528049375,-77.20441436767578,28,0.0007623274577781558,35224,35123,-2.2458375357142857,-28.13507080078125,1258.0
5.335391044616699,66,229,0.0008459126528049375,-70.84196472167969,32,0.0002812636666931212,40256,40155,-2.181443625,237.40390014648438,1258.0
2.6436400413513184,66,304,0.0008459126528049375,-66.64115905761719,36,0.0002541012654546648,45288,45187,-2.134516138888889,-19.90195083618164,1258.0
0.9806870222091675,66,4,0.0008459126528049375,-65.96669006347656,40,0.00046325376024469733,50320,50219,-2.0842475499999997,42.10578918457031,1258.0
9.651876449584961,66,80,0.0008459126528049375,-34.33216857910156,44,0.001140022068284452,55352,55251,-2.045533204545454,-55.70658493041992,1258.0
5.27637243270874,66,156,0.0008459126528049375,-27.607515335083008,48,0.0003542919585015625,60384,60283,-2.0104590833333336,12.272290229797363,1258.0
2.235283851623535,66,232,0.0008459126528049375,-22.377098083496094,52,0.0006651424337178469,65416,65315,-1.975438903846154,-41.460018157958984,1258.0
2.6512246131896973,66,308,0.0008459126528049375,-14.413220405578613,56,0.0007204779540188611,70448,70347,-1.9437919464285716,-17.16604232788086,1258.0
1.902691125869751,64,7,0.0008459126528049375,-9.76922607421875,60,0.0007469616248272359,75480,75379,-1.9121458666666669,17.60367774963379,1258.0
2.830617904663086,63,87,0.0008459126528049375,2.505354881286621,64,0.0006517510628327727,80512,80411,-1.891633421875,-76.00949096679688,1258.0
3.842702627182007,62,167,0.0008459126528049375,4.634934902191162,68,0.00044154265196993947,85544,85443,-1.875126955882353,-5.141282081604004,1258.0
3.281519889831543,62,249,0.0008459126528049375,19.832609176635742,72,0.0003389379126019776,90576,90475,-1.8563312777777776,42.31953811645508,1258.0
