train/critic_loss,time/time_elapsed,time/episodes,train/learning_rate,train/ent_coef_loss,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/actor_loss,train/n_updates,train/ent_coef
38.92729187011719,472,4,0.0008459126528049375,-163.20152282714844,5028,1257.0,10,-4.711071,-121.69328308105469,4927,0.017506930977106094
3.5230138301849365,946,8,0.0008459126528049375,-53.25005340576172,10056,1257.0,10,-3.7052199999999997,-117.83777618408203,9955,0.0012187540996819735
6.581359386444092,1421,12,0.0008459126528049375,-15.733713150024414,15084,1257.0,10,-2.948133,-98.2210922241211,14983,0.0018763585248962045
5.78048849105835,1902,16,0.0008459126528049375,29.89505958557129,20112,1257.0,10,-2.571892375,-87.26770782470703,20011,0.0011363450903445482
2.1444077491760254,13,20,0.0008459126528049375,-44.316322326660156,25140,1257.0,10,-2.350557,-74.40081024169922,25039,0.0006707310676574707
1.6098146438598633,490,24,0.0008459126528049375,30.472618103027344,30168,1257.0,10,-2.2207642499999998,-60.354637145996094,30067,0.0002628236834425479
1.1014678478240967,963,28,0.0008459126528049375,-0.21557378768920898,35196,1257.0,10,-2.1525594999999997,-53.62162780761719,35095,0.000491344602778554
6.025487422943115,1435,32,0.0008459126528049375,-31.053550720214844,40224,1257.0,10,-2.09546765625,-50.32533645629883,40123,0.0004003560170531273
3.1032068729400635,1909,36,0.0008459126528049375,-31.89618492126465,45252,1257.0,10,-2.0286355833333327,-23.497791290283203,45151,0.00020036795467603952
0.8390719890594482,25,40,0.0008459126528049375,-16.795778274536133,50280,1257.0,10,-1.974515275,-20.17694091796875,50179,0.00025395615375600755
1.3406386375427246,490,44,0.0008459126528049375,-11.841273307800293,55308,1257.0,10,-1.9343991818181818,-15.752799987792969,55207,0.00017756933812052011
0.5286145210266113,967,48,0.0008459126528049375,69.76641845703125,60336,1257.0,10,-1.8915885416666665,-14.032096862792969,60235,0.0002282680943608284
2.8431782722473145,1444,52,0.0008459126528049375,-48.43086242675781,65364,1257.0,10,-1.8604668269230764,-6.191175937652588,65263,0.000513837905600667
1.6742236614227295,1923,56,0.0008459126528049375,23.383676528930664,70392,1257.0,10,-1.8383133214285714,-0.06975561380386353,70291,0.00040100753540173173
1.6866869926452637,40,60,0.0008459126528049375,-31.58304214477539,75420,1257.0,10,-1.822631133333333,6.462757110595703,75319,0.0005043953424319625
1.4557172060012817,542,64,0.0008459126528049375,-77.22956848144531,80448,1257.0,10,-1.8035320000000001,9.006775856018066,80347,0.00017178240523207933
1.2765039205551147,1036,68,0.0008459126528049375,0.24208718538284302,85476,1257.0,10,-1.7916848970588237,14.146882057189941,85375,0.0002589180658105761
1.6990704536437988,1545,72,0.0008459126528049375,-2.83034348487854,90504,1257.0,10,-1.7736487222222221,19.294179916381836,90403,0.0002265316725242883
