train/ent_coef,rollout/ep_len_mean,train/learning_rate,time/episodes,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/critic_loss,train/actor_loss,train/n_updates,train/ent_coef_loss
0.017342403531074524,1258.0,0.0008459126528049375,4,5032,416,-4.437361,12,1.311452865600586,-123.19945526123047,4931,-171.3805389404297
0.001225813408382237,1258.0,0.0008459126528049375,8,10064,850,-3.3670261249999998,11,1.7512702941894531,-129.7279815673828,9963,68.07328796386719
0.0012688717106357217,1258.0,0.0008459126528049375,12,15096,1294,-2.7507404166666665,11,1.1020135879516602,-133.319580078125,14995,-58.1688232421875
0.0008110813796520233,1258.0,0.0008459126528049375,16,20128,1739,-2.4671201875,11,1.447191834449768,-137.288330078125,20027,18.644563674926758
0.0010897183092311025,1258.0,0.0008459126528049375,20,25160,14,-2.301369,11,1.4812538623809814,-141.17018127441406,25059,27.674406051635742
0.0007887331885285676,1258.0,0.0008459126528049375,24,30192,463,-2.1405301666666667,11,4.283824443817139,-144.90443420410156,30091,42.23323059082031
0.0009905146434903145,1258.0,0.0008459126528049375,28,35224,913,-2.027677392857143,11,4.301358222961426,-146.40252685546875,35123,260.3770751953125
0.0007734426762908697,1258.0,0.0008459126528049375,32,40256,1357,-1.9598070625,11,67.34912109375,-148.890380859375,40155,1.931276559829712
0.0006891466327942908,1258.0,0.0008459126528049375,36,45288,1802,-1.8891858333333336,11,4.4155426025390625,-147.81741333007812,45187,131.22232055664062
0.0006386941531673074,1258.0,0.0008459126528049375,40,50320,28,-1.8212905499999998,11,63.633060455322266,-148.4101104736328,50219,77.48414611816406
0.0006536371074616909,1258.0,0.0008459126528049375,44,55352,472,-1.7741117727272724,11,3.448578119277954,-150.67062377929688,55251,-14.852385520935059
0.0009168012766167521,1258.0,0.0008459126528049375,48,60384,914,-1.7346257916666665,11,2.9529261589050293,-150.26809692382812,60283,56.83115768432617
0.0018532562535256147,1258.0,0.0008459126528049375,52,65416,1356,-1.6998058076923075,11,63.08112335205078,-151.4241485595703,65315,0.3126118779182434
0.001376933534629643,1258.0,0.0008459126528049375,56,70448,1798,-1.6689201607142858,11,8.166324615478516,-152.02557373046875,70347,-35.936031341552734
0.0017454600892961025,1258.0,0.0008459126528049375,60,75480,43,-1.6293758166666668,11,4.400583744049072,-152.13531494140625,75379,-35.55772399902344
0.0016676601953804493,1258.0,0.0008459126528049375,64,80512,503,-1.60743053125,10,58.31208801269531,-149.76129150390625,80411,-20.48126983642578
0.0012025322066619992,1258.0,0.0008459126528049375,68,85544,965,-1.5798664558823527,10,4.882719993591309,-153.33155822753906,85443,29.421295166015625
0.0010229290928691626,1258.0,0.0008459126528049375,72,90576,1424,-1.5590436805555554,10,6.902769088745117,-147.26739501953125,90475,64.86885070800781
0.0018846448510885239,1258.0,0.0008459126528049375,76,95608,1879,-1.5401409736842104,10,7.366723537445068,-142.9740447998047,95507,38.382144927978516
