rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/fps,train/ent_coef_loss,train/critic_loss,train/actor_loss,time/total_timesteps,train/ent_coef,time/time_elapsed,train/n_updates,train/learning_rate
-4.9034569999999995,4,1258.0,21,-169.24440002441406,1.1768224239349365,-122.97314453125,5032,0.01717413030564785,229,4931,0.0008459126528049375
-3.855634125,8,1258.0,22,-25.48206329345703,8.528610229492188,-128.6959228515625,10064,0.0009515140554867685,453,9963,0.0008459126528049375
