time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/loss,train/std,train/learning_rate,train/approx_kl,train/n_updates,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
0,512,4076,1,,,,,,,,,,,,,
0,1024,2447,2,-0.027009587778593414,0.15115513644559542,-0.6745257377624512,0.2,-44.02260410785675,-0.03502323105931282,1.0020989179611206,0.0004092704424510632,0.013877994,16,0.2164306640625,,
0,1536,2127,3,-0.03746559878345579,0.0038425696693593636,0.0244867205619812,0.2,-44.055858731269836,-0.05387353152036667,1.0023720264434814,0.0004092704424510632,0.019756533,32,0.2974853515625,1257.0,-2.254042
1,2048,1997,4,-0.028288603440159932,0.024626976461149752,-0.0038819313049316406,0.2,-44.045071601867676,-0.015530243515968323,1.0014891624450684,0.0004092704424510632,0.020803597,48,0.2872314453125,1257.0,-2.254042
1,2560,1944,5,-0.029309217003174126,0.002989743912621634,0.018436014652252197,0.2,-44.03007698059082,-0.0384489931166172,1.001744031906128,0.0004092704424510632,0.020770598,64,0.300537109375,1257.0,-2.3172829999999998
1,3072,1899,6,-0.02770888159284368,0.03214129578555003,0.0033525824546813965,0.2,-44.04149067401886,-0.016456253826618195,1.001909613609314,0.0004092704424510632,0.019204564,80,0.286376953125,1257.0,-2.3172829999999998
1,3584,1865,7,-0.029028569726506248,0.0055384487204719335,0.01005464792251587,0.2,-44.06837069988251,-0.032047759741544724,1.0042952299118042,0.0004092704424510632,0.020207334,96,0.281005859375,1257.0,-2.3172829999999998
2,4096,1854,8,-0.023995960582396947,0.0037422860550577752,0.013732612133026123,0.2,-44.137179017066956,-0.03715991601347923,1.0053759813308716,0.0004092704424510632,0.014152393,112,0.236083984375,1257.0,-2.3270906666666664
2,4608,1840,9,-0.022780555649660528,0.04417565150652081,0.005933940410614014,0.2,-44.14679038524628,-0.005148336291313171,1.0051578283309937,0.0004092704424510632,0.019214867,128,0.234619140625,1257.0,-2.3270906666666664
2,5120,1826,10,-0.025930039817467332,0.0016322604751621839,-0.0157773494720459,0.2,-44.13662087917328,-0.03746776282787323,1.005237102508545,0.0004092704424510632,0.018840078,144,0.249755859375,1257.0,-2.2981865
3,5632,1819,11,-0.02747051753976848,0.050334646832197905,0.00971442461013794,0.2,-44.15578269958496,-0.014914223924279213,1.00590980052948,0.0004092704424510632,0.020517785,160,0.2891845703125,1257.0,-2.2981865
3,6144,1808,12,-0.030282597814220935,0.0044564664422068745,-0.017083287239074707,0.2,-44.186198592185974,-0.03994646295905113,1.0079180002212524,0.0004092704424510632,0.02228375,176,0.2747802734375,1257.0,-2.2981865
3,6656,1803,13,-0.02440329572709743,0.004227081430144608,0.0064997076988220215,0.2,-44.23687505722046,-0.03845338523387909,1.0085266828536987,0.0004092704424510632,0.017452292,192,0.2230224609375,1257.0,-2.3128824
3,7168,1798,14,-0.027779361451393925,0.06926729797851294,0.001989901065826416,0.2,-44.23057150840759,-0.012934625148773193,1.0077250003814697,0.0004092704424510632,0.021652784,208,0.2762451171875,1257.0,-2.3128824
4,7680,1793,15,-0.02547029804554768,0.0022690869445796125,0.048452913761138916,0.2,-44.20660746097565,-0.03368142992258072,1.007542610168457,0.0004092704424510632,0.014391962,224,0.2196044921875,1257.0,-2.316866166666667
4,8192,1787,16,-0.0334259863011539,0.06928978569339961,0.015812277793884277,0.2,-44.210816621780396,-0.020148780196905136,1.00773024559021,0.0004092704424510632,0.028738664,240,0.29443359375,1257.0,-2.316866166666667
4,8704,1785,17,-0.022643058706307784,0.004731910805276129,0.0158119797706604,0.2,-44.21922302246094,-0.03601331263780594,1.00881028175354,0.0004092704424510632,0.01819763,256,0.260986328125,1257.0,-2.316866166666667
5,9216,1784,18,-0.020339393231552094,0.004163977180724032,-0.0036687850952148438,0.2,-44.26747179031372,-0.026451310142874718,1.0102933645248413,0.0004092704424510632,0.013441989,272,0.19140625,1257.0,-2.307382
5,9728,1782,19,-0.02846182309440337,0.08825269306544214,0.00684201717376709,0.2,-44.274174094200134,0.002812698483467102,1.008791446685791,0.0004092704424510632,0.018764077,288,0.300537109375,1257.0,-2.307382
5,10240,1780,20,-0.02676039897778537,0.003009543528605718,-0.18495476245880127,0.2,-44.23900520801544,-0.03730358928442001,1.0091822147369385,0.0004092704424510632,0.013908632,304,0.252685546875,1257.0,-2.324316125
6,10752,1776,21,-0.02562872928683646,0.06989144708495587,0.044305622577667236,0.2,-44.2492561340332,-0.004887517541646957,1.0084980726242065,0.0004092704424510632,0.018587377,320,0.2786865234375,1257.0,-2.324316125
6,11264,1775,22,-0.025058870785869658,0.007626214930496644,-0.7950199842453003,0.2,-44.232489705085754,-0.041703421622514725,1.0088742971420288,0.0004092704424510632,0.015985804,336,0.2437744140625,1257.0,-2.324316125
6,11776,1775,23,-0.03036798138055019,0.003131623972876696,-0.0026483535766601562,0.2,-44.22968769073486,-0.05023375153541565,1.0077917575836182,0.0004092704424510632,0.018227976,352,0.259033203125,1257.0,-2.3084450000000003
6,12288,1774,24,-0.025139175821095705,0.07233755092602223,0.011192619800567627,0.2,-44.22225570678711,-0.012162715196609497,1.0094294548034668,0.0004092704424510632,0.018219523,368,0.2608642578125,1257.0,-2.3084450000000003
7,12800,1770,25,-0.022693971171975136,0.00568608456524089,-0.6318905353546143,0.2,-44.27007865905762,-0.027676071971654892,1.0100494623184204,0.0004092704424510632,0.012543105,384,0.193603515625,1257.0,-2.3189555000000004
7,13312,1768,26,-0.02884128605364822,0.07108334021177143,0.16938424110412598,0.2,-44.24114108085632,-0.025359906256198883,1.0078222751617432,0.0004092704424510632,0.02998411,400,0.2554931640625,1257.0,-2.3189555000000004
7,13824,1765,27,-0.023704603780061007,0.008789374900516123,-0.7476805448532104,0.2,-44.184776186943054,-0.02455662563443184,1.0068939924240112,0.0004092704424510632,0.016828895,416,0.2159423828125,1257.0,-2.3189555000000004
8,14336,1762,28,-0.033380592620233074,0.004327556562202517,0.2755727171897888,0.2,-44.15866446495056,-0.05117025598883629,1.0058821439743042,0.0004092704424510632,0.037289992,432,0.28515625,1257.0,-2.3091355454545455
8,14848,1764,29,-0.021614847835735418,0.013475517363986,0.11325597763061523,0.2,-44.12504482269287,-0.02655218169093132,1.0045820474624634,0.0004092704424510632,0.021021139,448,0.23095703125,1257.0,-2.3091355454545455
8,15360,1765,30,-0.028255701472517103,0.006423588041798212,0.12959253787994385,0.2,-44.10122048854828,-0.045547615736722946,1.0047310590744019,0.0004092704424510632,0.022481138,464,0.2216796875,1257.0,-2.2940615
9,15872,1760,31,-0.018805820116540417,0.06897618225775659,0.23311597108840942,0.2,-44.09955143928528,-0.002588210627436638,1.0041236877441406,0.0004092704424510632,0.02021665,480,0.1759033203125,1257.0,-2.2940615
9,16384,1759,32,-0.022072762323659845,0.0067997671067132615,-2.2798919677734375,0.2,-44.083181262016296,-0.021731622517108917,1.0038357973098755,0.0004092704424510632,0.016742265,496,0.195068359375,1257.0,-2.2835360000000002
