time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/loss,train/std,train/learning_rate,train/approx_kl,train/n_updates,train/clip_fraction,rollout/ep_len_mean,rollout/ep_rew_mean
0,512,4017,1,,,,,,,,,,,,,
0,1024,2438,2,-0.03265374539842014,0.10191549913724884,-0.09107661247253418,0.2,-43.968300461769104,-0.05279366672039032,0.9985968470573425,0.0004092704424510632,0.018202169,16,0.2427978515625,,
0,1536,2179,3,-0.03385940392035991,0.00436103389802156,0.005217373371124268,0.2,-43.924293875694275,-0.03183615952730179,0.9976747632026672,0.0004092704424510632,0.021746378,32,0.3250732421875,1257.0,-2.529222
0,2048,2066,4,-0.030104760691756383,0.0022985660580161493,0.02574533224105835,0.2,-43.89909052848816,-0.03961233049631119,0.9965195059776306,0.0004092704424510632,0.017140912,48,0.2998046875,1257.0,-2.529222
1,2560,2016,5,-0.021470898813277017,0.0031632512327632867,0.03238719701766968,0.2,-43.87324321269989,-0.030363526195287704,0.9967783093452454,0.0004092704424510632,0.014073427,64,0.206787109375,1257.0,-2.439706
1,3072,1977,6,-0.028174741135444492,0.004127246946154628,0.002115607261657715,0.2,-43.892993688583374,-0.03961572051048279,0.9973117709159851,0.0004092704424510632,0.018576114,80,0.26513671875,1257.0,-2.439706
1,3584,1948,7,-0.027582011942286044,0.0034560193307697773,0.03804588317871094,0.2,-43.90046668052673,-0.041749753057956696,0.9972431063652039,0.0004092704424510632,0.0147123495,96,0.240966796875,1257.0,-2.439706
2,4096,1928,8,-0.026909063628409058,0.0035455393153824843,0.008160114288330078,0.2,-43.89798820018768,-0.045028023421764374,0.9972171187400818,0.0004092704424510632,0.018631611,112,0.2725830078125,1257.0,-2.3384543333333334
2,4608,1911,9,-0.028591387468622997,0.01060994531144388,0.005710721015930176,0.2,-43.89212453365326,-0.036291249096393585,0.9969329237937927,0.0004092704424510632,0.02109611,128,0.277099609375,1257.0,-2.3384543333333334
2,5120,1894,10,-0.028201471570355352,0.0019085559015366016,0.06201303005218506,0.2,-43.90134632587433,-0.030848518013954163,0.9982109069824219,0.0004092704424510632,0.018181372,144,0.29931640625,1257.0,-2.30045225
2,5632,1883,11,-0.0209930799464928,0.013376644754316658,-0.0016993284225463867,0.2,-43.91161251068115,-0.029234955087304115,0.996480405330658,0.0004092704424510632,0.013321792,160,0.1932373046875,1257.0,-2.30045225
3,6144,1873,12,-0.031259375777153764,0.003432562472880818,0.05385643243789673,0.2,-43.87134039402008,-0.05084952339529991,0.9970932006835938,0.0004092704424510632,0.021731783,176,0.289306640625,1257.0,-2.30045225
3,6656,1861,13,-0.03455561134614982,0.004304284891986754,0.008495628833770752,0.2,-43.89988446235657,-0.050006203353405,0.9974188804626465,0.0004092704424510632,0.027362516,192,0.311767578125,1257.0,-2.3148818
3,7168,1853,14,-0.031301358412747504,0.02403074037283659,0.0006879568099975586,0.2,-43.90505135059357,-0.026176974177360535,0.99806809425354,0.0004092704424510632,0.025947921,208,0.3035888671875,1257.0,-2.3148818
4,7680,1847,15,-0.028744534065481275,0.0034172615269199014,0.022850394248962402,0.2,-43.918872356414795,-0.04503633826971054,0.9977896213531494,0.0004092704424510632,0.01821597,224,0.26513671875,1257.0,-2.3006551666666666
4,8192,1839,16,-0.02437304996419698,0.023929038987262174,0.002583324909210205,0.2,-43.897783279418945,-0.03161891922354698,0.9970885515213013,0.0004092704424510632,0.02162861,240,0.2530517578125,1257.0,-2.3006551666666666
4,8704,1832,17,-0.03182504928554408,0.004497497335250955,0.10160011053085327,0.2,-43.88566029071808,-0.05114969238638878,0.9973776340484619,0.0004092704424510632,0.02402692,256,0.3062744140625,1257.0,-2.3006551666666666
5,9216,1826,18,-0.02486646975739859,0.003255160518165212,-0.05180251598358154,0.2,-43.90349757671356,-0.03446786850690842,0.9980759024620056,0.0004092704424510632,0.017586257,272,0.2117919921875,1257.0,-2.2958515714285714
5,9728,1819,19,-0.024906765946070664,0.041628067672718316,0.000799715518951416,0.2,-43.90691590309143,-0.01459534838795662,0.9972244501113892,0.0004092704424510632,0.018510934,288,0.24560546875,1257.0,-2.2958515714285714
5,10240,1814,20,-0.025117536206380464,0.0032230966462520882,0.006515622138977051,0.2,-43.87516379356384,-0.04111042618751526,0.9959160685539246,0.0004092704424510632,0.015558422,304,0.2291259765625,1257.0,-2.290854125
5,10752,1812,21,-0.02452892961446196,0.044062454311642796,0.0025646090507507324,0.2,-43.839730620384216,-0.0015616249293088913,0.9951915740966797,0.0004092704424510632,0.01621488,320,0.252685546875,1257.0,-2.290854125
6,11264,1810,22,-0.025220627590897493,0.00496695569017902,-0.045865654945373535,0.2,-43.82012903690338,-0.032384030520915985,0.9945465922355652,0.0004092704424510632,0.01608774,336,0.2203369140625,1257.0,-2.290854125
6,11776,1809,23,-0.026097712223418057,0.003453819615970133,0.00917893648147583,0.2,-43.800225138664246,-0.03233214467763901,0.9942670464515686,0.0004092704424510632,0.017898116,352,0.24853515625,1257.0,-2.2846145555555557
6,12288,1806,24,-0.02483004459645599,0.0542299363296479,0.0010660886764526367,0.2,-43.79952871799469,-0.004160843789577484,0.9945919513702393,0.0004092704424510632,0.028061705,368,0.2730712890625,1257.0,-2.2846145555555557
7,12800,1807,25,-0.02933892454893794,0.004170938271272462,0.028329789638519287,0.2,-43.78428494930267,-0.03733856976032257,0.992979884147644,0.0004092704424510632,0.02830664,384,0.3033447265625,1257.0,-2.3024233
7,13312,1803,26,-0.025514715831377544,0.06482642248738557,0.0019704699516296387,0.2,-43.729761242866516,-0.012370109558105469,0.9914500117301941,0.0004092704424510632,0.022399165,400,0.2457275390625,1257.0,-2.3024233
7,13824,1803,27,-0.03165597475890536,0.0036492585131782107,0.08601295948028564,0.2,-43.73626506328583,-0.049647003412246704,0.9942046403884888,0.0004092704424510632,0.02492476,416,0.284423828125,1257.0,-2.3024233
7,14336,1803,28,-0.023535080086730886,0.0037672763064620085,0.0659603476524353,0.2,-43.80473351478577,-0.030514337122440338,0.9946004748344421,0.0004092704424510632,0.016892841,432,0.2247314453125,1257.0,-2.286795272727273
8,14848,1804,29,-0.01974902099755127,0.013693716027773917,0.022677063941955566,0.2,-43.79153907299042,-0.016982948407530785,0.9938719868659973,0.0004092704424510632,0.01974871,448,0.238037109375,1257.0,-2.286795272727273
8,15360,1805,30,-0.034076499185175635,0.003811784539720975,0.13111788034439087,0.2,-43.77059507369995,-0.050693679600954056,0.9933503270149231,0.0004092704424510632,0.027616438,464,0.287841796875,1257.0,-2.27853975
8,15872,1804,31,-0.027594649989623576,0.101659354288131,0.0069127678871154785,0.2,-43.74162995815277,0.01653829589486122,0.9919009804725647,0.0004092704424510632,0.023398258,480,0.281005859375,1257.0,-2.27853975
9,16384,1804,32,-0.02149340763571672,0.003060326915147016,0.07600921392440796,0.2,-43.7250519990921,-0.03017202951014042,0.9927096962928772,0.0004092704424510632,0.01418989,496,0.1612548828125,1257.0,-2.2755664615384616
9,16896,1804,33,-0.03006575402105227,0.10151963634416461,0.005631148815155029,0.2,-43.75265038013458,0.01176341250538826,0.9933339357376099,0.0004092704424510632,0.02429181,512,0.2818603515625,1257.0,-2.2755664615384616
9,17408,1803,34,-0.023121882011764683,0.006573672610102221,0.2797766327857971,0.2,-43.787307143211365,-0.035797469317913055,0.9949054718017578,0.0004092704424510632,0.01993059,528,0.228271484375,1257.0,-2.2755664615384616
9,17920,1802,35,-0.02573850176850101,0.003458331630099565,-0.0295180082321167,0.2,-43.823391795158386,-0.03277607634663582,0.9954094290733337,0.0004092704424510632,0.015898064,544,0.2283935546875,1257.0,-2.2763169285714286
10,18432,1803,36,-0.025152428628643975,0.10685379151254892,0.02101731300354004,0.2,-43.83967316150665,-0.005757596343755722,0.9961937665939331,0.0004092704424510632,0.021139681,560,0.289794921875,1257.0,-2.2763169285714286
10,18944,1803,37,-0.02168031779001467,0.007329230771574657,-0.941116213798523,0.2,-43.85836088657379,-0.03493700921535492,0.9963879585266113,0.0004092704424510632,0.01589421,576,0.183837890625,1257.0,-2.2844153333333335
10,19456,1803,38,-0.03156472195405513,0.0895467302761972,0.04640650749206543,0.2,-43.8655731678009,-0.005389578640460968,0.9971620440483093,0.0004092704424510632,0.0334261,592,0.3067626953125,1257.0,-2.2844153333333335
11,19968,1801,39,-0.0314988458994776,0.0056410263205179945,-0.1075448989868164,0.2,-43.866902589797974,-0.04247777536511421,0.9961630702018738,0.0004092704424510632,0.022484764,608,0.225341796875,1257.0,-2.2844153333333335
11,20480,1797,40,-0.028106663419748656,0.004019699423224665,-0.07263505458831787,0.2,-43.84785044193268,-0.03824489191174507,0.9964826107025146,0.0004092704424510632,0.01692443,624,0.2542724609375,1257.0,-2.2867434374999998
11,20992,1794,41,-0.027398010206525214,0.07860671437811106,0.03653454780578613,0.2,-43.860308051109314,-0.022803012281656265,0.9968177676200867,0.0004092704424510632,0.025297828,640,0.2523193359375,1257.0,-2.2867434374999998
12,21504,1789,42,-0.03269570397969801,0.006228132202522829,-3.346312999725342,0.2,-43.86286771297455,-0.03796688839793205,0.9963765144348145,0.0004092704424510632,0.02311402,656,0.2706298828125,1257.0,-2.2830826470588232
12,22016,1787,43,-0.03249582528951578,0.11814510216936469,0.0076043009757995605,0.2,-43.84527909755707,0.016274426132440567,0.9960648417472839,0.0004092704424510632,0.026051447,672,0.298583984375,1257.0,-2.2830826470588232
