time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/n_updates,train/approx_kl,train/explained_variance,train/clip_range,train/value_loss,train/std,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/learning_rate,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
11,5632,4,1334,160,0.028874973,-0.0037908554077148438,0.2,0.0406982718850486,0.994195818901062,-0.034070142544806004,-43.79165291786194,0.339111328125,0.0004092704424510632,-0.01688212901353836,1257.0,-2.44818525
12,6144,4,1329,176,0.018643957,-0.07850790023803711,0.2,0.005708119322662242,0.9942423105239868,-0.030077758070547134,-43.80364203453064,0.2911376953125,0.0004092704424510632,-0.04025010019540787,1257.0,-2.44818525
13,6656,5,1322,192,0.01854393,0.001661837100982666,0.2,0.005106945689476561,0.9955816864967346,-0.0276274938514689,-43.81816339492798,0.2783203125,0.0004092704424510632,-0.03633222356438637,1257.0,-2.4535024
14,7168,5,1318,208,0.031716976,-1.1086463928222656e-05,0.2,0.06949019827879965,0.9936376214027405,-0.03873863417538814,-43.82220113277435,0.3314208984375,0.0004092704424510632,-0.007630106061697006,1257.0,-2.4535024
15,7680,5,1313,224,0.019818034,-0.007591605186462402,0.2,0.0031014384803711437,0.9930020570755005,-0.02897229128575418,-43.765604853630066,0.2576904296875,0.0004092704424510632,-0.03722734749317169,1257.0,-2.4635265
16,8192,6,1311,240,0.017646242,1.3470649719238281e-05,0.2,0.06622838438488543,0.9922882914543152,-0.02128150536736939,-43.74945867061615,0.2342529296875,0.0004092704424510632,-0.0011600740253925323,1257.0,-2.4635265
17,8704,6,1308,256,0.017683627,-0.2059570550918579,0.2,0.004480923555092886,0.9916858077049255,-0.0190495804999955,-43.7237594127655,0.1956787109375,0.0004092704424510632,-0.03073963150382042,1257.0,-2.4635265
18,9216,7,1305,272,0.017056547,3.236532211303711e-05,0.2,0.003950984108087141,0.9917096495628357,-0.02846276937634684,-43.7155385017395,0.24658203125,0.0004092704424510632,-0.046936120837926865,1257.0,-2.434207285714286
19,9728,7,1304,288,0.016068274,0.00024121999740600586,0.2,0.09012166853062809,0.9917832016944885,-0.020616007561329752,-43.72088921070099,0.2230224609375,0.0004092704424510632,0.02935677021741867,1257.0,-2.434207285714286
20,10240,7,1302,304,0.020116067,-0.003049015998840332,0.2,0.003102962251432473,0.9917058348655701,-0.03017399995587766,-43.71178221702576,0.2647705078125,0.0004092704424510632,-0.03218953683972359,1257.0,-2.439424125
21,10752,8,1300,320,0.016420893,0.0006446242332458496,0.2,0.08677267539314926,0.9902289509773254,-0.023873519123299047,-43.698418736457825,0.2203369140625,0.0004092704424510632,0.003743290901184082,1257.0,-2.439424125
22,11264,8,1298,336,0.02069932,-0.09240555763244629,0.2,0.00589016723097302,0.9900396466255188,-0.021370101581851486,-43.656493067741394,0.211669921875,0.0004092704424510632,-0.023794937878847122,1257.0,-2.439424125
23,11776,9,1297,352,0.013447393,-0.0005390644073486328,0.2,0.004637482896214351,0.9904504418373108,-0.021474570836289786,-43.66430306434631,0.1910400390625,0.0004092704424510632,-0.026673834770917892,1257.0,-2.4574124444444445
24,12288,9,1295,368,0.031898074,0.0002689957618713379,0.2,0.11700596869923174,0.990524172782898,-0.026268052635714412,-43.67109143733978,0.2769775390625,0.0004092704424510632,0.012462485581636429,1257.0,-2.4574124444444445
25,12800,9,1293,384,0.01675748,0.0005441904067993164,0.2,0.005246209941105917,0.9894533753395081,-0.022838040225906298,-43.659900188446045,0.2186279296875,0.0004092704424510632,-0.037343285977840424,1257.0,-2.4806967
26,13312,10,1292,400,0.0165268,0.0005643963813781738,0.2,0.12960663088597357,0.9876399636268616,-0.01991622956120409,-43.61195492744446,0.184326171875,0.0004092704424510632,0.017216619104146957,1257.0,-2.4806967
27,13824,10,1292,416,0.02224195,-0.06131100654602051,0.2,0.007850881622289307,0.9872763752937317,-0.02247791428817436,-43.57101655006409,0.2442626953125,0.0004092704424510632,-0.033174943178892136,1257.0,-2.4806967
28,14336,11,1291,432,0.013962509,-6.091594696044922e-05,0.2,0.004768501159560401,0.988720178604126,-0.026542709121713415,-43.584452509880066,0.22705078125,0.0004092704424510632,-0.04443104565143585,1257.0,-2.489817181818182
29,14848,11,1290,448,0.019480774,-6.580352783203125e-05,0.2,0.024360018724109977,0.9893628358840942,-0.01844697525666561,-43.62461173534393,0.2322998046875,0.0004092704424510632,-0.007534983567893505,1257.0,-2.489817181818182
30,15360,11,1289,464,0.01567974,3.528594970703125e-05,0.2,0.004980741425242741,0.9888537526130676,-0.022448398871347308,-43.62561273574829,0.2113037109375,0.0004092704424510632,-0.033720504492521286,1257.0,-2.47165
31,15872,12,1288,480,0.018741831,0.0001932382583618164,0.2,0.17146602040156722,0.9845204949378967,-0.024576446710852906,-43.55198347568512,0.2288818359375,0.0004092704424510632,0.037337418645620346,1257.0,-2.47165
32,16384,12,1287,496,0.0319836,-0.0009248256683349609,0.2,0.003628333011874929,0.9817718267440796,-0.027496156719280407,-43.41857039928436,0.2825927734375,0.0004092704424510632,-0.034481700509786606,1257.0,-2.4756194615384617
33,16896,13,1286,512,0.021730222,0.0002936720848083496,0.2,0.16808121046051383,0.9818236231803894,-0.027781865501310676,-43.38095581531525,0.2418212890625,0.0004092704424510632,0.05176205560564995,1257.0,-2.4756194615384617
34,17408,13,1285,528,0.025069414,-0.0028679370880126953,0.2,0.0066536822996567935,0.9828497767448425,-0.029545319674070925,-43.40268790721893,0.2860107421875,0.0004092704424510632,-0.027866672724485397,1257.0,-2.4756194615384617
35,17920,13,1285,544,0.015927276,-0.0016264915466308594,0.2,0.005022141987865325,0.983538806438446,-0.028163954993942752,-43.43055188655853,0.228271484375,0.0004092704424510632,-0.032858286052942276,1257.0,-2.476580142857143
36,18432,14,1283,560,0.025608417,0.00025278329849243164,0.2,0.18665916239842772,0.9853814244270325,-0.028627496867557056,-43.4633606672287,0.2581787109375,0.0004092704424510632,0.05346406623721123,1257.0,-2.476580142857143
37,18944,14,1283,576,0.017955907,-0.016096949577331543,0.2,0.0021225050313660176,0.9874327778816223,-0.029416262928862125,-43.526744961738586,0.2611083984375,0.0004092704424510632,-0.03572478145360947,1257.0,-2.478010466666667
38,19456,15,1283,592,0.023213804,0.0005532503128051758,0.2,0.18103170581161976,0.9883116483688354,-0.02780735556734726,-43.578848123550415,0.2548828125,0.0004092704424510632,0.059477247297763824,1257.0,-2.478010466666667
39,19968,15,1282,608,0.027243968,-0.11422741413116455,0.2,0.006726011939463206,0.9884089231491089,-0.029607487958855927,-43.588775873184204,0.3013916015625,0.0004092704424510632,-0.03220122680068016,1257.0,-2.478010466666667
40,20480,15,1282,624,0.022782292,-0.003201723098754883,0.2,0.004386755492305383,0.9892886281013489,-0.03132492851000279,-43.60054850578308,0.2884521484375,0.0004092704424510632,-0.05167350172996521,1257.0,-2.4793333125
41,20992,16,1281,640,0.021642826,0.00019055604934692383,0.2,0.20638124085962772,0.9873960018157959,-0.029139116290025413,-43.59707045555115,0.24853515625,0.0004092704424510632,0.07790925353765488,1257.0,-2.4793333125
42,21504,16,1280,656,0.023380069,-0.0009523630142211914,0.2,0.003393490580492653,0.9871175289154053,-0.02850216531078331,-43.554335594177246,0.2540283203125,0.0004092704424510632,-0.03597744181752205,1257.0,-2.4885535882352943
43,22016,17,1280,672,0.018309029,0.00031769275665283203,0.2,0.1873574503697455,0.9869330525398254,-0.026948753074975684,-43.549686908721924,0.24560546875,0.0004092704424510632,0.06940703094005585,1257.0,-2.4885535882352943
44,22528,17,1276,688,0.02343041,-0.007036328315734863,0.2,0.00488710750505561,0.9861935973167419,-0.025166280582197942,-43.537410259246826,0.24365234375,0.0004092704424510632,-0.03970736265182495,1257.0,-2.4885535882352943
45,23040,18,1275,704,0.019120434,0.0005667805671691895,0.2,0.0048815601476235315,0.987632155418396,-0.02557391683512833,-43.535662055015564,0.225341796875,0.0004092704424510632,-0.04106663540005684,1257.0,-2.4823855555555556
46,23552,18,1275,720,0.017676972,0.0002796053886413574,0.2,0.21451429929584265,0.9866198301315308,-0.022655073669739068,-43.560585021972656,0.216064453125,0.0004092704424510632,0.09139334410429001,1257.0,-2.4823855555555556
47,24064,18,1275,736,0.020249486,0.000507354736328125,0.2,0.004097389806702267,0.9854199290275574,-0.027027193398680538,-43.511483669281006,0.2432861328125,0.0004092704424510632,-0.03993910551071167,1257.0,-2.485868052631579
48,24576,19,1275,752,0.022189658,0.0004153251647949219,0.2,0.20058063231408596,0.9822604656219482,-0.02446751168463379,-43.454609513282776,0.2408447265625,0.0004092704424510632,0.07189249247312546,1257.0,-2.485868052631579
49,25088,19,1275,768,0.029559832,-0.03157210350036621,0.2,0.004211044491967186,0.9802923798561096,-0.023359617349342443,-43.35929811000824,0.2376708984375,0.0004092704424510632,-0.04453602805733681,1257.0,-2.485868052631579
50,25600,20,1274,784,0.014073171,-0.0006589889526367188,0.2,0.006650562754657585,0.9805322885513306,-0.02398770368017722,-43.33053517341614,0.199951171875,0.0004092704424510632,-0.04538571834564209,1257.0,-2.48925315
51,26112,20,1274,800,0.021523293,0.0002339482307434082,0.2,0.21768189081922174,0.9792699217796326,-0.02800675734761171,-43.32769775390625,0.266357421875,0.0004092704424510632,0.05699481815099716,1257.0,-2.48925315
52,26624,20,1274,816,0.019500159,-0.012286901473999023,0.2,0.004122419595660176,0.9760071039199829,-0.03013799501786707,-43.25361740589142,0.25048828125,0.0004092704424510632,-0.037448715418577194,1257.0,-2.487011238095238
53,27136,21,1273,832,0.02451111,0.0003871321678161621,0.2,0.22352591110393405,0.9733355045318604,-0.02606343194565852,-43.158977031707764,0.2315673828125,0.0004092704424510632,0.08050200343132019,1257.0,-2.487011238095238
54,27648,21,1273,848,0.020631209,-0.0060967206954956055,0.2,0.005774346114776563,0.9728643298149109,-0.027049927863117773,-43.10584485530853,0.26513671875,0.0004092704424510632,-0.039633020758628845,1257.0,-2.487011238095238
55,28160,22,1273,864,0.020427521,0.0013164281845092773,0.2,0.00540693700168049,0.973264217376709,-0.03225964229204692,-43.10476112365723,0.2462158203125,0.0004092704424510632,-0.04526529833674431,1257.0,-2.4926239999999997
56,28672,22,1273,880,0.020685691,7.635354995727539e-05,0.2,0.0625952752889134,0.9734500646591187,-0.01850572574767284,-43.10870087146759,0.2239990234375,0.0004092704424510632,0.003757484257221222,1257.0,-2.4926239999999997
57,29184,22,1273,896,0.015788676,-1.1920928955078125e-07,0.2,0.005171967663045507,0.972791314125061,-0.018292737076990306,-43.10858750343323,0.1995849609375,0.0004092704424510632,-0.012785067781805992,1257.0,-2.4911464782608697
58,29696,23,1274,912,0.02869216,0.0001538395881652832,0.2,0.2611180078238249,0.9727463722229004,-0.02561518874426838,-43.090391397476196,0.2496337890625,0.0004092704424510632,0.10917223244905472,1257.0,-2.4911464782608697
59,30208,23,1274,928,0.024641458,-0.006911635398864746,0.2,0.003052063926588744,0.9721613526344299,-0.026149941098992713,-43.08289122581482,0.270751953125,0.0004092704424510632,-0.041265081614255905,1257.0,-2.48111475
60,30720,24,1273,944,0.020474076,0.00040459632873535156,0.2,0.23951334273442626,0.9709008932113647,-0.025568389784893952,-43.05619668960571,0.236328125,0.0004092704424510632,0.07859304547309875,1257.0,-2.48111475
61,31232,24,1273,960,0.018820282,-0.20327520370483398,0.2,0.008165286286384799,0.9700459837913513,-0.028572965718922205,-43.01383554935455,0.233154296875,0.0004092704424510632,-0.043022774159908295,1257.0,-2.48111475
62,31744,24,1272,976,0.01929644,-0.0002830028533935547,0.2,0.004983465340046678,0.9696345329284668,-0.021856129926163703,-43.00314402580261,0.216552734375,0.0004092704424510632,-0.0175149105489254,1257.0,-2.47920332
63,32256,25,1271,992,0.02202273,9.268522262573242e-05,0.2,0.2567859021946788,0.9674309492111206,-0.02072032165597193,-42.95834684371948,0.220458984375,0.0004092704424510632,0.07391664385795593,1257.0,-2.47920332
64,32768,25,1271,1008,0.018222658,-0.0044176578521728516,0.2,0.0023350581468548626,0.9661980867385864,-0.02355246326624183,-42.8977997303009,0.2078857421875,0.0004092704424510632,-0.042432501912117004,1257.0,-2.4791556923076925
65,33280,26,1270,1024,0.022420991,0.00017130374908447266,0.2,0.23672045255079865,0.9654109477996826,-0.027839654561830685,-42.86696493625641,0.239990234375,0.0004092704424510632,0.07826709002256393,1257.0,-2.4791556923076925
66,33792,26,1270,1040,0.018166594,-0.01178288459777832,0.2,0.005494628974702209,0.9642797708511353,-0.02430381064186804,-42.8322571516037,0.2137451171875,0.0004092704424510632,-0.034131839871406555,1257.0,-2.4791556923076925
67,34304,27,1270,1056,0.018818151,-0.0006126165390014648,0.2,0.004497778827499133,0.9650172591209412,-0.021445317615871318,-42.82279181480408,0.2255859375,0.0004092704424510632,-0.03162497282028198,1257.0,-2.471162666666667
68,34816,27,1270,1072,0.019370474,0.00010764598846435547,0.2,0.2582900896668434,0.9643653035163879,-0.019572508899727836,-42.831685304641724,0.1734619140625,0.0004092704424510632,0.07912921905517578,1257.0,-2.471162666666667
69,35328,27,1270,1088,0.020337965,-0.001828908920288086,0.2,0.0030936764924263116,0.9636555910110474,-0.024685563970706426,-42.80389225482941,0.2415771484375,0.0004092704424510632,-0.038526058197021484,1257.0,-2.4701620000000006
70,35840,28,1269,1104,0.020397129,0.00023216009140014648,0.2,0.22671830328181386,0.963699221611023,-0.02061661161133088,-42.7919659614563,0.209228515625,0.0004092704424510632,0.0783390998840332,1257.0,-2.4701620000000006
71,36352,28,1269,1120,0.01847636,-0.038942694664001465,0.2,0.0043053597619291395,0.9629790186882019,-0.023000088636763394,-42.78223967552185,0.218994140625,0.0004092704424510632,-0.032192401587963104,1257.0,-2.4701620000000006
72,36864,29,1269,1136,0.016028194,0.00025665760040283203,0.2,0.005630621322779916,0.9623003602027893,-0.025960065773688257,-42.7563841342926,0.2093505859375,0.0004092704424510632,-0.020624898374080658,1257.0,-2.468300862068966
73,37376,29,1269,1152,0.014918353,0.00011104345321655273,0.2,0.2517794747836888,0.9608160257339478,-0.020765115470567252,-42.72985863685608,0.2005615234375,0.0004092704424510632,0.08635851740837097,1257.0,-2.468300862068966
74,37888,29,1268,1168,0.025729274,-0.0032355785369873047,0.2,0.0038997628798824735,0.9604544043540955,-0.029459935671184212,-42.684733629226685,0.2763671875,0.0004092704424510632,-0.04153790697455406,1257.0,-2.4641948333333334
75,38400,30,1267,1184,0.027242709,0.0001518726348876953,0.2,0.23164598224684596,0.961022138595581,-0.030649311942397617,-42.69447195529938,0.2724609375,0.0004092704424510632,0.06457915902137756,1257.0,-2.4641948333333334
76,38912,30,1266,1200,0.02184502,-0.006444096565246582,0.2,0.0068805787013843656,0.9629964232444763,-0.023744397127302364,-42.72903370857239,0.248291015625,0.0004092704424510632,-0.02915341779589653,1257.0,-2.4641948333333334
77,39424,31,1262,1216,0.014656973,-0.0006660223007202148,0.2,0.003913910797564313,0.9633296728134155,-0.021883182256715372,-42.77273976802826,0.189697265625,0.0004092704424510632,-0.03633186221122742,1257.0,-2.4622130967741938
78,39936,31,1263,1232,0.028519042,0.00012189149856567383,0.2,0.23340144706889987,0.9627541303634644,-0.02507459942717105,-42.76734721660614,0.259521484375,0.0004092704424510632,0.08285120129585266,1257.0,-2.4622130967741938
79,40448,31,1264,1248,0.01712789,-0.0009588003158569336,0.2,0.00428123094025068,0.9631397724151611,-0.0246651831548661,-42.752904653549194,0.2071533203125,0.0004092704424510632,-0.03466849401593208,1257.0,-2.4545045937500003
80,40960,32,1264,1264,0.019135823,0.00015527009963989258,0.2,0.2379123354330659,0.9620785117149353,-0.029600196139654145,-42.7586555480957,0.2691650390625,0.0004092704424510632,0.06912188977003098,1257.0,-2.4545045937500003
81,41472,32,1264,1280,0.01577869,-0.007269740104675293,0.2,0.005775426339823753,0.9613866209983826,-0.02267394808586687,-42.7195702791214,0.2078857421875,0.0004092704424510632,-0.021313205361366272,1257.0,-2.4545045937500003
82,41984,33,1265,1296,0.015691552,0.0006539821624755859,0.2,0.0050767865250236355,0.9607424736022949,-0.02816340044955723,-42.70594251155853,0.222412109375,0.0004092704424510632,-0.03596797585487366,1257.0,-2.448380454545455
83,42496,33,1265,1312,0.029364476,4.32133674621582e-05,0.2,0.08891085209324956,0.9591898322105408,-0.02367420235532336,-42.668808460235596,0.2415771484375,0.0004092704424510632,0.02204558625817299,1257.0,-2.448380454545455
84,43008,33,1265,1328,0.01816799,-0.00043022632598876953,0.2,0.004842919814109337,0.9586031436920166,-0.020481703722907696,-42.63422727584839,0.212158203125,0.0004092704424510632,-0.020162872970104218,1257.0,-2.4435574705882352
85,43520,34,1266,1344,0.019412398,8.678436279296875e-05,0.2,0.26543897623196244,0.9578396677970886,-0.02511173064704053,-42.61380195617676,0.21875,0.0004092704424510632,0.09018755704164505,1257.0,-2.4435574705882352
86,44032,34,1266,1360,0.021331608,-0.0017718076705932617,0.2,0.004200414557999466,0.9573578238487244,-0.022936235458473675,-42.59029722213745,0.2357177734375,0.0004092704424510632,-0.038361985236406326,1257.0,-2.438235257142857
87,44544,35,1267,1376,0.020940572,0.00026232004165649414,0.2,0.25470001762732863,0.9571491479873657,-0.021378353179898113,-42.57627761363983,0.1942138671875,0.0004092704424510632,0.11026820540428162,1257.0,-2.438235257142857
88,45056,35,1267,1392,0.019448765,-0.027115225791931152,0.2,0.006360320228850469,0.9565963745117188,-0.025199053867254406,-42.56872594356537,0.25341796875,0.0004092704424510632,-0.027318419888615608,1257.0,-2.438235257142857
89,45568,35,1268,1408,0.019586436,-7.283687591552734e-05,0.2,0.0053613996351487,0.9550141096115112,-0.02273046807385981,-42.53472626209259,0.2293701171875,0.0004092704424510632,-0.031911883503198624,1257.0,-2.4404831666666666
90,46080,36,1268,1424,0.01703727,5.5849552154541016e-05,0.2,0.2772100563161075,0.9532926082611084,-0.029443264531437308,-42.48040497303009,0.2255859375,0.0004092704424510632,0.11630795150995255,1257.0,-2.4404831666666666
91,46592,36,1268,1440,0.015447051,-0.0036846399307250977,0.2,0.0027694899363268632,0.9522808194160461,-0.02069787192158401,-42.42915880680084,0.1934814453125,0.0004092704424510632,-0.021155862137675285,1257.0,-2.4409540540540537
92,47104,37,1269,1456,0.023526914,0.00010502338409423828,0.2,0.25722695467993617,0.9524588584899902,-0.029885754760471173,-42.41771733760834,0.260009765625,0.0004092704424510632,0.09388002753257751,1257.0,-2.4409540540540537
93,47616,37,1269,1472,0.01853409,-0.11800599098205566,0.2,0.004540415677183773,0.95032799243927,-0.02326442301273346,-42.39465093612671,0.2095947265625,0.0004092704424510632,-0.029460454359650612,1257.0,-2.4409540540540537
94,48128,37,1270,1488,0.021733724,-0.00034689903259277344,0.2,0.004554026192636229,0.950657308101654,-0.03054790457827039,-42.354156136512756,0.27978515625,0.0004092704424510632,-0.048840414732694626,1257.0,-2.4387496578947365
95,48640,38,1270,1504,0.015752058,5.429983139038086e-05,0.2,0.2841136185452342,0.9510822296142578,-0.021227178658591583,-42.37719976902008,0.19921875,0.0004092704424510632,0.09192538261413574,1257.0,-2.4387496578947365
96,49152,38,1270,1520,0.025478955,-0.0010945796966552734,0.2,0.0036665085062850267,0.9503434300422668,-0.025791100204514805,-42.37079215049744,0.244140625,0.0004092704424510632,-0.03365052863955498,1257.0,-2.439590051282051
97,49664,39,1271,1536,0.021607418,0.00019985437393188477,0.2,0.2580470680259168,0.9500781893730164,-0.026348075683927163,-42.34808945655823,0.2421875,0.0004092704424510632,0.0866033285856247,1257.0,-2.439590051282051
98,50176,39,1271,1552,0.017006356,-0.13127005100250244,0.2,0.005833978240843862,0.9496585726737976,-0.03224356494320091,-42.340750217437744,0.25537109375,0.0004092704424510632,-0.04146666079759598,1257.0,-2.439590051282051
99,50688,39,1271,1568,0.019196048,1.9490718841552734e-05,0.2,0.004208415746688843,0.9485518932342529,-0.02405111864209175,-42.31633412837982,0.2332763671875,0.0004092704424510632,-0.03828078880906105,1257.0,-2.43701565
100,51200,40,1272,1584,0.019265423,3.129243850708008e-05,0.2,0.2745317965745926,0.9486365914344788,-0.026706412638304755,-42.29096972942352,0.225341796875,0.0004092704424510632,0.05563466623425484,1257.0,-2.43701565
101,51712,40,1272,1600,0.016508143,-8.749961853027344e-05,0.2,0.004643090869649313,0.9502288103103638,-0.02604513766709715,-42.32090735435486,0.2373046875,0.0004092704424510632,-0.04078953340649605,1257.0,-2.43695
102,52224,41,1272,1616,0.021280374,6.16312026977539e-05,0.2,0.2540178820490837,0.9510824084281921,-0.0235618091392098,-42.36275887489319,0.2154541015625,0.0004092704424510632,0.080864816904068,1257.0,-2.43695
103,52736,41,1273,1632,0.015487927,-0.006616830825805664,0.2,0.005659085734805558,0.9496869444847107,-0.02158867070102133,-42.35184633731842,0.197265625,0.0004092704424510632,-0.029876090586185455,1257.0,-2.43695
104,53248,41,1273,1648,0.014551276,-3.337860107421875e-06,0.2,0.0040305048823938705,0.9495086073875427,-0.023418753218720667,-42.32197618484497,0.1842041015625,0.0004092704424510632,-0.03138619661331177,1257.0,-2.434782119047619
105,53760,42,1273,1664,0.02308275,2.7239322662353516e-05,0.2,0.26586098596453667,0.9482308030128479,-0.023270438512554392,-42.307337045669556,0.2265625,0.0004092704424510632,0.07233470678329468,1257.0,-2.434782119047619
106,54272,42,1273,1680,0.020451864,-1.5854835510253906e-05,0.2,0.005030969688959885,0.9481948018074036,-0.02248515153041808,-42.27643024921417,0.2122802734375,0.0004092704424510632,-0.043882060796022415,1257.0,-2.4316774651162794
107,54784,42,1274,1696,0.01701982,3.224611282348633e-05,0.2,0.2642326815985143,0.9470333456993103,-0.019685893232235685,-42.26700437068939,0.190673828125,0.0004092704424510632,0.11578750610351562,1257.0,-2.4316774651162794
108,55296,43,1274,1712,0.015411898,-0.0002862215042114258,0.2,0.008302759917569347,0.9461325407028198,-0.02076950691116508,-42.218164801597595,0.20751953125,0.0004092704424510632,-0.031642235815525055,1257.0,-2.4316774651162794
109,55808,43,1274,1728,0.021557609,0.00013172626495361328,0.2,0.004998994460038375,0.94621741771698,-0.028974982116778847,-42.20548439025879,0.27490234375,0.0004092704424510632,-0.03903236612677574,1257.0,-2.434361613636364
110,56320,44,1275,1744,0.04091301,2.1278858184814453e-05,0.2,0.12602654937654734,0.945117712020874,-0.0205819800903555,-42.187408208847046,0.2833251953125,0.0004092704424510632,0.021648291498422623,1257.0,-2.434361613636364
111,56832,44,1275,1760,0.027422916,5.0067901611328125e-05,0.2,0.00483830818120623,0.9440512657165527,-0.03171406438923441,-42.15058505535126,0.2857666015625,0.0004092704424510632,-0.045493461191654205,1257.0,-2.431438755555556
112,57344,44,1275,1776,0.021086553,2.9742717742919922e-05,0.2,0.2978160004131496,0.9420329928398132,-0.02593882626388222,-42.09771227836609,0.2440185546875,0.0004092704424510632,0.09737496078014374,1257.0,-2.431438755555556
113,57856,45,1275,1792,0.03237635,-0.00031554698944091797,0.2,0.005887106242880691,0.9394540190696716,-0.029718898120336235,-42.01455283164978,0.3070068359375,0.0004092704424510632,-0.03994595259428024,1257.0,-2.433792782608696
114,58368,45,1276,1808,0.015733745,4.3332576751708984e-05,0.2,0.2907401891425252,0.9389622807502747,-0.018914405212854035,-41.955013275146484,0.1812744140625,0.0004092704424510632,0.09926530718803406,1257.0,-2.433792782608696
115,58880,46,1276,1824,0.023272242,-0.04376840591430664,0.2,0.005409201490692794,0.939910888671875,-0.026958664238918573,-41.9651734828949,0.265380859375,0.0004092704424510632,-0.03763476014137268,1257.0,-2.433792782608696
116,59392,46,1276,1840,0.016378887,5.960464477539063e-08,0.2,0.005172920427867211,0.94044029712677,-0.023420345067279413,-41.99310529232025,0.206787109375,0.0004092704424510632,-0.02186541073024273,1257.0,-2.4327175957446814
117,59904,46,1276,1856,0.02563769,2.4020671844482422e-05,0.2,0.3021419597789645,0.9395288228988647,-0.027127824258059263,-41.98550748825073,0.256103515625,0.0004092704424510632,0.09682123363018036,1257.0,-2.4327175957446814
118,60416,47,1276,1872,0.012662198,-0.00030291080474853516,0.2,0.002459225655911723,0.940091073513031,-0.01980909520352725,-41.967671036720276,0.16552734375,0.0004092704424510632,-0.0307905450463295,1257.0,-2.4340485416666664
119,60928,47,1277,1888,0.021116987,3.516674041748047e-05,0.2,0.27638739440590143,0.9405174255371094,-0.022031829750631005,-41.993539690971375,0.2257080078125,0.0004092704424510632,0.0822719857096672,1257.0,-2.4340485416666664
120,61440,48,1277,1904,0.016935397,-0.00038993358612060547,0.2,0.005412917125795502,0.9406821727752686,-0.024603822763310745,-42.00710439682007,0.242919921875,0.0004092704424510632,-0.039946120232343674,1257.0,-2.4340485416666664
121,61952,48,1277,1920,0.018703558,-5.805492401123047e-05,0.2,0.005001646473829169,0.9405423402786255,-0.02623619842051994,-42.003315687179565,0.239013671875,0.0004092704424510632,-0.036572813987731934,1257.0,-2.432535632653061
122,62464,48,1277,1936,0.021950144,2.5093555450439453e-05,0.2,0.289804027415812,0.9394775032997131,-0.023883276066044345,-41.98815619945526,0.236083984375,0.0004092704424510632,0.1050691306591034,1257.0,-2.432535632653061
123,62976,49,1277,1952,0.026176395,1.8358230590820312e-05,0.2,0.004582456931530032,0.9397784471511841,-0.024512183154001832,-41.96773421764374,0.242919921875,0.0004092704424510632,-0.03911653533577919,1257.0,-2.4340700199999996
124,63488,49,1278,1968,0.017604234,3.331899642944336e-05,0.2,0.2677549300715327,0.9403709769248962,-0.02193240939232055,-41.98346793651581,0.2144775390625,0.0004092704424510632,0.12645328044891357,1257.0,-2.4340700199999996
