time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/n_updates,train/approx_kl,train/explained_variance,train/clip_range,train/value_loss,train/std,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/learning_rate,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,512,0,4001,,,,,,,,,,,,,
2,1024,0,1965,16,0.025905319,-0.04037594795227051,0.2,0.10200154212361667,0.9992064237594604,-0.03753128193784505,-43.97535192966461,0.32958984375,0.0004092704424510632,-0.04788124933838844,,
3,1536,0,1674,32,0.019617194,0.013990402221679688,0.2,0.004420670149556827,0.9989997148513794,-0.027234961293288507,-43.956478238105774,0.29150390625,0.0004092704424510632,-0.033845461905002594,1257.0,-2.544146
4,2048,1,1558,48,0.019620657,0.0034170150756835938,0.2,0.02200122777139768,0.9990894198417664,-0.032923213322646916,-43.95743930339813,0.3388671875,0.0004092704424510632,-0.03318479284644127,1257.0,-2.544146
5,2560,1,1498,64,0.018474484,0.039008498191833496,0.2,0.003211491562979063,0.9990548491477966,-0.02687090341350995,-43.95554995536804,0.2869873046875,0.0004092704424510632,-0.038414716720581055,1257.0,-2.434995
6,3072,2,1463,80,0.025732605,0.02545332908630371,0.2,0.011227353010326624,0.9975453019142151,-0.027386832691263407,-43.93672001361847,0.317138671875,0.0004092704424510632,-0.03195268660783768,1257.0,-2.434995
7,3584,2,1441,96,0.019315593,0.026641488075256348,0.2,0.0057596928454586305,0.9956667423248291,-0.029289725367561914,-43.87724769115448,0.2685546875,0.0004092704424510632,-0.038014836609363556,1257.0,-2.434995
8,4096,2,1423,112,0.024023674,0.012770473957061768,0.2,0.004479659481148701,0.9957332015037537,-0.030250587915361393,-43.841211676597595,0.2828369140625,0.0004092704424510632,-0.03249341994524002,1257.0,-2.469557
9,4608,3,1407,128,0.020623574,0.04427504539489746,0.2,0.004712526635557879,0.9947102069854736,-0.030077774223173037,-43.833733439445496,0.2791748046875,0.0004092704424510632,-0.0326678641140461,1257.0,-2.469557
10,5120,3,1395,144,0.017683912,0.0757373571395874,0.2,0.002300968721101526,0.9937323927879333,-0.026991093152901158,-43.79685056209564,0.251220703125,0.0004092704424510632,-0.04776483774185181,1257.0,-2.4713495
11,5632,4,1385,160,0.021742955,-0.037635087966918945,0.2,0.00307372505631065,0.9927735328674316,-0.024703394010430202,-43.76674044132233,0.255859375,0.0004092704424510632,-0.03368838503956795,1257.0,-2.4713495
12,6144,4,1377,176,0.02063174,0.03726959228515625,0.2,0.005106052914925385,0.992867112159729,-0.025541193026583642,-43.74798810482025,0.2510986328125,0.0004092704424510632,-0.03385376185178757,1257.0,-2.4713495
13,6656,4,1372,192,0.014678225,-0.007103562355041504,0.2,0.004058266007632483,0.9923524260520935,-0.018071419006446376,-43.749361753463745,0.1651611328125,0.0004092704424510632,-0.01672450080513954,1257.0,-2.4781192
14,7168,5,1367,208,0.025319405,0.0024858713150024414,0.2,0.012064642854966223,0.9912998676300049,-0.03475941358192358,-43.72194492816925,0.3037109375,0.0004092704424510632,-0.03556552529335022,1257.0,-2.4781192
15,7680,5,1360,224,0.015625529,0.026885628700256348,0.2,0.0032069919725472573,0.9903654456138611,-0.024539977359381737,-43.68694865703583,0.229248046875,0.0004092704424510632,-0.030600765720009804,1257.0,-2.4672638333333334
16,8192,6,1356,240,0.012639711,-0.005170941352844238,0.2,0.016399946034653112,0.9898532032966614,-0.021093616087455302,-43.66439485549927,0.2098388671875,0.0004092704424510632,-0.011910749599337578,1257.0,-2.4672638333333334
17,8704,6,1354,256,0.01760649,0.010090410709381104,0.2,0.00599706765206065,0.9900453090667725,-0.020576456503476948,-43.65640437602997,0.23193359375,0.0004092704424510632,-0.0269323717802763,1257.0,-2.4672638333333334
18,9216,6,1351,272,0.02074952,-0.0044384002685546875,0.2,0.005902766642975621,0.9897335767745972,-0.02788637566845864,-43.65266704559326,0.261474609375,0.0004092704424510632,-0.03492468595504761,1257.0,-2.4901114285714283
19,9728,7,1345,288,0.02078022,-0.0003396272659301758,0.2,0.03360521252034232,0.9892578721046448,-0.027324826616677456,-43.6415559053421,0.244384765625,0.0004092704424510632,-0.01922101527452469,1257.0,-2.4901114285714283
20,10240,7,1341,304,0.02313181,0.01227712631225586,0.2,0.0040490922692697495,0.9888643622398376,-0.025392947034561075,-43.624645352363586,0.2723388671875,0.0004092704424510632,-0.044397465884685516,1257.0,-2.484206375
21,10752,8,1340,320,0.027072445,-0.0012011528015136719,0.2,0.0362454186542891,0.9891527891159058,-0.02956775188795291,-43.6174441576004,0.2857666015625,0.0004092704424510632,-0.021829936653375626,1257.0,-2.484206375
22,11264,8,1339,336,0.025294146,0.01095503568649292,0.2,0.005543401988688856,0.9887049198150635,-0.024725675873924047,-43.62246131896973,0.241455078125,0.0004092704424510632,-0.031042899936437607,1257.0,-2.484206375
23,11776,8,1337,352,0.023240123,0.00568389892578125,0.2,0.004133839582209475,0.989737331867218,-0.025461868819547817,-43.62067985534668,0.240234375,0.0004092704424510632,-0.03724886476993561,1257.0,-2.4779747777777774
24,12288,9,1336,368,0.022629797,-0.0006204843521118164,0.2,0.052720084553584456,0.9903133511543274,-0.02242876026139129,-43.661314964294434,0.2227783203125,0.0004092704424510632,-0.006020067259669304,1257.0,-2.4779747777777774
25,12800,9,1335,384,0.016866896,0.006649613380432129,0.2,0.0050418928658473305,0.9901264905929565,-0.02444420728716068,-43.65269184112549,0.2374267578125,0.0004092704424510632,-0.03839613497257233,1257.0,-2.4922774999999997
26,13312,9,1335,400,0.018508539,-0.00020563602447509766,0.2,0.06619228993076831,0.9885741472244263,-0.02772063433076255,-43.63471174240112,0.2271728515625,0.0004092704424510632,-0.004101213067770004,1257.0,-2.4922774999999997
27,13824,10,1333,416,0.02605978,0.006605267524719238,0.2,0.004772349449922331,0.9882956147193909,-0.027857760025653988,-43.59395360946655,0.2769775390625,0.0004092704424510632,-0.029924070462584496,1257.0,-2.4922774999999997
28,14336,10,1332,432,0.014755301,-0.0017644166946411133,0.2,0.0050512240413809195,0.987144947052002,-0.021357699239160866,-43.58142578601837,0.2098388671875,0.0004092704424510632,-0.03119879588484764,1257.0,-2.4771793636363637
29,14848,11,1331,448,0.020219268,0.002729952335357666,0.2,0.016262751698377542,0.9856088757514954,-0.020824619889026508,-43.530513286590576,0.231689453125,0.0004092704424510632,-0.021491266787052155,1257.0,-2.4771793636363637
30,15360,11,1329,464,0.018187732,0.005541861057281494,0.2,0.004163641460763756,0.9850322008132935,-0.023126844156649895,-43.49514842033386,0.2042236328125,0.0004092704424510632,-0.030237656086683273,1257.0,-2.4619815
31,15872,11,1329,480,0.015002826,-3.910064697265625e-05,0.2,0.10327115934342146,0.9835368394851685,-0.028674303408479318,-43.46636784076691,0.2322998046875,0.0004092704424510632,0.006044730544090271,1257.0,-2.4619815
32,16384,12,1328,496,0.015935816,0.017237722873687744,0.2,0.0036436019436223432,0.983107328414917,-0.019031943345908076,-43.422396183013916,0.200927734375,0.0004092704424510632,-0.033949412405490875,1257.0,-2.455958769230769
33,16896,12,1328,512,0.02038692,-0.0011125802993774414,0.2,0.10541213559918106,0.982930064201355,-0.02495999727398157,-43.41726779937744,0.2037353515625,0.0004092704424510632,0.005514573305845261,1257.0,-2.455958769230769
34,17408,13,1326,528,0.021478875,0.004422962665557861,0.2,0.004863740759901702,0.9813381433486938,-0.030883656421792693,-43.39050805568695,0.2816162109375,0.0004092704424510632,-0.04012748599052429,1257.0,-2.455958769230769
