time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/n_updates,train/approx_kl,train/explained_variance,train/clip_range,train/value_loss,train/std,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/learning_rate,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,512,0,4148,,,,,,,,,,,,,
2,1024,0,1816,16,0.020684548,-1.0558972358703613,0.2,0.14197439487907104,1.0004206895828247,-0.033403078734409064,-43.994831562042236,0.285888671875,0.0004092704424510632,-0.038112372159957886,,
3,1536,1,1517,32,0.013953548,-0.00045502185821533203,0.2,0.004661593739001546,0.9994364976882935,-0.022051923791877925,-43.98674035072327,0.2109375,0.0004092704424510632,-0.01927156001329422,1257.0,-2.476588
4,2048,1,1400,48,0.018043444,0.006932556629180908,0.2,0.00398117009899579,0.999587893486023,-0.03352218624786474,-43.96593523025513,0.29150390625,0.0004092704424510632,-0.02766607701778412,1257.0,-2.476588
5,2560,1,1336,64,0.022614181,-0.0009838342666625977,0.2,0.003990083729149774,1.0002341270446777,-0.026553463321761228,-43.982362508773804,0.2957763671875,0.0004092704424510632,-0.037845589220523834,1257.0,-2.5121015
6,3072,2,1315,80,0.012786893,0.0030845999717712402,0.2,0.008018654087209143,1.0001981258392334,-0.020874343914329074,-43.992095708847046,0.2001953125,0.0004092704424510632,-0.02864055335521698,1257.0,-2.5121015
7,3584,2,1240,96,0.018243954,-0.006988167762756348,0.2,0.005046278260124382,1.0001349449157715,-0.02753469898016192,-43.98594641685486,0.2933349609375,0.0004092704424510632,-0.034699730575084686,1257.0,-2.5121015
8,4096,3,1227,112,0.01901187,-0.0023709535598754883,0.2,0.003966887445130851,1.0008509159088135,-0.033044459429220296,-43.99488413333893,0.29296875,0.0004092704424510632,-0.040899213403463364,1257.0,-2.5007063333333335
9,4608,3,1217,128,0.019316036,0.0012469291687011719,0.2,0.02413602703018114,1.0011794567108154,-0.027960722625721246,-44.01457595825195,0.2586669921875,0.0004092704424510632,-0.030459795147180557,1257.0,-2.5007063333333335
10,5120,4,1210,144,0.020367071,-0.008260726928710938,0.2,0.0020378932167659514,1.000225305557251,-0.028019218661938794,-44.00648760795593,0.2735595703125,0.0004092704424510632,-0.03858087956905365,1257.0,-2.4943215
11,5632,4,1202,160,0.018371243,0.0010722875595092773,0.2,0.025544196279952303,0.9972838163375854,-0.022066140139941126,-43.9399231672287,0.2117919921875,0.0004092704424510632,-0.014786412939429283,1257.0,-2.4943215
12,6144,5,1197,176,0.020408306,-0.0026319026947021484,0.2,0.00561428924993379,0.9949135184288025,-0.027133060837513767,-43.8537882566452,0.2564697265625,0.0004092704424510632,-0.036767370998859406,1257.0,-2.4943215
13,6656,5,1193,192,0.015627803,-0.005456209182739258,0.2,0.003842912941763643,0.9959487915039062,-0.021185713456361555,-43.82546770572662,0.2076416015625,0.0004092704424510632,-0.029572682455182076,1257.0,-2.5061411999999996
14,7168,6,1189,208,0.017817736,0.000944972038269043,0.2,0.05020642699673772,0.9977052211761475,-0.02213880764611531,-43.87320077419281,0.231689453125,0.0004092704424510632,0.005451973527669907,1257.0,-2.5061411999999996
15,7680,6,1185,224,0.017778762,-0.002752065658569336,0.2,0.0033129013572761323,0.999116837978363,-0.03177948039956391,-43.92386054992676,0.2689208984375,0.0004092704424510632,-0.03701848164200783,1257.0,-2.501864166666666
16,8192,6,1183,240,0.02392798,0.0017949938774108887,0.2,0.05335353594273329,0.998321533203125,-0.030201435962226242,-43.93964374065399,0.310791015625,0.0004092704424510632,-0.019406691193580627,1257.0,-2.501864166666666
17,8704,7,1179,256,0.017091129,-0.08521378040313721,0.2,0.005575404051342048,0.9963831305503845,-0.022539164259796962,-43.894790172576904,0.222412109375,0.0004092704424510632,-0.03155166283249855,1257.0,-2.501864166666666
18,9216,7,1177,272,0.01616963,-0.0020395517349243164,0.2,0.0036058318000868894,0.9963544607162476,-0.027057402767241,-43.85405433177948,0.257568359375,0.0004092704424510632,-0.03887775540351868,1257.0,-2.496456571428571
19,9728,8,1174,288,0.018668711,0.0008177757263183594,0.2,0.08081975858658552,0.9966059327125549,-0.022282371748588048,-43.86724853515625,0.2447509765625,0.0004092704424510632,0.012773238122463226,1257.0,-2.496456571428571
20,10240,8,1173,304,0.013419455,-0.00296175479888916,0.2,0.003801518563705031,0.9948557019233704,-0.02116753016889561,-43.843411922454834,0.185546875,0.0004092704424510632,-0.03548857942223549,1257.0,-2.49623875
21,10752,9,1172,320,0.023685787,0.0019826889038085938,0.2,0.07541315781418234,0.9918174743652344,-0.026255374134052545,-43.76820886135101,0.26806640625,0.0004092704424510632,-0.004821155220270157,1257.0,-2.49623875
22,11264,9,1172,336,0.025282022,-0.10440897941589355,0.2,0.006833494917373173,0.988812267780304,-0.030826587171759456,-43.66725993156433,0.276123046875,0.0004092704424510632,-0.04415052756667137,1257.0,-2.49623875
23,11776,10,1171,352,0.017670365,-0.001803278923034668,0.2,0.004688637440267485,0.99012690782547,-0.022058948379708454,-43.628576040267944,0.2017822265625,0.0004092704424510632,-0.03729475289583206,1257.0,-2.5021714444444445
24,12288,10,1170,368,0.017389882,0.0007112622261047363,0.2,0.09914231672883034,0.9902766346931458,-0.02612895345373545,-43.67146682739258,0.2330322265625,0.0004092704424510632,0.004214432090520859,1257.0,-2.5021714444444445
25,12800,10,1170,384,0.014438537,-0.00539398193359375,0.2,0.004098007513675839,0.9892598390579224,-0.02119232006953098,-43.64593958854675,0.1859130859375,0.0004092704424510632,-0.02828272432088852,1257.0,-2.5058426
26,13312,11,1169,400,0.02292175,0.0016975998878479004,0.2,0.11096066236495972,0.9883390665054321,-0.025939505168935284,-43.614317417144775,0.2435302734375,0.0004092704424510632,0.02214180678129196,1257.0,-2.5058426
27,13824,11,1170,416,0.029557478,-0.11567473411560059,0.2,0.005403310977271758,0.988745927810669,-0.024084004879114218,-43.6033935546875,0.27783203125,0.0004092704424510632,-0.029167737811803818,1257.0,-2.5058426
28,14336,12,1169,432,0.01749972,0.002263963222503662,0.2,0.0054793889648863114,0.9879769086837769,-0.027227556085563265,-43.60484218597412,0.2296142578125,0.0004092704424510632,-0.03611098974943161,1257.0,-2.498841727272727
29,14848,12,1168,448,0.01633058,-0.0002893209457397461,0.2,0.0228865659883013,0.9887842535972595,-0.021250070523819886,-43.59053707122803,0.2723388671875,0.0004092704424510632,-0.01605350524187088,1257.0,-2.498841727272727
30,15360,13,1167,464,0.022298675,-0.0009917020797729492,0.2,0.004257259774021804,0.9885311722755432,-0.03614424288389273,-43.60955190658569,0.2913818359375,0.0004092704424510632,-0.05791934207081795,1257.0,-2.497991583333333
31,15872,13,1166,480,0.017454956,0.00040525197982788086,0.2,0.15592948393896222,0.9872225522994995,-0.022582985897315666,-43.58074605464935,0.2333984375,0.0004092704424510632,0.056918561458587646,1257.0,-2.497991583333333
32,16384,14,1166,496,0.019891558,-0.003012418746948242,0.2,0.004297742583730724,0.9856739640235901,-0.025883975860779174,-43.533965706825256,0.289306640625,0.0004092704424510632,-0.03303811326622963,1257.0,-2.491149846153846
33,16896,14,1168,512,0.023786865,0.0015076398849487305,0.2,0.1538472748361528,0.9845582246780396,-0.026148058066610247,-43.49062442779541,0.2813720703125,0.0004092704424510632,0.034636035561561584,1257.0,-2.491149846153846
34,17408,14,1170,528,0.019237097,-0.2544991970062256,0.2,0.006393699848558754,0.9841362833976746,-0.02452171125332825,-43.46813344955444,0.261962890625,0.0004092704424510632,-0.03526756167411804,1257.0,-2.491149846153846
35,17920,15,1170,544,0.03206618,-0.002505183219909668,0.2,0.0034948651191371027,0.9846280813217163,-0.02762491986504756,-43.465834856033325,0.279052734375,0.0004092704424510632,-0.04272674024105072,1257.0,-2.4847560000000004
36,18432,15,1169,560,0.017557714,0.0003139972686767578,0.2,0.18344098096713424,0.9844412207603455,-0.021471621381351724,-43.47592484951019,0.2349853515625,0.0004092704424510632,0.07111358642578125,1257.0,-2.4847560000000004
37,18944,16,1169,576,0.016652491,-0.00848233699798584,0.2,0.0018490373149688821,0.9838541746139526,-0.027269924568827264,-43.46398389339447,0.2269287109375,0.0004092704424510632,-0.035104069858789444,1257.0,-2.478822666666667
38,19456,16,1168,592,0.019335892,0.00092315673828125,0.2,0.1656340667977929,0.9834142923355103,-0.027613310056040064,-43.44941473007202,0.2318115234375,0.0004092704424510632,0.037471771240234375,1257.0,-2.478822666666667
39,19968,17,1167,608,0.025289273,-0.06369996070861816,0.2,0.006899345185956918,0.9827850461006165,-0.028988228652451653,-43.431491017341614,0.273193359375,0.0004092704424510632,-0.0419250950217247,1257.0,-2.478822666666667
40,20480,17,1167,624,0.021284154,-0.002789139747619629,0.2,0.004066805653565098,0.9818781614303589,-0.02642266642942559,-43.408462166786194,0.2327880859375,0.0004092704424510632,-0.03546196594834328,1257.0,-2.475566625
41,20992,17,1166,640,0.016476605,0.0005123019218444824,0.2,0.1922788000665605,0.9806402325630188,-0.01964390793000348,-43.3745698928833,0.174560546875,0.0004092704424510632,0.07790346443653107,1257.0,-2.475566625
42,21504,18,1166,656,0.020564146,-0.004501461982727051,0.2,0.005846497057063971,0.9801198244094849,-0.026555250195087865,-43.342599987983704,0.243896484375,0.0004092704424510632,-0.044762738049030304,1257.0,-2.477886705882353
43,22016,18,1166,672,0.016646497,0.0021938085556030273,0.2,0.1791585572063923,0.9800761342048645,-0.02375755354296416,-43.33681917190552,0.24560546875,0.0004092704424510632,0.05035074055194855,1257.0,-2.477886705882353
44,22528,19,1166,688,0.030149158,-0.47716689109802246,0.2,0.0058823530562222,0.9813004732131958,-0.033549541782122105,-43.34909105300903,0.333984375,0.0004092704424510632,-0.03391244634985924,1257.0,-2.477886705882353
45,23040,19,1165,704,0.015239136,0.00024253129959106445,0.2,0.004312352364649996,0.9819403290748596,-0.021025971946073696,-43.389692425727844,0.2080078125,0.0004092704424510632,-0.02281024307012558,1257.0,-2.468023388888889
46,23552,20,1165,720,0.02140772,0.0004928708076477051,0.2,0.21017517056316137,0.9819518327713013,-0.024113803781801835,-43.39491665363312,0.2686767578125,0.0004092704424510632,0.08025918900966644,1257.0,-2.468023388888889
47,24064,20,1164,736,0.013658773,-0.004230856895446777,0.2,0.0038642712752334774,0.9814456701278687,-0.025955887627787888,-43.38923466205597,0.2275390625,0.0004092704424510632,-0.043521296232938766,1257.0,-2.4704746315789476
48,24576,21,1163,752,0.025466785,0.0032404065132141113,0.2,0.19293693220242858,0.9798325300216675,-0.02761593510513194,-43.35603106021881,0.2596435546875,0.0004092704424510632,0.06050088256597519,1257.0,-2.4704746315789476
49,25088,21,1163,768,0.018188909,-0.21955537796020508,0.2,0.01080047438153997,0.9791937470436096,-0.018389636068604887,-43.31500601768494,0.20166015625,0.0004092704424510632,-0.0297427736222744,1257.0,-2.4704746315789476
50,25600,22,1162,784,0.01978189,-0.0005314350128173828,0.2,0.004264318340574391,0.9797600507736206,-0.028796555518056266,-43.31444489955902,0.2586669921875,0.0004092704424510632,-0.043943364173173904,1257.0,-2.4793727500000005
51,26112,22,1162,800,0.028970666,0.00037169456481933594,0.2,0.2019541678018868,0.9788416028022766,-0.024264299747301266,-43.31620919704437,0.2471923828125,0.0004092704424510632,0.058554183691740036,1257.0,-2.4793727500000005
52,26624,22,1161,816,0.022054624,-0.009258627891540527,0.2,0.0034709877836576197,0.9776530265808105,-0.025506719044642523,-43.27640986442566,0.2337646484375,0.0004092704424510632,-0.022612810134887695,1257.0,-2.4679048571428575
53,27136,23,1161,832,0.013687382,0.0006012916564941406,0.2,0.20489932456985116,0.9754596948623657,-0.0212302326108329,-43.22360968589783,0.2154541015625,0.0004092704424510632,0.0586162768304348,1257.0,-2.4679048571428575
54,27648,23,1160,848,0.019431528,-0.03324687480926514,0.2,0.005058672293671407,0.9738050699234009,-0.024871975925634615,-43.15065789222717,0.2255859375,0.0004092704424510632,-0.027367861941456795,1257.0,-2.4679048571428575
55,28160,24,1159,864,0.024914518,0.0019525885581970215,0.2,0.0057471389809506945,0.9735679030418396,-0.033339714296744205,-43.11884808540344,0.298828125,0.0004092704424510632,-0.04273369163274765,1257.0,-2.4734496363636365
56,28672,24,1158,880,0.040949583,-7.605552673339844e-05,0.2,0.05911917157936841,0.9745522141456604,-0.024213938137108926,-43.13009476661682,0.3114013671875,0.0004092704424510632,0.008466929197311401,1257.0,-2.4734496363636365
57,29184,25,1158,896,0.020976465,0.00021642446517944336,0.2,0.004813243911485188,0.9741802215576172,-0.028439941379474476,-43.14573407173157,0.251220703125,0.0004092704424510632,-0.037276092916727066,1257.0,-2.480173
58,29696,25,1157,912,0.021034911,0.0001838207244873047,0.2,0.2459344882518053,0.9740700721740723,-0.025935988349374384,-43.13252794742584,0.234619140625,0.0004092704424510632,0.06636810302734375,1257.0,-2.480173
59,30208,26,1157,928,0.020787101,-0.002869129180908203,0.2,0.005516553370398469,0.9742469787597656,-0.025739270204212517,-43.12816381454468,0.2703857421875,0.0004092704424510632,-0.023244140669703484,1257.0,-2.4802274166666667
60,30720,26,1157,944,0.018515691,0.0005751252174377441,0.2,0.23114397609606385,0.9747061133384705,-0.023044746863888577,-43.147459387779236,0.224853515625,0.0004092704424510632,0.08093751966953278,1257.0,-2.4802274166666667
61,31232,26,1157,960,0.021902878,-0.24219298362731934,0.2,0.005437920175609179,0.9740626215934753,-0.03592455846956,-43.147552490234375,0.314453125,0.0004092704424510632,-0.052847061306238174,1257.0,-2.4802274166666667
62,31744,27,1156,976,0.020863673,-0.002512812614440918,0.2,0.004273644684872124,0.9736357927322388,-0.03201777985668741,-43.127556562423706,0.2994384765625,0.0004092704424510632,-0.03188284859061241,1257.0,-2.47243296
63,32256,27,1156,992,0.01696526,0.00017327070236206055,0.2,0.23337651370093226,0.9706586599349976,-0.020614428576664068,-43.07582187652588,0.2666015625,0.0004092704424510632,0.09791608154773712,1257.0,-2.47243296
64,32768,28,1156,1008,0.016898457,-0.008347272872924805,0.2,0.0024154452330549248,0.9686655402183533,-0.02628139196895063,-42.986363530159,0.236328125,0.0004092704424510632,-0.02717752568423748,1257.0,-2.462540307692308
65,33280,28,1155,1024,0.019215468,0.0005562305450439453,0.2,0.21485548513010144,0.9676372408866882,-0.025880155619233847,-42.93826341629028,0.2333984375,0.0004092704424510632,0.05937722325325012,1257.0,-2.462540307692308
66,33792,29,1155,1040,0.02393116,-0.12813615798950195,0.2,0.00574749821680598,0.9663361310958862,-0.026328650274081156,-42.895756125450134,0.2960205078125,0.0004092704424510632,-0.04162117838859558,1257.0,-2.462540307692308
67,34304,29,1154,1056,0.016245779,-0.0006892681121826172,0.2,0.004023765271995217,0.9663617014884949,-0.02598004843457602,-42.87142753601074,0.2413330078125,0.0004092704424510632,-0.03142805024981499,1257.0,-2.467511074074074
68,34816,30,1154,1072,0.025499865,8.869171142578125e-05,0.2,0.23580537782981992,0.9660049676895142,-0.025114005955401808,-42.86894369125366,0.25537109375,0.0004092704424510632,0.07954788208007812,1257.0,-2.467511074074074
69,35328,30,1154,1088,0.020148795,-0.004265308380126953,0.2,0.001842826561187394,0.9647992849349976,-0.023341788022662513,-42.84801232814789,0.230712890625,0.0004092704424510632,-0.02254880964756012,1257.0,-2.4544908571428574
70,35840,31,1154,1104,0.019452918,0.00016951560974121094,0.2,0.21697547705844045,0.9639354944229126,-0.022996006460743956,-42.807647705078125,0.2222900390625,0.0004092704424510632,0.06545165926218033,1257.0,-2.4544908571428574
71,36352,31,1154,1120,0.021104626,-0.045818448066711426,0.2,0.005080682458356023,0.9625750184059143,-0.025776266120374203,-42.77725946903229,0.241943359375,0.0004092704424510632,-0.03294253349304199,1257.0,-2.4544908571428574
72,36864,31,1153,1136,0.0163455,0.0003415346145629883,0.2,0.00454333663219586,0.9616241455078125,-0.023629205592442304,-42.73117780685425,0.208251953125,0.0004092704424510632,-0.029306111857295036,1257.0,-2.454759
73,37376,32,1153,1152,0.024868328,9.942054748535156e-05,0.2,0.23478711675852537,0.9608739018440247,-0.026895952818449587,-42.70590078830719,0.2841796875,0.0004092704424510632,0.09515152871608734,1257.0,-2.454759
74,37888,32,1152,1168,0.023072429,-0.001338362693786621,0.2,0.0030447970420937054,0.9607178568840027,-0.025741072226082906,-42.683958768844604,0.2713623046875,0.0004092704424510632,-0.04154863581061363,1257.0,-2.4566152666666667
