time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/n_updates,train/approx_kl,train/explained_variance,train/clip_range,train/value_loss,train/std,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/learning_rate,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
1,512,0,3891,,,,,,,,,,,,,
2,1024,0,1950,16,0.01713867,0.08450734615325928,0.2,0.13338757900055498,0.9993837475776672,-0.03477886185282841,-43.97674906253815,0.2510986328125,0.0004092704424510632,-0.028378434479236603,,
3,1536,0,1682,32,0.012620818,-0.00662076473236084,0.2,0.004255470739735756,0.9979027509689331,-0.02445499782334082,-43.94643688201904,0.219482421875,0.0004092704424510632,-0.03497126325964928,1257.0,-2.410472
4,2048,1,1571,48,0.014548317,0.003302335739135742,0.2,0.0029021207956247963,0.9986883401870728,-0.026757379673654214,-43.92472577095032,0.2420654296875,0.0004092704424510632,-0.04036690667271614,1257.0,-2.410472
5,2560,1,1513,64,0.025356863,0.019001483917236328,0.2,0.0028231995238456875,1.0004801750183105,-0.026386166267911904,-43.966490387916565,0.308837890625,0.0004092704424510632,-0.038759682327508926,1257.0,-2.379816
6,3072,2,1478,80,0.020467237,-0.007909774780273438,0.2,0.007492501536034979,1.0023459196090698,-0.02534554584417492,-44.02855348587036,0.2760009765625,0.0004092704424510632,-0.037927430123090744,1257.0,-2.379816
7,3584,2,1451,96,0.019682229,0.004608333110809326,0.2,0.0047406448211404495,1.0038896799087524,-0.031766147643793374,-44.0748507976532,0.2764892578125,0.0004092704424510632,-0.048560209572315216,1257.0,-2.379816
8,4096,2,1434,112,0.017011344,-0.006634354591369629,0.2,0.003961812595662195,1.0030361413955688,-0.023518384652561508,-44.09834837913513,0.2574462890625,0.0004092704424510632,-0.038249582052230835,1257.0,-2.3442356666666666
9,4608,3,1419,128,0.021374801,0.00107496976852417,0.2,0.020600243471562862,1.0035518407821655,-0.025301070949353743,-44.07705366611481,0.2899169921875,0.0004092704424510632,-0.03281499817967415,1257.0,-2.3442356666666666
10,5120,3,1409,144,0.018017918,0.014803588390350342,0.2,0.0021235209696897073,1.0018872022628784,-0.022977164306212217,-44.07297086715698,0.270263671875,0.0004092704424510632,-0.03350699692964554,1257.0,-2.38984225
11,5632,4,1400,160,0.015113254,-0.0012608766555786133,0.2,0.026037960371468216,1.000592589378357,-0.021621951964334585,-44.0156375169754,0.235595703125,0.0004092704424510632,-0.02669096365571022,1257.0,-2.38984225
12,6144,4,1392,176,0.017116528,-0.0029993057250976562,0.2,0.006472290289821103,1.0008422136306763,-0.02870990679366514,-43.99750089645386,0.266845703125,0.0004092704424510632,-0.037320271134376526,1257.0,-2.38984225
13,6656,4,1385,192,0.016219905,-0.004401564598083496,0.2,0.0049216850675293244,1.0016344785690308,-0.02073583149467595,-44.017975091934204,0.2239990234375,0.0004092704424510632,-0.023717930540442467,1257.0,-2.4424628
14,7168,5,1380,208,0.017044602,0.0004699826240539551,0.2,0.04589515796396881,0.9990095496177673,-0.028570688125910237,-43.99807786941528,0.271240234375,0.0004092704424510632,-0.01551833562552929,1257.0,-2.4424628
15,7680,5,1377,224,0.015689926,-0.009249329566955566,0.2,0.002488413683749968,0.9982789754867554,-0.025606574723497033,-43.9293794631958,0.23095703125,0.0004092704424510632,-0.018739070743322372,1257.0,-2.4275606666666665
16,8192,5,1371,240,0.022117507,0.0005130767822265625,0.2,0.048140342347323895,0.9975059628486633,-0.0242185510287527,-43.917715549468994,0.2752685546875,0.0004092704424510632,-0.009483547881245613,1257.0,-2.4275606666666665
17,8704,6,1367,256,0.021944523,-0.016556978225708008,0.2,0.006969111069338396,0.9977402091026306,-0.03111726578208618,-43.89959943294525,0.322021484375,0.0004092704424510632,-0.04466119408607483,1257.0,-2.4275606666666665
18,9216,6,1364,272,0.0145369265,-0.0011979341506958008,0.2,0.004300634012906812,0.9963717460632324,-0.024192678654799238,-43.89515995979309,0.2264404296875,0.0004092704424510632,-0.029310110956430435,1257.0,-2.4445774285714283
19,9728,7,1360,288,0.029792614,9.161233901977539e-05,0.2,0.07323512516450137,0.9954960942268372,-0.03470535413362086,-43.84770739078522,0.3302001953125,0.0004092704424510632,0.0023743510246276855,1257.0,-2.4445774285714283
20,10240,7,1358,304,0.02595089,-0.008724212646484375,0.2,0.003400804300326854,0.9957947134971619,-0.03401696338551119,-43.839545488357544,0.3084716796875,0.0004092704424510632,-0.06448639184236526,1257.0,-2.43462375
21,10752,7,1356,320,0.022803646,0.0007941722869873047,0.2,0.07496206846553832,0.9968212842941284,-0.026580784600810148,-43.862080335617065,0.2843017578125,0.0004092704424510632,0.0024515874683856964,1257.0,-2.43462375
22,11264,8,1354,336,0.02972957,-0.019149184226989746,0.2,0.006133556031272747,0.9958429932594299,-0.024272132592159323,-43.86384558677673,0.2945556640625,0.0004092704424510632,-0.03409896790981293,1257.0,-2.43462375
23,11776,8,1352,352,0.019633593,-0.0038644075393676758,0.2,0.004219508562528063,0.9964771270751953,-0.02620873429987114,-43.851285099983215,0.2564697265625,0.0004092704424510632,-0.043239690363407135,1257.0,-2.4443201111111112
24,12288,9,1350,368,0.027913656,0.000630795955657959,0.2,0.09674079902470112,0.9957466125488281,-0.028275588992983103,-43.855384826660156,0.30126953125,0.0004092704424510632,0.015712153166532516,1257.0,-2.4443201111111112
25,12800,9,1349,384,0.0134141985,-0.0031310319900512695,0.2,0.005048317019827664,0.9937229752540588,-0.021911510557401925,-43.807509422302246,0.1973876953125,0.0004092704424510632,-0.019162433221936226,1257.0,-2.4474053000000002
26,13312,9,1348,400,0.019284334,0.00045758485794067383,0.2,0.10770592256449163,0.9945788383483887,-0.02417670632712543,-43.781153082847595,0.2528076171875,0.0004092704424510632,0.03172425180673599,1257.0,-2.4474053000000002
27,13824,10,1347,416,0.024305735,-0.014535903930664062,0.2,0.004594807687681168,0.9942160844802856,-0.029482198879122734,-43.79699909687042,0.2913818359375,0.0004092704424510632,-0.04122089594602585,1257.0,-2.4474053000000002
28,14336,10,1345,432,0.018175095,0.00041943788528442383,0.2,0.004868138195888605,0.995279848575592,-0.028132962819654495,-43.795562863349915,0.2396240234375,0.0004092704424510632,-0.0421452596783638,1257.0,-2.457376090909091
29,14848,11,1343,448,0.03060577,0.0003363490104675293,0.2,0.022806458378909156,0.993911862373352,-0.022686707918182947,-43.806140661239624,0.2862548828125,0.0004092704424510632,-0.018679942935705185,1257.0,-2.457376090909091
30,15360,11,1342,464,0.015100776,0.0005522370338439941,0.2,0.006211279716808349,0.994270384311676,-0.022898311668541282,-43.77111232280731,0.2225341796875,0.0004092704424510632,-0.02787354588508606,1257.0,-2.4763288333333335
31,15872,11,1342,480,0.01679646,0.0002104640007019043,0.2,0.1635201144963503,0.9931967854499817,-0.020451156713534147,-43.77616894245148,0.2078857421875,0.0004092704424510632,0.04721537604928017,1257.0,-2.4763288333333335
32,16384,12,1341,496,0.02568364,-0.0006521940231323242,0.2,0.005009856075048447,0.9924045205116272,-0.02750898002705071,-43.73888325691223,0.2457275390625,0.0004092704424510632,-0.04235340282320976,1257.0,-2.495001461538462
33,16896,12,1341,512,0.023898106,0.0005861520767211914,0.2,0.16355629940517247,0.9928070902824402,-0.0262171198555734,-43.727678179740906,0.2763671875,0.0004092704424510632,0.04450564458966255,1257.0,-2.495001461538462
34,17408,12,1341,528,0.019733604,-0.09662914276123047,0.2,0.005828769339132123,0.9931130409240723,-0.02720992155082058,-43.74043917655945,0.2591552734375,0.0004092704424510632,-0.03688758984208107,1257.0,-2.495001461538462
35,17920,13,1340,544,0.021972872,-0.0020182132720947266,0.2,0.003908261765900534,0.9923693537712097,-0.027701585218892433,-43.738964438438416,0.269775390625,0.0004092704424510632,-0.04229096695780754,1257.0,-2.4804921428571434
36,18432,13,1339,560,0.020663314,0.0001798868179321289,0.2,0.18305223667994142,0.9908581972122192,-0.02188280002155807,-43.70449340343475,0.22314453125,0.0004092704424510632,0.045465655624866486,1257.0,-2.4804921428571434
37,18944,14,1339,576,0.018097475,-0.011658430099487305,0.2,0.0015028617453936022,0.9905893802642822,-0.0270189015136566,-43.66890549659729,0.2650146484375,0.0004092704424510632,-0.024107173085212708,1257.0,-2.4665893333333333
38,19456,14,1338,592,0.019342495,0.00039386749267578125,0.2,0.17142244311980903,0.9898384809494019,-0.032014577111112885,-43.658809661865234,0.2984619140625,0.0004092704424510632,0.045505352318286896,1257.0,-2.4665893333333333
39,19968,14,1338,608,0.015936041,-0.05327284336090088,0.2,0.005003651735023595,0.9888694286346436,-0.022188537899637595,-43.627946972846985,0.232666015625,0.0004092704424510632,-0.02830871008336544,1257.0,-2.4665893333333333
