time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/value_loss,train/std,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/clip_range,train/clip_fraction,train/learning_rate,train/loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
4284,512,1,0,,,,,,,,,,,,,
2639,1024,2,0,0.22213732916861773,0.998294472694397,16,-0.02891220716992393,0.015920117,-43.96666991710663,0.2,0.232666015625,0.0004092704424510632,-0.03490733727812767,-1.9855363368988037,,
2385,1536,3,0,0.003198695325409062,0.9978156089782715,32,-0.029990617709700018,0.017100543,-43.92134881019592,0.2,0.2806396484375,0.0004092704424510632,-0.0343707874417305,-0.0004805326461791992,-2.396632,1223.0
2238,2048,4,0,0.003904418736055959,0.9948998689651489,48,-0.026007654174463823,0.014120027,-43.88282346725464,0.2,0.222900390625,0.0004092704424510632,-0.03223933279514313,0.005619704723358154,-2.396632,1223.0
2197,2560,5,1,0.0023937463556649163,0.9936198592185974,64,-0.028529864401207305,0.02463254,-43.79886603355408,0.2,0.3016357421875,0.0004092704424510632,-0.029051994904875755,0.006441175937652588,-2.452498,1223.0
2143,3072,6,1,0.00563481445715297,0.9935874938964844,80,-0.025871592166367918,0.015568994,-43.781535029411316,0.2,0.2567138671875,0.0004092704424510632,-0.03603215888142586,0.0034810900688171387,-2.452498,1223.0
2093,3584,7,1,0.0028557923978951294,0.9946819543838501,96,-0.025210113162756898,0.015912404,-43.79909026622772,0.2,0.234619140625,0.0004092704424510632,-0.039224352687597275,-0.002322554588317871,-2.452498,1223.0
2070,4096,8,1,0.003020474687218666,0.9962921142578125,112,-0.029914122249465436,0.020271417,-43.842071771621704,0.2,0.2930908203125,0.0004092704424510632,-0.05524058640003204,0.004414856433868408,-2.468059,1223.0
2054,4608,9,2,0.015168242854997516,0.9948570728302002,128,-0.01921542565105483,0.011377927,-43.851733684539795,0.2,0.189208984375,0.0004092704424510632,-0.024197662249207497,0.0007012486457824707,-2.468059,1223.0
2039,5120,10,2,0.001909793902086676,0.9938414096832275,144,-0.020075840671779588,0.015653707,-43.804914116859436,0.2,0.20703125,0.0004092704424510632,-0.028893038630485535,0.009274959564208984,-2.51534275,1223.0
2031,5632,11,2,0.021890610631089658,0.994279682636261,160,-0.024345156823983416,0.01550064,-43.78916609287262,0.2,0.241455078125,0.0004092704424510632,-0.025248562917113304,0.0010448694229125977,-2.51534275,1223.0
2026,6144,12,3,0.0016913843537622597,0.9930837750434875,176,-0.024121326307067648,0.012642967,-43.788100600242615,0.2,0.2066650390625,0.0004092704424510632,-0.02782888524234295,-0.004735589027404785,-2.5326058,1223.0
2021,6656,13,3,0.0295237380778417,0.9919013381004333,192,-0.027533713408047333,0.017774481,-43.74387085437775,0.2,0.2274169921875,0.0004092704424510632,-0.024260349571704865,0.0009479522705078125,-2.5326058,1223.0
2017,7168,14,3,0.002683740465727169,0.9929460287094116,208,-0.025925960653694347,0.015692534,-43.740241289138794,0.2,0.2022705078125,0.0004092704424510632,-0.03923923149704933,0.006873726844787598,-2.5326058,1223.0
2015,7680,15,3,0.0031654941230954137,0.9937655925750732,224,-0.02472279194626026,0.016005252,-43.7719601392746,0.2,0.2032470703125,0.0004092704424510632,-0.0323810875415802,-0.00020134449005126953,-2.5137765,1223.0
2012,8192,16,4,0.048320337664335966,0.9923474788665771,240,-0.03394411157933064,0.03380528,-43.76821053028107,0.2,0.3016357421875,0.0004092704424510632,-0.02861473709344864,0.0002757906913757324,-2.5137765,1223.0
2008,8704,17,4,0.002078469180560205,0.9904500246047974,256,-0.026460045439307578,0.02363582,-43.70835733413696,0.2,0.2445068359375,0.0004092704424510632,-0.03138753026723862,0.00013780593872070312,-2.5225008571428567,1223.0
2004,9216,18,4,0.05643333250191063,0.9921718835830688,272,-0.023148151201894507,0.015595757,-43.69877755641937,0.2,0.1881103515625,0.0004092704424510632,-0.001378580927848816,0.0006600022315979004,-2.5225008571428567,1223.0
1997,9728,19,4,0.001853912734077312,0.991757869720459,288,-0.02883908522198908,0.023253001,-43.73523223400116,0.2,0.258544921875,0.0004092704424510632,-0.03275627642869949,-0.001267552375793457,-2.5225008571428567,1223.0
1993,10240,20,5,0.0031175669973890763,0.9894766807556152,304,-0.018795641080942005,0.013075223,-43.68710017204285,0.2,0.181884765625,0.0004092704424510632,-0.031128227710723877,0.0036879777908325195,-2.4956815,1223.0
1990,10752,21,5,0.07169219537172467,0.9892579317092896,320,-0.02886513597331941,0.024619155,-43.63732981681824,0.2,0.26416015625,0.0004092704424510632,-0.0015459582209587097,0.0003350377082824707,-2.4956815,1223.0
1986,11264,22,5,0.0026902715326286852,0.9899935722351074,336,-0.02120645306422375,0.014766648,-43.650906920433044,0.2,0.189453125,0.0004092704424510632,-0.025508511811494827,0.010811686515808105,-2.4995554444444443,1223.0
1981,11776,23,5,0.08328779018484056,0.9908017516136169,352,-0.02442441192397382,0.017017987,-43.67540633678436,0.2,0.242919921875,0.0004092704424510632,0.02184488996863365,0.00033015012741088867,-2.4995554444444443,1223.0
1978,12288,24,6,0.001431148864867282,0.9896966218948364,368,-0.02251936780521646,0.01624671,-43.67104709148407,0.2,0.185791015625,0.0004092704424510632,-0.030520077794790268,-0.1516127586364746,-2.5032522999999998,1223.0
