time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/value_loss,train/std,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/clip_range,train/clip_fraction,train/learning_rate,train/loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
4214,512,1,0,,,,,,,,,,,,,
2749,1024,2,0,0.1996271791649633,1.0006107091903687,16,-0.03310739860171452,0.018063173,-43.99199342727661,0.2,0.2642822265625,0.0004092704424510632,-0.03318037465214729,-0.4828528165817261,,
2479,1536,3,0,0.0036988002611906268,1.0002208948135376,32,-0.033943813818041235,0.021591697,-44.003398299217224,0.2,0.2965087890625,0.0004092704424510632,-0.03944610059261322,-0.06447172164916992,-2.499622,1223.0
2365,2048,4,0,0.016992746444884688,0.9988144636154175,48,-0.027542638665181585,0.020759068,-43.97051727771759,0.2,0.2998046875,0.0004092704424510632,-0.02880726382136345,0.008946835994720459,-2.499622,1223.0
2292,2560,5,1,0.0017314613487542374,1.0000064373016357,64,-0.022044499099138193,0.014043227,-43.95783531665802,0.2,0.22314453125,0.0004092704424510632,-0.02989250048995018,-0.026471376419067383,-2.5722104999999997,1223.0
2250,3072,6,1,0.023811826191376895,1.0001484155654907,80,-0.029390240728389472,0.02070049,-43.991228222846985,0.2,0.298583984375,0.0004092704424510632,-0.017486345022916794,0.006235301494598389,-2.5722104999999997,1223.0
2216,3584,7,1,0.00300348388554994,1.0000584125518799,96,-0.022704474191414192,0.016271275,-43.98570466041565,0.2,0.22705078125,0.0004092704424510632,-0.024102015420794487,-0.0057250261306762695,-2.5722104999999997,1223.0
2191,4096,8,1,0.0030232990793592762,1.0015077590942383,112,-0.028524405584903434,0.018520163,-44.00546205043793,0.2,0.26513671875,0.0004092704424510632,-0.04162142425775528,-0.022048592567443848,-2.5298389999999995,1223.0
2171,4608,9,2,0.039903512806631625,1.001990795135498,128,-0.024348988459678367,0.0177502,-44.03541839122772,0.2,0.2535400390625,0.0004092704424510632,-0.014973210170865059,0.005501806735992432,-2.5298389999999995,1223.0
2164,5120,10,2,0.0017442274020140758,1.0016719102859497,144,-0.02584679378196597,0.020500647,-44.03979539871216,0.2,0.275390625,0.0004092704424510632,-0.02521667443215847,-0.06035661697387695,-2.47163525,1223.0
2157,5632,11,2,0.045266493572853506,1.0030157566070557,160,-0.024686304546776228,0.017114483,-44.05188608169556,0.2,0.2442626953125,0.0004092704424510632,-0.012656599283218384,0.010452747344970703,-2.47163525,1223.0
2148,6144,12,2,0.001798331803001929,1.0028314590454102,176,-0.02363871356646996,0.014556818,-44.07657599449158,0.2,0.2261962890625,0.0004092704424510632,-0.044856201857328415,-0.506056547164917,-2.4579315999999998,1223.0
2144,6656,13,3,0.047849242808297276,1.000533103942871,192,-0.02901064421166666,0.01972153,-44.03892397880554,0.2,0.273681640625,0.0004092704424510632,-0.01412416435778141,0.04068726301193237,-2.4579315999999998,1223.0
