time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/value_loss,train/std,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/clip_range,train/clip_fraction,train/learning_rate,train/loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
3891,512,1,0,,,,,,,,,,,,,
2259,1024,2,0,0.07498423931247089,0.9999264478683472,16,-0.03625979705248028,0.018415935,-43.98433756828308,0.2,0.2789306640625,0.0004092704424510632,-0.03825598210096359,-0.16642403602600098,,
2010,1536,3,0,0.003140963592159096,1.0002158880233765,32,-0.026176710132858716,0.015040534,-43.9888356924057,0.2,0.2449951171875,0.0004092704424510632,-0.024140406399965286,0.014470815658569336,-2.568908,1223.0
1883,2048,4,1,0.010214373527560383,0.998003363609314,48,-0.025318704691017047,0.012819812,-43.9643337726593,0.2,0.2117919921875,0.0004092704424510632,-0.03576091676950455,0.003342866897583008,-2.568908,1223.0
1831,2560,5,1,0.0016907041372178355,0.997504472732544,64,-0.027370985713787377,0.014469024,-43.90836250782013,0.2,0.2474365234375,0.0004092704424510632,-0.03133168816566467,0.012816011905670166,-2.5669255,1223.0
1784,3072,6,1,0.013785774732241407,0.9980403780937195,80,-0.023340075829764828,0.01508254,-43.91408836841583,0.2,0.2686767578125,0.0004092704424510632,-0.017461305484175682,0.0005972981452941895,-2.5669255,1223.0
1757,3584,7,2,0.0022471960983239114,0.9970532655715942,96,-0.023801892399205826,0.015006572,-43.91030716896057,0.2,0.221923828125,0.0004092704424510632,-0.02375733107328415,0.027084052562713623,-2.5669255,1223.0
1736,4096,8,2,0.0030440704576903954,0.9971315860748291,112,-0.026410125276015606,0.016648147,-43.8878014087677,0.2,0.241455078125,0.0004092704424510632,-0.02887142263352871,0.013958394527435303,-2.540618333333333,1223.0
1725,4608,9,2,0.029067269526422024,0.9980490803718567,128,-0.02959367519360967,0.021601245,-43.903584122657776,0.2,0.2735595703125,0.0004092704424510632,-0.02056203968822956,0.002542734146118164,-2.540618333333333,1223.0
1717,5120,10,2,0.002213081696027075,0.9981833100318909,144,-0.026571844791760668,0.028320398,-43.92308270931244,0.2,0.2781982421875,0.0004092704424510632,-0.030727704986929893,0.02035200595855713,-2.54936225,1223.0
1708,5632,11,3,0.0375997603405267,0.9976871609687805,160,-0.02443039885838516,0.016115796,-43.91625952720642,0.2,0.2149658203125,0.0004092704424510632,-0.009735403582453728,0.004673302173614502,-2.54936225,1223.0
1700,6144,12,3,0.0017047227047441993,0.9964883923530579,176,-0.021995846618665382,0.012735348,-43.88935971260071,0.2,0.185546875,0.0004092704424510632,-0.04003322869539261,-0.01896512508392334,-2.5419922,1223.0
1692,6656,13,3,0.04404229286592454,0.9973087906837463,192,-0.0231169794278685,0.017544148,-43.877371191978455,0.2,0.2403564453125,0.0004092704424510632,-0.015946924686431885,0.007536351680755615,-2.5419922,1223.0
1686,7168,14,4,0.0034364258099230938,0.9971675276756287,208,-0.02391438523773104,0.01805469,-43.892181277275085,0.2,0.21484375,0.0004092704424510632,-0.027436675503849983,0.10473054647445679,-2.5419922,1223.0
1694,7680,15,4,0.003367968776728958,0.9958472847938538,224,-0.023491257161367685,0.017154738,-43.870824098587036,0.2,0.2352294921875,0.0004092704424510632,-0.0345357209444046,-0.0048444271087646484,-2.528878666666667,1223.0
1699,8192,16,4,0.0565941440872848,0.995042085647583,240,-0.024219108250690624,0.017717669,-43.832128405570984,0.2,0.220703125,0.0004092704424510632,-0.012709060683846474,0.005958974361419678,-2.528878666666667,1223.0
1703,8704,17,5,0.0016437240392406238,0.9944602847099304,256,-0.027715781870938372,0.020990917,-43.80998635292053,0.2,0.2720947265625,0.0004092704424510632,-0.03078838251531124,-0.14658117294311523,-2.5232678571428573,1223.0
1708,9216,18,5,0.060612079687416553,0.9952031970024109,272,-0.02779056946747005,0.022300947,-43.80795228481293,0.2,0.255859375,0.0004092704424510632,-0.01219506748020649,0.037663400173187256,-2.5232678571428573,1223.0
1726,9728,19,5,0.003368650232005166,0.9949434399604797,288,-0.022439866137574427,0.016386988,-43.822362661361694,0.2,0.2169189453125,0.0004092704424510632,-0.02875613421201706,0.11964696645736694,-2.5232678571428573,1223.0
1740,10240,20,5,0.003337498361361213,0.99656081199646,304,-0.02435931155923754,0.025917334,-43.83207178115845,0.2,0.24169921875,0.0004092704424510632,-0.035075124353170395,0.022351980209350586,-2.5243168750000002,1223.0
1748,10752,21,6,0.0711180663201958,0.9945042729377747,320,-0.02617891161935404,0.02804902,-43.84193968772888,0.2,0.2840576171875,0.0004092704424510632,-0.0021135248243808746,0.01258772611618042,-2.5243168750000002,1223.0
1751,11264,22,6,0.0035125276444887277,0.9950741529464722,336,-0.02548722384381108,0.015556232,-43.792015075683594,0.2,0.2069091796875,0.0004092704424510632,-0.03836118057370186,-0.00014257431030273438,-2.5197922222222227,1223.0
1753,11776,23,6,0.0759190246462822,0.995004415512085,352,-0.02949566532333847,0.022673313,-43.81989777088165,0.2,0.25,0.0004092704424510632,0.0029917247593402863,0.023845314979553223,-2.5197922222222227,1223.0
1751,12288,24,7,0.0027200349086342612,0.9949513077735901,368,-0.02377087200875394,0.016905714,-43.804399371147156,0.2,0.2254638671875,0.0004092704424510632,-0.03163566812872887,-2.223816156387329,-2.5236860000000005,1223.0
1749,12800,25,7,0.07255165197420865,0.995927631855011,384,-0.027581527072470635,0.017431816,-43.82122564315796,0.2,0.2376708984375,0.0004092704424510632,-0.0009675733745098114,0.08065599203109741,-2.5236860000000005,1223.0
1751,13312,26,7,0.004507636651396751,0.9955307841300964,400,-0.02311913057928905,0.019204602,-43.83639979362488,0.2,0.2091064453125,0.0004092704424510632,-0.02559664100408554,0.2931644320487976,-2.5236860000000005,1223.0
1753,13824,27,7,0.004604418099916074,0.9970664978027344,416,-0.029191800858825445,0.020548992,-43.83949589729309,0.2,0.2606201171875,0.0004092704424510632,-0.030007675290107727,-0.4096829891204834,-2.516450181818182,1223.0
1756,14336,28,8,0.06580408499576151,0.998068630695343,432,-0.029724309482844546,0.024753649,-43.890851974487305,0.2,0.276611328125,0.0004092704424510632,-0.01667368784546852,0.05597442388534546,-2.516450181818182,1223.0
1762,14848,29,8,0.0047494541213382035,0.9983458518981934,448,-0.026707177064963616,0.01998682,-43.903446435928345,0.2,0.24462890625,0.0004092704424510632,-0.038346391171216965,-0.6960583925247192,-2.5169546666666673,1223.0
