time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/value_loss,train/std,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/clip_range,train/clip_fraction,train/learning_rate,train/loss,train/explained_variance,rollout/ep_rew_mean,rollout/ep_len_mean
2090,12800,25,6,0.07650265819393098,0.9925626516342163,384,-0.025644358072895557,0.02111419,-43.77025282382965,0.2,0.2415771484375,0.0004092704424510632,0.0037033557891845703,0.005720019340515137,-2.5003485,1223.0
2087,13312,26,6,0.0030194779428711627,0.9932307600975037,400,-0.0205487032289966,0.01402012,-43.74081826210022,0.2,0.1888427734375,0.0004092704424510632,-0.03288347274065018,0.13253450393676758,-2.5003485,1223.0
2087,13824,27,6,0.0029025920157437213,0.9929811954498291,416,-0.024304488440975547,0.018722365,-43.75754261016846,0.2,0.2137451171875,0.0004092704424510632,-0.043088242411613464,-0.007314801216125488,-2.4841179999999996,1223.0
2086,14336,28,6,0.08602985087782145,0.9909783601760864,432,-0.026456282968865708,0.01928,-43.72081005573273,0.2,0.23681640625,0.0004092704424510632,-0.008646368980407715,0.008389532566070557,-2.4841179999999996,1223.0
2086,14848,29,7,0.0043733606980822515,0.9924975633621216,448,-0.022991136298514903,0.020437295,-43.69791841506958,0.2,0.201416015625,0.0004092704424510632,-0.04159966856241226,-0.5651435852050781,-2.4784154999999997,1223.0
2085,15360,30,7,0.08374563255347311,0.9916139245033264,464,-0.023955019016284496,0.018067073,-43.7286981344223,0.2,0.22998046875,0.0004092704424510632,-0.001645892858505249,0.009240448474884033,-2.4784154999999997,1223.0
2087,15872,31,7,0.004182568092801375,0.9914954304695129,480,-0.021285255759721622,0.01548636,-43.696144342422485,0.2,0.1834716796875,0.0004092704424510632,-0.03981158137321472,0.10341405868530273,-2.4784154999999997,1223.0
2087,16384,32,7,0.003504774926113896,0.9904453754425049,496,-0.029412548028631136,0.025303194,-43.692508935928345,0.2,0.2572021484375,0.0004092704424510632,-0.051175910979509354,0.03100740909576416,-2.472499307692307,1223.0
2086,16896,33,8,0.0775503822369501,0.9890916347503662,512,-0.029721016449911986,0.039992146,-43.64424932003021,0.2,0.3218994140625,0.0004092704424510632,0.00036662444472312927,0.012766838073730469,-2.472499307692307,1223.0
2086,17408,34,8,0.00266523105892702,0.9872244596481323,528,-0.023599128500791267,0.0153968,-43.59912419319153,0.2,0.1988525390625,0.0004092704424510632,-0.024256408214569092,-0.6506363153457642,-2.4722763571428565,1223.0
2086,17920,35,8,0.10477912658825517,0.9873796105384827,544,-0.025915646048815688,0.024825837,-43.562456369400024,0.2,0.2603759765625,0.0004092704424510632,0.015698116272687912,0.02852541208267212,-2.4722763571428565,1223.0
2088,18432,36,8,0.006452219924540259,0.9867547750473022,560,-0.026419954243465327,0.020584626,-43.56339073181152,0.2,0.232177734375,0.0004092704424510632,-0.04003077745437622,-1.8134706020355225,-2.459578333333333,1223.0
2089,18944,37,9,0.11650745524093509,0.9853398203849792,576,-0.025868117008940317,0.019079812,-43.532267689704895,0.2,0.223876953125,0.0004092704424510632,0.018259499222040176,0.03230559825897217,-2.459578333333333,1223.0
2087,19456,38,9,0.003260568373661954,0.9843685030937195,592,-0.03430151054635644,0.020682983,-43.48498058319092,0.2,0.2559814453125,0.0004092704424510632,-0.05135214701294899,0.14851528406143188,-2.459578333333333,1223.0
2088,19968,39,9,0.0036172959007672034,0.9841610193252563,608,-0.021221195653197356,0.014238773,-43.46946716308594,0.2,0.1893310546875,0.0004092704424510632,-0.02977563627064228,0.0024561285972595215,-2.463602875,1223.0
2087,20480,40,9,0.12674737605266273,0.9841027855873108,624,-0.02448059378002654,0.020228714,-43.4669463634491,0.2,0.228759765625,0.0004092704424510632,0.02207941561937332,0.016190171241760254,-2.463602875,1223.0
2076,20992,41,10,0.0053129734696995,0.9861621856689453,640,-0.029064062269753776,0.018996812,-43.48681080341339,0.2,0.2437744140625,0.0004092704424510632,-0.026467837393283844,-5.1922502517700195,-2.460689411764706,1223.0
2065,21504,42,10,0.11338194459676743,0.9861676096916199,656,-0.022821785503765568,0.01662597,-43.539684653282166,0.2,0.1986083984375,0.0004092704424510632,0.020871009677648544,0.13012689352035522,-2.460689411764706,1223.0
2056,22016,43,10,0.007680125781917013,0.9857117533683777,672,-0.025159889381029643,0.018125067,-43.523305892944336,0.2,0.2237548828125,0.0004092704424510632,-0.038235314190387726,-2.627708911895752,-2.462717777777778,1223.0
2048,22528,44,10,0.10142889455892146,0.9844540953636169,688,-0.021885468249820406,0.020253226,-43.49919402599335,0.2,0.2142333984375,0.0004092704424510632,0.014543060213327408,0.2982151508331299,-2.462717777777778,1223.0
2041,23040,45,11,0.005681370123056695,0.9834769368171692,704,-0.030418708884099033,0.023220466,-43.46072554588318,0.2,0.2596435546875,0.0004092704424510632,-0.05086015164852142,0.02993708848953247,-2.462717777777778,1223.0
2032,23552,46,11,0.004819262481760234,0.9848193526268005,720,-0.025906171154929325,0.016411584,-43.46249270439148,0.2,0.2115478515625,0.0004092704424510632,-0.04971470311284065,-0.31200122833251953,-2.4647071578947366,1223.0
2024,24064,47,11,0.10482726129703224,0.9856722950935364,736,-0.023157636169344187,0.015266895,-43.50333225727081,0.2,0.2037353515625,0.0004092704424510632,0.001434270292520523,0.0423617959022522,-2.4647071578947366,1223.0
2016,24576,48,12,0.006524675431137439,0.9854647517204285,752,-0.020427240830031224,0.0169667,-43.50995743274689,0.2,0.1876220703125,0.0004092704424510632,-0.03257349506020546,-2.260608196258545,-2.4607610499999995,1223.0
2009,25088,49,12,0.13807713496498764,0.9847287535667419,768,-0.024856450909283012,0.020409103,-43.49057900905609,0.2,0.2313232421875,0.0004092704424510632,0.024669572710990906,0.009194254875183105,-2.4607610499999995,1223.0
2002,25600,50,12,0.004117815107747447,0.985013484954834,784,-0.03147582753445022,0.022036284,-43.483434081077576,0.2,0.271240234375,0.0004092704424510632,-0.05166981741786003,-0.4675712585449219,-2.4607610499999995,1223.0
1995,26112,51,13,0.004525321382971015,0.9842682480812073,800,-0.021999283926561475,0.015755912,-43.47950577735901,0.2,0.188232421875,0.0004092704424510632,-0.03173660486936569,-0.07955002784729004,-2.4590541428571426,1223.0
1988,26624,52,13,0.11259889253415167,0.9843959212303162,816,-0.022817989462055266,0.016767308,-43.46334397792816,0.2,0.19140625,0.0004092704424510632,0.006489589810371399,0.0520099401473999,-2.4590541428571426,1223.0
1981,27136,53,13,0.00488680930720875,0.9833930730819702,832,-0.02287154205259867,0.013778046,-43.45534408092499,0.2,0.184814453125,0.0004092704424510632,-0.024973662570118904,-2.1560354232788086,-2.4556715454545452,1223.0
1974,27648,54,14,0.12456383928656578,0.9824666380882263,848,-0.024807414549286477,0.02116606,-43.42091453075409,0.2,0.2296142578125,0.0004092704424510632,0.01223759725689888,0.024403750896453857,-2.4556715454545452,1223.0
1967,28160,55,14,0.008341350705450168,0.9823493361473083,864,-0.02208812972821761,0.016084913,-43.39977669715881,0.2,0.1744384765625,0.0004092704424510632,-0.03117740899324417,-10.109979629516602,-2.4500257391304343,1223.0
1961,28672,56,14,0.11249634646810591,0.9813200235366821,880,-0.01991874453960918,0.015730444,-43.38250958919525,0.2,0.18359375,0.0004092704424510632,0.007351450622081757,0.047807395458221436,-2.4500257391304343,1223.0
1956,29184,57,14,0.010274045955156907,0.9802437424659729,896,-0.02943666149803903,0.016473403,-43.34680223464966,0.2,0.2265625,0.0004092704424510632,-0.04013488069176674,-0.5413310527801514,-2.4500257391304343,1223.0
1952,29696,58,15,0.0030400092946365476,0.9779332280158997,912,-0.023355055032880045,0.023961065,-43.29552674293518,0.2,0.245849609375,0.0004092704424510632,-0.036523401737213135,-0.8046133518218994,-2.447570625,1223.0
1946,30208,59,15,0.14043750544078648,0.9766088724136353,928,-0.020047259822604246,0.019720428,-43.22582519054413,0.2,0.2353515625,0.0004092704424510632,0.021943535655736923,0.06249070167541504,-2.447570625,1223.0
1940,30720,60,15,0.02697630424518138,0.9757100939750671,944,-0.023842217022320256,0.025164604,-43.19804835319519,0.2,0.2322998046875,0.0004092704424510632,-0.012000270187854767,-1.6897928714752197,-2.45128668,1223.0
1935,31232,61,16,0.14122816384769976,0.97626131772995,960,-0.024117511176882545,0.019203242,-43.186787605285645,0.2,0.2130126953125,0.0004092704424510632,0.03775743767619133,0.5045715570449829,-2.45128668,1223.0
1930,31744,62,16,0.012937563602463342,0.9779597520828247,976,-0.02281600865535438,0.016312324,-43.22321259975433,0.2,0.197021484375,0.0004092704424510632,-0.03199023753404617,-2.9000027179718018,-2.45128668,1223.0
1925,32256,63,16,0.004049192080856301,0.9778562784194946,992,-0.030188474978785962,0.024451457,-43.25758671760559,0.2,0.288818359375,0.0004092704424510632,-0.05079931765794754,0.15802568197250366,-2.4493934615384614,1223.0
1920,32768,64,17,0.10060343623626977,0.9778677821159363,1008,-0.021639429061906412,0.022136807,-43.24602913856506,0.2,0.21875,0.0004092704424510632,-0.006697475910186768,0.08059024810791016,-2.4493934615384614,1223.0
1916,33280,65,17,0.008248083686339669,0.9767146706581116,1024,-0.02369699035261874,0.017028548,-43.23920679092407,0.2,0.214599609375,0.0004092704424510632,-0.03934944421052933,-3.4282689094543457,-2.444376,1223.0
1912,33792,66,17,0.1510424332227558,0.9757581949234009,1040,-0.02258407775661908,0.018504966,-43.197306632995605,0.2,0.25634765625,0.0004092704424510632,0.03198729455471039,0.02444624900817871,-2.444376,1223.0
1909,34304,67,17,0.024486494847224094,0.9744902849197388,1056,-0.020707542513264343,0.016702259,-43.16817808151245,0.2,0.144287109375,0.0004092704424510632,-0.028464028611779213,-9.435539245605469,-2.4434714642857145,1223.0
1905,34816,68,18,0.12894129287451506,0.9738718867301941,1072,-0.0308472119650105,0.029992986,-43.12955343723297,0.2,0.2523193359375,0.0004092704424510632,0.029842883348464966,0.24630087614059448,-2.4434714642857145,1223.0
1901,35328,69,18,0.019233500817790627,0.9745987057685852,1088,-0.022202054133231286,0.016401146,-43.13137650489807,0.2,0.1654052734375,0.0004092704424510632,-0.016625698655843735,-0.5863050222396851,-2.4434714642857145,1223.0
1897,35840,70,18,0.005824511201353744,0.9730097651481628,1104,-0.023782048738212325,0.020560756,-43.12780427932739,0.2,0.2252197265625,0.0004092704424510632,-0.04091055691242218,-0.29081952571868896,-2.4404840689655174,1223.0
1893,36352,71,19,0.1175370616838336,0.9722300171852112,1120,-0.026250601222272962,0.021319222,-43.076210141181946,0.2,0.2227783203125,0.0004092704424510632,-0.00026765093207359314,0.09335553646087646,-2.4404840689655174,1223.0
1889,36864,72,19,0.02320894686272368,0.9718450307846069,1136,-0.02152229505009018,0.01666684,-43.059887409210205,0.2,0.19921875,0.0004092704424510632,-0.026244012638926506,-1.9172568321228027,-2.441112166666667,1223.0
1886,37376,73,19,0.08930485276505351,0.9718321561813354,1152,-0.01758930333016906,0.021553284,-43.05292749404907,0.2,0.1580810546875,0.0004092704424510632,0.0012555848807096481,0.4151614308357239,-2.441112166666667,1223.0
1884,37888,74,20,0.011862238985486329,0.9722316265106201,1168,-0.03043623294797726,0.02067691,-43.05882811546326,0.2,0.23388671875,0.0004092704424510632,-0.059660859405994415,-3.7807230949401855,-2.441112166666667,1223.0
1882,38400,75,20,0.003540705089108087,0.973154604434967,1184,-0.026385526085505262,0.015014581,-43.08131802082062,0.2,0.228759765625,0.0004092704424510632,-0.028568774461746216,0.2559029459953308,-2.4361724838709677,1223.0
1879,38912,76,20,0.0710747444536537,0.9739039540290833,1200,-0.02848379244096577,0.04600113,-43.108802914619446,0.2,0.2938232421875,0.0004092704424510632,-0.01887851394712925,0.14766573905944824,-2.4361724838709677,1223.0
1877,39424,77,21,0.00619448642100906,0.9733418822288513,1216,-0.0285855584370438,0.0163547,-43.11283230781555,0.2,0.2467041015625,0.0004092704424510632,-0.043826594948768616,-3.0039219856262207,-2.4348329687500003,1223.0
1874,39936,78,21,0.13438477437011898,0.9724059104919434,1232,-0.01498137813177891,0.013754668,-43.08535170555115,0.2,0.1820068359375,0.0004092704424510632,0.036983754485845566,0.0554126501083374,-2.4348329687500003,1223.0
1871,40448,79,21,0.017384194667101838,0.9722071886062622,1248,-0.020849202206591144,0.0124705825,-43.07113003730774,0.2,0.1734619140625,0.0004092704424510632,-0.016856366768479347,-5.950802803039551,-2.434196151515152,1223.0
1868,40960,80,21,0.16007296089082956,0.9714130163192749,1264,-0.01896787762962049,0.019611571,-43.059654712677,0.2,0.182861328125,0.0004092704424510632,0.03216972202062607,0.18092095851898193,-2.434196151515152,1223.0
1866,41472,81,22,0.01636042159225326,0.9692518711090088,1280,-0.024122366099618375,0.018183503,-43.01829814910889,0.2,0.213623046875,0.0004092704424510632,-0.03389466926455498,-2.3820791244506836,-2.434196151515152,1223.0
1864,41984,82,22,0.0032729369777371176,0.9670863747596741,1296,-0.02758041639754083,0.018632658,-42.93465554714203,0.2,0.2431640625,0.0004092704424510632,-0.03584640473127365,-0.026320219039916992,-2.4279148823529417,1223.0
1862,42496,83,22,0.1257791817188263,0.9672181010246277,1312,-0.028797829399991315,0.025895955,-42.902119398117065,0.2,0.2691650390625,0.0004092704424510632,-0.004472967237234116,0.09303337335586548,-2.4279148823529417,1223.0
1860,43008,84,23,0.030036791315069422,0.9669840931892395,1328,-0.021192724612774327,0.015031345,-42.90183103084564,0.2,0.1923828125,0.0004092704424510632,-0.017733441665768623,-6.348845958709717,-2.424427371428572,1223.0
1858,43520,85,23,0.09580549946986139,0.9664974808692932,1344,-0.022690059631713666,0.018090669,-42.89102566242218,0.2,0.1627197265625,0.0004092704424510632,0.02031712979078293,0.6268247365951538,-2.424427371428572,1223.0
1857,44032,86,23,0.009862513416010188,0.9655231237411499,1360,-0.028992116887820885,0.021314554,-42.86443829536438,0.2,0.2552490234375,0.0004092704424510632,-0.03952953219413757,-10.336404800415039,-2.423839333333334,1223.0
1855,44544,87,24,0.10280627175234258,0.9649701118469238,1376,-0.024929600214818493,0.021502797,-42.83867418766022,0.2,0.24560546875,0.0004092704424510632,-0.0018832162022590637,0.09347301721572876,-2.423839333333334,1223.0
1854,45056,88,24,0.011725361400749534,0.9671196937561035,1392,-0.028118033354985528,0.017165855,-42.849769711494446,0.2,0.2191162109375,0.0004092704424510632,-0.033358994871377945,-0.563076376914978,-2.423839333333334,1223.0
1852,45568,89,24,0.004365491033240687,0.9677850604057312,1408,-0.03722449883935042,0.030528957,-42.91074550151825,0.2,0.3331298828125,0.0004092704424510632,-0.05165227875113487,-0.6725831031799316,-2.4265280810810816,1223.0
1851,46080,90,24,0.12830261630006135,0.9681043028831482,1424,-0.02149039246432949,0.01841079,-42.91286766529083,0.2,0.226318359375,0.0004092704424510632,-0.006098505109548569,0.11964070796966553,-2.4265280810810816,1223.0
1849,46592,91,25,0.007000927078479435,0.9706050753593445,1440,-0.02690532179258298,0.019336894,-42.954185962677,0.2,0.2635498046875,0.0004092704424510632,-0.036155976355075836,-4.317183494567871,-2.423833894736843,1223.0
1847,47104,92,25,0.1440628324635327,0.9707604646682739,1456,-0.02325812936760485,0.020059347,-43.01153087615967,0.2,0.2147216796875,0.0004092704424510632,0.016148190945386887,0.11428093910217285,-2.423833894736843,1223.0
1845,47616,93,25,0.010278242436470464,0.9696100354194641,1472,-0.02209737105295062,0.016964952,-42.993913412094116,0.2,0.185546875,0.0004092704424510632,-0.03082374669611454,-2.508584499359131,-2.423833894736843,1223.0
1843,48128,94,26,0.003632729123637546,0.9675003886222839,1488,-0.02239135667332448,0.015417306,-42.94350326061249,0.2,0.2110595703125,0.0004092704424510632,-0.03613685071468353,-0.0237044095993042,-2.4272700769230777,1223.0
1842,48640,95,26,0.14949933206662536,0.9668633937835693,1504,-0.022508749563712627,0.021525642,-42.894248485565186,0.2,0.2208251953125,0.0004092704424510632,0.019475720822811127,0.1014443039894104,-2.4272700769230777,1223.0
1840,49152,96,26,0.018824747574399225,0.9669626951217651,1520,-0.024580850411439314,0.01573962,-42.88973093032837,0.2,0.192138671875,0.0004092704424510632,-0.03130578622221947,-5.225917339324951,-2.427606075,1223.0
1839,49664,97,26,0.14552752394229174,0.9681017994880676,1536,-0.017491482591140084,0.017966868,-42.905940771102905,0.2,0.1883544921875,0.0004092704424510632,0.020892921835184097,0.07411688566207886,-2.427606075,1223.0
1838,50176,98,27,0.014424128152313642,0.9689290523529053,1552,-0.02536514654639177,0.018983657,-42.944454312324524,0.2,0.2176513671875,0.0004092704424510632,-0.03033856675028801,-3.8569488525390625,-2.4284671219512193,1223.0
1837,50688,99,27,0.16194810322485864,0.9684411287307739,1568,-0.024462351993861375,0.026993947,-42.951083183288574,0.2,0.2740478515625,0.0004092704424510632,0.025414753705263138,0.10994011163711548,-2.4284671219512193,1223.0
1836,51200,100,27,0.02163614990422502,0.9679240584373474,1584,-0.024728820062591694,0.019214107,-42.93302512168884,0.2,0.2117919921875,0.0004092704424510632,-0.032804109156131744,-1.946565866470337,-2.4284671219512193,1223.0
1834,51712,101,28,0.0040017759092734195,0.9686445593833923,1600,-0.0316402311946149,0.019513793,-42.93117940425873,0.2,0.3017578125,0.0004092704424510632,-0.04403587430715561,-0.1910393238067627,-2.427905857142857,1223.0
1832,52224,102,28,0.1531901687849313,0.9681885838508606,1616,-0.019060658814851195,0.018882625,-42.94276583194733,0.2,0.1923828125,0.0004092704424510632,0.019910447299480438,0.11028754711151123,-2.427905857142857,1223.0
1830,52736,103,28,0.029042463560472243,0.9673455357551575,1632,-0.019613541444414295,0.014837936,-42.91896712779999,0.2,0.136962890625,0.0004092704424510632,-0.0339810848236084,-6.971158981323242,-2.426890837209302,1223.0
1829,53248,104,29,0.1450723463203758,0.9671021103858948,1648,-0.023759848583722487,0.016975712,-42.89551818370819,0.2,0.22265625,0.0004092704424510632,0.0057053714990615845,0.17290574312210083,-2.426890837209302,1223.0
1828,53760,105,29,0.015396735579997767,0.9667637944221497,1664,-0.030395312860491686,0.020624924,-42.89033234119415,0.2,0.2625732421875,0.0004092704424510632,-0.02969570830464363,-6.378728866577148,-2.426890837209302,1223.0
1827,54272,106,29,0.00358375022187829,0.966375470161438,1680,-0.021813554485561326,0.015644798,-42.872464179992676,0.2,0.22314453125,0.0004092704424510632,-0.02576027810573578,0.1770574450492859,-2.423979045454545,1223.0
1826,54784,107,29,0.12694310199003667,0.966130793094635,1696,-0.01554190339811612,0.01659516,-42.86122989654541,0.2,0.1688232421875,0.0004092704424510632,0.01304849423468113,0.09056854248046875,-2.423979045454545,1223.0
1824,55296,108,30,0.010246166712022386,0.9649635553359985,1712,-0.02533935305837076,0.018527584,-42.842769384384155,0.2,0.2088623046875,0.0004092704424510632,-0.036579299718141556,-4.273845672607422,-2.422512088888889,1223.0
1823,55808,109,30,0.18824105360545218,0.9648796319961548,1728,-0.018125363596482202,0.017944545,-42.81499397754669,0.2,0.201416015625,0.0004092704424510632,0.03704265505075455,0.09438341856002808,-2.422512088888889,1223.0
1821,56320,110,30,0.018374056729953736,0.9647880792617798,1744,-0.02533176602446474,0.013476726,-42.817426323890686,0.2,0.2132568359375,0.0004092704424510632,-0.041938167065382004,-6.961112022399902,-2.4197618260869564,1223.0
1819,56832,111,31,0.15063552395440638,0.9653847217559814,1760,-0.024536467157304287,0.023920912,-42.826544761657715,0.2,0.221435546875,0.0004092704424510632,0.007908936589956284,0.14075469970703125,-2.4197618260869564,1223.0
1818,57344,112,31,0.018694024853175506,0.9668056964874268,1776,-0.03329391989973374,0.021167232,-42.855486273765564,0.2,0.261962890625,0.0004092704424510632,-0.04948946088552475,-1.4793717861175537,-2.4197618260869564,1223.0
1816,57856,113,31,0.004236268505337648,0.9674210548400879,1792,-0.030925707556889392,0.01829925,-42.89333951473236,0.2,0.2747802734375,0.0004092704424510632,-0.04139068350195885,-0.1713961362838745,-2.418938170212766,1223.0
1815,58368,114,32,0.14313369034789503,0.9672165513038635,1808,-0.023641736072022468,0.02497751,-42.90036225318909,0.2,0.2037353515625,0.0004092704424510632,-0.0021861232817173004,0.12596261501312256,-2.418938170212766,1223.0
1813,58880,115,32,0.013152298313798383,0.9673022627830505,1824,-0.02644098486052826,0.01608738,-42.896172881126404,0.2,0.2308349609375,0.0004092704424510632,-0.042364295572042465,-4.11866569519043,-2.4170803125,1223.0
1811,59392,116,32,0.1425699512474239,0.9666494727134705,1840,-0.021894268866162747,0.021187417,-42.8873724937439,0.2,0.2171630859375,0.0004092704424510632,0.018967680633068085,0.11880987882614136,-2.4170803125,1223.0
1810,59904,117,33,0.009126088378252462,0.9665749073028564,1856,-0.02800877660047263,0.021913968,-42.87160611152649,0.2,0.248291015625,0.0004092704424510632,-0.03544493019580841,-5.340029239654541,-2.4170803125,1223.0
1809,60416,118,33,0.005199264531256631,0.9671334624290466,1872,-0.03170602323370986,0.019335244,-42.88042104244232,0.2,0.30322265625,0.0004092704424510632,-0.03919925540685654,0.31707245111465454,-2.418369387755102,1223.0
1808,60928,119,33,0.08901166857685894,0.9660809636116028,1888,-0.02486876372131519,0.040386476,-42.87549686431885,0.2,0.2340087890625,0.0004092704424510632,-0.005027841776609421,0.29229825735092163,-2.418369387755102,1223.0
1807,61440,120,33,0.008586615476815496,0.9626572728157043,1904,-0.03363285801606253,0.023951035,-42.8060028553009,0.2,0.290283203125,0.0004092704424510632,-0.048113465309143066,-5.432374954223633,-2.4189344,1223.0
1806,61952,121,34,0.1671700864098966,0.9626012444496155,1920,-0.027072466007666662,0.022719327,-42.728455662727356,0.2,0.2513427734375,0.0004092704424510632,0.0015655569732189178,0.0812501311302185,-2.4189344,1223.0
1805,62464,122,34,0.009063364021130838,0.962684154510498,1936,-0.02491972758434713,0.01591576,-42.742477774620056,0.2,0.2144775390625,0.0004092704424510632,-0.04737326502799988,-5.773837089538574,-2.4141983725490195,1223.0
1805,62976,123,34,0.21804753714241087,0.9620978236198425,1952,-0.023403114260872826,0.025821127,-42.72570848464966,0.2,0.2132568359375,0.0004092704424510632,0.06655982881784439,0.09367597103118896,-2.4141983725490195,1223.0
1804,63488,124,35,0.016029403879656456,0.9608606100082397,1968,-0.024421991183771752,0.019437812,-42.69955849647522,0.2,0.2066650390625,0.0004092704424510632,-0.030330248177051544,-2.7918665409088135,-2.4141983725490195,1223.0
1803,64000,125,35,0.0035559575553634204,0.959823727607727,1984,-0.0270987583353417,0.018075302,-42.654045820236206,0.2,0.2491455078125,0.0004092704424510632,-0.03143380209803581,0.03774541616439819,-2.408922903846154,1223.0
