time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/approx_kl,train/loss,train/value_loss,train/explained_variance,train/n_updates,train/learning_rate,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
1789,14,7168,4,-43.67502474784851,0.02034018,-0.017671192064881325,0.050483922474086285,0.0015137791633605957,208,0.0004092704424510632,0.2,0.27734375,-0.027859972789883614,0.9900092482566833,-2.2839948,1257.0
1784,15,7680,4,-43.63836920261383,0.015533002,-0.03911333531141281,0.0030167750956024975,-0.01761031150817871,224,0.0004092704424510632,0.2,0.28857421875,-0.02798174595227465,0.9885939359664917,-2.2767775,1257.0
1782,16,8192,4,-43.62517189979553,0.015632551,-0.011195633560419083,0.05250101222191006,0.0019240379333496094,240,0.0004092704424510632,0.2,0.2509765625,-0.024377082532737404,0.9898677468299866,-2.2767775,1257.0
1778,17,8704,4,-43.658401012420654,0.021413982,-0.048321038484573364,0.0030888769106240943,-0.11073338985443115,256,0.0004092704424510632,0.2,0.276123046875,-0.030532394004694652,0.9900985360145569,-2.2767775,1257.0
1774,18,9216,5,-43.63495886325836,0.014845042,-0.03498866409063339,0.005056974994658958,-0.012949705123901367,272,0.0004092704424510632,0.2,0.2100830078125,-0.022356453860993497,0.988215982913971,-2.297186,1257.0
1770,19,9728,5,-43.571248054504395,0.020397298,0.0026934929192066193,0.07162718405015767,0.0012200474739074707,288,0.0004092704424510632,0.2,0.2952880859375,-0.02664960199035704,0.9865809082984924,-2.297186,1257.0
1768,20,10240,5,-43.536022782325745,0.019258881,-0.036061689257621765,0.0034274055651621893,-0.007147312164306641,304,0.0004092704424510632,0.2,0.2662353515625,-0.030136839166516438,0.9860900044441223,-2.29725525,1257.0
1766,21,10752,6,-43.53021967411041,0.02346791,-0.018454659730196,0.0706434843596071,0.005403637886047363,320,0.0004092704424510632,0.2,0.290771484375,-0.031669818388763815,0.9861027598381042,-2.29725525,1257.0
1765,22,11264,6,-43.49646604061127,0.021939043,-0.029635056853294373,0.005329883271770086,-0.21489167213439941,336,0.0004092704424510632,0.2,0.2537841796875,-0.022517433608300053,0.9843855500221252,-2.29725525,1257.0
1764,23,11776,6,-43.44012761116028,0.016673014,-0.04194419085979462,0.003244957282731775,-0.01551806926727295,352,0.0004092704424510632,0.2,0.255859375,-0.02877461287425831,0.9829391837120056,-2.2826453333333334,1257.0
1763,24,12288,6,-43.398672103881836,0.022867851,0.0031257234513759613,0.08485728618688881,0.0036058425903320312,368,0.0004092704424510632,0.2,0.2647705078125,-0.023032635828712955,0.9815894365310669,-2.2826453333333334,1257.0
1763,25,12800,7,-43.38747704029083,0.02715881,-0.039789702743291855,0.004159780452027917,-0.44374990463256836,384,0.0004092704424510632,0.2,0.2811279296875,-0.029662875167559832,0.9830865263938904,-2.2790907000000002,1257.0
1761,26,13312,7,-43.4390584230423,0.0228522,0.008166499435901642,0.08920150762423873,0.044168174266815186,400,0.0004092704424510632,0.2,0.2744140625,-0.028779798914911225,0.9844886660575867,-2.2790907000000002,1257.0
1760,27,13824,7,-43.47216725349426,0.018841125,-0.03958394378423691,0.005332798202289268,-0.3697091341018677,416,0.0004092704424510632,0.2,0.2763671875,-0.03307402633072343,0.9851949214935303,-2.2790907000000002,1257.0
1760,28,14336,8,-43.481284499168396,0.019286498,-0.04207992181181908,0.004739240830531344,0.07399880886077881,432,0.0004092704424510632,0.2,0.2781982421875,-0.029457791621098295,0.9847527742385864,-2.2796515454545454,1257.0
1759,29,14848,8,-43.46463465690613,0.029085016,-0.023813853040337563,0.016081696616311092,0.03011035919189453,448,0.0004092704424510632,0.2,0.338623046875,-0.017359261924866587,0.9845488667488098,-2.2796515454545454,1257.0
1759,30,15360,8,-43.45332312583923,0.02219789,-0.038932427763938904,0.005547630942601245,-0.004855632781982422,464,0.0004092704424510632,0.2,0.2711181640625,-0.02676079102093354,0.9836469888687134,-2.3071533333333334,1257.0
1758,31,15872,9,-43.41282045841217,0.029497718,0.02193811535835266,0.11018023174256086,0.00785130262374878,480,0.0004092704424510632,0.2,0.295654296875,-0.028536142941447906,0.982625424861908,-2.3071533333333334,1257.0
1758,32,16384,9,-43.395893931388855,0.013194024,-0.04255570471286774,0.004020590276923031,-0.729149580001831,496,0.0004092704424510632,0.2,0.2257080078125,-0.024570123438024893,0.9827122688293457,-2.3047785384615387,1257.0
1758,33,16896,9,-43.4049232006073,0.019518048,0.005516909062862396,0.10035440186038613,0.017743051052093506,512,0.0004092704424510632,0.2,0.2147216796875,-0.024193852121243253,0.9834519028663635,-2.3047785384615387,1257.0
1758,34,17408,9,-43.421878695487976,0.021776993,-0.034091878682374954,0.008336192797287367,-1.1631734371185303,528,0.0004092704424510632,0.2,0.2545166015625,-0.028840130878961645,0.983724057674408,-2.3047785384615387,1257.0
1757,35,17920,10,-43.43078792095184,0.01365758,-0.03542017191648483,0.003928014208213426,-0.009221076965332031,544,0.0004092704424510632,0.2,0.1961669921875,-0.019549674281734042,0.9836644530296326,-2.3028167142857145,1257.0
1757,36,18432,10,-43.41520154476166,0.022473086,0.004694368690252304,0.11442214960698038,0.006096959114074707,560,0.0004092704424510632,0.2,0.2728271484375,-0.029456536096404307,0.9829712510108948,-2.3028167142857145,1257.0
1756,37,18944,10,-43.399417757987976,0.02062781,-0.03592764958739281,0.005815142922074301,-3.3982934951782227,576,0.0004092704424510632,0.2,0.25390625,-0.028287592402193695,0.9830716848373413,-2.2887215333333333,1257.0
1756,38,19456,11,-43.39820122718811,0.016752632,0.027956843376159668,0.14418133557774127,0.0030354857444763184,592,0.0004092704424510632,0.2,0.2650146484375,-0.027430703266873024,0.9824842214584351,-2.2887215333333333,1257.0
1756,39,19968,11,-43.372650146484375,0.018341929,-0.04095517471432686,0.005235743257799186,-0.14355909824371338,608,0.0004092704424510632,0.2,0.279541015625,-0.02673293146654032,0.9818529486656189,-2.2887215333333333,1257.0
1755,40,20480,11,-43.36757457256317,0.024877122,-0.02904828079044819,0.002397809676040197,-0.09955430030822754,624,0.0004092704424510632,0.2,0.230224609375,-0.024473838740959764,0.9817990660667419,-2.2887985625000002,1257.0
1755,41,20992,11,-43.3636794090271,0.025006115,0.02590564638376236,0.1568418953102082,0.002433598041534424,640,0.0004092704424510632,0.2,0.2779541015625,-0.03281475408584811,0.981476902961731,-2.2887985625000002,1257.0
1755,42,21504,12,-43.361900329589844,0.015335798,-0.030750593170523643,0.0047354616599477595,-4.106660842895508,656,0.0004092704424510632,0.2,0.2237548828125,-0.02546982088824734,0.9820196628570557,-2.2847591176470594,1257.0
1754,43,22016,12,-43.357900619506836,0.02448036,0.01588398590683937,0.12889076536521316,0.02720409631729126,672,0.0004092704424510632,0.2,0.29736328125,-0.03104546329996083,0.9809632897377014,-2.2847591176470594,1257.0
1753,44,22528,12,-43.33505892753601,0.017762301,-0.03805718943476677,0.00557561639288906,-0.3175591230392456,688,0.0004092704424510632,0.2,0.2554931640625,-0.02662885037716478,0.9809226393699646,-2.2847591176470594,1257.0
1754,45,23040,13,-43.33917570114136,0.015645444,-0.03551136702299118,0.0044497538401628844,0.005513131618499756,704,0.0004092704424510632,0.2,0.2069091796875,-0.02285215482697822,0.9810227751731873,-2.282978277777778,1257.0
1754,46,23552,13,-43.350391030311584,0.021877376,0.040367625653743744,0.16099273040890694,0.01019352674484253,720,0.0004092704424510632,0.2,0.2772216796875,-0.02848648924555164,0.9815173745155334,-2.282978277777778,1257.0
1754,47,24064,13,-43.35234820842743,0.021326158,-0.03856626898050308,0.005885630198463332,-1.6867001056671143,736,0.0004092704424510632,0.2,0.2843017578125,-0.03316989782615565,0.9814419746398926,-2.296219473684211,1257.0
1754,48,24576,14,-43.33714962005615,0.029016396,0.0163482204079628,0.13399779819883406,0.01730746030807495,752,0.0004092704424510632,0.2,0.2679443359375,-0.025687537803605665,0.9804809093475342,-2.296219473684211,1257.0
1754,49,25088,14,-43.30845642089844,0.014760271,-0.031128395348787308,0.012441524624591693,-0.6821972131729126,768,0.0004092704424510632,0.2,0.22119140625,-0.024993270038976334,0.9795379042625427,-2.296219473684211,1257.0
1754,50,25600,14,-43.29715180397034,0.014882249,-0.03562227264046669,0.003818300428974908,-0.011597514152526855,784,0.0004092704424510632,0.2,0.224853515625,-0.024492748387274332,0.9803311824798584,-2.2950180000000007,1257.0
1754,51,26112,14,-43.32100236415863,0.020342711,0.010338857769966125,0.12881155754439533,0.029377281665802002,800,0.0004092704424510632,0.2,0.2305908203125,-0.021779713228170294,0.9806386828422546,-2.2950180000000007,1257.0
1754,52,26624,15,-43.3193484544754,0.018425439,-0.042668215930461884,0.004479881645238493,-2.2668938636779785,816,0.0004092704424510632,0.2,0.2398681640625,-0.022983951945207082,0.9803668856620789,-2.2901020476190483,1257.0
1754,53,27136,15,-43.29445230960846,0.027005255,0.03059236705303192,0.18460776889696717,0.005285739898681641,832,0.0004092704424510632,0.2,0.271484375,-0.029295393760548905,0.9792231917381287,-2.2901020476190483,1257.0
1754,54,27648,15,-43.27417051792145,0.021182386,-0.0351797454059124,0.00517342551756883,-0.5223779678344727,848,0.0004092704424510632,0.2,0.2799072265625,-0.03290013855439611,0.979444682598114,-2.2901020476190483,1257.0
1754,55,28160,16,-43.30143976211548,0.018173385,-0.029531162232160568,0.004304019021219574,0.23412984609603882,864,0.0004092704424510632,0.2,0.212158203125,-0.021440333584905602,0.9808758497238159,-2.2811750000000006,1257.0
1753,56,28672,16,-43.31335246562958,0.023073832,-0.006757199764251709,0.04491087660426274,0.12618482112884521,880,0.0004092704424510632,0.2,0.237548828125,-0.018621733848704025,0.9799451231956482,-2.2811750000000006,1257.0
1753,57,29184,16,-43.30513656139374,0.019532476,-0.04081956669688225,0.007079956587404013,-0.7712795734405518,896,0.0004092704424510632,0.2,0.2879638671875,-0.0318568246148061,0.981048583984375,-2.277319913043479,1257.0
1753,58,29696,16,-43.305522084236145,0.01884605,0.03420005366206169,0.1949612437747419,0.024247050285339355,912,0.0004092704424510632,0.2,0.2327880859375,-0.021175203728489578,0.9796482920646667,-2.277319913043479,1257.0
1753,59,30208,17,-43.289950013160706,0.021753458,-0.04084008187055588,0.010621890032780357,-1.824892520904541,928,0.0004092704424510632,0.2,0.254638671875,-0.030180154761183076,0.9811050891876221,-2.2689390416666666,1257.0
1753,60,30720,17,-43.34054970741272,0.017130574,0.031508371233940125,0.19572198390960693,0.054755985736846924,944,0.0004092704424510632,0.2,0.2139892578125,-0.021280448709148914,0.981452465057373,-2.2689390416666666,1257.0
1753,61,31232,17,-43.318607330322266,0.022147335,-0.0357443131506443,0.013965749443741515,-2.100184679031372,960,0.0004092704424510632,0.2,0.227783203125,-0.025279462897742633,0.9796121716499329,-2.2689390416666666,1257.0
1753,62,31744,18,-43.25767958164215,0.0152965,-0.03924618661403656,0.004663486863137223,-0.01591813564300537,976,0.0004092704424510632,0.2,0.2244873046875,-0.026520649145822972,0.9781757593154907,-2.2724075200000002,1257.0
1753,63,32256,18,-43.22441112995148,0.023121983,0.03408077359199524,0.19370520673692226,0.023541152477264404,992,0.0004092704424510632,0.2,0.2286376953125,-0.02321202003804501,0.9769917726516724,-2.2724075200000002,1257.0
1753,64,32768,18,-43.18673872947693,0.017820071,-0.02333994209766388,0.01835610019043088,-0.5300086736679077,1008,0.0004092704424510632,0.2,0.24658203125,-0.024080522038275376,0.9756371378898621,-2.280163730769231,1257.0
1753,65,33280,18,-43.1490592956543,0.021656599,0.020940735936164856,0.17226887727156281,0.20480990409851074,1024,0.0004092704424510632,0.2,0.2158203125,-0.02306935581145808,0.974906325340271,-2.280163730769231,1257.0
1753,66,33792,19,-43.14243948459625,0.01675804,-0.03339941427111626,0.007336475784541108,-0.8303340673446655,1040,0.0004092704424510632,0.2,0.25390625,-0.025542603834765032,0.9751805067062378,-2.280163730769231,1257.0
1753,67,34304,19,-43.12726283073425,0.015267858,-0.03398291766643524,0.004073909018188715,-0.04561924934387207,1056,0.0004092704424510632,0.2,0.2374267578125,-0.02276867875480093,0.973587691783905,-2.285057,1257.0
1753,68,34816,19,-43.072866439819336,0.021565657,0.020256176590919495,0.18746261857450008,0.06634652614593506,1072,0.0004092704424510632,0.2,0.2525634765625,-0.025004030656418763,0.9723517298698425,-2.285057,1257.0
1753,69,35328,20,-43.06237983703613,0.01887498,-0.03481204807758331,0.010471012850757688,-2.481623411178589,1088,0.0004092704424510632,0.2,0.268798828125,-0.02777411517308792,0.973399817943573,-2.2860706785714284,1257.0
1753,70,35840,20,-43.10578513145447,0.02483327,0.01663874462246895,0.17451281216926873,0.17524296045303345,1104,0.0004092704424510632,0.2,0.167724609375,-0.022102205475675873,0.9745795726776123,-2.2860706785714284,1257.0
1753,71,36352,20,-43.13655483722687,0.015579491,-0.04112406447529793,0.010359785606851801,-0.438165545463562,1120,0.0004092704424510632,0.2,0.25634765625,-0.027616668754490092,0.9753895401954651,-2.2860706785714284,1257.0
1753,72,36864,21,-43.15323853492737,0.016893152,-0.031476713716983795,0.005398586348746903,-0.01578366756439209,1136,0.0004092704424510632,0.2,0.2213134765625,-0.02764959039632231,0.9758787751197815,-2.284241586206897,1257.0
1753,73,37376,21,-43.15235364437103,0.018696915,0.025358764454722404,0.15967905498109758,0.16427922248840332,1152,0.0004092704424510632,0.2,0.13818359375,-0.017881289546494372,0.9753819108009338,-2.284241586206897,1257.0
1754,74,37888,21,-43.1325306892395,0.017311912,-0.024053217843174934,0.010260472830850631,-4.512992858886719,1168,0.0004092704424510632,0.2,0.22607421875,-0.0273522565694293,0.9755752086639404,-2.2791604333333333,1257.0
1753,75,38400,21,-43.140594244003296,0.015869057,0.03317255526781082,0.18563592596910894,0.07126224040985107,1184,0.0004092704424510632,0.2,0.1612548828125,-0.018404495785944164,0.9752528667449951,-2.2791604333333333,1257.0
1753,76,38912,22,-43.11662542819977,0.017859062,-0.02802075818181038,0.00850292548420839,-0.24123406410217285,1200,0.0004092704424510632,0.2,0.240966796875,-0.026659376337192953,0.9746133089065552,-2.2791604333333333,1257.0
1753,77,39424,22,-43.10989058017731,0.019780863,-0.044921256601810455,0.004660095015424304,0.008911073207855225,1216,0.0004092704424510632,0.2,0.261474609375,-0.029009259364102036,0.974798321723938,-2.278510193548387,1257.0
1753,78,39936,22,-43.10229408740997,0.022410331,0.006681131199002266,0.13943511783145368,0.1375630497932434,1232,0.0004092704424510632,0.2,0.1336669921875,-0.01882960446528159,0.974111795425415,-2.278510193548387,1257.0
1753,79,40448,23,-43.07873547077179,0.016288485,-0.03249703720211983,0.013863271189620718,-3.131157875061035,1248,0.0004092704424510632,0.2,0.23681640625,-0.02609906389261596,0.9738375544548035,-2.278626,1257.0
1753,80,40960,23,-43.071412086486816,0.017099941,0.01924671232700348,0.21154060144908726,0.052765071392059326,1264,0.0004092704424510632,0.2,0.2198486328125,-0.01935998262342764,0.9734258055686951,-2.278626,1257.0
1752,81,41472,23,-43.07843506336212,0.01737615,-0.03609589487314224,0.007750840755761601,-0.9844558238983154,1280,0.0004092704424510632,0.2,0.2391357421875,-0.02602838329039514,0.9746807217597961,-2.278626,1257.0
1752,82,41984,23,-43.142995834350586,0.024941664,-0.05031389743089676,0.005525667482288554,0.09046441316604614,1296,0.0004092704424510632,0.2,0.24755859375,-0.026728499702585395,0.9773543477058411,-2.2702146060606063,1257.0
1751,83,42496,24,-43.18245458602905,0.025607655,-0.0005779657512903214,0.07490353361936286,0.06076037883758545,1312,0.0004092704424510632,0.2,0.2860107421875,-0.01933159850887023,0.9770363569259644,-2.2702146060606063,1257.0
1751,84,43008,24,-43.18183994293213,0.013754389,-0.004678361117839813,0.03126261237775907,-1.3643994331359863,1328,0.0004092704424510632,0.2,0.1932373046875,-0.018607659003464505,0.978195071220398,-2.2683702352941175,1257.0
1751,85,43520,24,-43.21605896949768,0.021063026,0.020264526829123497,0.185396894114092,0.07015758752822876,1344,0.0004092704424510632,0.2,0.18603515625,-0.023958765945280902,0.9789310097694397,-2.2683702352941175,1257.0
1751,86,44032,25,-43.22534763813019,0.016468653,-0.03325695917010307,0.008487252722261474,-0.8967739343643188,1360,0.0004092704424510632,0.2,0.21337890625,-0.0257381728006294,0.9782429337501526,-2.2679645142857146,1257.0
1751,87,44544,25,-43.204148292541504,0.018430507,0.033034879714250565,0.20875191525556147,0.3719608783721924,1376,0.0004092704424510632,0.2,0.0927734375,-0.017232124977454077,0.9777280688285828,-2.2679645142857146,1257.0
1751,88,45056,25,-43.15523445606232,0.011593046,-0.030554311349987984,0.00641778592398623,-3.4430675506591797,1392,0.0004092704424510632,0.2,0.19873046875,-0.02487351157469675,0.9746496677398682,-2.2679645142857146,1257.0
1752,89,45568,26,-43.09561097621918,0.01435874,-0.03437498211860657,0.0037652805767720565,-0.05920898914337158,1408,0.0004092704424510632,0.2,0.217529296875,-0.024234729615272954,0.9758930206298828,-2.2669571388888894,1257.0
1752,90,46080,26,-43.15192890167236,0.014130858,0.04412033036351204,0.25020305486395955,0.1027786135673523,1424,0.0004092704424510632,0.2,0.139892578125,-0.016713774457457475,0.9764571785926819,-2.2669571388888894,1257.0
1752,91,46592,26,-43.143136382102966,0.018451845,-0.010346921160817146,0.03489365120185539,-1.135565996170044,1440,0.0004092704424510632,0.2,0.2410888671875,-0.023325200250837952,0.9756251573562622,-2.263964621621622,1257.0
1752,92,47104,26,-43.11352562904358,0.012381148,0.06871347874403,0.2315531619824469,0.6431752443313599,1456,0.0004092704424510632,0.2,0.081298828125,-0.012967270013177767,0.975096583366394,-2.263964621621622,1257.0
1752,93,47616,27,-43.15821135044098,0.018538777,-0.02982484921813011,0.00744249380659312,-0.9478788375854492,1472,0.0004092704424510632,0.2,0.2506103515625,-0.02955689516966231,0.979141891002655,-2.263964621621622,1257.0
1752,94,48128,27,-43.243894934654236,0.018970067,-0.030816812068223953,0.00418475554761244,-0.05087924003601074,1488,0.0004092704424510632,0.2,0.2774658203125,-0.026020661200163886,0.9793030023574829,-2.2607787368421053,1257.0
1752,95,48640,27,-43.214131474494934,0.015270721,0.00813101977109909,0.2001201193779707,0.12268573045730591,1504,0.0004092704424510632,0.2,0.15380859375,-0.01763326548098121,0.978397786617279,-2.2607787368421053,1257.0
1752,96,49152,28,-43.23229122161865,0.024998687,-0.03600984439253807,0.006777079266612418,-3.963730812072754,1520,0.0004092704424510632,0.2,0.2972412109375,-0.029802538992953487,0.9808841943740845,-2.264058384615385,1257.0
1752,97,49664,28,-43.28689432144165,0.022646127,0.02529873140156269,0.25202751089818776,0.028146982192993164,1536,0.0004092704424510632,0.2,0.2945556640625,-0.025933108147000894,0.9806114435195923,-2.264058384615385,1257.0
1752,98,50176,28,-43.28423535823822,0.018122165,-0.03235878795385361,0.018818240670952946,-1.7730109691619873,1552,0.0004092704424510632,0.2,0.2225341796875,-0.02349166537169367,0.9814546704292297,-2.264058384615385,1257.0
1752,99,50688,28,-43.31372892856598,0.013942799,-0.041673533618450165,0.003670429468911607,0.010060131549835205,1568,0.0004092704424510632,0.2,0.1849365234375,-0.02563155691314023,0.9819023013114929,-2.260768025,1257.0
1752,100,51200,29,-43.315099358558655,0.015670735,0.0408354178071022,0.2797782092820853,0.07396382093429565,1584,0.0004092704424510632,0.2,0.1287841796875,-0.015462437833775766,0.9818792939186096,-2.260768025,1257.0
1752,101,51712,29,-43.30861830711365,0.022738788,-0.03168255463242531,0.021949780406430364,-4.733527183532715,1600,0.0004092704424510632,0.2,0.2034912109375,-0.022878560623212252,0.9812418818473816,-2.26437843902439,1257.0
1752,102,52224,29,-43.28524649143219,0.017027793,0.03932518512010574,0.27351096691563725,0.1900545358657837,1616,0.0004092704424510632,0.2,0.10302734375,-0.016708121198462322,0.9804134368896484,-2.26437843902439,1257.0
1752,103,52736,30,-43.25728166103363,0.018765863,-0.030305422842502594,0.01525118516292423,-0.4201934337615967,1632,0.0004092704424510632,0.2,0.2669677734375,-0.029489739274140447,0.9798813462257385,-2.26437843902439,1257.0
1753,104,53248,30,-43.257051944732666,0.01762346,-0.025463424623012543,0.012000388785963878,-0.846772313117981,1648,0.0004092704424510632,0.2,0.209716796875,-0.02131594183447305,0.9800008535385132,-2.2645446666666667,1257.0
1753,105,53760,30,-43.254923582077026,0.016227154,0.01140313595533371,0.1717344676144421,0.30220067501068115,1664,0.0004092704424510632,0.2,0.116455078125,-0.02037102624308318,0.9792637825012207,-2.2645446666666667,1257.0
1753,106,54272,30,-43.22555387020111,0.023306388,-0.04805085062980652,0.011853879885165952,-5.370369911193848,1680,0.0004092704424510632,0.2,0.25048828125,-0.028060425669536926,0.9783908724784851,-2.268251488372093,1257.0
1753,107,54784,31,-43.2019784450531,0.010979882,0.01392800360918045,0.2809999492019415,0.051251232624053955,1696,0.0004092704424510632,0.2,0.0863037109375,-0.01696838092902908,0.977759838104248,-2.268251488372093,1257.0
1753,108,55296,31,-43.21068584918976,0.016342074,-0.018105585128068924,0.022557766060344875,0.045706987380981445,1712,0.0004092704424510632,0.2,0.223388671875,-0.025247711848351173,0.9791643619537354,-2.268251488372093,1257.0
1752,109,55808,31,-43.251779198646545,0.024773045,0.026846889406442642,0.14466856699436903,0.5919414758682251,1728,0.0004092704424510632,0.2,0.2490234375,-0.027245641394983977,0.9798862338066101,-2.2626586136363636,1257.0
1752,110,56320,32,-43.266945362091064,0.015636388,-0.011637337505817413,0.051209579105488956,0.7871847748756409,1744,0.0004092704424510632,0.2,0.18603515625,-0.019841776957036927,0.9804280400276184,-2.2626586136363636,1257.0
1752,111,56832,32,-43.291390895843506,0.020315986,-0.035714540630578995,0.01998215980711393,-1.1648950576782227,1760,0.0004092704424510632,0.2,0.2572021484375,-0.029715330281760544,0.9813326001167297,-2.2588492,1257.0
1752,112,57344,32,-43.29891264438629,0.016582027,0.07437574118375778,0.2342100467067212,0.16255664825439453,1776,0.0004092704424510632,0.2,0.121826171875,-0.02142786576587241,0.981151819229126,-2.2588492,1257.0
1752,113,57856,33,-43.30237674713135,0.015939768,-0.010625508613884449,0.023817055160179734,-0.8890408277511597,1792,0.0004092704424510632,0.2,0.1888427734375,-0.021352689116611145,0.9820383191108704,-2.2550209782608697,1257.0
1752,114,58368,33,-43.327250361442566,0.015879855,0.08526414632797241,0.24775492679327726,0.6566656827926636,1808,0.0004092704424510632,0.2,0.1473388671875,-0.01858064706902951,0.9820523858070374,-2.2550209782608697,1257.0
1752,115,58880,33,-43.319422364234924,0.025972553,-0.03919627517461777,0.007770535259624012,-2.4210996627807617,1824,0.0004092704424510632,0.2,0.310791015625,-0.030566827568691224,0.9816265106201172,-2.2550209782608697,1257.0
1752,116,59392,33,-43.29342317581177,0.016135823,-0.047743845731019974,0.0035429535200819373,-0.012049317359924316,1840,0.0004092704424510632,0.2,0.269287109375,-0.03348737390479073,0.980034351348877,-2.252345,1257.0
1752,117,59904,34,-43.26278054714203,0.020945868,0.0021050646901130676,0.2928651941474527,0.04632002115249634,1856,0.0004092704424510632,0.2,0.187744140625,-0.023455379996448755,0.9797055721282959,-2.252345,1257.0
1752,118,60416,34,-43.236682653427124,0.019550098,-0.021555736660957336,0.012272691092221066,-2.0922043323516846,1872,0.0004092704424510632,0.2,0.2080078125,-0.020648633042583242,0.9778736233711243,-2.2515582291666667,1257.0
1752,119,60928,34,-43.1862690448761,0.014107841,0.04874635860323906,0.24772582319565117,0.30655473470687866,1888,0.0004092704424510632,0.2,0.0760498046875,-0.011377312213880941,0.9772956371307373,-2.2515582291666667,1257.0
1752,120,61440,35,-43.171762466430664,0.015586209,-0.03376316651701927,0.008774205547524616,-1.2950198650360107,1904,0.0004092704424510632,0.2,0.208984375,-0.022712664969731122,0.9766668081283569,-2.2515582291666667,1257.0
1752,121,61952,35,-43.13803255558014,0.014689982,-0.022000286728143692,0.005274469833238982,-0.07590937614440918,1920,0.0004092704424510632,0.2,0.20947265625,-0.02334024733863771,0.9750774502754211,-2.2517659795918363,1257.0
1753,122,62464,35,-43.08423960208893,0.015035905,0.03542160242795944,0.28556650481186807,0.16926127672195435,1936,0.0004092704424510632,0.2,0.1307373046875,-0.018257713061757386,0.9737623929977417,-2.2517659795918363,1257.0
1754,123,62976,35,-43.05844044685364,0.019216532,-0.029749661684036255,0.013941015145974234,-3.092620849609375,1952,0.0004092704424510632,0.2,0.2646484375,-0.026150090321607422,0.973776638507843,-2.2524693799999995,1257.0
1754,124,63488,36,-43.066789507865906,0.0101376455,0.03414696455001831,0.3205308089964092,0.18469220399856567,1968,0.0004092704424510632,0.2,0.0517578125,-0.011611400273977779,0.9741580486297607,-2.2524693799999995,1257.0
1755,125,64000,36,-43.07847082614899,0.018380987,-0.042272888123989105,0.00823594001121819,-1.7009363174438477,1984,0.0004092704424510632,0.2,0.237060546875,-0.02750930329784751,0.9744961261749268,-2.2524693799999995,1257.0
