time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/approx_kl,train/loss,train/value_loss,train/explained_variance,train/n_updates,train/learning_rate,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
4319,1,512,0,,,,,,,,,,,,,
2573,2,1024,0,-43.96454060077667,0.014599424,-0.03356209769845009,0.1983107941414346,-0.6328495740890503,16,0.0004092704424510632,0.2,0.2432861328125,-0.030651654058601707,0.9985390305519104,,
2280,3,1536,0,-43.924103140830994,0.013958588,-0.033229339867830276,0.0035306232821312733,0.0018728375434875488,32,0.0004092704424510632,0.2,0.19970703125,-0.02344256397918798,0.9975465536117554,-2.26404,1257.0
2161,4,2048,0,-43.88383340835571,0.015824828,-0.03392535075545311,0.0015751867395010777,-0.0012410879135131836,48,0.0004092704424510632,0.2,0.2503662109375,-0.029014013503910974,0.9957024455070496,-2.26404,1257.0
2099,5,2560,1,-43.84503650665283,0.023328926,-0.03765655681490898,0.0025000995374284685,0.012595593929290771,64,0.0004092704424510632,0.2,0.3411865234375,-0.03287381125846878,0.9956697225570679,-2.2869975,1257.0
2051,6,3072,1,-43.83382785320282,0.021854583,-0.04037828743457794,0.005547218126594089,-0.007387757301330566,80,0.0004092704424510632,0.2,0.3013916015625,-0.028850705733930226,0.9942728281021118,-2.2869975,1257.0
2018,7,3584,1,-43.81155550479889,0.023646811,-0.04134250432252884,0.0039237874443642795,0.010152816772460938,96,0.0004092704424510632,0.2,0.337158203125,-0.032620064506772906,0.9950734376907349,-2.2869975,1257.0
1985,8,4096,2,-43.848156452178955,0.012499049,-0.02205101028084755,0.00367685871606227,0.0006198287010192871,112,0.0004092704424510632,0.2,0.2279052734375,-0.023504984128521755,0.9961215853691101,-2.3259666666666665,1257.0
1958,9,4608,2,-43.86527109146118,0.02059115,-0.019715258851647377,0.013311857095686719,-0.0007169246673583984,128,0.0004092704424510632,0.2,0.2952880859375,-0.029195673385402188,0.9961280822753906,-2.3259666666666665,1257.0
1942,10,5120,2,-43.87113094329834,0.016557463,-0.03869551047682762,0.001624316637389711,0.014750242233276367,144,0.0004092704424510632,0.2,0.2479248046875,-0.025715502066304907,0.996588945388794,-2.310054,1257.0
1924,11,5632,2,-43.85882830619812,0.02264117,-0.02918802946805954,0.014697519858600572,-0.0020601749420166016,160,0.0004092704424510632,0.2,0.2796630859375,-0.02667229957296513,0.9949343204498291,-2.310054,1257.0
1910,12,6144,3,-43.80799472332001,0.026004635,-0.04024851322174072,0.003644038959464524,0.006247341632843018,176,0.0004092704424510632,0.2,0.322021484375,-0.031322823313530535,0.9940477013587952,-2.310054,1257.0
1896,13,6656,3,-43.78432905673981,0.019532552,-0.0442410372197628,0.0038915610130061395,0.0023382902145385742,192,0.0004092704424510632,0.2,0.295166015625,-0.030296509707113728,0.9932720065116882,-2.2897956,1257.0
1889,14,7168,3,-43.77462351322174,0.021497864,-0.018585097044706345,0.02905727707548067,-0.0007352828979492188,208,0.0004092704424510632,0.2,0.2945556640625,-0.030549689479812514,0.9937005639076233,-2.2897956,1257.0
1884,15,7680,4,-43.7664577960968,0.024668645,-0.031830381602048874,0.0025012146834342275,0.006476283073425293,224,0.0004092704424510632,0.2,0.305908203125,-0.029028052696958184,0.9920365214347839,-2.2893596666666665,1257.0
1875,16,8192,4,-43.70659637451172,0.020913165,-0.013140082359313965,0.03299779293593019,-0.0007894039154052734,240,0.0004092704424510632,0.2,0.2821044921875,-0.025098558049649,0.9908443093299866,-2.2893596666666665,1257.0
